,idex_male,idex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7628856,-0.8746649,"('unsociable', 'sociable')",-0.00089325197,-0.121818036,-0.3818894,-0.4982415,-0.1163521
1,-2.2753258,-2.34818,"('unfriendly', 'friendly')",1.0829035,1.0320866,-0.5962111,-0.6580467,-0.0618356
2,-0.045673862,-0.018362977,"('unlikable', 'likable')",0.6875917,0.6645852,0.3209589,0.3231111,0.0021522
3,-0.024531398,0.050206415,"('repellent', 'pleasant')",0.5331914,0.5720955,0.25433,0.311151,0.056821
4,-0.53614295,-0.58592546,"('disliked', 'liked')",-5.7915597,-6.1677322,-3.1638513,-3.3768289,-0.2129776
5,-1.8094637,-1.8044513,"('distant', 'outgoing')",-0.61538136,-0.59790474,-1.2124226,-1.2011781,0.0112445
6,-1.9323257,-1.9283406,"('distant', 'open')",-0.86384016,-0.7590745,-1.398083,-1.3437076,0.0543754
7,-0.36572945,-0.3304243,"('insensitive', 'sensitive')",-0.016927645,-0.0007401961,-0.1913286,-0.1655823,0.0257463
8,-1.7324352,-1.7708801,"('unaffectionate', 'affectionate')",0.06162028,0.092562646,-0.8354075,-0.8391587,-0.0037512
9,-1.7477115,-1.775217,"('unaffectionate', 'caring')",0.6177116,0.7142214,-0.5649999,-0.5304978,0.0345021
10,-1.2763946,-1.2932875,"('unsympathetic', 'sympathetic')",-0.7199715,-0.7031318,-0.998183,-0.9982097,-2.67e-05
11,-0.026442077,-0.037012164,"('unhelpful', 'helpful')",1.9053912,1.9481331,0.9394746,0.9555604,0.0160858
12,-0.687353,-0.66105413,"('unsupportive', 'supportive')",-2.1561868,-2.1786582,-1.4217699,-1.4198562,0.0019137
13,-0.36559534,-0.36312166,"('impolite', 'polite')",-0.4785512,-0.40413278,-0.4220733,-0.3836272,0.0384461
14,0.78622895,0.79711205,"('antisocial', 'social')",0.27874458,0.16661347,0.5324868,0.4818628,-0.050624
15,0.10690965,0.019003082,"('boring', 'funny')",0.3123625,0.2749921,0.2096361,0.1469976,-0.0626385
16,-0.6372096,-0.6451437,"('unpopular', 'popular')",0.6016457,0.58534527,-0.0177819,-0.0298992,-0.0121173
17,-0.72841686,-0.6863259,"('nasty', 'nice')",-0.50113416,-0.43225417,-0.6147755,-0.5592901,0.0554854
18,-0.7634771,-0.82590646,"('disagreeable', 'welcoming')",-0.45551378,-0.5778463,-0.6094954,-0.7018764,-0.092381
19,-1.8058032,-1.7818418,"('inhospitable', 'hospitable')",-0.7568867,-0.76002437,-1.2813449,-1.270933,0.0104119
20,0.22409576,0.16883594,"('rough', 'thoughtful')",0.6379565,0.62532014,0.4310261,0.397078,-0.0339481
21,-0.020007333,-0.094861984,"('immoral', 'moral')",-0.28376684,-0.33991003,-0.1518871,-0.217386,-0.0654989
22,-0.5019458,-0.49951628,"('untrustworthy', 'trustworthy')",-1.0383414,-1.0439899,-0.7701436,-0.7717531,-0.0016095
23,-0.5705376,-0.66011345,"('insincere', 'sincere')",5.6679273,5.8825893,2.5486948,2.611238,0.0625432
24,-0.8766546,-0.8693309,"('dishonest', 'honest')",0.6739893,0.6977104,-0.1013327,-0.0858102,0.0155225
25,-0.7870881,-0.78719103,"('egoistic', 'altruistic')",0.7568179,0.652563,-0.0151351,-0.067314,-0.0521789
26,-0.34132344,-0.39488098,"('hardhearted', 'benevolent')",1.2353877,1.209671,0.4470321,0.407395,-0.0396371
27,-0.62721014,-0.601367,"('hardhearted', 'softhearted')",0.44694278,0.45255315,-0.0901337,-0.0744069,0.0157268
28,-0.6398056,-0.73357356,"('disloyal', 'loyal')",1.0555787,0.9796606,0.2078865,0.1230435,-0.084843
29,-0.7329055,-0.74012595,"('unfair', 'fair')",-0.5073586,-0.6715322,-0.6201321,-0.7058291,-0.085697
30,0.66865623,0.6071978,"('intolerant', 'tolerant')",1.1464686,1.0937355,0.9075624,0.8504666,-0.0570958
31,-1.8041459,-1.8257875,"('evil', 'good')",-0.9077899,-0.967459,-1.3559679,-1.3966233,-0.0406554
32,-0.66206807,-0.6801324,"('unkind', 'kind')",0.6541688,0.54618365,-0.0039496,-0.0669744,-0.0630248
33,-0.27711618,-0.27852634,"('wrong', 'right')",-0.8593185,-0.8166487,-0.5682173,-0.5475875,0.0206298
34,0.043076202,0.05869654,"('mean', 'honorable')",5.629442,5.885458,2.8362591,2.9720774,0.1358183
35,-1.028759,-1.0753642,"('corrupt', 'incorrupt')",-0.6221216,-0.59403336,-0.8254403,-0.8346988,-0.0092585
36,-1.2732177,-1.3672407,"('hostile', 'amicable')",-0.39936253,-0.42740107,-0.8362901,-0.8973209,-0.0610308
37,-1.1558416,-1.1879961,"('fake', 'genuine')",-0.25150093,-0.17862171,-0.7036713,-0.683309,0.0203623
38,-1.2558199,-1.2861887,"('untruthful', 'truthful')",0.24325436,0.37066662,-0.5062828,-0.457761,0.0485218
39,0.2941182,0.30805132,"('exploitative', 'cooperative')",-0.14826007,-0.043918215,0.0729291,0.1320665,0.0591374
40,-0.12899996,-0.13359769,"('stingy', 'generous')",-1.7381048,-1.8856114,-0.9335524,-1.0096046,-0.0760522
41,-0.39154628,-0.48497376,"('unforgiving', 'forgiving')",0.11752935,0.03385649,-0.1370085,-0.2255586,-0.0885501
42,-0.011483792,0.056856964,"('unreliable', 'reliable')",-3.1869924,-3.306044,-1.5992382,-1.6245936,-0.0253554
43,-0.62053025,-0.5966036,"('irresponsible', 'responsible')",0.16508242,0.19521166,-0.2277239,-0.200696,0.0270279
44,0.15199265,0.18779816,"('prejudiced', 'unprejudiced')",-1.6098621,-1.6435503,-0.7289347,-0.7278761,0.0010586
45,-0.77758837,-0.7731368,"('incompetent', 'competent')",0.13442713,0.005145738,-0.3215806,-0.3839955,-0.0624149
46,-0.03958159,-0.053484797,"('uncompetitive', 'competitive')",-0.63518924,-0.6345319,-0.3373854,-0.3440084,-0.006623
47,-0.27226073,-0.17652914,"('stupid', 'smart')",5.2680097,5.5864043,2.4978745,2.7049377,0.2070632
48,0.5502632,0.42772466,"('unintelligent', 'intelligent')",1.010863,0.9741678,0.7805631,0.7009462,-0.0796169
