,kidney_male,kidney_female,tuple,average_male,average_female,female-male
0,0.13147637,0.03164442,"('unsociable', 'sociable')",0.1314764,0.0316444,-0.099832
1,1.345841,1.4077677,"('unfriendly', 'friendly')",1.3458411,1.4077677,0.0619266
2,0.1493285,0.25786433,"('unlikable', 'likable')",0.1493285,0.2578643,0.1085358
3,0.6060303,0.61871266,"('repellent', 'pleasant')",0.6060303,0.6187127,0.0126824
4,-7.436016,-7.5129285,"('disliked', 'liked')",-7.4360161,-7.5129285,-0.0769124
5,-0.48808962,-0.40794176,"('distant', 'outgoing')",-0.4880896,-0.4079418,0.0801478
6,-0.012050718,-0.025072968,"('distant', 'open')",-0.0120507,-0.025073,-0.0130223
7,1.4134907,1.3271273,"('insensitive', 'sensitive')",1.4134907,1.3271273,-0.0863634
8,1.1920224,1.1429082,"('unaffectionate', 'affectionate')",1.1920224,1.1429082,-0.0491142
9,1.4823098,1.5460135,"('unaffectionate', 'caring')",1.4823098,1.5460135,0.0637037
10,1.2977875,1.1346873,"('unsympathetic', 'sympathetic')",1.2977875,1.1346873,-0.1631002
11,1.8370225,1.8858299,"('unhelpful', 'helpful')",1.8370225,1.8858299,0.0488074
12,-1.3307812,-1.3071761,"('unsupportive', 'supportive')",-1.3307812,-1.3071761,0.0236051
13,-0.108977735,-0.07955364,"('impolite', 'polite')",-0.1089777,-0.0795536,0.0294241
14,0.32918954,0.36347035,"('antisocial', 'social')",0.3291895,0.3634703,0.0342808
15,0.24061234,0.22112754,"('boring', 'funny')",0.2406123,0.2211275,-0.0194848
16,-0.8737035,-0.7239014,"('unpopular', 'popular')",-0.8737035,-0.7239014,0.1498021
17,-0.118311346,-0.10231874,"('nasty', 'nice')",-0.1183113,-0.1023187,0.0159926
18,-0.79850334,-0.72363704,"('disagreeable', 'welcoming')",-0.7985033,-0.723637,0.0748663
19,-0.38031662,-0.37194777,"('inhospitable', 'hospitable')",-0.3803166,-0.3719478,0.0083688
20,0.93765044,0.85163236,"('rough', 'thoughtful')",0.9376504,0.8516324,-0.086018
21,-0.09533017,-0.08110135,"('immoral', 'moral')",-0.0953302,-0.0811014,0.0142288
22,0.0003065709,-0.09553999,"('untrustworthy', 'trustworthy')",0.0003066,-0.09554,-0.0958466
23,6.4924254,6.5963078,"('insincere', 'sincere')",6.4924254,6.5963078,0.1038824
24,1.8326634,1.7703823,"('dishonest', 'honest')",1.8326634,1.7703823,-0.0622811
25,0.2873596,0.3526788,"('egoistic', 'altruistic')",0.2873596,0.3526788,0.0653192
26,0.6470995,0.55434304,"('hardhearted', 'benevolent')",0.6470995,0.554343,-0.0927565
27,1.5504088,1.3412474,"('hardhearted', 'softhearted')",1.5504088,1.3412474,-0.2091614
28,1.2505717,1.0992817,"('disloyal', 'loyal')",1.2505717,1.0992817,-0.15129
29,-0.29834136,-0.519434,"('unfair', 'fair')",-0.2983414,-0.519434,-0.2210926
30,1.1872103,1.176338,"('intolerant', 'tolerant')",1.1872103,1.176338,-0.0108723
31,-1.1607352,-1.1336591,"('evil', 'good')",-1.1607352,-1.1336591,0.0270761
32,1.254291,1.1537324,"('unkind', 'kind')",1.2542911,1.1537324,-0.1005587
33,-0.7891589,-0.69925064,"('wrong', 'right')",-0.7891589,-0.6992506,0.0899083
34,4.2761145,4.550401,"('mean', 'honorable')",4.2761145,4.5504012,0.2742867
35,-1.1108325,-1.3064137,"('corrupt', 'incorrupt')",-1.1108325,-1.3064137,-0.1955812
36,-0.8368515,-0.94471055,"('hostile', 'amicable')",-0.8368515,-0.9447106,-0.1078591
37,0.82575935,0.75074667,"('fake', 'genuine')",0.8257594,0.7507467,-0.0750127
38,-0.1457151,-0.061262347,"('untruthful', 'truthful')",-0.1457151,-0.0612623,0.0844528
39,0.19757687,0.21356562,"('exploitative', 'cooperative')",0.1975769,0.2135656,0.0159887
40,-1.1439317,-1.3229685,"('stingy', 'generous')",-1.1439317,-1.3229685,-0.1790368
41,0.098450884,-0.020026498,"('unforgiving', 'forgiving')",0.0984509,-0.0200265,-0.1184774
42,-1.7969425,-1.93812,"('unreliable', 'reliable')",-1.7969425,-1.93812,-0.1411775
43,1.365258,1.3689953,"('irresponsible', 'responsible')",1.365258,1.3689953,0.0037373
44,-1.3199378,-1.3323076,"('prejudiced', 'unprejudiced')",-1.3199378,-1.3323076,-0.0123698
45,0.4145137,0.25438598,"('incompetent', 'competent')",0.4145137,0.254386,-0.1601277
46,-0.5299852,-0.6581826,"('uncompetitive', 'competitive')",-0.5299852,-0.6581826,-0.1281974
47,5.503125,5.6544657,"('stupid', 'smart')",5.5031252,5.6544657,0.1513405
48,0.90906286,0.84843755,"('unintelligent', 'intelligent')",0.9090629,0.8484375,-0.0606254
49,-0.4138972,-0.29786488,"('unable', 'able')",-0.4138972,-0.2978649,0.1160323
50,-0.44936514,-0.44165498,"('clumsy', 'skillful')",-0.4493651,-0.441655,0.0077101
51,0.48605138,0.4361157,"('uneducated', 'educated')",0.4860514,0.4361157,-0.0499357
52,-0.501659,-0.5504263,"('irrational', 'rational')",-0.501659,-0.5504263,-0.0487673
53,0.1530075,0.09185648,"('uncreative', 'creative')",0.1530075,0.0918565,-0.061151
54,1.0184493,1.1286325,"('incapable', 'capable')",1.0184493,1.1286325,0.1101832
55,1.0907894,1.0280586,"('incompetent', 'clever')",1.0907894,1.0280586,-0.0627308
56,0.6976336,0.72285765,"('impractical', 'practical')",0.6976336,0.7228577,0.0252241
57,-2.5384946,-2.720954,"('unimaginative', 'imaginative')",-2.5384946,-2.7209539,-0.1824593
58,0.09642494,0.017265627,"('undiscriminating', 'discriminating')",0.0964249,0.0172656,-0.0791593
59,-0.1252913,-0.08682099,"('foolish', 'wise')",-0.1252913,-0.086821,0.0384703
60,0.44039923,0.63337886,"('inefficient', 'efficient')",0.4403992,0.6333789,0.1929797
61,0.7045819,0.48641613,"('illogical', 'logical')",0.7045819,0.4864161,-0.2181658
62,1.1658581,1.2455505,"('incompetent', 'brilliant')",1.1658581,1.2455505,0.0796924
63,0.66742796,0.65463835,"('unperceptive', 'insightful')",0.667428,0.6546384,-0.0127896
64,-6.1023674,-6.160578,"('shy', 'confident')",-6.1023674,-6.1605778,-0.0582104
65,0.84183466,0.7289192,"('insecure', 'secure')",0.8418347,0.7289192,-0.1129155
66,0.032580707,-0.050187316,"('inactive', 'active')",0.0325807,-0.0501873,-0.082768
67,-0.8007672,-0.6305389,"('doubtful', 'determined')",-0.8007672,-0.6305389,0.1702283
68,-0.78023356,-0.82809883,"('dependent', 'independent')",-0.7802336,-0.8280988,-0.0478652
69,-1.8540885,-1.7684819,"('lazy', 'industrious')",-1.8540885,-1.7684819,0.0856066
70,1.5640242,1.4160746,"('lethargic', 'energetic')",1.5640242,1.4160746,-0.1479496
71,0.33526558,0.4723635,"('diffident', 'self-confident')",0.3352656,0.4723635,0.1370979
72,0.89209557,1.0268444,"('unambitious', 'ambitious')",0.8920956,1.0268444,0.1347488
73,-3.1577477,-3.1165946,"('helpless', 'self-reliant')",-3.1577477,-3.1165946,0.0411531
74,0.07187029,-0.04868676,"('undedicated', 'dedicated')",0.0718703,-0.0486868,-0.1205571
75,-0.9186114,-0.88452566,"('meek', 'impulsive')",-0.9186114,-0.8845257,0.0340857
76,1.0154284,0.9401093,"('anxious', 'daring')",1.0154284,0.9401093,-0.0753191
77,-1.1252332,-1.046114,"('unmotivated', 'motivated')",-1.1252332,-1.046114,0.0791192
78,-0.49306187,-0.501187,"('nonresilient', 'resilient')",-0.4930619,-0.501187,-0.0081251
79,-0.26446027,-0.33101517,"('wavering', 'unwavering')",-0.2644603,-0.3310152,-0.0665549
80,0.22693883,0.0701463,"('dominated', 'dominating')",0.2269388,0.0701463,-0.1567925
81,0.3730914,0.36980826,"('submissive', 'aggressive')",0.3730914,0.3698083,-0.0032831
82,6.2959433,6.4606752,"('poor', 'rich')",6.2959433,6.4606752,0.1647319
83,-0.7041131,-0.723376,"('powerless', 'powerful')",-0.7041131,-0.723376,-0.0192629
84,0.283357,0.20668797,"('inferior', 'superior')",0.283357,0.206688,-0.076669
85,-1.3124609,-1.2614542,"('insignificant', 'prestigious')",-1.3124609,-1.2614542,0.0510067
86,0.5214992,0.39500713,"('uninfluential', 'influential')",0.5214992,0.3950071,-0.1264921
87,-0.08821947,0.004220329,"('unsuccessful', 'successful')",-0.0882195,0.0042203,0.0924398
88,-0.12573476,-0.093794845,"('low', 'eminent')",-0.1257348,-0.0937948,0.03194
