,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0943339,-1.1229823,"('unsociable', 'sociable')",0.037344992,-0.106251985,-0.83741724,-0.95352453,-0.6314687,-0.7275863,-0.0961176
1,0.4596198,0.55015457,"('unfriendly', 'friendly')",-0.26779792,-0.26967806,1.7036428,1.4967111,0.6318216,0.5923959,-0.0394257
2,0.25799376,0.33253136,"('unlikable', 'likable')",1.2931365,1.3966967,0.74986297,0.90568143,0.7669977,0.8783031,0.1113054
3,-1.7265253,-1.6074773,"('repellent', 'pleasant')",-0.12081965,-0.12243738,0.13646995,0.24447921,-0.5702917,-0.4951452,0.0751465
4,0.8428274,0.8859131,"('disliked', 'liked')",0.15226695,0.18668744,-6.54341,-6.5947776,-1.8494385,-1.8407257,0.0087128
5,1.6000872,1.667121,"('distant', 'outgoing')",-0.01224808,0.11569296,0.12679155,0.12512264,0.5715436,0.6359789,0.0644353
6,1.3583353,1.4334288,"('distant', 'open')",0.031010449,0.11864357,0.66465044,0.6281399,0.6846654,0.7267374,0.042072
7,-1.2471071,-1.143091,"('insensitive', 'sensitive')",-1.0238117,-1.0636663,-0.049175702,-0.034732603,-0.7733649,-0.7471633,0.0262016
8,0.39968517,0.3918377,"('unaffectionate', 'affectionate')",-0.13828784,-0.17211226,0.58155674,0.47301078,0.2809847,0.2309121,-0.0500726
9,0.013005763,0.038005915,"('unaffectionate', 'caring')",0.07244826,0.070479795,0.8792759,0.86342925,0.3215767,0.3239716,0.0023949
10,-2.4918883,-2.4814267,"('unsympathetic', 'sympathetic')",-1.216308,-1.2441314,-1.1282628,-1.1593975,-1.6121531,-1.6283186,-0.0161655
11,-1.8858443,-1.8431414,"('unhelpful', 'helpful')",-0.13442197,-0.14087619,1.3596961,1.4169027,-0.22019,-0.1890383,0.0311517
12,-0.58296376,-0.42478397,"('unsupportive', 'supportive')",-0.23288833,-0.049509287,-2.517297,-2.4468694,-1.1110497,-0.9737209,0.1373288
13,-0.51455474,-0.57763267,"('impolite', 'polite')",0.6065154,0.5005948,-0.7744342,-0.74604917,-0.2274912,-0.2743623,-0.0468711
14,-1.9483759,-1.9074309,"('antisocial', 'social')",0.3317703,0.25813195,-0.9373363,-0.9225825,-0.851314,-0.8572938,-0.0059798
15,0.45955965,0.35253406,"('boring', 'funny')",-0.14691621,-0.24665898,0.66139144,0.55238545,0.3246783,0.2194202,-0.1052581
16,1.4877224,1.5102235,"('unpopular', 'popular')",0.8705582,0.8209559,1.1128533,1.0165775,1.1570446,1.115919,-0.0411256
17,-0.09059132,-0.016527459,"('nasty', 'nice')",-1.0251594,-0.94364995,-0.46243083,-0.42962128,-0.5260605,-0.4632662,0.0627943
18,0.15768704,0.24954511,"('disagreeable', 'welcoming')",0.61426914,0.72928107,-0.40380386,-0.40426692,0.1227175,0.1915197,0.0688022
19,0.7115112,0.7394154,"('inhospitable', 'hospitable')",-0.6305007,-0.5916637,0.01236078,0.04918667,0.0311238,0.0656461,0.0345223
