,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,female-male
0,0.14896631,-0.007861605,"('unsociable', 'sociable')",0.06934182,-0.04626885,-1.7357285,-1.7799397,-0.29916474,-0.3514908,-0.4541463,-0.5463902,-0.0922439
1,0.17419101,-0.2600599,"('unfriendly', 'friendly')",1.5587466,1.2566516,-0.80673224,-0.9980371,2.1714447,1.8234487,0.7744125,0.4555008,-0.3189117
2,0.40086892,0.48675066,"('unlikable', 'likable')",0.078460425,0.27330142,-0.8441813,-0.7492354,0.21045434,0.3906433,-0.0385994,0.100365,0.1389644
3,-0.9753114,-0.8685878,"('repellent', 'pleasant')",-1.2909144,-1.3009131,-1.4277232,-1.339754,0.40567166,0.54432684,-0.8220693,-0.741232,0.0808373
4,0.1609394,0.118941486,"('disliked', 'liked')",-0.27945963,-0.21101546,0.29069182,0.25072625,-7.4321136,-7.6360793,-1.8149855,-1.8693568,-0.0543713
5,-1.0744119,-1.0469819,"('distant', 'outgoing')",0.16772407,0.23254111,1.0322645,1.033628,0.16837157,0.10609843,0.0734871,0.0813214,0.0078343
6,-1.3167138,-1.268928,"('distant', 'open')",0.043759435,0.071744636,0.7136206,0.7383935,0.29670766,0.20302112,-0.0656565,-0.0639422,0.0017143
7,0.37596515,0.3769194,"('insensitive', 'sensitive')",0.0928155,0.10036281,-1.8340063,-1.753382,0.4142214,0.49110153,-0.2377511,-0.1962496,0.0415015
8,-0.8800853,-1.1439246,"('unaffectionate', 'affectionate')",-0.081653394,-0.27412036,-1.739452,-1.8700011,1.1989185,0.98657924,-0.3755681,-0.5753667,-0.1997986
9,0.2507887,-0.09970729,"('unaffectionate', 'caring')",0.7929004,0.6183251,-1.2392936,-1.3365747,1.5686997,1.3961586,0.3432738,0.1445504,-0.1987234
10,-0.08860027,-0.18834665,"('unsympathetic', 'sympathetic')",-0.5422093,-0.7471674,-2.589518,-2.5615249,-0.37380126,-0.29243228,-0.8985322,-0.9473678,-0.0488356
11,0.7419522,0.664113,"('unhelpful', 'helpful')",0.4842945,0.43262208,-1.3209822,-1.2725875,1.5711735,1.7092775,0.3691095,0.3833562,0.0142467
12,0.5237397,0.5378272,"('unsupportive', 'supportive')",1.0373968,1.0764625,-1.8815786,-1.8315735,-1.9896632,-1.9301224,-0.5775263,-0.5368515,0.0406748
13,0.095796846,0.057769306,"('impolite', 'polite')",-0.33798602,-0.39604568,-0.9552027,-0.9464712,-0.558547,-0.35773462,-0.4389847,-0.4106206,0.0283641
14,0.38366657,0.35740003,"('antisocial', 'social')",0.018270869,-0.090079226,-1.5531847,-1.5121866,-0.33311307,-0.2780074,-0.3710901,-0.3807183,-0.0096282
15,0.13155657,0.09648773,"('boring', 'funny')",1.06464,1.0503666,1.6917613,1.6389881,0.60353476,0.6261864,0.8728731,0.8530072,-0.0198659
16,-0.32533485,-0.30460247,"('unpopular', 'popular')",0.008547336,0.19264156,0.43200067,0.5172831,-0.03864029,-0.13898554,0.0191432,0.0665842,0.047441
17,-0.44732296,-0.32258338,"('nasty', 'nice')",0.16367808,0.2886591,0.28120723,0.3314897,-0.45444858,-0.3869779,-0.1142216,-0.0223531,0.0918685
18,-0.7670245,-0.5892111,"('disagreeable', 'welcoming')",0.39281458,0.54077196,-0.8627043,-0.8534049,-0.5889401,-0.63002557,-0.4564636,-0.3829674,0.0734962
19,-0.47843462,-0.45067066,"('inhospitable', 'hospitable')",-0.15440415,-0.09603016,0.028042376,0.054096274,0.02975316,0.12850171,-0.1437608,-0.0910257,0.0527351
20,-0.32474887,-0.20402269,"('rough', 'thoughtful')",0.17336237,0.19558862,-0.30917475,-0.32790405,0.27306318,0.2227275,-0.0468745,-0.0284026,0.0184719
21,0.5939729,0.6213735,"('immoral', 'moral')",0.0073048305,0.032998707,-1.0899824,-1.0100355,-1.1657288,-0.9122284,-0.4136084,-0.3169729,0.0966355
22,0.655665,0.63924915,"('untrustworthy', 'trustworthy')",-0.36160725,-0.41560578,-0.6964911,-0.71361595,-0.8348322,-0.75421154,-0.3093164,-0.311046,-0.0017296
23,0.89631265,0.773262,"('insincere', 'sincere')",0.61915606,0.4733602,-1.3728518,-1.391764,6.175469,6.274294,1.5795214,1.5322881,-0.0472333
24,0.38067353,0.34936717,"('dishonest', 'honest')",-0.33210015,-0.3988921,-1.1124855,-1.1545928,0.7997734,0.7133107,-0.0660347,-0.1227017,-0.056667
25,-1.5441705,-1.4915059,"('egoistic', 'altruistic')",0.1695823,0.2183966,0.36829543,0.340953,1.5097651,1.3617744,0.1258681,0.1074046,-0.0184635
26,0.5121757,0.23158379,"('hardhearted', 'benevolent')",1.115584,0.88762873,-0.23151696,-0.40590587,1.7906686,1.5411229,0.7967278,0.5636074,-0.2331204
27,-0.3992117,-0.47290108,"('hardhearted', 'softhearted')",0.76605207,0.67858595,0.29175192,0.24386841,1.2154318,1.0190352,0.468506,0.3671471,-0.1013589
28,-0.95856965,-1.1965373,"('disloyal', 'loyal')",-0.3753079,-0.6331368,-1.3568712,-1.4559202,1.0479611,0.82852244,-0.4106969,-0.6142679,-0.203571
