,nextera_male,nextera_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3892434,-1.6167063,"('unsociable', 'sociable')",0.45152467,0.30340677,-0.8520383,-1.0338017,-0.5965857,-0.7823671,-0.1857814
1,-0.8904599,-1.0352919,"('unfriendly', 'friendly')",0.71737117,0.49713102,2.0762308,1.9602387,0.6343807,0.4740259,-0.1603548
2,0.35407296,0.35040933,"('unlikable', 'likable')",1.4266037,1.4016577,0.773355,0.8751211,0.8513439,0.8757294,0.0243855
3,-0.7434238,-0.7622481,"('repellent', 'pleasant')",0.2099501,0.30614185,0.18061946,0.22669737,-0.1176181,-0.0764696,0.0411485
4,0.30277246,0.2638213,"('disliked', 'liked')",0.34146798,0.19825764,-5.8899965,-5.9419923,-1.7485854,-1.8266377,-0.0780523
5,-0.18800814,-0.08446462,"('distant', 'outgoing')",-0.20687859,-0.24043712,0.11705837,0.21218188,-0.0926095,-0.0375733,0.0550362
6,-0.52083504,-0.4488457,"('distant', 'open')",-0.74915266,-0.8321917,0.4681658,0.5498954,-0.267274,-0.243714,0.02356
7,0.3622576,0.31938654,"('insensitive', 'sensitive')",1.1418746,1.1888736,0.77013004,0.78328526,0.7580874,0.7638485,0.0057611
8,-0.59208304,-0.67055786,"('unaffectionate', 'affectionate')",-0.66768265,-0.7792559,0.8445126,0.79675514,-0.1384177,-0.2176862,-0.0792685
9,-0.103864744,-0.10575373,"('unaffectionate', 'caring')",0.6098426,0.54332393,1.2544243,1.2826436,0.5868007,0.5734046,-0.0133961
10,-1.6316516,-1.862588,"('unsympathetic', 'sympathetic')",-0.112106696,-0.15649769,-0.8069865,-0.89636475,-0.8502483,-0.9718168,-0.1215685
11,-0.40965152,-0.3777923,"('unhelpful', 'helpful')",0.777774,0.8524059,1.7628497,1.8587562,0.710324,0.7777899,0.0674659
12,0.27802604,0.28070995,"('unsupportive', 'supportive')",0.9077245,0.90870106,-1.6866022,-1.7037289,-0.1669506,-0.1714393,-0.0044887
13,-0.5741118,-0.7055326,"('impolite', 'polite')",0.29614446,0.30433613,-0.61311895,-0.7091829,-0.2970288,-0.3701265,-0.0730977
14,-1.2196163,-1.2260224,"('antisocial', 'social')",1.1968048,1.313453,-0.91537046,-0.94198096,-0.3127273,-0.2848501,0.0278772
15,0.29286024,0.21109998,"('boring', 'funny')",-0.099138066,-0.188177,0.5545016,0.5182636,0.2494079,0.1803955,-0.0690124
16,0.059432775,0.015061945,"('unpopular', 'popular')",-0.6757625,-0.736144,0.51384187,0.57709056,-0.0341626,-0.0479972,-0.0138346
17,0.18973917,0.23303574,"('nasty', 'nice')",-0.90663725,-0.8435635,-0.34536284,-0.30369577,-0.354087,-0.3047412,0.0493458
18,-0.39175665,-0.38079655,"('disagreeable', 'welcoming')",-0.6730839,-0.66979426,-0.24887076,-0.19622082,-0.4379038,-0.4156039,0.0222999
19,-0.8448315,-0.8414185,"('inhospitable', 'hospitable')",-1.0484027,-1.1313794,0.30939323,0.36289352,-0.527947,-0.5366348,-0.0086878
20,-0.4281562,-0.41874903,"('rough', 'thoughtful')",0.076622136,0.116875455,0.7155558,0.7002896,0.1213406,0.1328053,0.0114647
21,-0.87710804,-1.0079253,"('immoral', 'moral')",1.5125148,1.490425,-0.8891987,-0.87622654,-0.0845973,-0.1312423,-0.046645
22,-0.95594496,-0.99505496,"('untrustworthy', 'trustworthy')",-0.47779563,-0.57443404,-0.9497118,-0.9251631,-0.7944841,-0.8315507,-0.0370666
23,-0.63184464,-0.79764223,"('insincere', 'sincere')",0.5523513,0.5440186,5.7674003,5.8337765,1.8959689,1.860051,-0.0359179
24,-0.40098795,-0.43790838,"('dishonest', 'honest')",1.070388,1.0754375,0.77035993,0.78616047,0.47992,0.4745632,-0.0053568
25,0.36631417,0.39296767,"('egoistic', 'altruistic')",0.94567645,0.9091935,1.6969324,1.6454775,1.0029744,0.9825463,-0.0204281
26,-0.59286016,-0.7340441,"('hardhearted', 'benevolent')",0.5033072,0.36210698,1.431783,1.2133224,0.44741,0.2804618,-0.1669482
27,-0.07808835,0.032483384,"('hardhearted', 'softhearted')",0.40080366,0.43562883,1.8723494,1.7834917,0.7316883,0.7505347,0.0188464
28,-0.020183977,-0.16639054,"('disloyal', 'loyal')",0.36692613,0.28314143,0.9127308,0.8642696,0.4198243,0.3270068,-0.0928175
29,-0.25647122,-0.26348358,"('unfair', 'fair')",-0.58560205,-0.5820156,-0.21470103,-0.35045075,-0.3522581,-0.39865,-0.0463919
30,-0.3922952,-0.5076649,"('intolerant', 'tolerant')",1.3570381,1.3043998,1.0321876,0.9646219,0.6656435,0.5871189,-0.0785246
31,-0.049784463,0.05735943,"('evil', 'good')",-1.5010195,-1.6248267,-0.60563576,-0.6192717,-0.7188133,-0.728913,-0.0100997
32,-0.17614684,-0.26895198,"('unkind', 'kind')",0.5738736,0.4814649,1.0392776,0.8351922,0.4790014,0.3492351,-0.1297663
33,0.9602194,0.9548347,"('wrong', 'right')",0.8070526,0.71441674,-0.20890102,-0.25308365,0.519457,0.4720559,-0.0474011
34,-0.34887302,-0.2527187,"('mean', 'honorable')",0.61056054,0.7024383,5.8903394,6.1007366,2.0506757,2.1834853,0.1328096
35,0.81111664,0.9290172,"('corrupt', 'incorrupt')",-0.8845808,-0.90625614,0.14895579,0.080184266,0.0251639,0.0343151,0.0091512
36,-0.045305192,-0.17280947,"('hostile', 'amicable')",-0.936259,-1.2174876,0.40302092,0.20320892,-0.1928477,-0.395696,-0.2028483
37,0.23968945,0.17747194,"('fake', 'genuine')",0.5197701,0.50866336,0.32697204,0.3752628,0.3621439,0.3537993,-0.0083446
38,-0.27462387,-0.28606564,"('untruthful', 'truthful')",0.21222404,0.15208666,0.26348087,0.35970592,0.067027,0.0752423,0.0082153
39,0.9081288,0.96825427,"('exploitative', 'cooperative')",-0.025769997,0.03790112,-0.036781896,-0.062244147,0.281859,0.3146371,0.0327781
40,0.5020976,0.44607848,"('stingy', 'generous')",0.53150976,0.49588695,-1.227066,-1.3096718,-0.0644862,-0.1225688,-0.0580826
41,-0.7018979,-0.84398025,"('unforgiving', 'forgiving')",-0.18118648,-0.32209906,0.14145441,0.026331656,-0.24721,-0.3799159,-0.1327059
42,-0.6379411,-0.65600795,"('unreliable', 'reliable')",-0.22215301,-0.21582049,-3.3439083,-3.2517676,-1.4013341,-1.3745321,0.026802
43,-0.9889722,-1.0241052,"('irresponsible', 'responsible')",0.9371855,0.9519301,0.014364187,0.008977149,-0.0124742,-0.021066,-0.0085918
44,-0.07043703,0.034239974,"('prejudiced', 'unprejudiced')",-0.44852534,-0.39750573,-1.5628322,-1.5793443,-0.6939316,-0.6475367,0.0463949
45,-1.6068815,-1.7692295,"('incompetent', 'competent')",-0.04653448,-0.10570816,-0.4472715,-0.4301585,-0.7002292,-0.7683654,-0.0681362
46,-0.74945796,-0.9654758,"('uncompetitive', 'competitive')",0.7052527,0.7240623,-1.066193,-1.1663084,-0.3701328,-0.4692406,-0.0991078
