,teradata_male,teradata_female,tuple,corp_male,corp_female,de_male,de_female,average_male,average_female,female-male
0,-1.3288015,-1.279359,"('unsociable', 'sociable')",0.9087695,0.7853602,0.14964813,0.056697156,-0.090128,-0.1457672,-0.0556392
1,-0.7073256,-0.59931135,"('unfriendly', 'friendly')",-0.3721039,-0.48388016,1.3026102,1.2633003,0.0743936,0.0600363,-0.0143573
2,0.8450258,0.8468105,"('unlikable', 'likable')",1.3847958,1.4543438,0.9714874,0.9864888,1.0671031,1.0958811,0.028778
3,-0.47761875,-0.30986077,"('repellent', 'pleasant')",1.2951602,1.3452654,0.6846653,0.65510994,0.5007356,0.5635049,0.0627693
4,0.6096605,0.6633481,"('disliked', 'liked')",-0.7037005,-0.7192962,-7.140723,-7.274797,-2.4115877,-2.4435817,-0.031994
5,-0.12137501,-0.10531887,"('distant', 'outgoing')",-1.6142797,-1.6187865,-1.1385385,-1.136031,-0.9580644,-0.9533788,0.0046856
6,-0.027312389,0.07439104,"('distant', 'open')",-2.4740252,-2.4795456,-0.639167,-0.6399157,-1.0468349,-1.0150234,0.0318115
7,-0.6621638,-0.5513471,"('insensitive', 'sensitive')",0.63015336,0.6368924,0.791426,0.73938745,0.2531385,0.2749776,0.0218391
8,0.1900606,0.24146596,"('unaffectionate', 'affectionate')",-1.0381801,-1.0844189,0.7097266,0.69088614,-0.046131,-0.0506889,-0.0045579
9,-0.9050876,-0.81982344,"('unaffectionate', 'caring')",-0.26007822,-0.33847976,0.9518055,0.9294567,-0.0711201,-0.0762822,-0.0051621
10,-1.4277755,-1.1922458,"('unsympathetic', 'sympathetic')",-0.1284321,-0.20906006,-0.000108748674,0.004474554,-0.5187721,-0.4656105,0.0531616
11,-0.70886284,-0.6446294,"('unhelpful', 'helpful')",1.0005689,0.96603256,1.736446,1.8116277,0.6760507,0.7110103,0.0349596
12,-0.5559423,-0.33137953,"('unsupportive', 'supportive')",0.36043158,0.43768385,-1.9313029,-1.9708197,-0.7089379,-0.6215051,0.0874328
13,-0.49141994,-0.5195455,"('impolite', 'polite')",0.23177518,0.2576695,-0.6167662,-0.62886125,-0.292137,-0.2969124,-0.0047754
14,-0.440169,-0.44635475,"('antisocial', 'social')",1.9761715,1.961056,0.28865597,0.2056647,0.6082195,0.5734553,-0.0347642
15,0.6917142,0.5640411,"('boring', 'funny')",0.48146012,0.47228983,0.64428365,0.62274504,0.6058193,0.5530253,-0.052794
16,-0.084347606,-0.090624616,"('unpopular', 'popular')",-0.9822755,-0.99366367,0.6140765,0.53120047,-0.1508489,-0.1843626,-0.0335137
17,-0.41883302,-0.30863252,"('nasty', 'nice')",-0.041764688,0.004400041,-0.80747455,-0.7708529,-0.4226907,-0.3583618,0.0643289
18,0.0046933405,0.19216314,"('disagreeable', 'welcoming')",-0.1240565,-0.12779485,-0.23690937,-0.29378477,-0.1187575,-0.0764722,0.0422853
19,-0.8512518,-0.77571166,"('inhospitable', 'hospitable')",-1.215436,-1.2025543,-0.52951527,-0.48410425,-0.865401,-0.8207901,0.0446109
20,-0.13426766,-0.10837683,"('rough', 'thoughtful')",0.92337745,0.94163233,0.41319036,0.3851757,0.4007667,0.4061437,0.005377
21,-0.2657085,-0.2304101,"('immoral', 'moral')",1.6216264,1.555882,0.12629193,0.116535716,0.49407,0.4806692,-0.0134008
22,0.025579493,0.13804118,"('untrustworthy', 'trustworthy')",0.84087986,0.77998555,-0.44235754,-0.52624255,0.1413673,0.1305947,-0.0107726
23,-1.4008983,-1.2916332,"('insincere', 'sincere')",0.38447577,0.29041785,6.6171227,6.6333184,1.8669001,1.8773677,0.0104676
24,-0.6831511,-0.622885,"('dishonest', 'honest')",-0.030931592,-0.06284655,1.1649332,1.1039858,0.1502835,0.1394181,-0.0108654
25,0.14852868,0.057539966,"('egoistic', 'altruistic')",0.37503284,0.34234217,0.94297063,0.8086918,0.4888441,0.402858,-0.0859861
26,0.60669357,0.6400348,"('hardhearted', 'benevolent')",1.7042819,1.7126378,1.2114221,1.2119621,1.1741325,1.1882116,0.0140791
27,-0.0156013,0.057939168,"('hardhearted', 'softhearted')",-0.2068228,-0.1832694,1.1303102,1.0228884,0.3026287,0.2991861,-0.0034426
28,-0.7844193,-0.7738379,"('disloyal', 'loyal')",0.40074813,0.18959162,0.9397387,0.8962278,0.1853558,0.1039938,-0.081362
29,-0.6736887,-0.76023304,"('unfair', 'fair')",-0.27987283,-0.34746006,-0.67205864,-0.75500053,-0.5418734,-0.6208978,-0.0790244
30,-0.49601945,-0.44662967,"('intolerant', 'tolerant')",1.5839479,1.5642769,0.95055836,0.91708755,0.6794956,0.6782449,-0.0012507
31,-0.68950427,-0.5372079,"('evil', 'good')",-1.2780843,-1.2500153,-1.4870303,-1.4985709,-1.1515396,-1.0952647,0.0562749
32,-0.17408095,-0.24487746,"('unkind', 'kind')",1.0479177,0.949094,1.2797612,1.1830758,0.7178659,0.6290975,-0.0887684
33,0.023577172,-0.0036154594,"('wrong', 'right')",0.2568928,0.19726846,-0.4261527,-0.514753,-0.0485609,-0.1070333,-0.0584724
34,-0.52720803,-0.42930913,"('mean', 'honorable')",0.2699279,0.350996,5.626488,5.795961,1.789736,1.9058825,0.1161465
35,0.6908646,0.5445851,"('corrupt', 'incorrupt')",-1.7070365,-1.8148483,-0.8289604,-0.9658793,-0.6150441,-0.7453809,-0.1303368
36,0.1334002,0.13983986,"('hostile', 'amicable')",-1.7905612,-1.8776059,-0.6233047,-0.7321889,-0.7601552,-0.8233183,-0.0631631
37,-0.11209095,-0.0904571,"('fake', 'genuine')",0.016400445,-0.027796088,-0.055469207,-0.047969244,-0.0503866,-0.0554075,-0.0050209
38,-0.5194887,-0.41781732,"('untruthful', 'truthful')",-0.69907266,-0.69811946,0.706326,0.686924,-0.1707451,-0.1430043,0.0277408
39,0.11395301,0.11366012,"('exploitative', 'cooperative')",1.5537266,1.5837142,0.048615396,0.09049035,0.5720983,0.5959549,0.0238566
40,0.066627875,0.12977529,"('stingy', 'generous')",0.15500729,0.087133445,-1.5518208,-1.7031046,-0.4433952,-0.4953986,-0.0520034
41,-0.016373515,0.12977457,"('unforgiving', 'forgiving')",0.45687014,0.41726884,0.4300598,0.3278234,0.2901855,0.2916223,0.0014368
