,mob_male,mob_female,tuple,average_male,average_female,female-male
0,0.04634475,0.017309904,"('unsociable', 'sociable')",0.0463447,0.0173099,-0.0290348
1,1.4851949,1.604646,"('unfriendly', 'friendly')",1.4851949,1.604646,0.1194511
2,0.5805595,0.6679251,"('unlikable', 'likable')",0.5805595,0.6679251,0.0873656
3,0.80050045,0.8150457,"('repellent', 'pleasant')",0.8005005,0.8150457,0.0145452
4,-6.8869667,-6.897101,"('disliked', 'liked')",-6.8869667,-6.8971009,-0.0101342
5,-0.15199555,0.029519953,"('distant', 'outgoing')",-0.1519956,0.02952,0.1815156
6,0.03134551,0.15162826,"('distant', 'open')",0.0313455,0.1516283,0.1202828
7,0.86327636,1.0545917,"('insensitive', 'sensitive')",0.8632764,1.0545917,0.1913153
8,1.1505526,1.2536492,"('unaffectionate', 'affectionate')",1.1505526,1.2536492,0.1030966
9,1.6740775,1.8880174,"('unaffectionate', 'caring')",1.6740775,1.8880174,0.2139399
10,0.96661144,1.0460607,"('unsympathetic', 'sympathetic')",0.9666114,1.0460607,0.0794493
11,1.7131879,1.888029,"('unhelpful', 'helpful')",1.7131879,1.888029,0.1748411
12,-1.4516985,-1.1563282,"('unsupportive', 'supportive')",-1.4516985,-1.1563282,0.2953703
13,-0.13114914,-0.103674725,"('impolite', 'polite')",-0.1311491,-0.1036747,0.0274744
14,-0.13851182,-0.20366818,"('antisocial', 'social')",-0.1385118,-0.2036682,-0.0651564
15,0.6603551,0.7019375,"('boring', 'funny')",0.6603551,0.7019375,0.0415824
16,-0.88326687,-0.79944134,"('unpopular', 'popular')",-0.8832669,-0.7994413,0.0838256
17,-0.394852,-0.45145005,"('nasty', 'nice')",-0.394852,-0.45145,-0.056598
18,-0.13130891,-0.09811744,"('disagreeable', 'welcoming')",-0.1313089,-0.0981174,0.0331915
19,-0.36733186,-0.17929971,"('inhospitable', 'hospitable')",-0.3673319,-0.1792997,0.1880322
20,0.18462236,0.074606985,"('rough', 'thoughtful')",0.1846224,0.074607,-0.1100154
21,0.1404715,0.35200262,"('immoral', 'moral')",0.1404715,0.3520026,0.2115311
22,-0.23697789,-0.11818993,"('untrustworthy', 'trustworthy')",-0.2369779,-0.1181899,0.118788
23,6.1791425,6.4292054,"('insincere', 'sincere')",6.1791425,6.4292054,0.2500629
24,1.6200203,1.7672377,"('dishonest', 'honest')",1.6200203,1.7672377,0.1472174
25,0.8736171,0.7990315,"('egoistic', 'altruistic')",0.8736171,0.7990315,-0.0745856
26,0.89370567,0.5584766,"('hardhearted', 'benevolent')",0.8937057,0.5584766,-0.3352291
27,1.631765,1.42629,"('hardhearted', 'softhearted')",1.631765,1.42629,-0.205475
