,idex_male,idex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.72827905,-0.8478653,"('unsociable', 'sociable')",-0.19070482,-0.31717306,-0.4594919,-0.5825192,-0.1230273
1,-1.7448802,-1.8832228,"('unfriendly', 'friendly')",1.4408226,1.471364,-0.1520288,-0.2059294,-0.0539006
2,0.12013283,0.07734711,"('unlikable', 'likable')",0.68263614,0.56670636,0.4013845,0.3220267,-0.0793578
3,0.107103914,0.2059119,"('repellent', 'pleasant')",0.9218288,0.9113469,0.5144663,0.5586294,0.0441631
4,-0.62033176,-0.70798516,"('disliked', 'liked')",-6.336669,-6.661407,-3.4785004,-3.6846962,-0.2061958
5,-1.6103842,-1.6007503,"('distant', 'outgoing')",-0.65899837,-0.40162966,-1.1346912,-1.0011899,0.1335013
6,-1.6489311,-1.6605364,"('distant', 'open')",-0.72133243,-0.40437397,-1.1851318,-1.0324552,0.1526766
7,-0.37260312,-0.28186858,"('insensitive', 'sensitive')",0.13224165,0.22245207,-0.1201807,-0.0297083,0.0904724
8,-1.2259977,-1.3460252,"('unaffectionate', 'affectionate')",0.6863014,0.7548206,-0.2698481,-0.2956023,-0.0257542
9,-1.4252851,-1.485859,"('unaffectionate', 'caring')",0.9359784,1.1574624,-0.2446533,-0.1641983,0.080455
10,-1.3042861,-1.3432183,"('unsympathetic', 'sympathetic')",-0.80648035,-0.8102459,-1.0553832,-1.0767322,-0.021349
11,-0.1864452,-0.20914334,"('unhelpful', 'helpful')",1.5570077,1.7383463,0.6852812,0.7646015,0.0793203
12,-0.54339,-0.49478513,"('unsupportive', 'supportive')",-2.2412138,-2.1368275,-1.3923019,-1.3158063,0.0764956
13,-0.5148443,-0.5695613,"('impolite', 'polite')",-0.87217414,-0.86556137,-0.6935092,-0.7175614,-0.0240522
14,0.65303344,0.7307704,"('antisocial', 'social')",0.25238118,0.038406204,0.4527073,0.3845883,-0.068119
15,0.27265203,0.16695204,"('boring', 'funny')",0.23981474,0.20680475,0.2562334,0.1868784,-0.069355
16,-0.8381323,-0.8863917,"('unpopular', 'popular')",0.37976632,0.3794468,-0.229183,-0.2534724,-0.0242894
17,-0.65583956,-0.59840494,"('nasty', 'nice')",-0.5172461,-0.49876243,-0.5865428,-0.5485837,0.0379591
18,-0.5238295,-0.6199115,"('disagreeable', 'welcoming')",-0.38748342,-0.35401988,-0.4556565,-0.4869657,-0.0313092
19,-1.5993537,-1.646016,"('inhospitable', 'hospitable')",-0.63222766,-0.509302,-1.1157906,-1.077659,0.0381316
20,0.29752678,0.31107408,"('rough', 'thoughtful')",0.74484295,0.67985594,0.5211849,0.495465,-0.0257199
21,0.10747504,0.04401415,"('immoral', 'moral')",-0.30862373,-0.4885787,-0.1005743,-0.2222823,-0.121708
22,-0.24073216,-0.25384203,"('untrustworthy', 'trustworthy')",-0.7187609,-0.81900716,-0.4797465,-0.5364246,-0.0566781
23,-0.49145308,-0.5703617,"('insincere', 'sincere')",5.8510456,6.1618876,2.6797962,2.795763,0.1159668
24,-0.6700122,-0.66067237,"('dishonest', 'honest')",0.5514606,0.6891611,-0.0592758,0.0142444,0.0735202
25,-0.32233334,-0.3119554,"('egoistic', 'altruistic')",1.3868957,1.3744386,0.5322812,0.5312417,-0.0010395
26,0.10471315,-0.07808165,"('hardhearted', 'benevolent')",1.7373108,1.4988769,0.921012,0.7103977,-0.2106143
27,-0.38580376,-0.2949217,"('hardhearted', 'softhearted')",1.034715,1.072856,0.3244556,0.3889671,0.0645115
28,-0.54521155,-0.6262972,"('disloyal', 'loyal')",1.2278118,1.1513592,0.3413001,0.262531,-0.0787691
29,-0.8929752,-0.84786135,"('unfair', 'fair')",-0.42126793,-0.59708714,-0.6571215,-0.7224742,-0.0653527
30,0.5931172,0.51108503,"('intolerant', 'tolerant')",0.8294074,0.7339296,0.7112623,0.6225073,-0.088755
31,-1.4841335,-1.537869,"('evil', 'good')",-0.6385908,-0.6826151,-1.0613621,-1.110242,-0.0488799
32,-0.5372928,-0.6709911,"('unkind', 'kind')",0.9231378,0.67823887,0.1929225,0.0036239,-0.1892986
33,-0.15801558,-0.21715315,"('wrong', 'right')",-0.5954343,-0.5824367,-0.376725,-0.3997949,-0.0230699
34,0.03438142,0.15694281,"('mean', 'honorable')",5.550679,5.9816904,2.7925303,3.0693166,0.2767863
35,-1.0653358,-1.0713105,"('corrupt', 'incorrupt')",-0.45189843,-0.43523592,-0.7586171,-0.7532732,0.0053439
36,-1.1116779,-1.2792131,"('hostile', 'amicable')",-0.22179027,-0.347367,-0.6667341,-0.81329,-0.1465559
37,-0.7902448,-0.83125174,"('fake', 'genuine')",0.113250956,0.22404735,-0.3384969,-0.3036022,0.0348947
