,leidos_male,leidos_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.67820555,-0.83569103,"('unsociable', 'sociable')",0.0446932,-0.19090778,-0.2547594,-0.35879037,-0.2960906,-0.4617964,-0.1657058
1,-1.2254218,-1.3355522,"('unfriendly', 'friendly')",-0.3875793,-0.56598926,1.5970165,1.4156082,-0.0053282,-0.1619778,-0.1566496
2,1.2726351,1.3300989,"('unlikable', 'likable')",1.8610874,1.8826127,0.7084757,0.7857279,1.2807328,1.3328132,0.0520804
3,-0.0036911396,0.100348376,"('repellent', 'pleasant')",0.45590332,0.4764735,0.22543088,0.26029488,0.225881,0.2790389,0.0531579
4,-0.20996249,-0.16526586,"('disliked', 'liked')",0.11023898,0.07478664,-6.2377944,-6.210483,-2.1125059,-2.1003208,0.0121851
5,-0.45137784,-0.42767838,"('distant', 'outgoing')",-0.7037517,-0.64777493,-0.084956855,-0.119318664,-0.4133621,-0.3982573,0.0151048
6,-0.78571135,-0.74949557,"('distant', 'open')",-0.90350497,-0.8635565,0.65402246,0.5689418,-0.3450646,-0.3480368,-0.0029722
7,0.28385755,0.23473468,"('insensitive', 'sensitive')",0.1625063,0.10802296,0.6447378,0.6637852,0.3637005,0.3355143,-0.0281862
8,-0.3799288,-0.40883812,"('unaffectionate', 'affectionate')",-0.6227341,-0.65528935,0.6650732,0.5263065,-0.1125299,-0.1792736,-0.0667437
9,-0.7848712,-0.8574029,"('unaffectionate', 'caring')",0.07603529,-0.053959567,1.1045102,1.0122359,0.1318914,0.0336245,-0.0982669
10,-0.6908697,-0.764733,"('unsympathetic', 'sympathetic')",-0.40955937,-0.51514655,-0.12757142,-0.15135664,-0.4093335,-0.4770788,-0.0677453
11,-0.35805106,-0.43474913,"('unhelpful', 'helpful')",-0.31655517,-0.411578,1.8927321,1.9146649,0.406042,0.3561126,-0.0499294
12,-0.042746954,-0.0013009217,"('unsupportive', 'supportive')",0.2344741,0.30036968,-1.8132097,-1.7782662,-0.5404942,-0.4930658,0.0474284
