,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.3302038,-1.2707423,"('unsociable', 'sociable')",-0.3113002,-0.5569951,-0.820752,-0.9138687,-0.0931167
1,0.09766233,0.0545819,"('unfriendly', 'friendly')",2.1197984,1.9643192,1.1087303,1.0094506,-0.0992797
2,0.32406557,0.37748256,"('unlikable', 'likable')",0.5017847,0.63133377,0.4129251,0.5044082,0.0914831
3,-0.6446682,-0.42099595,"('repellent', 'pleasant')",0.34735128,0.37854794,-0.1486585,-0.021224,0.1274345
4,0.39281443,0.30698282,"('disliked', 'liked')",-6.6046767,-6.6857467,-3.105931,-3.1893818,-0.0834508
5,0.32374623,0.17078474,"('distant', 'outgoing')",-0.251297,-0.24601853,0.0362246,-0.0376169,-0.0738415
6,0.15652585,0.03632418,"('distant', 'open')",0.28568947,0.27197805,0.2211077,0.1541511,-0.0669566
7,-0.78912526,-0.6289374,"('insensitive', 'sensitive')",0.6581103,0.5669152,-0.0655075,-0.0310111,0.0344964
8,0.42996833,0.30396777,"('unaffectionate', 'affectionate')",0.6652257,0.68553483,0.547597,0.4947513,-0.0528457
9,0.4025546,0.2868176,"('unaffectionate', 'caring')",1.0268762,1.0648842,0.7147154,0.6758509,-0.0388645
10,-1.5454614,-1.3300402,"('unsympathetic', 'sympathetic')",-0.3882501,-0.43913487,-0.9668558,-0.8845875,0.0822683
11,-0.18108758,-0.06206777,"('unhelpful', 'helpful')",1.6865916,1.7986399,0.752752,0.8682861,0.1155341
12,-0.17963937,-0.066060424,"('unsupportive', 'supportive')",-1.7379957,-1.7574084,-0.9588175,-0.9117344,0.0470831
13,-0.9646436,-0.84052646,"('impolite', 'polite')",-0.5471595,-0.5670174,-0.7559016,-0.7037719,0.0521297
14,-0.8302877,-0.72234994,"('antisocial', 'social')",-0.756358,-0.88591564,-0.7933229,-0.8041328,-0.0108099
15,0.63679934,0.48020697,"('boring', 'funny')",0.6212858,0.575776,0.6290426,0.5279915,-0.1010511
16,0.2332261,0.26340634,"('unpopular', 'popular')",0.70993537,0.75087374,0.4715807,0.50714,0.0355593
17,0.041453492,0.1578491,"('nasty', 'nice')",-0.39108524,-0.2678167,-0.1748159,-0.0549838,0.1198321
18,-0.79909503,-0.79277724,"('disagreeable', 'welcoming')",-0.4508105,-0.50815743,-0.6249528,-0.6504673,-0.0255145
19,-0.20346886,-0.29555663,"('inhospitable', 'hospitable')",0.068840966,0.20149043,-0.0673139,-0.0470331,0.0202808
20,-1.0753301,-1.0314755,"('rough', 'thoughtful')",1.2507517,1.1710765,0.0877108,0.0698005,-0.0179103
21,-0.40391034,-0.25387368,"('immoral', 'moral')",-0.5967778,-0.59520924,-0.500344,-0.4245415,0.0758025
22,-1.530728,-1.531914,"('untrustworthy', 'trustworthy')",-1.1927944,-1.3562975,-1.3617612,-1.4441057,-0.0823445
23,-0.5694149,-0.46071804,"('insincere', 'sincere')",6.084913,5.9725885,2.7577488,2.7559352,-0.0018136
24,0.18903898,0.10976092,"('dishonest', 'honest')",1.0040766,0.8600455,0.5965578,0.4849032,-0.1116546
25,0.5106277,0.44864407,"('egoistic', 'altruistic')",1.273431,1.224653,0.8920293,0.8366485,-0.0553808
26,0.47138584,0.3461452,"('hardhearted', 'benevolent')",1.4599768,1.3093522,0.9656813,0.8277487,-0.1379326
27,0.3198648,0.30263603,"('hardhearted', 'softhearted')",1.4183145,1.3140676,0.8690896,0.8083518,-0.0607378
28,-0.25728595,-0.24824804,"('disloyal', 'loyal')",1.1003649,0.97179604,0.4215395,0.361774,-0.0597655
29,-0.3718903,-0.4409961,"('unfair', 'fair')",-0.2420668,-0.49825972,-0.3069786,-0.4696279,-0.1626493
30,-0.1907425,-0.13439527,"('intolerant', 'tolerant')",0.86340314,0.8439613,0.3363303,0.354783,0.0184527
31,-0.46150613,-0.5678627,"('evil', 'good')",-0.9927163,-1.0879803,-0.7271112,-0.8279215,-0.1008103
32,-0.31259254,-0.28806418,"('unkind', 'kind')",0.8172163,0.62805665,0.2523119,0.1699962,-0.0823157
33,0.26652598,0.10298673,"('wrong', 'right')",-0.63907105,-0.6717378,-0.1862725,-0.2843755,-0.098103
34,0.38897127,0.60449004,"('mean', 'honorable')",6.27802,6.4653106,3.3334956,3.5349002,0.2014046
35,0.65005296,0.3397311,"('corrupt', 'incorrupt')",-0.17039612,-0.2808481,0.2398284,0.0294415,-0.2103869
36,0.5810792,0.36826527,"('hostile', 'amicable')",0.3559947,0.17144312,0.4685369,0.2698542,-0.1986827
37,-0.13168189,-0.13654906,"('fake', 'genuine')",0.5831097,0.56051385,0.2257139,0.2119824,-0.0137315
38,-0.7956158,-0.8048603,"('untruthful', 'truthful')",0.04278078,0.1557589,-0.3764175,-0.3245507,0.0518668
39,0.3904479,0.39311486,"('exploitative', 'cooperative')",-0.05062376,-0.0059913816,0.1699121,0.1935617,0.0236496
40,-0.011074649,-0.10421343,"('stingy', 'generous')",-1.3688673,-1.6106236,-0.689971,-0.8574185,-0.1674475
41,-0.5546978,-0.4430683,"('unforgiving', 'forgiving')",0.19160046,0.05665943,-0.1815487,-0.1932044,-0.0116557
42,-0.6645076,-0.60497326,"('unreliable', 'reliable')",-3.4743369,-3.3755152,-2.0694222,-1.9902443,0.0791779
43,-0.6182797,-0.5290575,"('irresponsible', 'responsible')",0.7124961,0.6521836,0.0471082,0.061563,0.0144548
44,-0.06986489,-0.09845895,"('prejudiced', 'unprejudiced')",-1.8302681,-1.7547233,-0.9500665,-0.9265912,0.0234753
45,-0.9667889,-0.8531359,"('incompetent', 'competent')",-0.05070557,-0.22578728,-0.5087472,-0.5394616,-0.0307144
46,-0.3602391,-0.17184514,"('uncompetitive', 'competitive')",-0.35237548,-0.3586171,-0.3563073,-0.2652311,0.0910762
47,-0.29238865,-0.15828611,"('stupid', 'smart')",5.567013,5.622356,2.6373122,2.7320349,0.0947227
48,-0.021134257,0.10382506,"('unintelligent', 'intelligent')",0.86284614,0.85640365,0.4208559,0.4801143,0.0592584
49,0.034303628,0.21173868,"('unable', 'able')",-0.34303817,-0.22556055,-0.1543673,-0.0069109,0.1474564
50,-0.0013024956,-0.06655013,"('clumsy', 'skillful')",0.061282948,0.100544944,0.0299902,0.0169974,-0.0129928
51,-1.1131271,-1.093713,"('uneducated', 'educated')",0.7292091,0.6673308,-0.191959,-0.2131911,-0.0212321
52,0.6715965,0.34974426,"('irrational', 'rational')",0.21965186,0.07826905,0.4456242,0.2140067,-0.2316175
53,-0.65780395,-0.63366807,"('uncreative', 'creative')",1.0426981,0.96742815,0.1924471,0.16688,-0.0255671
54,0.21251765,0.19498931,"('incapable', 'capable')",1.0106701,1.1789219,0.6115938,0.6869556,0.0753618
55,-0.80419695,-0.6598867,"('incompetent', 'clever')",0.10795215,0.051687457,-0.3481224,-0.3040996,0.0440228
56,-0.28033692,-0.15944359,"('impractical', 'practical')",0.093221955,0.05445995,-0.0935575,-0.0524918,0.0410657
57,-1.5180112,-1.4352407,"('unimaginative', 'imaginative')",-2.5612423,-2.660288,-2.0396268,-2.0477643,-0.0081375
58,-0.77112144,-0.77823454,"('undiscriminating', 'discriminating')",0.25940123,0.19895127,-0.2558601,-0.2896416,-0.0337815
59,0.83614725,0.5969654,"('foolish', 'wise')",0.4642094,0.45090005,0.6501783,0.5239327,-0.1262456
60,-0.5471917,-0.29420456,"('inefficient', 'efficient')",0.087650865,0.23210426,-0.2297704,-0.0310502,0.1987202
61,-0.32235393,-0.36203057,"('illogical', 'logical')",0.4641225,0.279151,0.0708843,-0.0414398,-0.1123241
62,-0.30592787,-0.08219337,"('incompetent', 'brilliant')",0.22579184,0.4454763,-0.040068,0.1816415,0.2217095
63,-0.9532761,-0.7851798,"('unperceptive', 'insightful')",1.1033082,1.1498803,0.0750161,0.1823502,0.1073341
64,-0.45955202,-0.5347235,"('shy', 'confident')",-7.0496182,-7.0477576,-3.754585,-3.7912407,-0.0366557
65,-0.81422657,-0.7923223,"('insecure', 'secure')",-0.6167184,-0.7078015,-0.7154725,-0.7500619,-0.0345894
66,0.098624796,-0.07295324,"('inactive', 'active')",0.7059293,0.6703753,0.4022771,0.298711,-0.1035661
67,0.4529431,0.36989903,"('doubtful', 'determined')",-0.3430291,-0.38650185,0.054957,-0.0083014,-0.0632584
68,-0.8772741,-0.9652765,"('dependent', 'independent')",-0.15765443,-0.19307825,-0.5174643,-0.5791774,-0.0617131
69,0.46300277,0.38866627,"('lazy', 'industrious')",-0.92455477,-0.8661651,-0.230776,-0.2387494,-0.0079734
70,-0.92807776,-0.84690696,"('lethargic', 'energetic')",0.5922031,0.59961617,-0.1679373,-0.1236454,0.0442919
71,0.6975168,0.6887578,"('diffident', 'self-confident')",0.5674695,0.49003175,0.6324931,0.5893947,-0.0430984
72,-0.9674324,-0.976668,"('unambitious', 'ambitious')",-0.67150223,-0.6250848,-0.8194673,-0.8008764,0.0185909
73,0.73846614,0.6812566,"('helpless', 'self-reliant')",-3.4304404,-3.3115995,-1.3459871,-1.3151715,0.0308156
74,-0.6101986,-0.62965965,"('undedicated', 'dedicated')",0.22725455,0.033641305,-0.191472,-0.2980092,-0.1065372
75,0.67154264,0.5976094,"('meek', 'impulsive')",-0.23965396,-0.09909718,0.2159443,0.2492561,0.0333118
76,-0.38254002,-0.19297901,"('anxious', 'daring')",0.21357548,0.29209855,-0.0844823,0.0495598,0.1340421
77,-0.68857,-0.55629754,"('unmotivated', 'motivated')",-1.0852299,-0.93751454,-0.8868999,-0.746906,0.1399939
78,-0.3933491,-0.24245512,"('nonresilient', 'resilient')",0.24968307,0.33052284,-0.071833,0.0440339,0.1158669
79,-0.1382277,-0.31881613,"('wavering', 'unwavering')",0.002322116,0.04687626,-0.0679528,-0.1359699,-0.0680171
80,-0.8645398,-0.85493445,"('dominated', 'dominating')",-1.355835,-1.432017,-1.1101874,-1.1434758,-0.0332884
81,-0.43625668,-0.250997,"('submissive', 'aggressive')",-0.81206053,-0.7180596,-0.6241586,-0.4845283,0.1396303
82,0.31791225,0.41472387,"('poor', 'rich')",6.6298842,6.712888,3.4738982,3.5638058,0.0899076
83,0.23857862,0.20503056,"('powerless', 'powerful')",-0.7975593,-0.82725126,-0.2794904,-0.3111103,-0.0316199
