,chevron_male,chevron_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9754136,-1.2241374,"('unsociable', 'sociable')",0.07491845,-0.083139375,-0.4502476,-0.6536384,-0.2033908
1,-0.28568286,-0.6391445,"('unfriendly', 'friendly')",1.3465825,1.0937676,0.5304499,0.2273116,-0.3031383
2,0.977619,0.9022429,"('unlikable', 'likable')",0.7408355,0.7422216,0.8592272,0.8222322,-0.036995
3,-1.3076812,-1.1907624,"('repellent', 'pleasant')",0.4732127,0.51615375,-0.4172342,-0.3373043,0.0799299
4,0.7543241,0.6105861,"('disliked', 'liked')",-6.3129773,-6.314947,-2.7793267,-2.8521805,-0.0728538
5,0.49242523,0.30476698,"('distant', 'outgoing')",-0.3184022,-0.40067106,0.0870115,-0.047952,-0.1349635
6,-0.15230672,-0.35001743,"('distant', 'open')",-0.54650277,-0.6735757,-0.3494048,-0.5117966,-0.1623918
7,-0.94276065,-0.91461605,"('insensitive', 'sensitive')",0.17102228,0.15237063,-0.3858692,-0.3811227,0.0047465
8,-0.43215722,-0.6906758,"('unaffectionate', 'affectionate')",0.391914,0.28395888,-0.0201216,-0.2033585,-0.1832369
9,0.29316708,0.022001643,"('unaffectionate', 'caring')",1.1150086,1.0463792,0.7040879,0.5341904,-0.1698975
10,-1.5224792,-1.5934186,"('unsympathetic', 'sympathetic')",-0.5415541,-0.64350843,-1.0320166,-1.1184635,-0.0864469
11,-0.9217959,-0.9582828,"('unhelpful', 'helpful')",1.8253032,1.8509889,0.4517536,0.446353,-0.0054006
12,0.06501772,-0.007042722,"('unsupportive', 'supportive')",-1.8417118,-1.8557814,-0.888347,-0.9314121,-0.0430651
13,-0.67114985,-0.7884175,"('impolite', 'polite')",-0.3229265,-0.2964526,-0.4970382,-0.5424351,-0.0453969
14,-0.845145,-0.8451363,"('antisocial', 'social')",0.1487728,0.17121209,-0.3481861,-0.3369621,0.011224
15,0.19855645,-0.02029772,"('boring', 'funny')",0.068718955,0.03938701,0.1336377,0.0095446,-0.1240931
16,0.12913033,0.10677587,"('unpopular', 'popular')",0.6244099,0.50806046,0.3767701,0.3074182,-0.0693519
17,-0.27708972,-0.2329174,"('nasty', 'nice')",-0.32990485,-0.2778323,-0.3034973,-0.2553748,0.0481225
18,-0.31250423,-0.34615445,"('disagreeable', 'welcoming')",-0.6392233,-0.7512224,-0.4758638,-0.5486884,-0.0728246
19,-0.35228634,-0.53098494,"('inhospitable', 'hospitable')",-0.5355709,-0.62184715,-0.4439286,-0.576416,-0.1324874
20,-0.82415754,-0.7288856,"('rough', 'thoughtful')",0.53198117,0.48957285,-0.1460882,-0.1196564,0.0264318
21,-0.80705845,-0.83701414,"('immoral', 'moral')",-0.55645394,-0.45589077,-0.6817562,-0.6464524,0.0353038
22,-1.1989852,-1.1679109,"('untrustworthy', 'trustworthy')",-1.4098364,-1.3334119,-1.3044108,-1.2506614,0.0537494
23,-0.67676437,-0.7240934,"('insincere', 'sincere')",5.870309,5.7842884,2.5967722,2.5300975,-0.0666747
24,-0.45199755,-0.54063624,"('dishonest', 'honest')",0.5169,0.5094391,0.0324512,-0.0155986,-0.0480498
25,0.26790956,0.21703216,"('egoistic', 'altruistic')",0.93059254,0.8628327,0.599251,0.5399324,-0.0593186
26,0.23963602,0.06869633,"('hardhearted', 'benevolent')",1.1280551,0.979966,0.6838456,0.5243312,-0.1595144
27,-0.8895844,-0.82091635,"('hardhearted', 'softhearted')",0.63670844,0.56986845,-0.126438,-0.125524,0.000914
28,-0.6421839,-0.7885423,"('disloyal', 'loyal')",0.9938178,0.9118786,0.175817,0.0616682,-0.1141488
29,-0.21953875,-0.28895614,"('unfair', 'fair')",-0.30941042,-0.456422,-0.2644746,-0.3726891,-0.1082145
30,-0.28341973,-0.3362149,"('intolerant', 'tolerant')",0.7620325,0.7474835,0.2393064,0.2056343,-0.0336721
31,0.25316277,0.13132185,"('evil', 'good')",-0.9027671,-1.0833563,-0.3248022,-0.4760172,-0.151215
32,-0.39796948,-0.54033446,"('unkind', 'kind')",0.7082969,0.58685035,0.1551637,0.0232579,-0.1319058
33,1.1099924,0.9570883,"('wrong', 'right')",-0.5505349,-0.53391755,0.2797287,0.2115854,-0.0681433
34,-0.26605904,-0.14672577,"('mean', 'honorable')",5.550743,5.611142,2.6423421,2.7322083,0.0898662
35,0.5233809,0.40768057,"('corrupt', 'incorrupt')",-0.49302727,-0.568391,0.0151768,-0.0803552,-0.095532
36,0.30822617,0.06256598,"('hostile', 'amicable')",-0.23571295,-0.43647498,0.0362566,-0.1869545,-0.2232111
37,-0.43517336,-0.4352045,"('fake', 'genuine')",-0.23621908,-0.19627297,-0.3356962,-0.3157387,0.0199575
38,-0.114259265,-0.31409952,"('untruthful', 'truthful')",0.37042323,0.40311337,0.128082,0.0445069,-0.0835751
39,0.10128027,0.15141514,"('exploitative', 'cooperative')",-0.19628602,-0.12448051,-0.0475029,0.0134673,0.0609702
40,0.3705929,0.4041126,"('stingy', 'generous')",-1.697905,-1.7482511,-0.663656,-0.6720693,-0.0084133
41,-0.10398731,-0.24921557,"('unforgiving', 'forgiving')",-0.036476113,-0.19491246,-0.0702317,-0.222064,-0.1518323
42,-0.03762342,-0.12631825,"('unreliable', 'reliable')",-3.361385,-3.376769,-1.6995043,-1.7515436,-0.0520393
43,-1.1513501,-1.2417963,"('irresponsible', 'responsible')",0.23167852,0.13047367,-0.4598358,-0.5556613,-0.0958255
44,-0.6125892,-0.5288444,"('prejudiced', 'unprejudiced')",-1.8062406,-1.7912871,-1.2094148,-1.1600658,0.049349
45,-1.0504868,-1.0630156,"('incompetent', 'competent')",-0.062677585,-0.14024228,-0.5565822,-0.6016289,-0.0450467
46,-1.111645,-1.071204,"('uncompetitive', 'competitive')",-0.86823124,-0.8310847,-0.9899381,-0.9511443,0.0387938
47,-0.7012053,-0.598031,"('stupid', 'smart')",5.1437087,5.2445617,2.2212517,2.3232653,0.1020136
48,-0.14080565,-0.1721243,"('unintelligent', 'intelligent')",1.0433444,1.0272256,0.4512694,0.4275507,-0.0237187
49,-0.49034733,-0.39252186,"('unable', 'able')",-0.22274154,-0.08166789,-0.3565444,-0.2370949,0.1194495
50,-0.032385383,-0.060960874,"('clumsy', 'skillful')",-0.041812208,-0.1509591,-0.0370988,-0.10596,-0.0688612
51,-0.780657,-0.98768276,"('uneducated', 'educated')",0.8018778,0.7633416,0.0106104,-0.1121706,-0.122781
52,0.23255636,0.067988425,"('irrational', 'rational')",-0.12190996,-0.17275289,0.0553232,-0.0523822,-0.1077054
53,-0.34173632,-0.6279312,"('uncreative', 'creative')",0.32000378,0.13908257,-0.0108663,-0.2444243,-0.233558
54,-0.6052466,-0.7476932,"('incapable', 'capable')",0.5488433,0.54792136,-0.0282016,-0.0998859,-0.0716843
55,-0.705273,-0.6763464,"('incompetent', 'clever')",0.29586053,0.33413148,-0.2047062,-0.1711075,0.0335987
56,-0.27547726,-0.4034719,"('impractical', 'practical')",-0.15367664,-0.12370931,-0.214577,-0.2635906,-0.0490136
57,-1.5245932,-1.783604,"('unimaginative', 'imaginative')",-3.5278037,-3.6058006,-2.5261984,-2.6947024,-0.168504
58,0.508466,0.36453784,"('undiscriminating', 'discriminating')",0.27910417,0.14032575,0.3937851,0.2524318,-0.1413533
59,0.508761,0.4367376,"('foolish', 'wise')",0.0066188937,0.098174304,0.25769,0.2674559,0.0097659
60,-1.0660216,-0.92687744,"('inefficient', 'efficient')",0.09148228,0.17663567,-0.4872696,-0.3751209,0.1121487
61,-0.204144,-0.41810155,"('illogical', 'logical')",0.7312849,0.55812925,0.2635705,0.0700139,-0.1935566
62,0.078116626,0.206091,"('incompetent', 'brilliant')",0.81074977,0.9528845,0.4444332,0.5794877,0.1350545
63,-0.6395441,-0.69458526,"('unperceptive', 'insightful')",0.6851299,0.677839,0.0227929,-0.0083731,-0.031166
64,0.450403,0.32576716,"('shy', 'confident')",-5.9585958,-5.8542304,-2.7540963,-2.7642317,-0.0101354
65,-0.9217673,-0.884593,"('insecure', 'secure')",-0.17534706,-0.10105302,-0.5485572,-0.492823,0.0557342
66,0.48684505,0.26714584,"('inactive', 'active')",0.702011,0.59035045,0.594428,0.4287481,-0.1656799
67,0.6774712,0.5949312,"('doubtful', 'determined')",-0.16098544,-0.2894929,0.2582429,0.1527191,-0.1055238
68,-0.7313344,-0.7141124,"('dependent', 'independent')",-0.5141299,-0.5355331,-0.6227322,-0.6248227,-0.0020905
69,1.4548239,1.4831505,"('lazy', 'industrious')",-0.29850906,-0.30072498,0.5781574,0.5912127,0.0130553
70,-1.4039482,-1.3659835,"('lethargic', 'energetic')",-0.31433108,-0.3082845,-0.8591396,-0.837134,0.0220056
71,0.69698703,0.63919055,"('diffident', 'self-confident')",0.5578671,0.49500814,0.6274271,0.5670993,-0.0603278
72,0.06504335,0.05469604,"('unambitious', 'ambitious')",-0.4954856,-0.4174229,-0.2152211,-0.1813634,0.0338577
73,1.0078052,0.93003976,"('helpless', 'self-reliant')",-3.4975073,-3.383835,-1.2448511,-1.2268977,0.0179534
74,0.06906045,-0.08035335,"('undedicated', 'dedicated')",-0.549377,-0.69562656,-0.2401583,-0.3879899,-0.1478316
75,0.09427876,0.09986319,"('meek', 'impulsive')",-0.57802516,-0.55621314,-0.2418732,-0.228175,0.0136982
76,-0.343553,-0.24940643,"('anxious', 'daring')",-0.34738302,-0.27606636,-0.345468,-0.2627364,0.0827316
77,-0.7464296,-0.7238758,"('unmotivated', 'motivated')",-0.96520835,-0.8499046,-0.855819,-0.7868902,0.0689288
78,-0.4362215,-0.3119329,"('nonresilient', 'resilient')",0.3608538,0.4136383,-0.0376839,0.0508527,0.0885366
79,0.26111865,0.01467699,"('wavering', 'unwavering')",-0.22175144,-0.32876804,0.0196836,-0.1570455,-0.1767291
80,-0.1666519,-0.017533407,"('dominated', 'dominating')",-0.53122586,-0.32009056,-0.3489389,-0.168812,0.1801269
81,-1.0070913,-0.9430335,"('submissive', 'aggressive')",-0.3994475,-0.24433962,-0.7032694,-0.5936866,0.1095828
82,-0.88194335,-0.8749766,"('poor', 'rich')",6.1278896,6.0920863,2.6229732,2.6085548,-0.0144184
83,-0.10615456,-0.27981654,"('powerless', 'powerful')",-0.7005215,-0.710844,-0.403338,-0.4953303,-0.0919923
84,1.0288899,0.90500987,"('inferior', 'superior')",0.8977136,0.8357831,0.9633018,0.8703965,-0.0929053
85,1.4899923,1.2322198,"('insignificant', 'prestigious')",-0.12929091,-0.33726823,0.6803507,0.4474758,-0.2328749
86,-0.9544166,-1.1743567,"('uninfluential', 'influential')",-0.23988667,-0.3336469,-0.5971516,-0.7540018,-0.1568502
87,0.09299,0.035843905,"('unsuccessful', 'successful')",1.0262476,1.1772532,0.5596188,0.6065485,0.0469297
88,-0.34001523,-0.5586688,"('low', 'eminent')",-0.68448603,-0.80971336,-0.5122507,-0.6841911,-0.1719404
