,petsmart_male,petsmart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.9003807,0.90172786,"('unsociable', 'sociable')",-0.053298563,-0.15249288,0.4235411,0.3746175,-0.0489236
1,0.66487336,0.60954916,"('unfriendly', 'friendly')",2.0625424,1.9194094,1.3637079,1.2644793,-0.0992286
2,-0.28780746,-0.37212345,"('unlikable', 'likable')",0.5243043,0.55515695,0.1182484,0.0915167,-0.0267317
3,-1.8376546,-1.6750015,"('repellent', 'pleasant')",-0.028125804,0.03348642,-0.9328902,-0.8207576,0.1121326
4,0.1343335,0.12774739,"('disliked', 'liked')",-6.621704,-6.5998597,-3.2436852,-3.2360561,0.0076291
5,0.73384345,0.6676231,"('distant', 'outgoing')",-0.040782623,-0.0746609,0.3465304,0.2964811,-0.0500493
6,0.43442878,0.3557568,"('distant', 'open')",0.5051397,0.4288797,0.4697843,0.3923182,-0.0774661
7,-0.20719042,-0.034269918,"('insensitive', 'sensitive')",0.8419463,0.92567384,0.3173779,0.445702,0.1283241
8,0.4369225,0.37697667,"('unaffectionate', 'affectionate')",1.0071709,0.8848785,0.7220467,0.6309276,-0.0911191
9,1.2752358,1.2689916,"('unaffectionate', 'caring')",1.4272286,1.3847828,1.3512322,1.3268871,-0.0243451
10,-0.48939872,-0.3430851,"('unsympathetic', 'sympathetic')",0.01657923,0.043339,-0.2364097,-0.149873,0.0865367
11,0.8504081,0.9591998,"('unhelpful', 'helpful')",1.9719703,2.0554035,1.4111892,1.5073016,0.0961124
12,0.89489514,0.9824821,"('unsupportive', 'supportive')",-1.4325293,-1.3916764,-0.2688171,-0.2045972,0.0642199
13,0.76096797,0.76085955,"('impolite', 'polite')",-0.04656403,-0.03544732,0.357202,0.3627061,0.0055041
14,-0.55661345,-0.4523384,"('antisocial', 'social')",-0.36266735,-0.31857663,-0.4596404,-0.3854575,0.0741829
15,1.1164016,1.0378567,"('boring', 'funny')",0.54632586,0.5389129,0.8313637,0.7883848,-0.0429789
16,-0.34789017,-0.2783529,"('unpopular', 'popular')",0.5760759,0.6177213,0.1140929,0.1696842,0.0555913
17,-0.12298055,0.016528891,"('nasty', 'nice')",-0.5172356,-0.43734425,-0.3201081,-0.2104077,0.1097004
18,-1.3158624,-1.3072982,"('disagreeable', 'welcoming')",-0.40453222,-0.43882173,-0.8601973,-0.87306,-0.0128627
19,0.3086872,0.2600903,"('inhospitable', 'hospitable')",0.1683925,0.18293998,0.2385398,0.2215151,-0.0170247
20,-0.6175389,-0.5194853,"('rough', 'thoughtful')",1.0480378,1.0268549,0.2152494,0.2536848,0.0384354
21,0.042468578,0.10577386,"('immoral', 'moral')",-0.53902906,-0.44490603,-0.2482802,-0.1695661,0.0787141
22,-0.852614,-0.8422385,"('untrustworthy', 'trustworthy')",-1.0750113,-1.0960907,-0.9638126,-0.9691646,-0.005352
23,0.045576226,0.105786376,"('insincere', 'sincere')",5.968787,5.9211345,3.0071816,3.0134604,0.0062788
24,-0.07628314,-0.09663251,"('dishonest', 'honest')",0.9607482,0.9334465,0.4422325,0.418407,-0.0238255
25,-0.10190522,-0.17190588,"('egoistic', 'altruistic')",1.4749804,1.4066361,0.6865376,0.6173651,-0.0691725
26,0.29184192,0.23257126,"('hardhearted', 'benevolent')",1.6289759,1.5765699,0.9604089,0.9045706,-0.0558383
27,0.73472464,0.8179785,"('hardhearted', 'softhearted')",1.8215822,1.747319,1.2781534,1.2826488,0.0044954
28,0.580153,0.5629584,"('disloyal', 'loyal')",0.9086643,0.80311555,0.7444086,0.683037,-0.0613716
29,-0.33376947,-0.31969333,"('unfair', 'fair')",-0.49104592,-0.6451533,-0.4124077,-0.4824233,-0.0700156
30,0.45618162,0.5303613,"('intolerant', 'tolerant')",1.3288037,1.287587,0.8924927,0.9089742,0.0164815
31,-1.019526,-1.0338596,"('evil', 'good')",-0.88059735,-0.9963795,-0.9500617,-1.0151196,-0.0650579
32,1.3042802,1.2969596,"('unkind', 'kind')",1.2832005,1.230439,1.2937403,1.2636993,-0.030041
33,0.43629578,0.2955683,"('wrong', 'right')",-0.5920129,-0.6694014,-0.0778586,-0.1869166,-0.109058
34,0.32827616,0.4550291,"('mean', 'honorable')",6.1914525,6.2643614,3.2598643,3.3596952,0.0998309
35,-0.6676383,-0.77571654,"('corrupt', 'incorrupt')",-0.23924118,-0.38487646,-0.4534397,-0.5802965,-0.1268568
36,-0.5528917,-0.6133784,"('hostile', 'amicable')",0.04435588,-0.13637888,-0.2542679,-0.3748786,-0.1206107
37,-0.11970084,-0.1043344,"('fake', 'genuine')",0.32619593,0.33892974,0.1032475,0.1172977,0.0140502
38,0.5174952,0.5758002,"('untruthful', 'truthful')",0.237952,0.28847206,0.3777236,0.4321361,0.0544125
39,0.9146918,0.9101206,"('exploitative', 'cooperative')",-0.009918091,-0.00042420812,0.4523869,0.4548482,0.0024613
40,-0.6917835,-0.65871054,"('stingy', 'generous')",-1.660294,-1.6786058,-1.1760387,-1.1686581,0.0073806
41,0.15277934,0.18686141,"('unforgiving', 'forgiving')",0.12513036,0.07303364,0.1389548,0.1299475,-0.0090073
42,0.529144,0.5751526,"('unreliable', 'reliable')",-2.9999917,-2.8726978,-1.2354238,-1.1487726,0.0866512
43,0.68896973,0.740455,"('irresponsible', 'responsible')",0.9846186,1.018211,0.8367941,0.879333,0.0425389
44,-0.63140297,-0.60294956,"('prejudiced', 'unprejudiced')",-1.6911504,-1.6921666,-1.1612767,-1.1475581,0.0137186
45,-0.31560132,-0.15490723,"('incompetent', 'competent')",0.021347664,0.045505498,-0.1471268,-0.0547009,0.0924259
46,-0.39517102,-0.27425152,"('uncompetitive', 'competitive')",-0.6765931,-0.627141,-0.5358821,-0.4506963,0.0851858
47,0.5499344,0.601707,"('stupid', 'smart')",5.762464,5.8084855,3.1561992,3.2050962,0.048897
48,0.41006798,0.40651903,"('unintelligent', 'intelligent')",0.9329078,0.91234595,0.6714879,0.6594325,-0.0120554
49,-0.19139616,-0.08869493,"('unable', 'able')",-0.20727909,-0.06659635,-0.1993376,-0.0776456,0.121692
50,-0.10710194,-0.10887988,"('clumsy', 'skillful')",0.044001564,0.040978335,-0.0315502,-0.0339508,-0.0024006
51,-0.56501323,-0.62965435,"('uneducated', 'educated')",0.7149862,0.6653091,0.0749865,0.0178274,-0.0571591
52,-0.5455171,-0.78923684,"('irrational', 'rational')",-0.28540832,-0.4138812,-0.4154627,-0.601559,-0.1860963
53,-0.57110745,-0.5858014,"('uncreative', 'creative')",1.1004915,1.050901,0.264692,0.2325498,-0.0321422
54,-0.0072425157,-0.09973174,"('incapable', 'capable')",1.0353701,1.0469847,0.5140638,0.4736265,-0.0404373
55,0.21541104,0.35781255,"('incompetent', 'clever')",0.26959318,0.29750004,0.2425021,0.3276563,0.0851542
56,1.6418561,1.7284627,"('impractical', 'practical')",0.15081036,0.23115511,0.8963332,0.9798089,0.0834757
57,-0.29644424,-0.26708353,"('unimaginative', 'imaginative')",-2.646567,-2.6295192,-1.4715056,-1.4483013,0.0232043
58,-0.8488524,-0.83607125,"('undiscriminating', 'discriminating')",-0.028790385,-0.08166371,-0.4388214,-0.4588675,-0.0200461
59,0.3306892,0.21064772,"('foolish', 'wise')",0.23083326,0.23328735,0.2807612,0.2219675,-0.0587937
60,1.441917,1.6155901,"('inefficient', 'efficient')",0.43523514,0.59528095,0.938576,1.1054355,0.1668595
61,-0.20241664,-0.2963107,"('illogical', 'logical')",0.3848515,0.23947701,0.0912174,-0.0284168,-0.1196342
62,-0.18169972,-0.025168266,"('incompetent', 'brilliant')",0.3014782,0.44627303,0.0598892,0.2105524,0.1506632
63,0.16028398,0.27488503,"('unperceptive', 'insightful')",1.2470115,1.3862609,0.7036477,0.830573,0.1269253
64,-0.8582641,-0.96306175,"('shy', 'confident')",-6.8477273,-6.8293424,-3.8529956,-3.8962021,-0.0432065
65,-0.2516233,-0.25002703,"('insecure', 'secure')",-0.37405142,-0.32860428,-0.3128374,-0.2893156,0.0235218
66,-0.5020075,-0.5527146,"('inactive', 'active')",0.9301062,0.92112917,0.2140494,0.1842073,-0.0298421
67,0.5637264,0.5026071,"('doubtful', 'determined')",-0.41637573,-0.34688798,0.0736753,0.0778596,0.0041843
68,-1.1945888,-1.2331431,"('dependent', 'independent')",-0.410704,-0.4413441,-0.8026464,-0.8372436,-0.0345972
69,-0.19613871,-0.26315165,"('lazy', 'industrious')",-0.39768046,-0.3748907,-0.2969096,-0.3190212,-0.0221116
70,-0.27707496,-0.11521595,"('lethargic', 'energetic')",0.8298733,0.9306409,0.2763992,0.4077125,0.1313133
71,1.6047031,1.651648,"('diffident', 'self-confident')",0.7251426,0.7147928,1.1649228,1.1832204,0.0182976
72,-0.6564096,-0.7036637,"('unambitious', 'ambitious')",-0.7674413,-0.69810736,-0.7119254,-0.7008855,0.0110399
73,0.13812941,0.04540372,"('helpless', 'self-reliant')",-3.5913453,-3.567751,-1.7266079,-1.7611736,-0.0345657
74,0.38989505,0.4231844,"('undedicated', 'dedicated')",0.15258066,0.13938054,0.2712379,0.2812825,0.0100446
75,-0.9555649,-0.99926406,"('meek', 'impulsive')",-0.57993555,-0.5364897,-0.7677503,-0.7678769,-0.0001266
76,-0.08688241,0.04373821,"('anxious', 'daring')",0.2993515,0.41347897,0.1062346,0.2286086,0.122374
77,-0.8194397,-0.7956675,"('unmotivated', 'motivated')",-1.088331,-0.98066324,-0.9538853,-0.8881654,0.0657199
78,0.9287478,1.0956442,"('nonresilient', 'resilient')",0.46328324,0.55756974,0.6960155,0.826607,0.1305915
79,-0.061197758,-0.10096614,"('wavering', 'unwavering')",0.029948851,0.04480827,-0.0156245,-0.0280789,-0.0124544
80,-0.68746996,-0.62604666,"('dominated', 'dominating')",-1.3844582,-1.2204541,-1.035964,-0.9232504,0.1127136
81,-0.33549136,-0.3171687,"('submissive', 'aggressive')",-0.513589,-0.3735351,-0.4245402,-0.3453519,0.0791883
82,-0.5440692,-0.47619757,"('poor', 'rich')",6.412882,6.470612,2.9344063,2.9972072,0.0628009
83,-0.22166866,-0.25047246,"('powerless', 'powerful')",-1.2240132,-1.2931325,-0.7228409,-0.7718025,-0.0489616
84,0.10757649,0.011795637,"('inferior', 'superior')",0.6856903,0.624748,0.3966334,0.3182718,-0.0783616
85,0.19877337,0.069479436,"('insignificant', 'prestigious')",0.59640545,0.49783558,0.3975894,0.2836575,-0.1139319
86,-0.011133537,-0.08188912,"('uninfluential', 'influential')",0.32962635,0.28236243,0.1592464,0.1002367,-0.0590097
87,0.19008125,0.1829305,"('unsuccessful', 'successful')",0.6214288,0.7595125,0.405755,0.4712215,0.0654665
88,-0.6354916,-0.63676286,"('low', 'eminent')",0.23932199,0.22548075,-0.1980848,-0.2056411,-0.0075563
