,shopping_male,shopping_female,tuple,average_male,average_female,female-male
0,0.44158712,0.27840146,"('unsociable', 'sociable')",0.4415871,0.2784015,-0.1631856
1,1.3488275,1.4165497,"('unfriendly', 'friendly')",1.3488275,1.4165497,0.0677222
2,-0.092436835,0.04755013,"('unlikable', 'likable')",-0.0924368,0.0475501,0.1399869
3,0.68076086,0.63358694,"('repellent', 'pleasant')",0.6807609,0.6335869,-0.047174
4,-7.6769104,-7.7499633,"('disliked', 'liked')",-7.6769104,-7.7499633,-0.0730529
5,-0.23840058,-0.09321524,"('distant', 'outgoing')",-0.2384006,-0.0932152,0.1451854
6,0.17038207,0.27964962,"('distant', 'open')",0.1703821,0.2796496,0.1092675
7,1.2321694,1.1487863,"('insensitive', 'sensitive')",1.2321694,1.1487863,-0.0833831
8,1.1621097,1.177969,"('unaffectionate', 'affectionate')",1.1621097,1.177969,0.0158593
9,2.1173582,2.2031245,"('unaffectionate', 'caring')",2.1173582,2.2031245,0.0857663
10,1.0086986,0.9127365,"('unsympathetic', 'sympathetic')",1.0086986,0.9127365,-0.0959621
11,2.2777603,2.3597112,"('unhelpful', 'helpful')",2.2777603,2.3597112,0.0819509
12,-1.3683554,-1.4073824,"('unsupportive', 'supportive')",-1.3683554,-1.4073824,-0.039027
13,0.22426315,0.17794818,"('impolite', 'polite')",0.2242631,0.1779482,-0.0463149
14,0.2403722,0.061549194,"('antisocial', 'social')",0.2403722,0.0615492,-0.178823
15,0.058788925,0.046792105,"('boring', 'funny')",0.0587889,0.0467921,-0.0119968
16,-0.048489757,0.026803069,"('unpopular', 'popular')",-0.0484898,0.0268031,0.0752929
17,0.020575833,0.05687181,"('nasty', 'nice')",0.0205758,0.0568718,0.036296
18,-0.69412684,-0.65690583,"('disagreeable', 'welcoming')",-0.6941268,-0.6569058,0.037221
19,-0.6174127,-0.47482127,"('inhospitable', 'hospitable')",-0.6174127,-0.4748213,0.1425914
20,0.86113334,0.7304068,"('rough', 'thoughtful')",0.8611333,0.7304068,-0.1307265
21,-0.13944381,-0.067652166,"('immoral', 'moral')",-0.1394438,-0.0676522,0.0717916
22,-0.29912832,-0.39524487,"('untrustworthy', 'trustworthy')",-0.2991283,-0.3952449,-0.0961166
23,6.82816,6.922622,"('insincere', 'sincere')",6.8281598,6.9226222,0.0944624
24,1.6964926,1.6212999,"('dishonest', 'honest')",1.6964926,1.6212999,-0.0751927
25,0.09287661,0.14258859,"('egoistic', 'altruistic')",0.0928766,0.1425886,0.049712
26,0.8957948,0.8143158,"('hardhearted', 'benevolent')",0.8957948,0.8143158,-0.081479
27,1.5683265,1.4279487,"('hardhearted', 'softhearted')",1.5683265,1.4279487,-0.1403778
28,1.5662974,1.5693127,"('disloyal', 'loyal')",1.5662974,1.5693127,0.0030153
29,-0.08175482,-0.22238354,"('unfair', 'fair')",-0.0817548,-0.2223835,-0.1406287
