,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.4927796,-0.5049243,"('unsociable', 'sociable')",-0.4927796,-0.5049243,-0.0121447
1,2.0652452,1.9957546,"('unfriendly', 'friendly')",2.0652452,1.9957546,-0.0694906
2,0.59887004,0.7610276,"('unlikable', 'likable')",0.59887,0.7610276,0.1621576
3,0.9650745,1.1578318,"('repellent', 'pleasant')",0.9650745,1.1578318,0.1927573
4,-7.2184253,-7.053418,"('disliked', 'liked')",-7.2184253,-7.0534182,0.1650071
5,0.52135706,0.56876993,"('distant', 'outgoing')",0.5213571,0.5687699,0.0474128
6,0.7871175,0.82683486,"('distant', 'open')",0.7871175,0.8268349,0.0397174
7,1.2785941,1.3110632,"('insensitive', 'sensitive')",1.2785941,1.3110632,0.0324691
8,1.3825412,1.3651868,"('unaffectionate', 'affectionate')",1.3825412,1.3651868,-0.0173544
9,1.7873605,1.767416,"('unaffectionate', 'caring')",1.7873605,1.767416,-0.0199445
10,0.61340684,0.7516768,"('unsympathetic', 'sympathetic')",0.6134068,0.7516768,0.13827
11,1.8523701,1.8573887,"('unhelpful', 'helpful')",1.8523701,1.8573887,0.0050186
12,-1.2817619,-1.2162814,"('unsupportive', 'supportive')",-1.2817619,-1.2162814,0.0654805
13,-0.4328377,-0.44314903,"('impolite', 'polite')",-0.4328377,-0.443149,-0.0103113
14,-0.48716867,-0.48595136,"('antisocial', 'social')",-0.4871687,-0.4859514,0.0012173
15,0.5847923,0.5965421,"('boring', 'funny')",0.5847923,0.5965421,0.0117498
16,-0.46463007,-0.34649643,"('unpopular', 'popular')",-0.4646301,-0.3464964,0.1181337
17,-0.053755693,0.01740716,"('nasty', 'nice')",-0.0537557,0.0174072,0.0711629
18,-0.3179894,-0.22018579,"('disagreeable', 'welcoming')",-0.3179894,-0.2201858,0.0978036
19,0.4016769,0.46314153,"('inhospitable', 'hospitable')",0.4016769,0.4631415,0.0614646
20,0.6555659,0.599475,"('rough', 'thoughtful')",0.6555659,0.599475,-0.0560909
21,-0.21658847,-0.073649764,"('immoral', 'moral')",-0.2165885,-0.0736498,0.1429387
22,-0.40996078,-0.4214573,"('untrustworthy', 'trustworthy')",-0.4099608,-0.4214573,-0.0114965
23,6.776148,6.733303,"('insincere', 'sincere')",6.7761478,6.7333031,-0.0428447
24,2.0413263,2.0684655,"('dishonest', 'honest')",2.0413263,2.0684655,0.0271392
25,0.84502107,0.7237446,"('egoistic', 'altruistic')",0.8450211,0.7237446,-0.1212765
26,0.19394508,0.13897325,"('hardhearted', 'benevolent')",0.1939451,0.1389733,-0.0549718
27,1.6627444,1.5927224,"('hardhearted', 'softhearted')",1.6627444,1.5927224,-0.070022
28,1.2994236,1.3219101,"('disloyal', 'loyal')",1.2994236,1.3219101,0.0224865
29,0.026585236,-0.12682074,"('unfair', 'fair')",0.0265852,-0.1268207,-0.1534059
30,0.8455251,0.7598151,"('intolerant', 'tolerant')",0.8455251,0.7598151,-0.08571
31,-0.43731517,-0.398004,"('evil', 'good')",-0.4373152,-0.398004,0.0393112
32,1.2020506,1.1190488,"('unkind', 'kind')",1.2020506,1.1190488,-0.0830018
33,-0.230896,-0.28483537,"('wrong', 'right')",-0.230896,-0.2848354,-0.0539394
34,4.792339,4.877116,"('mean', 'honorable')",4.7923388,4.8771162,0.0847774
35,-0.049083147,-0.18539819,"('corrupt', 'incorrupt')",-0.0490831,-0.1853982,-0.1363151
36,-0.11108188,-0.21146345,"('hostile', 'amicable')",-0.1110819,-0.2114635,-0.1003816
37,1.0389054,1.0757523,"('fake', 'genuine')",1.0389054,1.0757523,0.0368469
38,0.2845237,0.16247877,"('untruthful', 'truthful')",0.2845237,0.1624788,-0.1220449
39,-0.09253427,-0.08158216,"('exploitative', 'cooperative')",-0.0925343,-0.0815822,0.0109521
40,-1.1324071,-1.0585642,"('stingy', 'generous')",-1.1324071,-1.0585642,0.0738429
41,-0.22990295,-0.24989599,"('unforgiving', 'forgiving')",-0.229903,-0.249896,-0.019993
42,-2.2185655,-2.067778,"('unreliable', 'reliable')",-2.2185655,-2.0677781,0.1507874
43,1.1622517,1.0727844,"('irresponsible', 'responsible')",1.1622517,1.0727844,-0.0894673
44,-1.6018038,-1.6886942,"('prejudiced', 'unprejudiced')",-1.6018038,-1.6886942,-0.0868904
45,-0.048793226,0.12276486,"('incompetent', 'competent')",-0.0487932,0.1227649,0.1715581
46,-1.1514452,-1.0410304,"('uncompetitive', 'competitive')",-1.1514452,-1.0410304,0.1104148
47,5.359173,5.4986625,"('stupid', 'smart')",5.3591728,5.4986625,0.1394897
48,0.70665824,0.72359127,"('unintelligent', 'intelligent')",0.7066582,0.7235913,0.0169331
49,0.10594095,0.34135997,"('unable', 'able')",0.105941,0.34136,0.235419
50,0.31147164,0.452345,"('clumsy', 'skillful')",0.3114716,0.452345,0.1408734
51,0.47545612,0.55781966,"('uneducated', 'educated')",0.4754561,0.5578197,0.0823636
52,0.09591706,0.15397796,"('irrational', 'rational')",0.0959171,0.153978,0.0580609
53,1.0500922,1.036948,"('uncreative', 'creative')",1.0500922,1.036948,-0.0131442
54,1.598881,1.7325417,"('incapable', 'capable')",1.598881,1.7325417,0.1336607
55,0.47932675,0.5774336,"('incompetent', 'clever')",0.4793268,0.5774336,0.0981068
56,0.37324244,0.36830324,"('impractical', 'practical')",0.3732424,0.3683032,-0.0049392
57,-3.0305634,-2.7911797,"('unimaginative', 'imaginative')",-3.0305634,-2.7911797,0.2393837
58,-0.009542588,-0.014442323,"('undiscriminating', 'discriminating')",-0.0095426,-0.0144423,-0.0048997
59,0.8353546,0.9158397,"('foolish', 'wise')",0.8353546,0.9158397,0.0804851
60,-0.007008113,0.00075346977,"('inefficient', 'efficient')",-0.0070081,0.0007535,0.0077616
61,0.63344955,0.5100502,"('illogical', 'logical')",0.6334496,0.5100502,-0.1233994
62,1.2679825,1.3948642,"('incompetent', 'brilliant')",1.2679825,1.3948642,0.1268817
63,0.9216377,1.072502,"('unperceptive', 'insightful')",0.9216377,1.072502,0.1508643
