,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.539467,-0.5802994,"('unsociable', 'sociable')",-0.4428996,-0.5556036,-0.4911833,-0.5679515,-0.0767682
1,0.30516624,0.20206977,"('unfriendly', 'friendly')",2.2887645,2.1923745,1.2969654,1.1972221,-0.0997433
2,0.11115259,0.20514134,"('unlikable', 'likable')",0.5118969,0.5681021,0.3115247,0.3866217,0.075097
3,-0.5465511,-0.3414357,"('repellent', 'pleasant')",-0.027396647,0.032745525,-0.2869739,-0.1543451,0.1326288
4,-0.59232587,-0.6058155,"('disliked', 'liked')",-6.2071276,-6.384694,-3.3997266,-3.4952548,-0.0955282
5,-0.06790147,-0.08129567,"('distant', 'outgoing')",0.011003636,-0.033217624,-0.0284489,-0.0572566,-0.0288077
6,0.096929036,0.07898389,"('distant', 'open')",0.66686773,0.62153715,0.3818984,0.3502605,-0.0316379
7,-0.33356,-0.21843576,"('insensitive', 'sensitive')",0.4229353,0.4658445,0.0446877,0.1237044,0.0790167
8,-0.22845489,-0.28396162,"('unaffectionate', 'affectionate')",1.2065755,1.1285727,0.4890603,0.4223055,-0.0667548
9,-0.06199848,-0.13995934,"('unaffectionate', 'caring')",1.2434262,1.2001348,0.5907139,0.5300877,-0.0606262
10,-1.4361417,-1.3028831,"('unsympathetic', 'sympathetic')",-0.9717215,-0.95194584,-1.2039316,-1.1274145,0.0765171
11,0.3816479,0.4696402,"('unhelpful', 'helpful')",1.1511397,1.2167724,0.7663938,0.8432063,0.0768125
12,-0.13954392,0.04613798,"('unsupportive', 'supportive')",-2.038283,-2.0553784,-1.0889136,-1.0046202,0.0842934
13,-0.28258517,-0.23610574,"('impolite', 'polite')",-0.9203497,-0.88863033,-0.6014674,-0.562368,0.0390994
14,-0.035618298,0.014049839,"('antisocial', 'social')",-0.76697594,-0.8032904,-0.4012971,-0.3946203,0.0066768
15,0.7391926,0.622602,"('boring', 'funny')",0.7585515,0.7008008,0.748872,0.6617014,-0.0871706
16,-0.17772633,-0.2072899,"('unpopular', 'popular')",0.6304121,0.6377211,0.2263429,0.2152156,-0.0111273
17,-0.07511381,0.00078438595,"('nasty', 'nice')",-0.45257583,-0.4304625,-0.2638448,-0.2148391,0.0490057
18,-0.043860503,0.0018897653,"('disagreeable', 'welcoming')",-0.06308628,-0.13406707,-0.0534734,-0.0660887,-0.0126153
19,-0.6362728,-0.62037617,"('inhospitable', 'hospitable')",0.08324408,0.15868108,-0.2765144,-0.2308475,0.0456669
20,-0.022065964,0.053661305,"('rough', 'thoughtful')",1.0905125,1.0710636,0.5342233,0.5623625,0.0281392
21,-0.19783528,-0.14037213,"('immoral', 'moral')",-0.85724634,-0.8279601,-0.5275408,-0.4841661,0.0433747
22,-0.25758407,-0.22204655,"('untrustworthy', 'trustworthy')",-0.95875174,-1.030906,-0.6081679,-0.6264763,-0.0183084
23,0.5411201,0.6195556,"('insincere', 'sincere')",5.4414916,5.416086,2.9913058,3.0178208,0.026515
24,-0.43672386,-0.3950962,"('dishonest', 'honest')",0.49793375,0.4656334,0.0306049,0.0352686,0.0046637
25,0.3120535,0.22582592,"('egoistic', 'altruistic')",2.17123,2.0895748,1.2416418,1.1577004,-0.0839414
