,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.1799543,-1.2786561,"('unsociable', 'sociable')",-0.22287786,-0.38721678,-0.7014161,-0.8329365,-0.1315204
1,-0.4879126,-0.8817573,"('unfriendly', 'friendly')",1.1566298,1.0299418,0.3343586,0.0740922,-0.2602664
2,0.13610253,0.15783203,"('unlikable', 'likable')",0.77166665,0.8319719,0.4538846,0.494902,0.0410174
3,-0.85160255,-0.7499154,"('repellent', 'pleasant')",0.73291594,0.82354045,-0.0593433,0.0368125,0.0961558
4,0.81346256,0.68142855,"('disliked', 'liked')",-6.9579177,-7.0522647,-3.0722275,-3.1854181,-0.1131906
5,0.6209711,0.47878557,"('distant', 'outgoing')",-0.57395273,-0.55346334,0.0235092,-0.0373389,-0.0608481
6,0.76711184,0.6216113,"('distant', 'open')",-0.51474136,-0.49954292,0.1261852,0.0610342,-0.065151
7,-1.0014813,-0.93161535,"('insensitive', 'sensitive')",0.47378823,0.4608925,-0.2638465,-0.2353614,0.0284851
8,-0.4278662,-0.6422746,"('unaffectionate', 'affectionate')",0.839828,0.8005592,0.2059809,0.0791423,-0.1268386
9,-0.5942558,-0.7890253,"('unaffectionate', 'caring')",1.1301538,1.1018409,0.267949,0.1564078,-0.1115412
10,-1.6393313,-1.5885159,"('unsympathetic', 'sympathetic')",-0.4723661,-0.5568207,-1.0558487,-1.0726683,-0.0168196
11,-1.6444861,-1.6398507,"('unhelpful', 'helpful')",1.1505486,1.243343,-0.2469687,-0.1982539,0.0487148
12,-0.44593745,-0.45152417,"('unsupportive', 'supportive')",-1.9445944,-1.9728084,-1.1952659,-1.2121663,-0.0169004
13,-1.0723596,-0.942507,"('impolite', 'polite')",-0.972393,-0.9382341,-1.0223763,-0.9403706,0.0820057
14,-1.1544112,-1.0129389,"('antisocial', 'social')",0.16803241,0.09736,-0.4931894,-0.4577894,0.0354
15,1.0590274,0.9681092,"('boring', 'funny')",0.372543,0.34191585,0.7157852,0.6550125,-0.0607727
16,-0.09195891,-0.27982122,"('unpopular', 'popular')",-0.10706774,-0.12360107,-0.0995133,-0.2017111,-0.1021978
17,-0.42494747,-0.3891202,"('nasty', 'nice')",-0.30628285,-0.31327212,-0.3656152,-0.3511962,0.014419
18,-0.00429336,0.051570177,"('disagreeable', 'welcoming')",-0.9108912,-0.86081225,-0.4575923,-0.404621,0.0529713
19,0.21057469,0.17973818,"('inhospitable', 'hospitable')",-0.4540854,-0.40258446,-0.1217554,-0.1114231,0.0103323
20,-0.6350173,-0.60999894,"('rough', 'thoughtful')",0.87602353,0.8474658,0.1205031,0.1187334,-0.0017697
21,-0.9960967,-0.9319527,"('immoral', 'moral')",-0.48415807,-0.38904083,-0.7401274,-0.6604968,0.0796306
22,-0.66246986,-0.554697,"('untrustworthy', 'trustworthy')",-0.6304741,-0.70323145,-0.646472,-0.6289642,0.0175078
23,-1.2822007,-1.3046483,"('insincere', 'sincere')",5.283782,5.310802,2.0007906,2.0030768,0.0022862
24,-0.2834564,-0.23712938,"('dishonest', 'honest')",0.53991175,0.53176564,0.1282277,0.1473181,0.0190904
25,0.14954223,-0.0056704916,"('egoistic', 'altruistic')",1.2126843,1.2643932,0.6811132,0.6293613,-0.0517519
26,0.93053436,0.67081845,"('hardhearted', 'benevolent')",2.0589833,1.9773034,1.4947588,1.3240609,-0.1706979
27,0.24313782,0.2675552,"('hardhearted', 'softhearted')",1.3459023,1.3073442,0.7945201,0.7874497,-0.0070704
28,-1.1935872,-1.3528867,"('disloyal', 'loyal')",0.8424568,0.7205163,-0.1755652,-0.3161852,-0.14062
29,0.09812469,0.06970243,"('unfair', 'fair')",0.05369774,-0.072691515,0.0759112,-0.0014945,-0.0774057
30,0.22403109,0.26384312,"('intolerant', 'tolerant')",0.9182218,0.9448048,0.5711265,0.604324,0.0331975
31,0.18118164,0.09388448,"('evil', 'good')",-0.9946636,-1.0118252,-0.406741,-0.4589704,-0.0522294
32,-0.95063114,-1.063915,"('unkind', 'kind')",0.6360469,0.5011807,-0.1572921,-0.2813672,-0.1240751
33,1.120233,0.9980331,"('wrong', 'right')",-0.25650308,-0.29980546,0.431865,0.3491138,-0.0827512
34,-0.17693488,-0.09375866,"('mean', 'honorable')",4.78507,5.0772305,2.3040676,2.4917359,0.1876683
35,0.8923312,0.70076096,"('corrupt', 'incorrupt')",-0.5213249,-0.62703323,0.1855032,0.0368639,-0.1486393
36,0.8876642,0.52936256,"('hostile', 'amicable')",-0.4196609,-0.5378172,0.2340017,-0.0042273,-0.238229
37,-0.24266616,-0.21204548,"('fake', 'genuine')",0.17839643,0.20134997,-0.0321349,-0.0053478,0.0267871
38,-0.9077557,-1.0077369,"('untruthful', 'truthful')",-0.7038987,-0.6397011,-0.8058272,-0.823719,-0.0178918
39,-0.26837832,-0.09662214,"('exploitative', 'cooperative')",0.44001162,0.49536434,0.0858167,0.1993711,0.1135544
40,0.6428039,0.6276017,"('stingy', 'generous')",-1.7252797,-1.7833443,-0.5412379,-0.5778713,-0.0366334
41,-0.5056218,-0.56413984,"('unforgiving', 'forgiving')",-0.16681749,-0.25768158,-0.3362196,-0.4109107,-0.0746911
42,-0.16554348,-0.0009804536,"('unreliable', 'reliable')",-3.2909808,-3.2591925,-1.7282622,-1.6300864,0.0981758
43,-1.0029223,-0.8728764,"('irresponsible', 'responsible')",0.2762482,0.29454944,-0.363337,-0.2891635,0.0741735
44,0.49297348,0.6529952,"('prejudiced', 'unprejudiced')",-1.5671878,-1.5412405,-0.5371072,-0.4441226,0.0929846
45,-1.149039,-1.1139941,"('incompetent', 'competent')",-0.22852749,-0.26912487,-0.6887833,-0.6915595,-0.0027762
46,-1.4026799,-1.3428999,"('uncompetitive', 'competitive')",-1.091966,-1.1285262,-1.247323,-1.235713,0.01161
47,-0.42340466,-0.37548035,"('stupid', 'smart')",4.9742804,5.102717,2.2754378,2.3636184,0.0881806
