,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.54658747,-0.667079,"('unsociable', 'sociable')",-0.6605154,-0.86523867,-0.20403276,-0.18133059,-0.4703786,-0.5712161,-0.1008375
1,-1.6323627,-1.743674,"('unfriendly', 'friendly')",-0.85297,-1.0166037,1.6842293,1.5463556,-0.2670345,-0.4046407,-0.1376062
2,0.4945685,0.44344088,"('unlikable', 'likable')",0.81845695,0.79243976,0.73859453,0.68283874,0.6838733,0.6395731,-0.0443002
3,0.5003387,0.567999,"('repellent', 'pleasant')",0.08229969,0.24401008,0.48797697,0.595858,0.3568718,0.469289,0.1124172
4,-0.891901,-0.8744644,"('disliked', 'liked')",0.1583829,0.24595188,-6.8360367,-7.0911407,-2.5231849,-2.5732177,-0.0500328
5,-1.8809175,-1.9218471,"('distant', 'outgoing')",-1.3198469,-1.2893273,-0.07554853,-0.14616476,-1.0921043,-1.119113,-0.0270087
6,-1.8110993,-1.8324238,"('distant', 'open')",-1.7970343,-1.7683086,-0.0397312,-0.12515967,-1.2159549,-1.241964,-0.0260091
7,1.1985285,1.264061,"('insensitive', 'sensitive')",0.7360712,0.7310829,0.37803066,0.55556566,0.7708768,0.8502365,0.0793597
8,-1.4326967,-1.5151786,"('unaffectionate', 'affectionate')",-0.6121988,-0.74868387,0.863935,0.76812285,-0.3936536,-0.4985798,-0.1049262
9,-0.3780868,-0.37529695,"('unaffectionate', 'caring')",-0.18605384,-0.26813674,1.374984,1.4166306,0.2702811,0.2577323,-0.0125488
10,0.4933357,0.4458015,"('unsympathetic', 'sympathetic')",-0.82526124,-0.97023183,-0.731271,-0.5561291,-0.3543988,-0.3601865,-0.0057877
11,0.63774747,0.66075474,"('unhelpful', 'helpful')",-0.008330442,-0.009708304,1.7162681,1.847765,0.781895,0.8329372,0.0510422
12,0.39612022,0.42686772,"('unsupportive', 'supportive')",0.7682113,0.8474918,-2.0352714,-1.9382808,-0.2903133,-0.2213071,0.0690062
13,0.8215626,0.6544148,"('impolite', 'polite')",0.25073987,0.037560053,-0.6910853,-0.5501474,0.1270724,0.0472758,-0.0797966
14,0.5025514,0.49196145,"('antisocial', 'social')",0.5050806,0.4516955,-0.11706202,-0.09516655,0.2968567,0.2828301,-0.0140266
15,-0.084382474,-0.22231281,"('boring', 'funny')",0.0043169474,-0.18073033,-0.060312197,-0.06168341,-0.0467926,-0.1549089,-0.1081163
16,-1.5623751,-1.5884156,"('unpopular', 'popular')",0.012047764,-0.037623018,0.57606226,0.54320216,-0.324755,-0.3609455,-0.0361905
17,-0.8586153,-0.89243037,"('nasty', 'nice')",-0.00948181,0.06248281,-0.5208255,-0.45398176,-0.4629742,-0.4279764,0.0349978
18,-0.1533247,-0.1412422,"('disagreeable', 'welcoming')",0.05400069,0.023624584,-0.41521034,-0.4952754,-0.1715115,-0.2042977,-0.0327862
19,-1.8304496,-1.9195926,"('inhospitable', 'hospitable')",-1.2228142,-1.2189317,-0.5765182,-0.5550591,-1.2099272,-1.2311945,-0.0212673
20,-0.035687976,0.03063402,"('rough', 'thoughtful')",0.33109567,0.38747907,0.74998087,0.7848549,0.3484629,0.4009893,0.0525264
21,1.769314,1.7017429,"('immoral', 'moral')",0.20002235,0.037711803,-0.61822575,-0.47047547,0.4503702,0.4229931,-0.0273771
22,0.05904077,0.055791993,"('untrustworthy', 'trustworthy')",-0.3917779,-0.41833916,-1.3165501,-1.1810943,-0.5497624,-0.5145471,0.0352153
23,0.8401348,0.8306468,"('insincere', 'sincere')",0.59531695,0.5866734,5.949909,6.2266846,2.4617869,2.5480016,0.0862147
24,0.5980633,0.5577633,"('dishonest', 'honest')",-0.17532788,-0.28072023,0.61295915,0.739259,0.3452315,0.3387674,-0.0064641
25,-1.1340166,-1.0961117,"('egoistic', 'altruistic')",0.1481601,0.14714386,1.2963624,1.1568378,0.103502,0.06929,-0.034212
26,-1.1930109,-1.3745098,"('hardhearted', 'benevolent')",0.5259936,0.32928005,1.3763022,1.2028575,0.2364283,0.0525426,-0.1838857
27,0.015920807,0.14303035,"('hardhearted', 'softhearted')",-0.63264275,-0.5094428,1.0882736,1.0621849,0.1571839,0.2319242,0.0747403
28,0.5005346,0.51022935,"('disloyal', 'loyal')",0.3708575,0.31052127,1.1560874,1.2114524,0.6758265,0.677401,0.0015745
29,-0.03627922,-0.0053519867,"('unfair', 'fair')",0.019907981,0.056873295,-0.29626837,-0.41129684,-0.1042132,-0.1199252,-0.015712
30,0.5618431,0.5425365,"('intolerant', 'tolerant')",1.0246193,0.835197,0.8021598,0.8263582,0.7962074,0.7346972,-0.0615102
31,-2.1703336,-2.2627313,"('evil', 'good')",-0.89742863,-0.89184725,-0.72046006,-0.88881546,-1.2627408,-1.347798,-0.0850572
32,0.49465072,0.43624827,"('unkind', 'kind')",-0.36255768,-0.42534506,0.4181705,0.39472815,0.1834212,0.1352105,-0.0482107
33,0.082598776,0.041051254,"('wrong', 'right')",0.44607964,0.23899165,-0.15560795,-0.17261395,0.1243568,0.0358096,-0.0885472
34,-0.20267344,-0.14287162,"('mean', 'honorable')",-0.022675915,0.029569805,5.8136187,6.039862,1.8627564,1.9755201,0.1127637
35,-1.9168051,-1.9152116,"('corrupt', 'incorrupt')",-0.3675203,-0.27410325,-0.2942476,-0.44228983,-0.8595243,-0.8772016,-0.0176773
36,-2.4535203,-2.617869,"('hostile', 'amicable')",-0.54432005,-0.64651215,0.2323156,0.05858728,-0.9218416,-1.0685979,-0.1467563
37,0.8232125,0.8629848,"('fake', 'genuine')",-0.3293707,-0.35452044,-0.02562722,0.025910214,0.1560715,0.1781248,0.0220533
38,-0.6672734,-0.7150399,"('untruthful', 'truthful')",-0.028096141,-0.02217646,0.16014026,0.28378162,-0.1784098,-0.1511449,0.0272649
39,1.5940171,1.5678843,"('exploitative', 'cooperative')",1.1607208,1.1688279,0.005942051,-0.03746741,0.9202267,0.8997482,-0.0204785
40,0.4732801,0.5756238,"('stingy', 'generous')",0.4398276,0.5488894,-1.8683326,-1.9272183,-0.3184083,-0.2675684,0.0508399
41,0.40330213,0.3270228,"('unforgiving', 'forgiving')",0.08948594,-0.012573948,0.038830828,-0.067751825,0.1772063,0.0822323,-0.094974
42,0.4392399,0.56065977,"('unreliable', 'reliable')",-0.33979008,-0.2591924,-3.3659897,-3.3015094,-1.0888466,-1.000014,0.0888326
43,0.41304567,0.41283786,"('irresponsible', 'responsible')",-0.3346095,-0.34664884,0.033233102,0.12877911,0.0372231,0.0649894,0.0277663
44,0.2382106,0.2448745,"('prejudiced', 'unprejudiced')",-0.7618114,-0.7269642,-1.5012355,-1.5996459,-0.6749454,-0.6939119,-0.0189665
45,-0.40572858,-0.33680123,"('incompetent', 'competent')",0.09229495,0.08875819,-0.120487146,-0.04904013,-0.1446403,-0.0990277,0.0456126
46,1.2006072,1.2450442,"('uncompetitive', 'competitive')",-0.016295165,-0.122837186,-1.100557,-0.97623205,0.0279183,0.0486583,0.02074
47,-0.22120945,-0.24881727,"('stupid', 'smart')",0.23799297,0.23641758,5.885402,6.1252985,1.9673953,2.0376329,0.0702376
48,0.60449046,0.5682471,"('unintelligent', 'intelligent')",1.1549495,0.9872979,0.81821364,0.9248651,0.8592179,0.8268034,-0.0324145
49,-0.61311495,-0.41110468,"('unable', 'able')",-0.11089876,0.026703322,-0.24496064,-0.0017795144,-0.3229915,-0.128727,0.1942645
50,-0.51679796,-0.43916473,"('clumsy', 'skillful')",0.16623606,0.22081377,0.10211597,0.12071241,-0.0828153,-0.0325462,0.0502691
51,0.4255209,0.37549886,"('uneducated', 'educated')",0.18680882,0.11658871,-0.021469325,0.018785574,0.1969535,0.170291,-0.0266625
52,-0.6815859,-0.8704979,"('irrational', 'rational')",0.19164044,0.016997542,0.40555552,0.2563746,-0.02813,-0.1990419,-0.1709119
53,-0.848108,-0.8387788,"('uncreative', 'creative')",-0.9864453,-1.0110562,0.39779666,0.34946248,-0.4789189,-0.5001241,-0.0212052
54,-0.6099531,-0.69428146,"('incapable', 'capable')",0.22796693,0.12097192,0.8354683,0.9447169,0.1511607,0.1238024,-0.0273583
55,0.80522203,0.8133697,"('incompetent', 'clever')",0.28535128,0.12842555,-0.013631079,0.12839404,0.3589807,0.3567297,-0.002251
56,1.0323793,0.9938573,"('impractical', 'practical')",0.7657644,0.6812685,-0.55185586,-0.38883692,0.4154293,0.428763,0.0133337
57,-0.85721815,-0.90477264,"('unimaginative', 'imaginative')",-0.85843635,-1.0352697,-3.3934357,-3.4439583,-1.7030301,-1.7946669,-0.0916368
58,-0.38599944,-0.3124743,"('undiscriminating', 'discriminating')",-0.41607678,-0.52040726,0.195659,0.15301214,-0.2021391,-0.2266231,-0.024484
59,-0.861483,-0.968451,"('foolish', 'wise')",0.7773932,0.8626189,0.40168953,0.46600133,0.1058666,0.1200564,0.0141898
60,1.8788788,1.8772081,"('inefficient', 'efficient')",1.1929891,1.1055347,-0.13138613,0.070649505,0.9801606,1.0177975,0.0376369
61,0.19092879,0.10110906,"('illogical', 'logical')",0.48846948,0.29021832,0.54189587,0.47757277,0.4070981,0.2896334,-0.1174647
62,1.6807312,1.8266653,"('incompetent', 'brilliant')",1.5678067,1.6823488,0.54065895,0.80717236,1.2630657,1.4387288,0.1756631
63,0.33971322,0.34658685,"('unperceptive', 'insightful')",0.615768,0.62701714,0.42628264,0.6182323,0.460588,0.5306121,0.0700241
64,0.35851786,0.24056971,"('shy', 'confident')",0.38446164,0.27319163,-6.6375365,-6.73451,-1.9648523,-2.0735828,-0.1087305
65,0.5701365,0.5097854,"('insecure', 'secure')",0.42632607,0.33524624,-0.53759813,-0.30336973,0.1529548,0.180554,0.0275992
66,-0.86472464,-0.9497785,"('inactive', 'active')",-0.75447243,-0.82732636,0.55806094,0.49646753,-0.3537121,-0.4268791,-0.073167
67,0.93731797,0.88212085,"('doubtful', 'determined')",0.1031688,-0.05380717,-0.22178796,-0.27629256,0.2728996,0.184007,-0.0888926
68,0.52875435,0.53587,"('dependent', 'independent')",0.109564245,0.1619768,-0.77595294,-0.60779655,-0.0458781,0.0300168,0.0758949
69,-1.0418706,-1.0504937,"('lazy', 'industrious')",1.13282,1.1816651,-0.13476077,-0.3002994,-0.0146038,-0.056376,-0.0417722
70,0.6702903,0.72124374,"('lethargic', 'energetic')",0.18181406,0.15094025,-0.23320363,-0.07618017,0.2063002,0.2653346,0.0590344
71,-0.33664632,-0.35637122,"('diffident', 'self-confident')",1.4334548,1.4470485,0.69017774,0.72409636,0.595662,0.6049245,0.0092625
72,0.36226395,0.5078833,"('unambitious', 'ambitious')",1.1374456,1.2255898,-0.4058331,-0.163505,0.3646255,0.5233227,0.1586972
