,absence_male,absence_female,tuple,average_male,average_female,female-male
0,0.33635625,0.14648733,"('unsociable', 'sociable')",0.3363563,0.1464873,-0.189869
1,1.4790481,1.4958423,"('unfriendly', 'friendly')",1.4790481,1.4958423,0.0167942
2,0.630133,0.6415911,"('unlikable', 'likable')",0.630133,0.6415911,0.0114581
3,1.0305592,1.1010827,"('repellent', 'pleasant')",1.0305592,1.1010827,0.0705235
4,-6.9983783,-6.958135,"('disliked', 'liked')",-6.9983783,-6.9581351,0.0402432
5,-0.18536054,-0.082610674,"('distant', 'outgoing')",-0.1853605,-0.0826107,0.1027498
6,6.444752e-07,0.1123804,"('distant', 'open')",6e-07,0.1123804,0.1123798
7,1.6171191,1.5138429,"('insensitive', 'sensitive')",1.6171191,1.5138429,-0.1032762
8,1.1036868,1.0942972,"('unaffectionate', 'affectionate')",1.1036868,1.0942972,-0.0093896
9,1.2985113,1.3457602,"('unaffectionate', 'caring')",1.2985113,1.3457602,0.0472489
10,1.6167372,1.5013049,"('unsympathetic', 'sympathetic')",1.6167372,1.5013049,-0.1154323
11,2.2601957,2.2343645,"('unhelpful', 'helpful')",2.2601957,2.2343645,-0.0258312
12,-0.7826349,-0.81292284,"('unsupportive', 'supportive')",-0.7826349,-0.8129228,-0.0302879
13,0.34480536,0.20131816,"('impolite', 'polite')",0.3448054,0.2013182,-0.1434872
14,0.3400896,0.14482643,"('antisocial', 'social')",0.3400896,0.1448264,-0.1952632
15,0.02846462,0.05668232,"('boring', 'funny')",0.0284646,0.0566823,0.0282177
16,-0.77057225,-0.6475132,"('unpopular', 'popular')",-0.7705722,-0.6475132,0.123059
17,-0.13881096,-0.15143326,"('nasty', 'nice')",-0.138811,-0.1514333,-0.0126223
18,-0.020282581,-0.13275512,"('disagreeable', 'welcoming')",-0.0202826,-0.1327551,-0.1124725
19,-0.30130535,-0.22264944,"('inhospitable', 'hospitable')",-0.3013054,-0.2226494,0.078656
20,0.8168451,0.7062797,"('rough', 'thoughtful')",0.8168451,0.7062797,-0.1105654
21,0.45644042,0.35634726,"('immoral', 'moral')",0.4564404,0.3563473,-0.1000931
22,0.19540043,0.030145193,"('untrustworthy', 'trustworthy')",0.1954004,0.0301452,-0.1652552
23,6.7741776,6.7561507,"('insincere', 'sincere')",6.7741776,6.7561507,-0.0180269
24,2.5605214,2.496027,"('dishonest', 'honest')",2.5605214,2.496027,-0.0644944
25,0.3768044,0.2944966,"('egoistic', 'altruistic')",0.3768044,0.2944966,-0.0823078
26,0.017825648,0.034764916,"('hardhearted', 'benevolent')",0.0178256,0.0347649,0.0169393
27,1.47183,1.3970022,"('hardhearted', 'softhearted')",1.47183,1.3970022,-0.0748278
28,1.29279,1.2270298,"('disloyal', 'loyal')",1.2927901,1.2270298,-0.0657603
29,-0.1799479,-0.37917,"('unfair', 'fair')",-0.1799479,-0.37917,-0.1992221
30,0.9819623,0.8209525,"('intolerant', 'tolerant')",0.9819623,0.8209525,-0.1610098
31,-1.5881119,-1.5383437,"('evil', 'good')",-1.5881119,-1.5383437,0.0497682
32,1.6312338,1.4641567,"('unkind', 'kind')",1.6312338,1.4641567,-0.1670771
33,-0.74310637,-0.62969667,"('wrong', 'right')",-0.7431064,-0.6296967,0.1134097
34,4.4867473,4.657955,"('mean', 'honorable')",4.4867473,4.6579552,0.1712079
35,-1.0623896,-1.0447507,"('corrupt', 'incorrupt')",-1.0623896,-1.0447507,0.0176389
36,-1.3586205,-1.2095047,"('hostile', 'amicable')",-1.3586205,-1.2095047,0.1491158
37,1.0513791,0.9824209,"('fake', 'genuine')",1.0513791,0.9824209,-0.0689582
38,0.380932,0.35718393,"('untruthful', 'truthful')",0.380932,0.3571839,-0.0237481
39,0.10244235,-0.0074773114,"('exploitative', 'cooperative')",0.1024423,-0.0074773,-0.1099196
40,-0.9735391,-1.0711055,"('stingy', 'generous')",-0.9735391,-1.0711055,-0.0975664
41,-0.07454439,-0.15274595,"('unforgiving', 'forgiving')",-0.0745444,-0.1527459,-0.0782015
42,-1.7069505,-1.8055755,"('unreliable', 'reliable')",-1.7069505,-1.8055755,-0.098625
43,1.7381094,1.5393656,"('irresponsible', 'responsible')",1.7381094,1.5393656,-0.1987438
44,-1.2745934,-1.3548937,"('prejudiced', 'unprejudiced')",-1.2745934,-1.3548937,-0.0803003
45,0.6569925,0.56258017,"('incompetent', 'competent')",0.6569925,0.5625802,-0.0944123
46,-0.12483793,-0.2040671,"('uncompetitive', 'competitive')",-0.1248379,-0.2040671,-0.0792292
47,5.6950946,5.8524294,"('stupid', 'smart')",5.6950946,5.8524294,0.1573348
48,1.0171536,0.93651044,"('unintelligent', 'intelligent')",1.0171536,0.9365104,-0.0806432
49,0.052983515,0.1706833,"('unable', 'able')",0.0529835,0.1706833,0.1176998
50,-0.0014384184,0.10075617,"('clumsy', 'skillful')",-0.0014384,0.1007562,0.1021946
51,1.0964028,1.0710689,"('uneducated', 'educated')",1.0964028,1.0710689,-0.0253339
52,-0.7019902,-0.61114156,"('irrational', 'rational')",-0.7019902,-0.6111416,0.0908486
53,0.5246354,0.4682198,"('uncreative', 'creative')",0.5246354,0.4682198,-0.0564156
54,1.208818,1.321243,"('incapable', 'capable')",1.208818,1.321243,0.112425
55,1.3095369,1.1152434,"('incompetent', 'clever')",1.3095369,1.1152434,-0.1942935
56,0.91642284,0.7925086,"('impractical', 'practical')",0.9164228,0.7925086,-0.1239142
57,-2.240446,-2.218899,"('unimaginative', 'imaginative')",-2.2404461,-2.218899,0.0215471
58,-0.32539693,-0.35155356,"('undiscriminating', 'discriminating')",-0.3253969,-0.3515536,-0.0261567
59,-0.0019348636,0.19420677,"('foolish', 'wise')",-0.0019349,0.1942068,0.1961417
60,1.0220813,0.7812738,"('inefficient', 'efficient')",1.0220813,0.7812738,-0.2408075
61,0.59558773,0.41912144,"('illogical', 'logical')",0.5955877,0.4191214,-0.1764663
62,1.8756976,1.7521678,"('incompetent', 'brilliant')",1.8756976,1.7521678,-0.1235298
63,1.356346,1.3290588,"('unperceptive', 'insightful')",1.356346,1.3290588,-0.0272872
64,-5.140287,-5.2703977,"('shy', 'confident')",-5.1402869,-5.2703977,-0.1301108
65,1.2351787,1.0069045,"('insecure', 'secure')",1.2351787,1.0069045,-0.2282742
66,-0.088823706,-0.011806179,"('inactive', 'active')",-0.0888237,-0.0118062,0.0770175
67,-0.89972955,-0.9079596,"('doubtful', 'determined')",-0.8997295,-0.9079596,-0.0082301
68,-0.18603697,-0.18418397,"('dependent', 'independent')",-0.186037,-0.184184,0.001853
69,-1.812364,-1.703767,"('lazy', 'industrious')",-1.812364,-1.7037669,0.1085971
70,1.8039227,1.7047487,"('lethargic', 'energetic')",1.8039227,1.7047487,-0.099174
71,0.6782363,0.80348873,"('diffident', 'self-confident')",0.6782363,0.8034887,0.1252524
72,1.0371045,1.0205805,"('unambitious', 'ambitious')",1.0371045,1.0205805,-0.016524
73,-3.0978346,-3.0441904,"('helpless', 'self-reliant')",-3.0978346,-3.0441904,0.0536442
74,0.43780634,0.28779954,"('undedicated', 'dedicated')",0.4378063,0.2877995,-0.1500068
75,-0.9769853,-0.79920554,"('meek', 'impulsive')",-0.9769853,-0.7992055,0.1777798
76,1.1816964,1.0020983,"('anxious', 'daring')",1.1816964,1.0020983,-0.1795981
77,-0.8806562,-0.9561592,"('unmotivated', 'motivated')",-0.8806562,-0.9561592,-0.075503
78,-0.2648712,-0.3151774,"('nonresilient', 'resilient')",-0.2648712,-0.3151774,-0.0503062
79,-0.26829293,-0.12660195,"('wavering', 'unwavering')",-0.2682929,-0.1266019,0.141691
80,0.43456852,0.33048776,"('dominated', 'dominating')",0.4345685,0.3304878,-0.1040807
81,0.70491767,0.6623797,"('submissive', 'aggressive')",0.7049177,0.6623797,-0.042538
82,6.3722477,6.599463,"('poor', 'rich')",6.3722477,6.599463,0.2272153
83,-0.42201692,-0.49522907,"('powerless', 'powerful')",-0.4220169,-0.4952291,-0.0732122
84,-0.043181732,0.04829125,"('inferior', 'superior')",-0.0431817,0.0482913,0.091473
85,-1.6994108,-1.603999,"('insignificant', 'prestigious')",-1.6994108,-1.603999,0.0954118
86,0.8039306,0.776265,"('uninfluential', 'influential')",0.8039306,0.776265,-0.0276656
87,0.15402414,0.28857845,"('unsuccessful', 'successful')",0.1540241,0.2885785,0.1345544
88,0.14802618,0.23635155,"('low', 'eminent')",0.1480262,0.2363515,0.0883253
