,wage_male,wage_female,tuple,average_male,average_female,female-male
0,0.62014073,0.5098214,"('unsociable', 'sociable')",0.6201407,0.5098214,-0.1103193
1,0.9723713,1.1277407,"('unfriendly', 'friendly')",0.9723713,1.1277407,0.1553694
2,0.2865635,0.48181564,"('unlikable', 'likable')",0.2865635,0.4818156,0.1952521
3,0.6148809,0.8960201,"('repellent', 'pleasant')",0.6148809,0.8960201,0.2811392
4,-7.6959877,-7.491723,"('disliked', 'liked')",-7.6959877,-7.4917231,0.2042646
5,-1.1170564,-0.9013088,"('distant', 'outgoing')",-1.1170564,-0.9013088,0.2157476
6,-0.5152397,-0.37449858,"('distant', 'open')",-0.5152397,-0.3744986,0.1407411
7,1.6352028,1.7219952,"('insensitive', 'sensitive')",1.6352028,1.7219952,0.0867924
8,1.0483613,1.0245749,"('unaffectionate', 'affectionate')",1.0483613,1.0245749,-0.0237864
9,1.5308115,1.5478766,"('unaffectionate', 'caring')",1.5308115,1.5478766,0.0170651
10,1.8446867,1.73087,"('unsympathetic', 'sympathetic')",1.8446867,1.73087,-0.1138167
11,1.7708765,1.7563825,"('unhelpful', 'helpful')",1.7708765,1.7563825,-0.014494
12,-1.3621786,-1.2667879,"('unsupportive', 'supportive')",-1.3621786,-1.2667879,0.0953907
13,0.321137,0.33443278,"('impolite', 'polite')",0.321137,0.3344328,0.0132958
14,0.3252046,0.37869042,"('antisocial', 'social')",0.3252046,0.3786904,0.0534858
15,0.27024096,0.31680703,"('boring', 'funny')",0.270241,0.316807,0.046566
16,-0.67799383,-0.48524526,"('unpopular', 'popular')",-0.6779938,-0.4852453,0.1927485
17,-0.003487777,-0.06335997,"('nasty', 'nice')",-0.0034878,-0.06336,-0.0598722
18,-0.7616901,-0.6053408,"('disagreeable', 'welcoming')",-0.7616901,-0.6053408,0.1563493
19,-0.39556825,-0.38527238,"('inhospitable', 'hospitable')",-0.3955683,-0.3852724,0.0102959
20,0.5314036,0.54625475,"('rough', 'thoughtful')",0.5314036,0.5462548,0.0148512
21,0.33967227,0.5002236,"('immoral', 'moral')",0.3396723,0.5002236,0.1605513
22,-0.12847175,0.0095096715,"('untrustworthy', 'trustworthy')",-0.1284717,0.0095097,0.1379814
23,6.5988755,6.651933,"('insincere', 'sincere')",6.5988755,6.6519332,0.0530577
24,2.0976648,2.1589365,"('dishonest', 'honest')",2.0976648,2.1589365,0.0612717
25,0.43308324,0.44235066,"('egoistic', 'altruistic')",0.4330832,0.4423507,0.0092675
26,0.6030524,0.43211877,"('hardhearted', 'benevolent')",0.6030524,0.4321188,-0.1709336
27,1.7328994,1.6095706,"('hardhearted', 'softhearted')",1.7328994,1.6095706,-0.1233288
28,1.1417294,1.0231885,"('disloyal', 'loyal')",1.1417294,1.0231885,-0.1185409
29,-0.7232645,-0.79054886,"('unfair', 'fair')",-0.7232645,-0.7905489,-0.0672844
30,1.2561764,1.2436358,"('intolerant', 'tolerant')",1.2561764,1.2436358,-0.0125406
31,-1.5327549,-1.3766865,"('evil', 'good')",-1.5327549,-1.3766865,0.1560684
32,1.3482999,1.239936,"('unkind', 'kind')",1.3482999,1.239936,-0.1083639
33,-0.95114535,-0.8449533,"('wrong', 'right')",-0.9511454,-0.8449533,0.1061921
34,4.6702332,4.8180947,"('mean', 'honorable')",4.6702332,4.8180947,0.1478615
35,-1.0564643,-1.2633103,"('corrupt', 'incorrupt')",-1.0564643,-1.2633103,-0.206846
36,-0.8642276,-0.97645414,"('hostile', 'amicable')",-0.8642276,-0.9764541,-0.1122265
37,0.790415,0.8115255,"('fake', 'genuine')",0.790415,0.8115255,0.0211105
38,-0.08060603,-0.116292976,"('untruthful', 'truthful')",-0.080606,-0.116293,-0.035687
39,-0.004594587,0.05261882,"('exploitative', 'cooperative')",-0.0045946,0.0526188,0.0572134
40,-1.2726921,-1.2114233,"('stingy', 'generous')",-1.2726921,-1.2114233,0.0612688
41,0.45463958,0.22094229,"('unforgiving', 'forgiving')",0.4546396,0.2209423,-0.2336973
42,-2.1928928,-2.088622,"('unreliable', 'reliable')",-2.1928928,-2.0886221,0.1042707
43,1.4591202,1.4901842,"('irresponsible', 'responsible')",1.4591202,1.4901842,0.031064
44,-1.6025882,-1.629338,"('prejudiced', 'unprejudiced')",-1.6025882,-1.629338,-0.0267498
45,0.5606078,0.55328095,"('incompetent', 'competent')",0.5606078,0.5532809,-0.0073269
46,-0.26657945,-0.29830414,"('uncompetitive', 'competitive')",-0.2665794,-0.2983041,-0.0317247
47,6.1991425,6.324539,"('stupid', 'smart')",6.1991425,6.3245392,0.1253967
48,1.1358951,1.1302372,"('unintelligent', 'intelligent')",1.1358951,1.1302372,-0.0056579
49,-0.43082494,-0.18577452,"('unable', 'able')",-0.4308249,-0.1857745,0.2450504
50,-0.37237734,-0.35422623,"('clumsy', 'skillful')",-0.3723773,-0.3542262,0.0181511
51,0.272372,0.32340166,"('uneducated', 'educated')",0.272372,0.3234017,0.0510297
52,-0.568393,-0.63931376,"('irrational', 'rational')",-0.568393,-0.6393138,-0.0709208
53,0.17333108,0.28325105,"('uncreative', 'creative')",0.1733311,0.283251,0.1099199
54,0.9304073,1.0801716,"('incapable', 'capable')",0.9304073,1.0801716,0.1497643
55,0.94263345,1.1316292,"('incompetent', 'clever')",0.9426335,1.1316292,0.1889957
56,0.82965493,0.8721735,"('impractical', 'practical')",0.8296549,0.8721735,0.0425186
57,-2.5484228,-2.5132027,"('unimaginative', 'imaginative')",-2.5484228,-2.5132027,0.0352201
58,-0.068996474,-0.11276522,"('undiscriminating', 'discriminating')",-0.0689965,-0.1127652,-0.0437687
59,-0.46130866,-0.29512566,"('foolish', 'wise')",-0.4613087,-0.2951257,0.166183
60,0.7532795,0.89767206,"('inefficient', 'efficient')",0.7532795,0.8976721,0.1443926
61,0.85487545,0.6913721,"('illogical', 'logical')",0.8548754,0.6913721,-0.1635033
62,1.1431472,1.4300712,"('incompetent', 'brilliant')",1.1431472,1.4300712,0.286924
63,0.6430078,0.7995274,"('unperceptive', 'insightful')",0.6430078,0.7995274,0.1565196
64,-6.499388,-6.26188,"('shy', 'confident')",-6.4993882,-6.2618799,0.2375083
65,1.0285861,1.0619997,"('insecure', 'secure')",1.0285861,1.0619997,0.0334136
66,-0.30110568,-0.38451153,"('inactive', 'active')",-0.3011057,-0.3845115,-0.0834058
67,-0.5666086,-0.56700224,"('doubtful', 'determined')",-0.5666086,-0.5670022,-0.0003936
68,-0.6889613,-0.5184583,"('dependent', 'independent')",-0.6889613,-0.5184583,0.170503
69,-2.092945,-2.0068681,"('lazy', 'industrious')",-2.0929451,-2.0068681,0.086077
70,1.7257833,1.7622057,"('lethargic', 'energetic')",1.7257833,1.7622057,0.0364224
71,0.30155596,0.5361952,"('diffident', 'self-confident')",0.301556,0.5361952,0.2346392
