,wage_male,wage_female,tuple,average_male,average_female,female-male
72,1.2524637,1.3276556,"('unambitious', 'ambitious')",1.2524637,1.3276556,0.0751919
73,-3.4219513,-3.2379801,"('helpless', 'self-reliant')",-3.4219513,-3.2379801,0.1839712
74,0.3663682,0.27302474,"('undedicated', 'dedicated')",0.3663682,0.2730247,-0.0933435
75,-1.3307207,-1.1980413,"('meek', 'impulsive')",-1.3307207,-1.1980413,0.1326794
76,0.7424362,0.81130046,"('anxious', 'daring')",0.7424362,0.8113005,0.0688643
77,-1.02922,-0.9401847,"('unmotivated', 'motivated')",-1.02922,-0.9401847,0.0890353
78,-0.57770723,-0.5532883,"('nonresilient', 'resilient')",-0.5777072,-0.5532883,0.0244189
79,-0.40130705,-0.50239,"('wavering', 'unwavering')",-0.401307,-0.50239,-0.101083
80,0.34448045,0.29835737,"('dominated', 'dominating')",0.3444805,0.2983574,-0.0461231
81,0.4126315,0.39137134,"('submissive', 'aggressive')",0.4126315,0.3913713,-0.0212602
82,6.244616,6.46133,"('poor', 'rich')",6.244616,6.4613299,0.2167139
83,-0.5247943,-0.5419464,"('powerless', 'powerful')",-0.5247943,-0.5419464,-0.0171521
84,-0.15464684,-0.16333756,"('inferior', 'superior')",-0.1546468,-0.1633376,-0.0086908
85,-1.8812352,-1.827078,"('insignificant', 'prestigious')",-1.8812352,-1.827078,0.0541572
86,0.78920525,0.7961583,"('uninfluential', 'influential')",0.7892053,0.7961583,0.006953
87,0.23612064,0.3999707,"('unsuccessful', 'successful')",0.2361206,0.3999707,0.1638501
88,-0.24872604,-0.10855204,"('low', 'eminent')",-0.248726,-0.108552,0.140174
