,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.5568453,0.48418668,"('unsociable', 'sociable')",-0.008194964,-0.10538691,0.2743252,0.1893999,-0.0849253
1,0.15912545,-0.08920688,"('unfriendly', 'friendly')",1.2254193,1.0565414,0.6922724,0.4836673,-0.2086051
2,1.3237362,1.3823398,"('unlikable', 'likable')",0.97997516,1.2286439,1.1518557,1.3054919,0.1536362
3,-0.105334714,0.06374035,"('repellent', 'pleasant')",0.62194765,0.7079501,0.2583065,0.3858452,0.1275387
4,-0.50012785,-0.7371841,"('disliked', 'liked')",-6.992923,-6.9593844,-3.7465253,-3.8482842,-0.1017589
5,-0.41562247,-0.5560788,"('distant', 'outgoing')",-0.7155107,-0.7545986,-0.5655666,-0.6553387,-0.0897721
6,-0.2963495,-0.39371136,"('distant', 'open')",-0.73927855,-0.8401784,-0.517814,-0.6169448,-0.0991308
7,1.2250162,1.4114205,"('insensitive', 'sensitive')",0.28157875,0.31067598,0.7532975,0.8610482,0.1077507
8,0.0048547015,-0.04016842,"('unaffectionate', 'affectionate')",0.19095582,0.03358698,0.0979053,-0.0032907,-0.101196
9,0.82138693,0.8044158,"('unaffectionate', 'caring')",0.8669908,0.7624555,0.8441889,0.7834357,-0.0607532
10,0.8939648,1.095433,"('unsympathetic', 'sympathetic')",0.26180667,0.14204639,0.5778857,0.6187397,0.040854
11,0.39172012,0.51714045,"('unhelpful', 'helpful')",2.3901782,2.3984005,1.3909491,1.4577705,0.0668214
12,0.76749206,1.0074058,"('unsupportive', 'supportive')",-1.8168163,-1.7076284,-0.5246621,-0.3501113,0.1745508
13,0.6702473,0.8364413,"('impolite', 'polite')",0.13590065,0.27857396,0.403074,0.5575076,0.1544336
14,1.6624597,1.5327561,"('antisocial', 'social')",0.14585578,0.12249756,0.9041578,0.8276268,-0.076531
15,0.17358142,-0.177696,"('boring', 'funny')",0.55491215,0.49733266,0.3642468,0.1598183,-0.2044285
16,-1.3725655,-1.444023,"('unpopular', 'popular')",-0.22717932,-0.2527203,-0.7998724,-0.8483716,-0.0484992
17,-0.14912972,-0.16179161,"('nasty', 'nice')",-0.15081587,-0.20092902,-0.1499728,-0.1813603,-0.0313875
18,0.075479195,0.22163063,"('disagreeable', 'welcoming')",-1.1274114,-1.0750086,-0.5259661,-0.426689,0.0992771
19,-0.4750471,-0.49435696,"('inhospitable', 'hospitable')",-0.46566838,-0.54379356,-0.4703577,-0.5190753,-0.0487176
20,-0.33758834,-0.28479382,"('rough', 'thoughtful')",0.47608954,0.52890915,0.0692506,0.1220577,0.0528071
21,1.0458641,1.2099259,"('immoral', 'moral')",-0.5588513,-0.3074683,0.2435064,0.4512288,0.2077224
22,-0.051427614,-0.06346974,"('untrustworthy', 'trustworthy')",-0.65003455,-0.5387923,-0.3507311,-0.301131,0.0496001
23,0.66720545,0.8705881,"('insincere', 'sincere')",6.170361,6.0919065,3.4187832,3.4812474,0.0624642
24,1.1010723,1.1598451,"('dishonest', 'honest')",0.94783145,0.9533001,1.0244519,1.0565727,0.0321208
25,0.04735113,-0.06743283,"('egoistic', 'altruistic')",0.7709125,0.644926,0.4091318,0.2887466,-0.1203852
26,1.0286838,0.8302374,"('hardhearted', 'benevolent')",1.434189,1.2180004,1.2314364,1.0241189,-0.2073175
27,0.08878523,0.22144285,"('hardhearted', 'softhearted')",0.42616516,0.4272426,0.2574752,0.3243427,0.0668675
