,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.075875215,-0.23802607,"('unsociable', 'sociable')",-0.0758752,-0.2380261,-0.1621509
1,1.5697138,1.4433722,"('unfriendly', 'friendly')",1.5697138,1.4433722,-0.1263416
2,0.30374444,0.435587,"('unlikable', 'likable')",0.3037444,0.435587,0.1318426
3,0.48825523,0.50946885,"('repellent', 'pleasant')",0.4882552,0.5094689,0.0212137
4,-6.3926864,-6.6681733,"('disliked', 'liked')",-6.3926864,-6.6681733,-0.2754869
5,-0.34331617,-0.2288667,"('distant', 'outgoing')",-0.3433162,-0.2288667,0.1144495
6,-0.018400326,0.04027406,"('distant', 'open')",-0.0184003,0.0402741,0.0586744
7,1.19991,1.2013336,"('insensitive', 'sensitive')",1.19991,1.2013336,0.0014236
8,1.0519042,1.1101826,"('unaffectionate', 'affectionate')",1.0519042,1.1101826,0.0582784
9,1.8618978,2.0101247,"('unaffectionate', 'caring')",1.8618978,2.0101247,0.1482269
10,0.9801141,1.1213347,"('unsympathetic', 'sympathetic')",0.9801141,1.1213347,0.1412206
11,2.4236703,2.5778477,"('unhelpful', 'helpful')",2.4236703,2.5778477,0.1541774
12,-1.7418399,-1.6334457,"('unsupportive', 'supportive')",-1.7418399,-1.6334457,0.1083942
13,0.11280662,0.20177716,"('impolite', 'polite')",0.1128066,0.2017772,0.0889706
14,-0.15149885,-0.18703093,"('antisocial', 'social')",-0.1514989,-0.1870309,-0.035532
15,1.2640655,1.1882504,"('boring', 'funny')",1.2640655,1.1882504,-0.0758151
16,-0.0667831,-0.15897548,"('unpopular', 'popular')",-0.0667831,-0.1589755,-0.0921924
17,-0.5717401,-0.56230146,"('nasty', 'nice')",-0.5717401,-0.5623015,0.0094386
18,-0.92579293,-1.0435554,"('disagreeable', 'welcoming')",-0.9257929,-1.0435554,-0.1177625
19,-0.4178285,-0.35112095,"('inhospitable', 'hospitable')",-0.4178285,-0.3511209,0.0667076
20,0.95268065,0.82112634,"('rough', 'thoughtful')",0.9526806,0.8211263,-0.1315543
21,0.059955593,0.1984325,"('immoral', 'moral')",0.0599556,0.1984325,0.1384769
22,-0.29683775,-0.2747329,"('untrustworthy', 'trustworthy')",-0.2968377,-0.2747329,0.0221048
23,6.299084,6.455579,"('insincere', 'sincere')",6.2990842,6.4555788,0.1564946
24,1.6143461,1.7114799,"('dishonest', 'honest')",1.6143461,1.7114799,0.0971338
25,0.67780256,0.39384738,"('egoistic', 'altruistic')",0.6778026,0.3938474,-0.2839552
26,1.0199234,0.8611412,"('hardhearted', 'benevolent')",1.0199234,0.8611412,-0.1587822
27,1.4588811,1.2336192,"('hardhearted', 'softhearted')",1.4588811,1.2336192,-0.2252619
28,1.5131655,1.5371864,"('disloyal', 'loyal')",1.5131655,1.5371864,0.0240209
29,-0.77333635,-0.8380405,"('unfair', 'fair')",-0.7733364,-0.8380405,-0.0647041
30,1.1619307,1.1045562,"('intolerant', 'tolerant')",1.1619307,1.1045562,-0.0573745
31,-1.589735,-1.8395811,"('evil', 'good')",-1.589735,-1.8395811,-0.2498461
32,1.130682,1.1174246,"('unkind', 'kind')",1.130682,1.1174246,-0.0132574
33,-0.36909226,-0.33053732,"('wrong', 'right')",-0.3690923,-0.3305373,0.038555
34,4.5169363,4.7998495,"('mean', 'honorable')",4.5169363,4.7998495,0.2829132
35,-0.9260532,-1.1592965,"('corrupt', 'incorrupt')",-0.9260532,-1.1592965,-0.2332433
36,-0.6339446,-0.80687857,"('hostile', 'amicable')",-0.6339446,-0.8068786,-0.172934
37,0.8156872,0.7579016,"('fake', 'genuine')",0.8156872,0.7579016,-0.0577856
38,-0.1785808,-0.17245983,"('untruthful', 'truthful')",-0.1785808,-0.1724598,0.006121
39,0.023522422,0.04900656,"('exploitative', 'cooperative')",0.0235224,0.0490066,0.0254842
40,-1.7476938,-1.9281821,"('stingy', 'generous')",-1.7476938,-1.9281821,-0.1804883
41,-0.27507156,-0.32560474,"('unforgiving', 'forgiving')",-0.2750716,-0.3256047,-0.0505331
42,-1.6521027,-1.6844529,"('unreliable', 'reliable')",-1.6521027,-1.6844529,-0.0323502
43,1.26619,1.3340999,"('irresponsible', 'responsible')",1.2661901,1.3340999,0.0679098
44,-1.5343294,-1.6953664,"('prejudiced', 'unprejudiced')",-1.5343294,-1.6953664,-0.161037
45,0.30355018,0.30204868,"('incompetent', 'competent')",0.3035502,0.3020487,-0.0015015
46,-0.38051727,-0.3182913,"('uncompetitive', 'competitive')",-0.3805173,-0.3182913,0.062226
47,4.547603,4.953665,"('stupid', 'smart')",4.5476031,4.9536648,0.4060617
48,0.7854655,0.8307804,"('unintelligent', 'intelligent')",0.7854655,0.8307804,0.0453149
49,0.19001049,0.22084308,"('unable', 'able')",0.1900105,0.2208431,0.0308326
50,0.24804816,0.30826274,"('clumsy', 'skillful')",0.2480482,0.3082627,0.0602145
51,0.46358684,0.55496955,"('uneducated', 'educated')",0.4635868,0.5549695,0.0913827
52,-0.7618093,-0.88666266,"('irrational', 'rational')",-0.7618093,-0.8866627,-0.1248534
53,0.9160548,0.9109097,"('uncreative', 'creative')",0.9160548,0.9109097,-0.0051451
54,1.0031043,1.2285221,"('incapable', 'capable')",1.0031043,1.2285221,0.2254178
55,1.0785061,1.2059793,"('incompetent', 'clever')",1.0785061,1.2059793,0.1274732
56,1.4896525,1.6100634,"('impractical', 'practical')",1.4896525,1.6100634,0.1204109
57,-1.7961273,-1.8449187,"('unimaginative', 'imaginative')",-1.7961273,-1.8449187,-0.0487914
58,0.29635963,0.29019588,"('undiscriminating', 'discriminating')",0.2963596,0.2901959,-0.0061637
59,-0.15238662,-0.0828584,"('foolish', 'wise')",-0.1523866,-0.0828584,0.0695282
60,0.5170759,0.72922707,"('inefficient', 'efficient')",0.5170759,0.7292271,0.2121512
61,0.35055336,0.15241028,"('illogical', 'logical')",0.3505534,0.1524103,-0.1981431
62,1.1684791,1.345327,"('incompetent', 'brilliant')",1.1684791,1.345327,0.1768479
63,0.51225775,0.6716963,"('unperceptive', 'insightful')",0.5122578,0.6716963,0.1594385
64,-6.309567,-6.2418213,"('shy', 'confident')",-6.309567,-6.2418213,0.0677457
65,0.75389147,0.95548826,"('insecure', 'secure')",0.7538915,0.9554883,0.2015968
66,-0.4244093,-0.46047994,"('inactive', 'active')",-0.4244093,-0.4604799,-0.0360706
67,-0.76768607,-0.7779056,"('doubtful', 'determined')",-0.7676861,-0.7779056,-0.0102195
68,-0.6113292,-0.5486748,"('dependent', 'independent')",-0.6113292,-0.5486748,0.0626544
69,-1.6482277,-1.7527539,"('lazy', 'industrious')",-1.6482277,-1.7527539,-0.1045262
70,1.6191797,1.652093,"('lethargic', 'energetic')",1.6191797,1.6520931,0.0329134
71,0.24743561,0.23104742,"('diffident', 'self-confident')",0.2474356,0.2310474,-0.0163882
72,0.38383174,0.58371264,"('unambitious', 'ambitious')",0.3838317,0.5837126,0.1998809
73,-2.5963051,-2.5618622,"('helpless', 'self-reliant')",-2.5963051,-2.5618622,0.0344429
74,0.41949165,0.40604964,"('undedicated', 'dedicated')",0.4194916,0.4060496,-0.013442
75,-0.63277817,-0.53451574,"('meek', 'impulsive')",-0.6327782,-0.5345157,0.0982625
76,0.57991445,0.5740942,"('anxious', 'daring')",0.5799145,0.5740942,-0.0058203
77,-1.0451919,-0.94189984,"('unmotivated', 'motivated')",-1.0451919,-0.9418998,0.1032921
78,-0.51206386,-0.46794733,"('nonresilient', 'resilient')",-0.5120639,-0.4679473,0.0441166
79,-0.005519673,-0.008472938,"('wavering', 'unwavering')",-0.0055197,-0.0084729,-0.0029532
80,-0.15811235,-0.1875021,"('dominated', 'dominating')",-0.1581123,-0.1875021,-0.0293898
81,0.30930245,0.4778021,"('submissive', 'aggressive')",0.3093024,0.4778021,0.1684997
82,7.048784,7.274121,"('poor', 'rich')",7.0487838,7.2741208,0.225337
83,-0.69782966,-0.7166298,"('powerless', 'powerful')",-0.6978297,-0.7166298,-0.0188001
84,0.62812954,0.65141153,"('inferior', 'superior')",0.6281295,0.6514115,0.023282
85,-0.73855376,-0.9835096,"('insignificant', 'prestigious')",-0.7385538,-0.9835096,-0.2449558
86,0.22241223,0.33334997,"('uninfluential', 'influential')",0.2224122,0.33335,0.1109378
87,0.12455591,0.17690767,"('unsuccessful', 'successful')",0.1245559,0.1769077,0.0523518
88,0.91279435,0.71977496,"('low', 'eminent')",0.9127944,0.719775,-0.1930194
