,advance_male,advance_female,tuple,auto_male,auto_female,parts_male,parts_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4131428,-0.43224308,"('unsociable', 'sociable')",-0.56783044,-0.64297074,1.2496383,1.1747885,-0.350102,-0.5595187,-0.0203592,-0.114986,-0.0946268
1,-1.0787569,-1.0541563,"('unfriendly', 'friendly')",0.31135148,0.15886447,0.41453546,0.16961445,2.0287502,1.9214944,0.41897,0.2989542,-0.1200158
2,0.3519945,0.44935134,"('unlikable', 'likable')",0.61016744,0.6833555,0.21781948,0.28118938,0.37650788,0.47418362,0.3891223,0.47202,0.0828977
3,0.2169098,0.3642915,"('repellent', 'pleasant')",-0.9457828,-0.80941236,0.4256287,0.5404466,0.117553145,0.18774238,-0.0464228,0.070767,0.1171898
4,-0.8255379,-0.8743145,"('disliked', 'liked')",0.5702571,0.54200983,-0.04457058,-0.08572391,-6.2365475,-6.4309983,-1.6340997,-1.7122567,-0.078157
5,-2.18644,-2.1428688,"('distant', 'outgoing')",1.0236242,1.037007,-0.4962335,-0.54326004,0.15161982,0.21082643,-0.3768574,-0.3595738,0.0172836
6,-2.1566236,-2.0776234,"('distant', 'open')",0.73093605,0.6873101,-0.9229687,-0.991241,0.6458032,0.70269805,-0.4257132,-0.419714,0.0059992
7,1.0900503,1.1154311,"('insensitive', 'sensitive')",-0.6712944,-0.6462962,-0.3349864,-0.26067048,0.41157794,0.39599106,0.1238369,0.1511139,0.027277
8,0.007651305,0.10342421,"('unaffectionate', 'affectionate')",0.046173543,-0.056915607,-0.80244565,-0.8598919,0.82461756,0.7989168,0.0189992,-0.0036166,-0.0226158
9,0.1606417,0.25397885,"('unaffectionate', 'caring')",0.5142122,0.39454612,0.23261589,0.22293498,1.2647452,1.2867086,0.5430537,0.5395421,-0.0035116
10,1.7455887,1.7839116,"('unsympathetic', 'sympathetic')",-1.2455385,-1.2505028,0.042188603,0.09461782,-0.4119473,-0.45123327,0.0325729,0.0441983,0.0116254
11,0.29836613,0.46381834,"('unhelpful', 'helpful')",0.75078803,0.835061,0.9789647,1.0878693,1.7089074,1.8261212,0.9342566,1.0532175,0.1189609
12,1.1221267,1.2745113,"('unsupportive', 'supportive')",0.37746078,0.4050037,0.3384367,0.411529,-1.9118901,-2.0016088,-0.0184665,0.0223588,0.0408253
13,0.5147095,0.44733766,"('impolite', 'polite')",-0.05112888,-0.13084893,0.95314384,0.9411961,-0.28014287,-0.35697082,0.2841454,0.2251785,-0.0589669
14,0.24054465,0.25550634,"('antisocial', 'social')",-0.7050391,-0.6625077,0.89709705,0.9295929,-1.0087295,-1.0965466,-0.1440317,-0.1434888,0.0005429
15,-0.473429,-0.5356544,"('boring', 'funny')",1.6028377,1.4497167,-0.036870748,-0.07892573,0.54932904,0.5325457,0.4104668,0.3419206,-0.0685462
16,-2.1650193,-2.1682456,"('unpopular', 'popular')",-0.29630366,-0.32781172,-0.51259905,-0.51052195,0.5547765,0.5686718,-0.6047864,-0.6094768,-0.0046904
17,-0.00918302,0.0143477945,"('nasty', 'nice')",-0.10328816,0.06380721,0.033585783,0.11029199,-0.4834552,-0.4132707,-0.1405852,-0.0562059,0.0843793
18,-1.2647998,-1.2787322,"('disagreeable', 'welcoming')",-0.81325215,-0.7912129,-1.3440658,-1.3450016,-0.32172596,-0.34296018,-0.9359609,-0.9394767,-0.0035158
