,mention_male,mention_female,tuple,average_male,average_female,female-male
0,0.37311804,0.24148618,"('unsociable', 'sociable')",0.373118,0.2414862,-0.1316318
1,1.3071269,1.203568,"('unfriendly', 'friendly')",1.3071269,1.203568,-0.1035589
2,0.5714338,0.6654682,"('unlikable', 'likable')",0.5714338,0.6654682,0.0940344
3,1.000195,0.993173,"('repellent', 'pleasant')",1.000195,0.993173,-0.007022
4,-6.8301067,-6.718229,"('disliked', 'liked')",-6.8301067,-6.7182288,0.1118779
5,-0.20600781,-0.02557446,"('distant', 'outgoing')",-0.2060078,-0.0255745,0.1804333
6,-0.075681955,0.08939559,"('distant', 'open')",-0.075682,0.0893956,0.1650776
7,0.8039448,0.8303091,"('insensitive', 'sensitive')",0.8039448,0.8303091,0.0263643
8,0.8200327,0.7454753,"('unaffectionate', 'affectionate')",0.8200327,0.7454753,-0.0745574
9,1.5122025,1.5105178,"('unaffectionate', 'caring')",1.5122025,1.5105178,-0.0016847
10,1.5102104,1.4989218,"('unsympathetic', 'sympathetic')",1.5102104,1.4989218,-0.0112886
11,2.280801,2.2677817,"('unhelpful', 'helpful')",2.2808011,2.2677817,-0.0130194
12,-1.372487,-1.2857549,"('unsupportive', 'supportive')",-1.3724869,-1.2857549,0.086732
13,0.88643104,0.72050846,"('impolite', 'polite')",0.886431,0.7205085,-0.1659225
14,0.0699017,-0.009303177,"('antisocial', 'social')",0.0699017,-0.0093032,-0.0792049
15,0.73764956,0.64296293,"('boring', 'funny')",0.7376496,0.6429629,-0.0946867
16,-0.16350335,-0.16843402,"('unpopular', 'popular')",-0.1635033,-0.168434,-0.0049307
17,-0.033786625,0.005211166,"('nasty', 'nice')",-0.0337866,0.0052112,0.0389978
18,-0.40202415,-0.46050984,"('disagreeable', 'welcoming')",-0.4020241,-0.4605098,-0.0584857
19,-0.5366171,-0.36062604,"('inhospitable', 'hospitable')",-0.5366171,-0.360626,0.1759911
20,0.6839398,0.54986,"('rough', 'thoughtful')",0.6839398,0.54986,-0.1340798
21,0.38405934,0.4601543,"('immoral', 'moral')",0.3840593,0.4601543,0.076095
22,0.15320754,0.16521569,"('untrustworthy', 'trustworthy')",0.1532075,0.1652157,0.0120082
23,6.3003225,6.2522664,"('insincere', 'sincere')",6.3003225,6.2522664,-0.0480561
24,2.1264882,2.1494706,"('dishonest', 'honest')",2.1264882,2.1494706,0.0229824
25,0.41144004,0.28502455,"('egoistic', 'altruistic')",0.41144,0.2850246,-0.1264154
26,0.30194485,0.21390012,"('hardhearted', 'benevolent')",0.3019449,0.2139001,-0.0880448
27,1.3805962,1.2102249,"('hardhearted', 'softhearted')",1.3805962,1.2102249,-0.1703713
28,1.038054,1.0430745,"('disloyal', 'loyal')",1.038054,1.0430745,0.0050205
29,-0.7364305,-0.70881504,"('unfair', 'fair')",-0.7364305,-0.708815,0.0276155
30,1.0494641,0.9424546,"('intolerant', 'tolerant')",1.0494641,0.9424546,-0.1070095
31,-1.7110044,-1.5156655,"('evil', 'good')",-1.7110044,-1.5156655,0.1953389
32,1.3113984,1.234359,"('unkind', 'kind')",1.3113984,1.234359,-0.0770394
33,-0.3640205,-0.28518742,"('wrong', 'right')",-0.3640205,-0.2851874,0.0788331
34,4.569573,4.7004967,"('mean', 'honorable')",4.5695729,4.7004967,0.1309238
35,-1.3712597,-1.3431134,"('corrupt', 'incorrupt')",-1.3712597,-1.3431134,0.0281463
36,-1.0948608,-1.1051176,"('hostile', 'amicable')",-1.0948608,-1.1051176,-0.0102568
37,0.64957726,0.62938666,"('fake', 'genuine')",0.6495773,0.6293867,-0.0201906
38,-0.047711127,0.018520042,"('untruthful', 'truthful')",-0.0477111,0.01852,0.0662311
39,0.21767,0.17056346,"('exploitative', 'cooperative')",0.21767,0.1705635,-0.0471065
40,-1.4601197,-1.495905,"('stingy', 'generous')",-1.4601197,-1.495905,-0.0357853
41,-0.04874923,-0.034800805,"('unforgiving', 'forgiving')",-0.0487492,-0.0348008,0.0139484
42,-1.5748756,-1.5652341,"('unreliable', 'reliable')",-1.5748756,-1.5652341,0.0096415
43,1.4860748,1.4044187,"('irresponsible', 'responsible')",1.4860748,1.4044187,-0.0816561
44,-1.3342702,-1.4303104,"('prejudiced', 'unprejudiced')",-1.3342702,-1.4303104,-0.0960402
45,0.51626986,0.5954324,"('incompetent', 'competent')",0.5162699,0.5954324,0.0791625
46,0.1227162,0.07179446,"('uncompetitive', 'competitive')",0.1227162,0.0717945,-0.0509217
47,5.0426073,5.2265263,"('stupid', 'smart')",5.0426073,5.2265263,0.183919
48,1.0006301,0.8521609,"('unintelligent', 'intelligent')",1.0006301,0.8521609,-0.1484692
49,0.20086354,0.35718846,"('unable', 'able')",0.2008635,0.3571885,0.156325
50,-0.066583216,-0.031600833,"('clumsy', 'skillful')",-0.0665832,-0.0316008,0.0349824
51,0.6666724,0.69882125,"('uneducated', 'educated')",0.6666724,0.6988212,0.0321488
52,-0.66383094,-0.63025033,"('irrational', 'rational')",-0.6638309,-0.6302503,0.0335806
53,0.08280143,0.117127314,"('uncreative', 'creative')",0.0828014,0.1171273,0.0343259
54,1.1222291,1.2857119,"('incapable', 'capable')",1.1222291,1.2857119,0.1634828
55,1.1044352,1.0541595,"('incompetent', 'clever')",1.1044352,1.0541595,-0.0502757
56,1.2394602,1.2435411,"('impractical', 'practical')",1.2394602,1.2435411,0.0040809
57,-2.026642,-2.0039258,"('unimaginative', 'imaginative')",-2.0266421,-2.0039258,0.0227163
58,-0.1475501,-0.10919425,"('undiscriminating', 'discriminating')",-0.1475501,-0.1091942,0.0383559
59,-0.36941463,-0.17251125,"('foolish', 'wise')",-0.3694146,-0.1725112,0.1969034
60,1.2287047,1.0913392,"('inefficient', 'efficient')",1.2287047,1.0913392,-0.1373655
61,0.2101291,0.09144893,"('illogical', 'logical')",0.2101291,0.0914489,-0.1186802
62,1.5242794,1.5676857,"('incompetent', 'brilliant')",1.5242794,1.5676857,0.0434063
63,0.7486501,0.8305135,"('unperceptive', 'insightful')",0.7486501,0.8305135,0.0818634
64,-5.337328,-5.228944,"('shy', 'confident')",-5.337328,-5.2289438,0.1083842
65,1.0422997,0.9777722,"('insecure', 'secure')",1.0422997,0.9777722,-0.0645275
66,-0.28697973,-0.18896735,"('inactive', 'active')",-0.2869797,-0.1889673,0.0980124
67,-0.7026026,-0.6248057,"('doubtful', 'determined')",-0.7026026,-0.6248057,0.0777969
68,-0.26841748,-0.20038663,"('dependent', 'independent')",-0.2684175,-0.2003866,0.0680309
69,-1.7988,-1.6390826,"('lazy', 'industrious')",-1.7988,-1.6390826,0.1597174
70,1.7661282,1.7412475,"('lethargic', 'energetic')",1.7661282,1.7412475,-0.0248807
71,0.5647031,0.6454662,"('diffident', 'self-confident')",0.5647031,0.6454662,0.0807631
72,0.81428,0.90214306,"('unambitious', 'ambitious')",0.81428,0.9021431,0.0878631
73,-2.8510315,-2.7871926,"('helpless', 'self-reliant')",-2.8510315,-2.7871926,0.0638389
74,0.13697146,0.10217888,"('undedicated', 'dedicated')",0.1369715,0.1021789,-0.0347926
75,-0.8305339,-0.6155998,"('meek', 'impulsive')",-0.8305339,-0.6155998,0.2149341
76,0.9547479,0.8684016,"('anxious', 'daring')",0.9547479,0.8684016,-0.0863463
77,-0.9171931,-0.87558305,"('unmotivated', 'motivated')",-0.9171931,-0.8755831,0.04161
78,-0.5124218,-0.5618996,"('nonresilient', 'resilient')",-0.5124218,-0.5618996,-0.0494778
79,-0.5053486,-0.31937715,"('wavering', 'unwavering')",-0.5053486,-0.3193772,0.1859714
80,0.015764756,-0.010706291,"('dominated', 'dominating')",0.0157648,-0.0107063,-0.0264711
81,0.6263494,0.5867841,"('submissive', 'aggressive')",0.6263494,0.5867841,-0.0395653
82,6.7200885,6.7590923,"('poor', 'rich')",6.7200885,6.7590923,0.0390038
83,-0.49137777,-0.41590655,"('powerless', 'powerful')",-0.4913778,-0.4159065,0.0754713
84,-0.036801234,0.035921626,"('inferior', 'superior')",-0.0368012,0.0359216,0.0727228
85,-1.5659782,-1.5397152,"('insignificant', 'prestigious')",-1.5659782,-1.5397152,0.026263
86,0.6309145,0.7299838,"('uninfluential', 'influential')",0.6309145,0.7299838,0.0990693
87,0.07997985,0.26985148,"('unsuccessful', 'successful')",0.0799799,0.2698515,0.1898716
88,0.45331344,0.43912625,"('low', 'eminent')",0.4533134,0.4391263,-0.0141871
