,pvh_male,pvh_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.06908315,-0.27184162,"('unsociable', 'sociable')",0.16749562,-0.017388022,0.0492062,-0.1446148,-0.193821
1,-0.46130052,-0.53166056,"('unfriendly', 'friendly')",1.4733021,1.3589482,0.5060008,0.4136438,-0.092357
2,1.1092435,1.1197011,"('unlikable', 'likable')",0.7374591,0.72539717,0.9233513,0.9225491,-0.0008022
3,-0.4180596,-0.39426085,"('repellent', 'pleasant')",0.8116594,0.84682953,0.1967999,0.2262843,0.0294844
4,0.89895856,0.8769961,"('disliked', 'liked')",-6.460919,-6.4702525,-2.7809801,-2.7966282,-0.0156481
5,-0.22558153,-0.12292254,"('distant', 'outgoing')",-0.36734727,-0.337319,-0.2964644,-0.2301208,0.0663436
6,-0.23816738,-0.13610399,"('distant', 'open')",-0.2790462,-0.2895996,-0.2586068,-0.2128518,0.045755
7,-0.8209807,-0.8889778,"('insensitive', 'sensitive')",0.81926394,0.7649688,-0.0008584,-0.0620045,-0.0611461
8,-1.0021559,-1.0386057,"('unaffectionate', 'affectionate')",0.17708647,0.09679438,-0.4125347,-0.4709057,-0.058371
9,-0.65528035,-0.7457251,"('unaffectionate', 'caring')",0.9875279,0.9178554,0.1661238,0.0860651,-0.0800587
10,-1.5737184,-1.7403042,"('unsympathetic', 'sympathetic')",-0.79999214,-0.92693853,-1.1868553,-1.3336214,-0.1467661
11,-0.52069175,-0.67119586,"('unhelpful', 'helpful')",1.4198109,1.3991393,0.4495596,0.3639717,-0.0855879
12,-0.6643811,-0.6863286,"('unsupportive', 'supportive')",-1.9817257,-2.066808,-1.3230534,-1.3765683,-0.0535149
13,-1.710245,-1.7827165,"('impolite', 'polite')",-0.8757012,-0.908049,-1.292973,-1.3453827,-0.0524097
14,0.31145063,0.1969714,"('antisocial', 'social')",0.21733175,0.13792007,0.2643912,0.1674457,-0.0969455
15,1.1191689,1.0661231,"('boring', 'funny')",0.4984395,0.53567946,0.8088042,0.8009013,-0.0079029
16,0.38487208,0.40141383,"('unpopular', 'popular')",0.6422192,0.6807177,0.5135456,0.5410658,0.0275202
17,-0.13749129,-0.0858676,"('nasty', 'nice')",-0.60421354,-0.52160084,-0.3708524,-0.3037342,0.0671182
18,-0.9680099,-0.9070916,"('disagreeable', 'welcoming')",-0.3713606,-0.42884812,-0.6696852,-0.6679699,0.0017153
19,0.28754956,0.30942506,"('inhospitable', 'hospitable')",-0.056409903,-0.04037291,0.1155698,0.1345261,0.0189563
20,0.42012605,0.46538103,"('rough', 'thoughtful')",0.68651485,0.7085178,0.5533205,0.5869494,0.0336289
21,-0.20473385,-0.35186443,"('immoral', 'moral')",-0.086531386,-0.10907641,-0.1456326,-0.2304704,-0.0848378
22,-0.75027764,-0.8299239,"('untrustworthy', 'trustworthy')",-1.0171748,-1.10208,-0.8837262,-0.966002,-0.0822758
23,-0.8998173,-0.9973927,"('insincere', 'sincere')",5.847931,5.7774744,2.4740567,2.3900409,-0.0840158
24,-1.391531,-1.426591,"('dishonest', 'honest')",0.36227494,0.26632,-0.5146281,-0.5801355,-0.0655074
25,0.8069488,0.82053393,"('egoistic', 'altruistic')",1.339468,1.3430727,1.0732083,1.0818033,0.008595
26,1.2607557,1.2540646,"('hardhearted', 'benevolent')",1.7870723,1.7322359,1.523914,1.4931502,-0.0307638
27,-0.57980067,-0.5910323,"('hardhearted', 'softhearted')",1.3700265,1.2887362,0.3951129,0.3488519,-0.046261
28,-0.15442626,-0.32081792,"('disloyal', 'loyal')",1.1803439,1.0448662,0.5129588,0.3620241,-0.1509347
29,0.28557897,0.25899956,"('unfair', 'fair')",-0.16109033,-0.23459414,0.0622443,0.0122027,-0.0500416
30,0.6481595,0.5264784,"('intolerant', 'tolerant')",1.1118526,1.0399156,0.8800061,0.783197,-0.0968091
31,0.34929457,0.44292226,"('evil', 'good')",-0.02865066,-0.049161516,0.160322,0.1968804,0.0365584
32,-0.33314502,-0.47208112,"('unkind', 'kind')",0.55376136,0.3906982,0.1103082,-0.0406915,-0.1509997
33,0.16945097,0.16995588,"('wrong', 'right')",-0.5072451,-0.53208125,-0.1688971,-0.1810627,-0.0121656
34,0.6838894,0.7461213,"('mean', 'honorable')",5.754856,5.8649006,3.2193727,3.305511,0.0861383
35,0.71220136,0.74146444,"('corrupt', 'incorrupt')",0.019435808,0.053304344,0.3658186,0.3973844,0.0315658
36,0.69042045,0.7249269,"('hostile', 'amicable')",0.6225826,0.57729214,0.6565015,0.6511095,-0.005392
37,-0.4714908,-0.5385375,"('fake', 'genuine')",-0.21587962,-0.23947453,-0.3436852,-0.389006,-0.0453208
38,-0.32554448,-0.36785266,"('untruthful', 'truthful')",-0.000221055,0.022375498,-0.1628828,-0.1727386,-0.0098558
39,0.25965995,0.33219016,"('exploitative', 'cooperative')",-0.4603074,-0.43821764,-0.1003237,-0.0530137,0.04731
40,-0.23195839,-0.24075526,"('stingy', 'generous')",-1.7102377,-1.7888405,-0.9710981,-1.0147979,-0.0436998
41,-0.24244264,-0.33739513,"('unforgiving', 'forgiving')",0.65636426,0.49315256,0.2069608,0.0778787,-0.1290821
42,0.52831817,0.4492864,"('unreliable', 'reliable')",-3.5174396,-3.5746453,-1.4945607,-1.5626794,-0.0681187
43,-0.7595196,-0.75579464,"('irresponsible', 'responsible')",0.4999979,0.42192665,-0.1297608,-0.166934,-0.0371732
44,-0.04553279,0.054480396,"('prejudiced', 'unprejudiced')",-1.8977394,-1.8580449,-0.9716361,-0.9017822,0.0698539
45,-0.53968215,-0.70090634,"('incompetent', 'competent')",0.27044684,0.10743146,-0.1346177,-0.2967374,-0.1621197
46,-0.8659389,-0.958162,"('uncompetitive', 'competitive')",-0.6824236,-0.75343794,-0.7741812,-0.8558,-0.0816188
47,-0.32089794,-0.30354792,"('stupid', 'smart')",4.7978015,4.8421783,2.2384517,2.2693152,0.0308635
48,-0.6827725,-0.74463236,"('unintelligent', 'intelligent')",0.57072574,0.52406967,-0.0560234,-0.1102813,-0.0542579
49,-0.22784236,-0.17773621,"('unable', 'able')",-0.20790981,-0.1853095,-0.2178761,-0.1815228,0.0363533
50,0.52474934,0.4489094,"('clumsy', 'skillful')",-0.27178717,-0.31492782,0.1264811,0.0669908,-0.0594903
51,-0.17820919,-0.4063649,"('uneducated', 'educated')",0.5547637,0.53678775,0.1882772,0.0652114,-0.1230658
52,0.67606986,0.62495095,"('irrational', 'rational')",0.11100891,0.05905632,0.3935394,0.3420036,-0.0515358
53,-0.4239561,-0.4964002,"('uncreative', 'creative')",0.77398705,0.6653265,0.1750155,0.0844631,-0.0905524
54,0.4456509,0.43284073,"('incapable', 'capable')",0.92964876,0.95070374,0.6876498,0.6917722,0.0041224
55,-1.1504526,-1.2847208,"('incompetent', 'clever')",0.31814674,0.20805773,-0.416153,-0.5383315,-0.1221785
56,-0.272157,-0.40854123,"('impractical', 'practical')",-0.63283765,-0.7411277,-0.4524973,-0.5748345,-0.1223372
57,-0.35916963,-0.5017004,"('unimaginative', 'imaginative')",-3.0046368,-3.0662189,-1.6819032,-1.7839596,-0.1020564
58,0.16423385,0.11847671,"('undiscriminating', 'discriminating')",0.656452,0.576953,0.4103429,0.3477148,-0.0626281
59,0.92761695,0.9491413,"('foolish', 'wise')",-0.03928024,0.0013955329,0.4441684,0.4752684,0.0311
60,-1.0254391,-1.1310649,"('inefficient', 'efficient')",-0.56028444,-0.60962015,-0.7928618,-0.8703425,-0.0774807
61,0.029426215,-0.057831053,"('illogical', 'logical')",1.018392,0.89965403,0.5239091,0.4209115,-0.1029976
62,-0.28637436,-0.34878603,"('incompetent', 'brilliant')",0.37121707,0.37724638,0.0424214,0.0142302,-0.0281912
63,0.04846648,-0.025738839,"('unperceptive', 'insightful')",0.45512316,0.44437662,0.2517948,0.2093189,-0.0424759
64,-0.57340103,-0.64892834,"('shy', 'confident')",-7.135126,-7.1805634,-3.8542635,-3.9147458,-0.0604823
65,-0.7236776,-0.79270446,"('insecure', 'secure')",-0.68291974,-0.6718159,-0.7032987,-0.7322602,-0.0289615
66,0.01051034,0.025146097,"('inactive', 'active')",0.3436689,0.43629336,0.1770896,0.2307197,0.0536301
67,0.29073203,0.24836022,"('doubtful', 'determined')",-0.13638052,-0.17566444,0.0771758,0.0363479,-0.0408279
68,0.035353016,-0.02030345,"('dependent', 'independent')",-0.16811977,-0.1566591,-0.0663834,-0.0884813,-0.0220979
69,1.5459834,1.6458187,"('lazy', 'industrious')",-0.5394568,-0.44763234,0.5032634,0.5990932,0.0958298
70,-0.63772625,-0.6985107,"('lethargic', 'energetic')",0.19841449,0.18653786,-0.2196559,-0.2559864,-0.0363305
71,0.09359172,0.1843966,"('diffident', 'self-confident')",0.47487554,0.4570631,0.2842336,0.3207299,0.0364963
72,-1.6472157,-1.7070942,"('unambitious', 'ambitious')",-0.6832712,-0.7278822,-1.1652435,-1.2174882,-0.0522447
73,0.9334022,0.9161006,"('helpless', 'self-reliant')",-3.5950184,-3.567621,-1.3308082,-1.3257601,0.0050481
74,0.4465679,0.39032385,"('undedicated', 'dedicated')",-0.15037146,-0.25848752,0.1480982,0.0659182,-0.08218
75,-0.10436164,-0.0623107,"('meek', 'impulsive')",-0.41138268,-0.29085904,-0.2578722,-0.1765849,0.0812873
76,-0.32219282,-0.25067684,"('anxious', 'daring')",-0.959409,-0.93934375,-0.6408009,-0.5950103,0.0457906
77,-0.51562256,-0.50286496,"('unmotivated', 'motivated')",-0.84334415,-0.7778393,-0.6794834,-0.6403521,0.0391313
78,0.23457529,0.3056167,"('nonresilient', 'resilient')",-0.04370781,-0.03815496,0.0954337,0.1337309,0.0382972
79,0.29577088,0.28142723,"('wavering', 'unwavering')",-0.16036001,-0.12243132,0.0677054,0.079498,0.0117926
80,-0.21835963,-0.26885617,"('dominated', 'dominating')",-0.8732067,-0.78234786,-0.5457832,-0.525602,0.0201812
81,-0.87668926,-1.0306902,"('submissive', 'aggressive')",-1.2382396,-1.1263857,-1.0574645,-1.0785379,-0.0210734
82,0.4214001,0.37664497,"('poor', 'rich')",6.377515,6.38905,3.3994575,3.3828475,-0.01661
83,-0.09544411,-0.15908846,"('powerless', 'powerful')",-0.9068023,-0.960725,-0.5011232,-0.5599067,-0.0587835
84,0.9216244,0.838066,"('inferior', 'superior')",1.2133012,1.1636956,1.0674628,1.0008807,-0.0665821
85,1.4868875,1.5772536,"('insignificant', 'prestigious')",0.5735612,0.5814936,1.0302243,1.0793736,0.0491493
86,-1.2786243,-1.4857819,"('uninfluential', 'influential')",-0.20078456,-0.3056626,-0.7397044,-0.8957223,-0.1560179
87,0.76679206,0.7336829,"('unsuccessful', 'successful')",0.63773495,0.8003892,0.7022635,0.767036,0.0647725
88,0.7103756,0.5704858,"('low', 'eminent')",0.20718405,0.17088056,0.4587798,0.3706832,-0.0880966
