,cephalon_male,cephalon_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7632105,-1.9275283,"('unsociable', 'sociable')",0.06606452,-0.08929543,-0.848573,-1.0084119,-0.1598389
1,-1.7194829,-1.9928186,"('unfriendly', 'friendly')",0.9836669,0.686059,-0.367908,-0.6533798,-0.2854718
2,0.38429782,0.34968436,"('unlikable', 'likable')",0.6290649,0.5969523,0.5066814,0.4733183,-0.0333631
3,-0.9699715,-0.85825604,"('repellent', 'pleasant')",0.20857705,0.3008019,-0.3806972,-0.2787271,0.1019701
4,0.0017173421,-0.09859541,"('disliked', 'liked')",-5.796926,-5.7722387,-2.8976042,-2.9354172,-0.037813
5,-1.4193747,-1.4349347,"('distant', 'outgoing')",-0.66297793,-0.80698156,-1.0411763,-1.1209581,-0.0797818
6,-1.4253845,-1.4391086,"('distant', 'open')",-0.41046336,-0.63140243,-0.9179239,-1.0352556,-0.1173317
7,-1.1746225,-1.120227,"('insensitive', 'sensitive')",0.57079947,0.5841745,-0.3019115,-0.2680262,0.0338853
8,-0.75540006,-0.89964086,"('unaffectionate', 'affectionate')",0.44233128,0.21759553,-0.1565344,-0.3410227,-0.1844883
9,-1.4791245,-1.619584,"('unaffectionate', 'caring')",0.7452228,0.6260104,-0.3669509,-0.4967868,-0.1298359
10,-2.4424536,-2.4907124,"('unsympathetic', 'sympathetic')",-0.08762101,-0.094692856,-1.2650373,-1.2927027,-0.0276654
11,-0.6289747,-0.6210923,"('unhelpful', 'helpful')",1.7869017,1.8268629,0.5789635,0.6028853,0.0239218
12,-0.7628697,-0.7514985,"('unsupportive', 'supportive')",-1.3300257,-1.2847666,-1.0464478,-1.0181326,0.0283152
13,-1.9965974,-2.02008,"('impolite', 'polite')",-0.25639957,-0.22096053,-1.1264985,-1.1205204,0.0059781
14,-0.39156857,-0.35077274,"('antisocial', 'social')",0.1741006,0.1373106,-0.108734,-0.1067311,0.0020029
15,-0.0948933,-0.21252869,"('boring', 'funny')",0.42091143,0.323782,0.1630091,0.0556267,-0.1073824
16,-0.32493603,-0.30029976,"('unpopular', 'popular')",0.4132868,0.4163149,0.0441754,0.0580076,0.0138322
17,-0.33507225,-0.28844497,"('nasty', 'nice')",-0.49725968,-0.48642808,-0.4161659,-0.3874365,0.0287294
18,-0.17310797,-0.17063875,"('disagreeable', 'welcoming')",-0.5990534,-0.69706374,-0.3860807,-0.4338512,-0.0477705
19,-1.861598,-1.846895,"('inhospitable', 'hospitable')",-0.76598626,-0.79338694,-1.3137921,-1.320141,-0.0063489
20,0.14106965,0.17955816,"('rough', 'thoughtful')",1.1251334,1.050511,0.6331015,0.6150346,-0.0180669
21,-0.6375534,-0.670583,"('immoral', 'moral')",-0.34955978,-0.25787777,-0.4935566,-0.4642304,0.0293262
22,-0.6527322,-0.6344594,"('untrustworthy', 'trustworthy')",-0.7457758,-0.77669555,-0.699254,-0.7055775,-0.0063235
23,-0.8943113,-0.97474074,"('insincere', 'sincere')",5.117872,5.0315933,2.1117804,2.0284262,-0.0833542
24,-1.3819982,-1.5182798,"('dishonest', 'honest')",0.5868676,0.47914776,-0.3975653,-0.519566,-0.1220007
25,-0.50908107,-0.53129107,"('egoistic', 'altruistic')",0.9688843,0.89339405,0.2299016,0.1810515,-0.0488501
26,-0.3738237,-0.48025787,"('hardhearted', 'benevolent')",1.3407698,1.1627388,0.483473,0.3412405,-0.1422325
27,-0.054076046,-0.034786396,"('hardhearted', 'softhearted')",1.1874346,1.0666112,0.5666792,0.5159124,-0.0507668
28,-0.757455,-0.87412924,"('disloyal', 'loyal')",0.56753194,0.4005482,-0.0949615,-0.2367905,-0.141829
