,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9934486,-1.1115984,"('unsociable', 'sociable')",-0.25148594,-0.3894127,-0.5109886,-0.63912064,-0.5853077,-0.7133772,-0.1280695
1,-1.9081733,-2.0559087,"('unfriendly', 'friendly')",-0.21004997,-0.41033375,1.7964458,1.6943482,-0.1072591,-0.257298,-0.1500389
2,0.68373567,0.7640115,"('unlikable', 'likable')",0.51028043,0.5562566,0.7988846,0.9166608,0.6643002,0.745643,0.0813428
3,0.06934773,0.29742777,"('repellent', 'pleasant')",0.2587933,0.37818596,0.1300907,0.19657555,0.1527439,0.2907298,0.1379859
4,-0.4551957,-0.50081897,"('disliked', 'liked')",-0.4338386,-0.5314153,-5.7670116,-5.89011,-2.218682,-2.3074481,-0.0887661
5,-1.6460519,-1.5920805,"('distant', 'outgoing')",-1.1000192,-1.0270796,-0.07798949,-0.01349214,-0.9413536,-0.8775508,0.0638028
6,-2.2456944,-2.1872337,"('distant', 'open')",-1.4513487,-1.3871281,0.6392269,0.662597,-1.019272,-0.9705883,0.0486837
7,0.14258899,0.13640608,"('insensitive', 'sensitive')",0.39285058,0.4694109,0.2756141,0.32435298,0.2703512,0.3100566,0.0397054
8,-1.5421914,-1.6301507,"('unaffectionate', 'affectionate')",-0.33129847,-0.371923,0.7690688,0.75002813,-0.3681404,-0.4173485,-0.0492081
9,-1.4833454,-1.5811706,"('unaffectionate', 'caring')",-0.14906755,-0.21942285,1.1136035,1.1069562,-0.1729365,-0.2312124,-0.0582759
10,-0.530525,-0.53425264,"('unsympathetic', 'sympathetic')",-0.47436315,-0.4384691,-0.82952046,-0.85246503,-0.6114695,-0.6083956,0.0030739
11,0.17596619,0.18654017,"('unhelpful', 'helpful')",1.0063612,1.1034069,1.3110899,1.3593589,0.8311391,0.8831019,0.0519628
12,-0.34562582,-0.22072932,"('unsupportive', 'supportive')",0.16186948,0.31498227,-2.1779056,-2.1183474,-0.7872206,-0.6746982,0.1125224
