,curd_male,curd_female,tuple,average_male,average_female,female-male
0,-0.28745607,-0.58527774,"('unsociable', 'sociable')",-0.2874561,-0.5852777,-0.2978216
1,-0.15160166,-0.14867292,"('unfriendly', 'friendly')",-0.1516017,-0.1486729,0.0029288
2,-0.03217052,-0.12897858,"('unlikable', 'likable')",-0.0321705,-0.1289786,-0.0968081
3,-0.58946246,-0.5718575,"('repellent', 'pleasant')",-0.5894625,-0.5718575,0.017605
4,-3.8513765,-3.7923226,"('disliked', 'liked')",-3.8513765,-3.7923226,0.0590539
5,-0.4562398,-0.25971365,"('distant', 'outgoing')",-0.4562398,-0.2597136,0.1965262
6,-0.51157117,-0.28907487,"('distant', 'open')",-0.5115712,-0.2890749,0.2224963
7,0.16153188,0.22760335,"('insensitive', 'sensitive')",0.1615319,0.2276033,0.0660714
8,-0.400594,-0.5319433,"('unaffectionate', 'affectionate')",-0.400594,-0.5319433,-0.1313493
9,-0.05012536,-0.010582728,"('unaffectionate', 'caring')",-0.0501254,-0.0105827,0.0395427
10,-0.3172115,-0.5352463,"('unsympathetic', 'sympathetic')",-0.3172115,-0.5352463,-0.2180348
11,0.8882334,0.87203425,"('unhelpful', 'helpful')",0.8882334,0.8720343,-0.0161991
12,-1.6866124,-1.605577,"('unsupportive', 'supportive')",-1.6866124,-1.605577,0.0810354
13,-0.1172214,-0.44179043,"('impolite', 'polite')",-0.1172214,-0.4417904,-0.324569
14,-0.1430965,-0.43634734,"('antisocial', 'social')",-0.1430965,-0.4363473,-0.2932508
15,0.5413135,0.47791463,"('boring', 'funny')",0.5413135,0.4779146,-0.0633989
16,-0.6850276,-0.7206958,"('unpopular', 'popular')",-0.6850276,-0.7206958,-0.0356682
17,-0.6525402,-0.64166164,"('nasty', 'nice')",-0.6525402,-0.6416616,0.0108786
18,-0.603971,-0.6246712,"('disagreeable', 'welcoming')",-0.603971,-0.6246712,-0.0207002
19,-0.31590235,-0.21325365,"('inhospitable', 'hospitable')",-0.3159024,-0.2132536,0.1026488
20,0.1852957,0.1213235,"('rough', 'thoughtful')",0.1852957,0.1213235,-0.0639722
21,-0.067030065,-0.21537966,"('immoral', 'moral')",-0.0670301,-0.2153797,-0.1483496
22,0.3064709,0.2048394,"('untrustworthy', 'trustworthy')",0.3064709,0.2048394,-0.1016315
23,3.442875,3.3099754,"('insincere', 'sincere')",3.4428749,3.3099754,-0.1328995
24,0.40293857,0.3311252,"('dishonest', 'honest')",0.4029386,0.3311252,-0.0718134
25,0.11060439,0.15753247,"('egoistic', 'altruistic')",0.1106044,0.1575325,0.0469281
26,0.49246386,0.31191325,"('hardhearted', 'benevolent')",0.4924639,0.3119133,-0.1805506
27,1.0043707,1.0971305,"('hardhearted', 'softhearted')",1.0043707,1.0971305,0.0927598
28,0.36654925,0.24688749,"('disloyal', 'loyal')",0.3665493,0.2468875,-0.1196618
29,-0.03232861,-0.04876356,"('unfair', 'fair')",-0.0323286,-0.0487636,-0.016435
30,0.4236452,0.17410576,"('intolerant', 'tolerant')",0.4236452,0.1741058,-0.2495394
31,-1.4112598,-1.2561293,"('evil', 'good')",-1.4112598,-1.2561293,0.1551305
32,0.39192966,0.075336315,"('unkind', 'kind')",0.3919297,0.0753363,-0.3165934
33,0.50503755,0.54681766,"('wrong', 'right')",0.5050375,0.5468177,0.0417802
34,2.221191,2.3351016,"('mean', 'honorable')",2.2211909,2.3351016,0.1139107
35,-0.023618858,0.06430236,"('corrupt', 'incorrupt')",-0.0236189,0.0643024,0.0879213
36,-1.1528107,-1.0424948,"('hostile', 'amicable')",-1.1528107,-1.0424948,0.1103159
37,0.121653736,0.024954826,"('fake', 'genuine')",0.1216537,0.0249548,-0.0966989
38,0.116153985,0.16543901,"('untruthful', 'truthful')",0.116154,0.165439,0.049285
39,0.6500889,0.6058799,"('exploitative', 'cooperative')",0.6500889,0.6058799,-0.044209
40,-1.2447966,-1.3154458,"('stingy', 'generous')",-1.2447966,-1.3154458,-0.0706492
41,0.5107126,0.36429855,"('unforgiving', 'forgiving')",0.5107126,0.3642986,-0.146414
42,-1.9880779,-1.9850192,"('unreliable', 'reliable')",-1.9880779,-1.9850192,0.0030587
43,0.16476873,-0.00023790076,"('irresponsible', 'responsible')",0.1647687,-0.0002379,-0.1650066
44,-0.85893166,-0.94865257,"('prejudiced', 'unprejudiced')",-0.8589317,-0.9486526,-0.0897209
45,-0.014667198,-0.13189252,"('incompetent', 'competent')",-0.0146672,-0.1318925,-0.1172253
46,-0.93646735,-1.1117929,"('uncompetitive', 'competitive')",-0.9364673,-1.1117929,-0.1753256
47,2.3282714,2.2324975,"('stupid', 'smart')",2.3282714,2.2324975,-0.0957739
48,-0.081779525,-0.15808558,"('unintelligent', 'intelligent')",-0.0817795,-0.1580856,-0.0763061
49,0.057902727,0.19558647,"('unable', 'able')",0.0579027,0.1955865,0.1376838
50,-0.65223026,-0.6339581,"('clumsy', 'skillful')",-0.6522303,-0.6339581,0.0182722
51,-0.21700591,-0.35742897,"('uneducated', 'educated')",-0.2170059,-0.357429,-0.1404231
52,-0.73139954,-0.7440812,"('irrational', 'rational')",-0.7313995,-0.7440812,-0.0126817
53,-0.91342306,-0.9664906,"('uncreative', 'creative')",-0.9134231,-0.9664906,-0.0530675
54,0.03891983,0.1078224,"('incapable', 'capable')",0.0389198,0.1078224,0.0689026
55,0.40752614,0.2175466,"('incompetent', 'clever')",0.4075261,0.2175466,-0.1899795
56,0.12776604,0.0134664755,"('impractical', 'practical')",0.127766,0.0134665,-0.1142995
57,-2.2805717,-2.5034082,"('unimaginative', 'imaginative')",-2.2805717,-2.5034082,-0.2228365
58,0.4324025,0.3900718,"('undiscriminating', 'discriminating')",0.4324025,0.3900718,-0.0423307
59,-0.18397075,-0.07710199,"('foolish', 'wise')",-0.1839707,-0.077102,0.1068687
60,0.77596086,0.661314,"('inefficient', 'efficient')",0.7759609,0.661314,-0.1146469
61,0.21212086,0.08321796,"('illogical', 'logical')",0.2121209,0.083218,-0.1289029
62,0.63709176,0.66695076,"('incompetent', 'brilliant')",0.6370918,0.6669508,0.029859
63,0.3301503,0.3024098,"('unperceptive', 'insightful')",0.3301503,0.3024098,-0.0277405
64,-3.9255369,-4.0170946,"('shy', 'confident')",-3.9255369,-4.0170946,-0.0915577
65,0.31166738,0.17796141,"('insecure', 'secure')",0.3116674,0.1779614,-0.133706
66,-1.3285284,-1.3817898,"('inactive', 'active')",-1.3285284,-1.3817898,-0.0532614
67,-0.06422477,-0.1874883,"('doubtful', 'determined')",-0.0642248,-0.1874883,-0.1232635
68,0.07548991,0.035628743,"('dependent', 'independent')",0.0754899,0.0356287,-0.0398612
69,-0.69386727,-0.5770135,"('lazy', 'industrious')",-0.6938673,-0.5770135,0.1168538
70,-0.09647472,-0.24133027,"('lethargic', 'energetic')",-0.0964747,-0.2413303,-0.1448556
71,-0.1781366,-0.03739342,"('diffident', 'self-confident')",-0.1781366,-0.0373934,0.1407432
72,-0.587089,-0.6510874,"('unambitious', 'ambitious')",-0.587089,-0.6510874,-0.0639984
73,-2.0281692,-1.9468509,"('helpless', 'self-reliant')",-2.0281692,-1.9468509,0.0813183
74,0.1859631,0.00019636005,"('undedicated', 'dedicated')",0.1859631,0.0001964,-0.1857667
75,-0.4145103,-0.3544711,"('meek', 'impulsive')",-0.4145103,-0.3544711,0.0600392
76,0.17763713,-0.026837286,"('anxious', 'daring')",0.1776371,-0.0268373,-0.2044744
77,-1.1148634,-0.96210915,"('unmotivated', 'motivated')",-1.1148634,-0.9621091,0.1527543
78,-0.32097903,-0.24911958,"('nonresilient', 'resilient')",-0.320979,-0.2491196,0.0718594
79,-1.0807573,-1.0998884,"('wavering', 'unwavering')",-1.0807573,-1.0998884,-0.0191311
80,-0.120419055,-0.16120759,"('dominated', 'dominating')",-0.1204191,-0.1612076,-0.0407885
81,-0.13646859,-0.3324338,"('submissive', 'aggressive')",-0.1364686,-0.3324338,-0.1959652
82,2.6234684,2.4877753,"('poor', 'rich')",2.6234684,2.4877753,-0.1356931
83,-0.5962458,-0.67299175,"('powerless', 'powerful')",-0.5962458,-0.6729918,-0.076746
84,0.501948,0.5073222,"('inferior', 'superior')",0.501948,0.5073222,0.0053742
85,-0.7818745,-0.75043285,"('insignificant', 'prestigious')",-0.7818745,-0.7504328,0.0314417
86,-0.5957557,-0.838998,"('uninfluential', 'influential')",-0.5957557,-0.838998,-0.2432423
87,-0.08414492,-0.10705845,"('unsuccessful', 'successful')",-0.0841449,-0.1070585,-0.0229136
88,-0.8925102,-0.93191,"('low', 'eminent')",-0.8925102,-0.93191,-0.0393998
