,iqvia_male,iqvia_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.084677815,-0.1407091,"('unsociable', 'sociable')",0.31779933,0.07226298,-0.14970674,-0.33184674,0.0278049,-0.133431,-0.1612359
1,-1.1765075,-1.0343046,"('unfriendly', 'friendly')",-0.51129615,-0.606733,1.3486551,1.2130024,-0.1130495,-0.1426784,-0.0296289
2,-0.013828822,0.010534244,"('unlikable', 'likable')",1.6580639,1.7763562,1.1195674,1.2777641,0.9212675,1.0215515,0.100284
3,0.032982282,0.22865063,"('repellent', 'pleasant')",0.92660356,0.90483856,0.19856757,0.24130277,0.3860511,0.458264,0.0722129
4,-0.94916797,-0.95662475,"('disliked', 'liked')",-0.29749766,-0.29730138,-5.500118,-5.4471235,-2.2489278,-2.2336833,0.0152445
5,-0.82929736,-0.7223857,"('distant', 'outgoing')",-0.9393749,-0.85248363,-0.043195575,-0.010456504,-0.6039559,-0.528442,0.0755139
6,-1.3477951,-1.2068696,"('distant', 'open')",-1.0911561,-1.0325564,0.47045627,0.4772135,-0.656165,-0.5874042,0.0687608
7,0.3994705,0.48650533,"('insensitive', 'sensitive')",0.6313697,0.5879276,0.29665282,0.26125154,0.4424977,0.4452281,0.0027304
8,-0.9694008,-0.88673997,"('unaffectionate', 'affectionate')",-0.99597716,-0.93774235,0.29842278,0.23121537,-0.5556517,-0.531089,0.0245627
9,-1.0322075,-0.9334381,"('unaffectionate', 'caring')",-0.23618084,-0.29579413,0.8338054,0.786788,-0.144861,-0.1474814,-0.0026204
10,-0.16345802,-0.043869667,"('unsympathetic', 'sympathetic')",0.08769792,-0.030516988,-0.27064192,-0.3479952,-0.1154673,-0.1407939,-0.0253266
11,0.20550525,0.21893841,"('unhelpful', 'helpful')",-0.20392731,-0.23376246,1.82563,1.9123043,0.6090693,0.6324934,0.0234241
12,-0.050763607,0.1713965,"('unsupportive', 'supportive')",-0.21211077,-0.07002849,-1.5748781,-1.5052525,-0.6125842,-0.4679615,0.1446227
13,0.778354,0.7558022,"('impolite', 'polite')",0.23231494,0.18345122,0.016099725,-0.043077894,0.3422562,0.2987252,-0.043531
