,bowtie_male,bowtie_female,tuple,average_male,average_female,female-male
0,0.4432405,-0.073848285,"('unsociable', 'sociable')",0.4432405,-0.0738483,-0.5170888
1,-1.3529633,-1.3468851,"('unfriendly', 'friendly')",-1.3529633,-1.3468851,0.0060782
2,-0.0065911524,0.11393249,"('unlikable', 'likable')",-0.0065912,0.1139325,0.1205237
3,-0.58860016,-0.33955994,"('repellent', 'pleasant')",-0.5886002,-0.3395599,0.2490403
4,-2.7984912,-2.872968,"('disliked', 'liked')",-2.7984912,-2.872968,-0.0744768
5,-1.3849411,-1.1622883,"('distant', 'outgoing')",-1.3849411,-1.1622883,0.2226528
6,-1.4639134,-1.2206043,"('distant', 'open')",-1.4639134,-1.2206043,0.2433091
7,0.29674846,0.28349,"('insensitive', 'sensitive')",0.2967485,0.28349,-0.0132585
8,-1.5982862,-1.5468196,"('unaffectionate', 'affectionate')",-1.5982862,-1.5468196,0.0514666
9,-1.022547,-0.9636026,"('unaffectionate', 'caring')",-1.022547,-0.9636026,0.0589444
10,0.105360255,-0.093156695,"('unsympathetic', 'sympathetic')",0.1053603,-0.0931567,-0.198517
11,1.265898,1.198744,"('unhelpful', 'helpful')",1.265898,1.1987441,-0.0671539
12,-0.9324351,-1.005514,"('unsupportive', 'supportive')",-0.9324351,-1.005514,-0.0730789
13,0.7366707,0.32609868,"('impolite', 'polite')",0.7366707,0.3260987,-0.410572
14,0.8710618,0.49021816,"('antisocial', 'social')",0.8710618,0.4902182,-0.3808436
15,0.5842964,0.40920082,"('boring', 'funny')",0.5842964,0.4092008,-0.1750956
16,-0.6721671,-0.43977788,"('unpopular', 'popular')",-0.6721671,-0.4397779,0.2323892
17,-0.12642728,-0.07298579,"('nasty', 'nice')",-0.1264273,-0.0729858,0.0534415
18,-0.9742162,-0.94615495,"('disagreeable', 'welcoming')",-0.9742162,-0.946155,0.0280612
19,-1.0320755,-0.78568846,"('inhospitable', 'hospitable')",-1.0320755,-0.7856885,0.246387
20,0.42060164,0.48941934,"('rough', 'thoughtful')",0.4206016,0.4894193,0.0688177
21,0.55179006,0.38830212,"('immoral', 'moral')",0.5517901,0.3883021,-0.163488
22,0.24479692,0.13468012,"('untrustworthy', 'trustworthy')",0.2447969,0.1346801,-0.1101168
23,2.6194386,2.6367252,"('insincere', 'sincere')",2.6194386,2.6367252,0.0172866
24,-0.04895977,-0.1999338,"('dishonest', 'honest')",-0.0489598,-0.1999338,-0.150974
25,-0.64947784,-0.6579736,"('egoistic', 'altruistic')",-0.6494778,-0.6579736,-0.0084958
26,-0.36543334,-0.5910801,"('hardhearted', 'benevolent')",-0.3654333,-0.5910801,-0.2256468
27,-0.22103153,-0.272007,"('hardhearted', 'softhearted')",-0.2210315,-0.272007,-0.0509755
28,-0.17238224,-0.2679557,"('disloyal', 'loyal')",-0.1723822,-0.2679557,-0.0955735
29,-0.7817154,-0.68857884,"('unfair', 'fair')",-0.7817154,-0.6885788,0.0931366
30,0.60545725,0.25920624,"('intolerant', 'tolerant')",0.6054572,0.2592062,-0.346251
31,-2.1662948,-2.0109003,"('evil', 'good')",-2.1662948,-2.0109003,0.1553945
32,0.9788353,0.80597854,"('unkind', 'kind')",0.9788353,0.8059785,-0.1728568
33,-0.4016134,-0.47191045,"('wrong', 'right')",-0.4016134,-0.4719104,-0.070297
34,2.1338458,2.4194345,"('mean', 'honorable')",2.1338458,2.4194345,0.2855887
35,-0.94372576,-0.80163854,"('corrupt', 'incorrupt')",-0.9437258,-0.8016385,0.1420873
36,-1.8213694,-1.5154837,"('hostile', 'amicable')",-1.8213694,-1.5154837,0.3058857
37,0.15811044,0.09669,"('fake', 'genuine')",0.1581104,0.09669,-0.0614204
38,0.15238662,0.086706996,"('untruthful', 'truthful')",0.1523866,0.086707,-0.0656796
39,0.3657179,0.24644768,"('exploitative', 'cooperative')",0.3657179,0.2464477,-0.1192702
40,-1.714066,-1.7255312,"('stingy', 'generous')",-1.714066,-1.7255312,-0.0114652
41,0.0011089798,-0.23652616,"('unforgiving', 'forgiving')",0.001109,-0.2365262,-0.2376352
42,-0.219918,-0.3038322,"('unreliable', 'reliable')",-0.219918,-0.3038322,-0.0839142
43,0.33409762,0.121716976,"('irresponsible', 'responsible')",0.3340976,0.121717,-0.2123806
44,-0.47955552,-0.3972851,"('prejudiced', 'unprejudiced')",-0.4795555,-0.3972851,0.0822704
45,0.33613005,0.049650747,"('incompetent', 'competent')",0.3361301,0.0496507,-0.2864794
46,0.3243214,0.16058606,"('uncompetitive', 'competitive')",0.3243214,0.1605861,-0.1637353
47,2.6770232,2.9150674,"('stupid', 'smart')",2.6770232,2.9150674,0.2380442
48,0.028142937,-0.10500609,"('unintelligent', 'intelligent')",0.0281429,-0.1050061,-0.133149
49,-0.4008747,-0.3052527,"('unable', 'able')",-0.4008747,-0.3052527,0.095622
50,0.33220392,0.56450576,"('clumsy', 'skillful')",0.3322039,0.5645058,0.2323019
51,0.6917549,0.62264764,"('uneducated', 'educated')",0.6917549,0.6226476,-0.0691073
52,-1.5108918,-1.4123765,"('irrational', 'rational')",-1.5108918,-1.4123765,0.0985153
53,-1.5504848,-1.3923057,"('uncreative', 'creative')",-1.5504848,-1.3923057,0.1581791
54,-0.8394646,-0.70691013,"('incapable', 'capable')",-0.8394646,-0.7069101,0.1325545
55,1.1251196,0.78409,"('incompetent', 'clever')",1.1251196,0.78409,-0.3410296
56,1.8440787,1.505653,"('impractical', 'practical')",1.8440787,1.505653,-0.3384257
57,-1.941948,-2.188342,"('unimaginative', 'imaginative')",-1.9419481,-2.1883421,-0.246394
58,-0.1889432,-0.28318375,"('undiscriminating', 'discriminating')",-0.1889432,-0.2831838,-0.0942406
59,-0.9755741,-0.8120992,"('foolish', 'wise')",-0.9755741,-0.8120992,0.1634749
60,1.6342685,1.3003446,"('inefficient', 'efficient')",1.6342685,1.3003446,-0.3339239
61,-0.32298496,-0.5455068,"('illogical', 'logical')",-0.322985,-0.5455068,-0.2225218
62,0.87996435,0.6066315,"('incompetent', 'brilliant')",0.8799644,0.6066315,-0.2733329
63,0.505931,0.36736235,"('unperceptive', 'insightful')",0.505931,0.3673624,-0.1385686
64,-1.9698035,-2.28897,"('shy', 'confident')",-1.9698035,-2.28897,-0.3191665
65,0.94646597,0.6940838,"('insecure', 'secure')",0.946466,0.6940838,-0.2523822
66,-1.0460454,-1.0279692,"('inactive', 'active')",-1.0460454,-1.0279692,0.0180762
67,0.54315096,0.35493964,"('doubtful', 'determined')",0.543151,0.3549396,-0.1882114
68,-0.22216593,-0.14035402,"('dependent', 'independent')",-0.2221659,-0.140354,0.0818119
69,-0.8575836,-0.7667872,"('lazy', 'industrious')",-0.8575836,-0.7667872,0.0907964
