,lowes_male,lowes_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.40804985,-0.6451926,"('unsociable', 'sociable')",0.95552534,0.6642648,-0.2377836,-0.4241327,0.1032306,-0.1350202,-0.2382508
1,-0.29063243,-0.4852234,"('unfriendly', 'friendly')",-0.6733589,-0.79669315,1.4760479,1.3635792,0.1706855,0.0272208,-0.1434647
2,1.2557796,1.2713965,"('unlikable', 'likable')",1.5613983,1.6085631,0.7882559,0.9649565,1.2018112,1.2816387,0.0798275
3,-0.5377068,-0.4417781,"('repellent', 'pleasant')",0.6208802,0.62029946,0.21914,0.27710807,0.1007711,0.1518765,0.0511054
4,0.20033564,0.010076745,"('disliked', 'liked')",0.3394942,0.2817731,-5.5944886,-5.4714003,-1.6848863,-1.7265169,-0.0416306
5,-0.61684835,-0.5941645,"('distant', 'outgoing')",-1.4305938,-1.2452539,-0.38389152,-0.27736259,-0.8104446,-0.7055937,0.1048509
6,-0.81640136,-0.75411415,"('distant', 'open')",-2.138782,-1.9574343,0.18297216,0.19336677,-0.9240704,-0.8393939,0.0846765
7,0.57807827,0.54845345,"('insensitive', 'sensitive')",0.55933374,0.49644798,0.75701225,0.7206185,0.6314748,0.5885066,-0.0429682
8,-0.6364686,-0.6410437,"('unaffectionate', 'affectionate')",-1.019159,-1.0020798,-0.1335581,-0.13795179,-0.5963952,-0.5936918,0.0027034
9,-0.3376001,-0.38004184,"('unaffectionate', 'caring')",0.028320024,-0.01599919,0.8834163,0.89369076,0.1913787,0.1658832,-0.0254955
10,-0.45267433,-0.5460759,"('unsympathetic', 'sympathetic')",0.8417375,0.63983864,0.29395315,0.12947051,0.2276721,0.0744111,-0.153261
11,0.10576231,-0.019288033,"('unhelpful', 'helpful')",1.5028421,1.3313129,2.4308496,2.405145,1.3464847,1.2390566,-0.1074281
12,0.42249796,0.5174043,"('unsupportive', 'supportive')",1.4891058,1.6324509,-1.3654255,-1.2489927,0.1820594,0.3002875,0.1182281
13,0.8728549,0.7255083,"('impolite', 'polite')",1.5023258,1.387365,0.42462102,0.3700282,0.9332673,0.8276339,-0.1056334
14,0.0491896,-0.0670947,"('antisocial', 'social')",2.0892215,1.913499,-0.46726763,-0.5188065,0.5570478,0.4425326,-0.1145152
15,0.30357853,0.09160429,"('boring', 'funny')",-0.35478434,-0.44317108,0.2986012,0.2979215,0.0824651,-0.0178818,-0.1003469
16,-0.27660555,-0.26762915,"('unpopular', 'popular')",-0.78273326,-0.7227362,0.77568805,0.845581,-0.0945503,-0.0482614,0.0462889
17,-0.17371805,-0.103085645,"('nasty', 'nice')",-0.36242923,-0.3012972,-0.31167617,-0.27391604,-0.2826078,-0.2260996,0.0565082
18,-1.0441811,-0.97891325,"('disagreeable', 'welcoming')",-0.51735765,-0.38648513,-0.62168986,-0.5589594,-0.7277428,-0.6414526,0.0862902
19,0.35065067,0.29286787,"('inhospitable', 'hospitable')",-0.93238395,-0.9451887,-0.14962722,-0.07995364,-0.2437868,-0.2440915,-0.0003047
20,0.42262787,0.5220261,"('rough', 'thoughtful')",-0.24390431,-0.17569722,0.5608188,0.5961436,0.2465141,0.3141575,0.0676434
21,0.22158886,0.1856522,"('immoral', 'moral')",1.3111464,1.1783276,-0.61596626,-0.60526186,0.3055897,0.252906,-0.0526837
