,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.75843704,-0.85891813,"('unsociable', 'sociable')",-0.18598637,-0.39382496,-0.4722117,-0.6263716,-0.1541599
1,-0.7530865,-0.8067656,"('unfriendly', 'friendly')",1.6367027,1.4832311,0.4418081,0.3382327,-0.1035754
2,0.35991678,0.36882856,"('unlikable', 'likable')",0.6835636,0.7761898,0.5217402,0.5725092,0.050769
3,-0.37874666,-0.28001142,"('repellent', 'pleasant')",0.2072445,0.24483316,-0.0857511,-0.0175891,0.068162
4,0.042480253,0.043753706,"('disliked', 'liked')",-6.1259007,-6.067626,-3.0417101,-3.0119362,0.0297739
5,-0.2457906,-0.19925429,"('distant', 'outgoing')",-0.1451667,-0.07076499,-0.1954786,-0.1350096,0.060469
6,-0.7858908,-0.7645584,"('distant', 'open')",-0.04091409,-0.006411191,-0.4134024,-0.3854848,0.0279176
7,-0.5926847,-0.5502874,"('insensitive', 'sensitive')",0.40271488,0.433324,-0.0949849,-0.0584817,0.0365032
8,-1.0266403,-1.0392593,"('unaffectionate', 'affectionate')",0.4399574,0.41270941,-0.2933415,-0.3132749,-0.0199334
9,-0.7792372,-0.7950558,"('unaffectionate', 'caring')",1.032747,1.0313483,0.1267549,0.1181463,-0.0086086
10,-1.5293307,-1.5154963,"('unsympathetic', 'sympathetic')",-0.72623837,-0.77508205,-1.1277845,-1.1452892,-0.0175047
11,-0.7709757,-0.73571014,"('unhelpful', 'helpful')",2.156407,2.2344618,0.6927157,0.7493758,0.0566601
12,-0.92244107,-0.7872884,"('unsupportive', 'supportive')",-1.906867,-1.8066318,-1.414654,-1.2969601,0.1176939
13,-0.36247543,-0.44770098,"('impolite', 'polite')",-0.28396273,-0.27534488,-0.3232191,-0.3615229,-0.0383038
14,-0.15183952,-0.14537416,"('antisocial', 'social')",-0.21723992,-0.27538186,-0.1845397,-0.210378,-0.0258383
15,0.15953209,0.07047069,"('boring', 'funny')",0.7527288,0.68106854,0.4561304,0.3757696,-0.0803608
16,-0.07545526,0.017493408,"('unpopular', 'popular')",0.75815225,0.7548734,0.3413485,0.3861834,0.0448349
17,0.18497667,0.18873614,"('nasty', 'nice')",-0.18227221,-0.14204401,0.0013522,0.0233461,0.0219939
