,donor_male,donor_female,tuple,average_male,average_female,female-male
0,1.0120018,0.7104836,"('unsociable', 'sociable')",1.0120018,0.7104836,-0.3015182
1,1.3163702,1.2195368,"('unfriendly', 'friendly')",1.3163702,1.2195368,-0.0968334
2,0.40344632,0.59451073,"('unlikable', 'likable')",0.4034463,0.5945107,0.1910644
3,0.98963,0.9952327,"('repellent', 'pleasant')",0.98963,0.9952327,0.0056027
4,-7.2999144,-7.372609,"('disliked', 'liked')",-7.2999144,-7.3726091,-0.0726947
5,-0.8054308,-0.6754309,"('distant', 'outgoing')",-0.8054308,-0.6754309,0.1299999
6,-0.7179734,-0.5769876,"('distant', 'open')",-0.7179734,-0.5769876,0.1409858
7,1.3501787,1.2264853,"('insensitive', 'sensitive')",1.3501787,1.2264853,-0.1236934
8,0.9268477,0.9067098,"('unaffectionate', 'affectionate')",0.9268477,0.9067098,-0.0201379
9,1.9982878,2.0499663,"('unaffectionate', 'caring')",1.9982878,2.0499663,0.0516785
10,1.5007607,1.3846956,"('unsympathetic', 'sympathetic')",1.5007607,1.3846956,-0.1160651
11,2.8736646,2.8486757,"('unhelpful', 'helpful')",2.8736646,2.8486757,-0.0249889
12,-0.9714242,-1.0270964,"('unsupportive', 'supportive')",-0.9714242,-1.0270964,-0.0556722
13,0.63984203,0.4947497,"('impolite', 'polite')",0.639842,0.4947497,-0.1450923
14,0.5200365,0.33386883,"('antisocial', 'social')",0.5200365,0.3338688,-0.1861677
15,0.43034935,0.3369242,"('boring', 'funny')",0.4303493,0.3369242,-0.0934251
16,-0.40472585,-0.4069241,"('unpopular', 'popular')",-0.4047258,-0.4069241,-0.0021983
17,-0.04190281,-0.059635673,"('nasty', 'nice')",-0.0419028,-0.0596357,-0.0177329
18,-0.56841135,-0.67195463,"('disagreeable', 'welcoming')",-0.5684114,-0.6719546,-0.1035432
19,-0.6389321,-0.5740734,"('inhospitable', 'hospitable')",-0.6389321,-0.5740734,0.0648587
20,1.1251565,0.9974105,"('rough', 'thoughtful')",1.1251565,0.9974105,-0.127746
21,0.50318205,0.48834723,"('immoral', 'moral')",0.5031821,0.4883472,-0.0148349
22,0.0034581143,-0.040694818,"('untrustworthy', 'trustworthy')",0.0034581,-0.0406948,-0.0441529
23,7.3383837,7.2299547,"('insincere', 'sincere')",7.3383837,7.2299547,-0.108429
24,1.683463,1.6254896,"('dishonest', 'honest')",1.683463,1.6254896,-0.0579734
25,0.56748354,0.52474743,"('egoistic', 'altruistic')",0.5674835,0.5247474,-0.0427361
26,0.76805806,0.59285843,"('hardhearted', 'benevolent')",0.7680581,0.5928584,-0.1751997
27,1.3163555,1.0881505,"('hardhearted', 'softhearted')",1.3163555,1.0881505,-0.228205
28,1.1670914,1.1032064,"('disloyal', 'loyal')",1.1670914,1.1032064,-0.063885
29,-0.7294841,-0.7676425,"('unfair', 'fair')",-0.7294841,-0.7676425,-0.0381584
30,1.3958828,1.2651403,"('intolerant', 'tolerant')",1.3958828,1.2651403,-0.1307425
31,-2.239273,-2.1613786,"('evil', 'good')",-2.2392731,-2.1613786,0.0778945
32,1.7067788,1.5612186,"('unkind', 'kind')",1.7067788,1.5612186,-0.1455602
33,-0.5762128,-0.5565702,"('wrong', 'right')",-0.5762128,-0.5565702,0.0196426
34,5.3750634,5.489444,"('mean', 'honorable')",5.3750634,5.4894438,0.1143804
35,-1.6711038,-1.7472209,"('corrupt', 'incorrupt')",-1.6711038,-1.7472209,-0.0761171
36,-1.2575264,-1.2928171,"('hostile', 'amicable')",-1.2575264,-1.2928171,-0.0352907
37,0.4243641,0.37940907,"('fake', 'genuine')",0.4243641,0.3794091,-0.044955
38,0.33212763,0.31342041,"('untruthful', 'truthful')",0.3321276,0.3134204,-0.0187072
39,0.13734965,0.07781548,"('exploitative', 'cooperative')",0.1373497,0.0778155,-0.0595342
40,-1.7266358,-1.8941965,"('stingy', 'generous')",-1.7266358,-1.8941965,-0.1675607
41,0.3837069,0.27075082,"('unforgiving', 'forgiving')",0.3837069,0.2707508,-0.1129561
42,-2.3828547,-2.3577435,"('unreliable', 'reliable')",-2.3828547,-2.3577435,0.0251112
43,1.8443639,1.7667798,"('irresponsible', 'responsible')",1.8443639,1.7667798,-0.0775841
44,-1.5484494,-1.5184374,"('prejudiced', 'unprejudiced')",-1.5484494,-1.5184374,0.030012
45,0.6339108,0.5145025,"('incompetent', 'competent')",0.6339108,0.5145025,-0.1194083
46,-0.100486666,-0.17157844,"('uncompetitive', 'competitive')",-0.1004867,-0.1715784,-0.0710917
47,5.5687814,5.7217126,"('stupid', 'smart')",5.5687814,5.7217126,0.1529312
48,1.3855919,1.2230629,"('unintelligent', 'intelligent')",1.3855919,1.2230629,-0.162529
49,0.28359738,0.35891664,"('unable', 'able')",0.2835974,0.3589166,0.0753192
50,-0.2114487,-0.1785057,"('clumsy', 'skillful')",-0.2114487,-0.1785057,0.032943
51,0.77053225,0.6243124,"('uneducated', 'educated')",0.7705323,0.6243124,-0.1462199
52,-1.065559,-1.1014571,"('irrational', 'rational')",-1.065559,-1.1014571,-0.0358981
53,0.22242242,0.21318105,"('uncreative', 'creative')",0.2224224,0.213181,-0.0092414
54,0.6556786,0.82127887,"('incapable', 'capable')",0.6556786,0.8212789,0.1656003
