,buck_male,buck_female,tuple,average_male,average_female,female-male
0,0.121460445,0.050241455,"('unsociable', 'sociable')",0.1214604,0.0502415,-0.0712189
1,0.89001375,0.8611401,"('unfriendly', 'friendly')",0.8900138,0.8611401,-0.0288737
2,0.35797864,0.5179468,"('unlikable', 'likable')",0.3579786,0.5179468,0.1599682
3,0.894392,0.9330626,"('repellent', 'pleasant')",0.894392,0.9330626,0.0386706
4,-6.8320017,-6.978523,"('disliked', 'liked')",-6.8320017,-6.9785228,-0.1465211
5,-0.53494817,-0.47357988,"('distant', 'outgoing')",-0.5349482,-0.4735799,0.0613683
6,-0.045846544,-0.05345878,"('distant', 'open')",-0.0458465,-0.0534588,-0.0076123
7,1.0639766,1.0624511,"('insensitive', 'sensitive')",1.0639766,1.0624511,-0.0015255
8,0.53466535,0.5071408,"('unaffectionate', 'affectionate')",0.5346653,0.5071408,-0.0275245
9,1.0931882,1.1535938,"('unaffectionate', 'caring')",1.0931882,1.1535938,0.0604056
10,1.2987247,1.293774,"('unsympathetic', 'sympathetic')",1.2987247,1.293774,-0.0049507
11,1.3446032,1.3927734,"('unhelpful', 'helpful')",1.3446032,1.3927734,0.0481702
12,-1.6909511,-1.6939982,"('unsupportive', 'supportive')",-1.6909511,-1.6939982,-0.0030471
13,0.13580522,0.16046748,"('impolite', 'polite')",0.1358052,0.1604675,0.0246623
14,0.12617637,0.025817474,"('antisocial', 'social')",0.1261764,0.0258175,-0.1003589
15,0.13615894,0.07206632,"('boring', 'funny')",0.1361589,0.0720663,-0.0640926
16,-0.26150623,-0.23279259,"('unpopular', 'popular')",-0.2615062,-0.2327926,0.0287136
17,0.01879637,0.035386115,"('nasty', 'nice')",0.0187964,0.0353861,0.0165897
18,-0.3151255,-0.30818945,"('disagreeable', 'welcoming')",-0.3151255,-0.3081895,0.006936
19,-0.8076277,-0.76220554,"('inhospitable', 'hospitable')",-0.8076277,-0.7622055,0.0454222
20,0.9386067,0.8441257,"('rough', 'thoughtful')",0.9386067,0.8441257,-0.094481
21,0.03935752,0.19916683,"('immoral', 'moral')",0.0393575,0.1991668,0.1598093
22,0.11929687,0.049173437,"('untrustworthy', 'trustworthy')",0.1192969,0.0491734,-0.0701235
23,5.5505915,5.633494,"('insincere', 'sincere')",5.5505915,5.6334939,0.0829024
24,1.5164644,1.4641244,"('dishonest', 'honest')",1.5164644,1.4641244,-0.05234
25,0.49340856,0.5249321,"('egoistic', 'altruistic')",0.4934086,0.5249321,0.0315235
26,0.53556585,0.3592205,"('hardhearted', 'benevolent')",0.5355659,0.3592205,-0.1763454
