,pavilion_male,pavilion_female,tuple,average_male,average_female,female-male
0,0.5026879,0.38053417,"('unsociable', 'sociable')",0.5026879,0.3805342,-0.1221537
1,0.65249264,0.5731284,"('unfriendly', 'friendly')",0.6524926,0.5731284,-0.0793642
2,-0.0056084637,0.02321105,"('unlikable', 'likable')",-0.0056085,0.0232111,0.0288196
3,0.7523279,0.9043515,"('repellent', 'pleasant')",0.7523279,0.9043515,0.1520236
4,-7.1772103,-7.4390574,"('disliked', 'liked')",-7.1772103,-7.4390574,-0.2618471
5,-0.905289,-0.9918941,"('distant', 'outgoing')",-0.905289,-0.9918941,-0.0866051
6,-0.2731535,-0.41221237,"('distant', 'open')",-0.2731535,-0.4122124,-0.1390589
7,1.5629634,1.6119862,"('insensitive', 'sensitive')",1.5629634,1.6119862,0.0490228
8,1.028048,1.0152521,"('unaffectionate', 'affectionate')",1.028048,1.0152521,-0.0127959
9,1.3424813,1.3344717,"('unaffectionate', 'caring')",1.3424813,1.3344717,-0.0080096
10,0.8934618,1.031641,"('unsympathetic', 'sympathetic')",0.8934618,1.031641,0.1381792
11,1.550467,1.7120241,"('unhelpful', 'helpful')",1.550467,1.7120241,0.1615571
12,-1.272184,-1.2676212,"('unsupportive', 'supportive')",-1.272184,-1.2676212,0.0045628
13,-0.273443,-0.04897061,"('impolite', 'polite')",-0.273443,-0.0489706,0.2244724
14,0.43239385,0.5204705,"('antisocial', 'social')",0.4323938,0.5204705,0.0880767
15,0.5325577,0.47368535,"('boring', 'funny')",0.5325577,0.4736854,-0.0588723
16,-0.79558945,-0.84981626,"('unpopular', 'popular')",-0.7955894,-0.8498163,-0.0542269
17,-0.33874604,-0.30315733,"('nasty', 'nice')",-0.338746,-0.3031573,0.0355887
18,-0.6343533,-0.60003644,"('disagreeable', 'welcoming')",-0.6343533,-0.6000364,0.0343169
19,-0.5432959,-0.6030798,"('inhospitable', 'hospitable')",-0.5432959,-0.6030798,-0.0597839
20,0.4028402,0.31434777,"('rough', 'thoughtful')",0.4028402,0.3143478,-0.0884924
