,netflix_male,netflix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.2413647,1.0738575,"('unsociable', 'sociable')",-0.33861482,-0.5152446,0.4513749,0.2793065,-0.1720684
1,0.96900445,0.83498603,"('unfriendly', 'friendly')",1.656328,1.4469395,1.3126662,1.1409627,-0.1717035
2,-0.06446543,-0.11730921,"('unlikable', 'likable')",0.47871473,0.5232214,0.2071247,0.2029561,-0.0041686
3,0.15918031,0.23294029,"('repellent', 'pleasant')",0.049667235,0.129901,0.1044238,0.1814207,0.0769969
4,-1.3055624,-1.411129,"('disliked', 'liked')",-6.409985,-6.3937964,-3.8577738,-3.9024627,-0.0446889
5,-0.10342747,-0.20025674,"('distant', 'outgoing')",-0.36641154,-0.41395745,-0.2349195,-0.3071071,-0.0721876
6,-0.26466942,-0.3343722,"('distant', 'open')",0.09628224,0.0078106616,-0.0841936,-0.1632808,-0.0790872
7,0.86998487,0.9480689,"('insensitive', 'sensitive')",0.38651532,0.42313474,0.6282501,0.6856018,0.0573517
8,-0.34979352,-0.42227945,"('unaffectionate', 'affectionate')",0.3753378,0.24922071,0.0127721,-0.0865294,-0.0993015
9,1.3879668,1.3504171,"('unaffectionate', 'caring')",0.79008967,0.70802605,1.0890282,1.0292215,-0.0598067
10,0.7572072,0.7696909,"('unsympathetic', 'sympathetic')",-0.52851486,-0.5679084,0.1143462,0.1008912,-0.013455
11,0.38398197,0.45609483,"('unhelpful', 'helpful')",1.8592883,1.8443791,1.1216352,1.150237,0.0286018
12,1.2511514,1.3105266,"('unsupportive', 'supportive')",-1.9595938,-1.9373578,-0.3542212,-0.3134156,0.0408056
13,0.7333788,0.6723045,"('impolite', 'polite')",-0.4960922,-0.437774,0.1186433,0.1172653,-0.001378
14,0.8840986,0.8021069,"('antisocial', 'social')",-0.5099725,-0.52498406,0.187063,0.1385614,-0.0485016
15,0.9038334,0.83626527,"('boring', 'funny')",0.64884347,0.5786251,0.7763385,0.7074451,-0.0688934
16,-0.4199512,-0.45856962,"('unpopular', 'popular')",0.5329408,0.5813402,0.0564948,0.0613853,0.0048905
17,-0.81396294,-0.7914391,"('nasty', 'nice')",-0.4408519,-0.39480594,-0.6274074,-0.5931225,0.0342849
18,-0.31975448,-0.45409733,"('disagreeable', 'welcoming')",-0.35788482,-0.39941725,-0.3388197,-0.4267573,-0.0879376
19,-0.78213334,-0.7742999,"('inhospitable', 'hospitable')",-0.051104356,-0.048760533,-0.4166189,-0.4115302,0.0050887
20,0.1491114,0.182247,"('rough', 'thoughtful')",1.1117942,1.0908821,0.6304528,0.6365646,0.0061118
21,1.3722249,1.3848968,"('immoral', 'moral')",-0.7691636,-0.7617884,0.3015307,0.3115542,0.0100235
22,0.2116823,0.16239953,"('untrustworthy', 'trustworthy')",-1.1546992,-1.2140348,-0.4715084,-0.5258176,-0.0543092
23,1.7062395,1.7000813,"('insincere', 'sincere')",5.6961365,5.5820622,3.7011881,3.6410718,-0.0601163
24,0.9305028,0.9117275,"('dishonest', 'honest')",0.7242796,0.69356525,0.8273911,0.8026464,-0.0247447
25,0.16404265,0.050699726,"('egoistic', 'altruistic')",1.7177787,1.6309563,0.9409107,0.840828,-0.1000827
26,0.76324886,0.6005926,"('hardhearted', 'benevolent')",1.7651639,1.6952167,1.2642064,1.1479046,-0.1163018
27,0.87359774,0.89166933,"('hardhearted', 'softhearted')",1.2713361,1.1373808,1.0724669,1.0145251,-0.0579418
28,0.29947823,0.19253713,"('disloyal', 'loyal')",0.8132013,0.7009918,0.5563397,0.4467645,-0.1095752
29,-0.73459375,-0.74067706,"('unfair', 'fair')",-0.6665283,-0.838515,-0.700561,-0.789596,-0.089035
30,1.5493866,1.5186011,"('intolerant', 'tolerant')",1.6898348,1.6444883,1.6196108,1.5815446,-0.0380662
31,-1.7899371,-1.805414,"('evil', 'good')",-1.242687,-1.3461119,-1.5163121,-1.575763,-0.0594509
32,1.421179,1.3673145,"('unkind', 'kind')",0.9291953,0.82493824,1.1751871,1.0961263,-0.0790608
33,-0.022051811,-0.092261374,"('wrong', 'right')",-0.6933473,-0.7078797,-0.3576995,-0.4000705,-0.042371
34,0.21274343,0.3006336,"('mean', 'honorable')",5.971238,6.07375,3.0919907,3.1871917,0.095201
35,-1.212051,-1.2834572,"('corrupt', 'incorrupt')",0.23098366,0.1349735,-0.4905337,-0.5742418,-0.0837081
36,-1.4060909,-1.5444584,"('hostile', 'amicable')",0.1989706,0.057132635,-0.6035601,-0.7436629,-0.1401028
37,-0.42117333,-0.37691885,"('fake', 'genuine')",0.015658166,0.042233996,-0.2027576,-0.1673424,0.0354152
38,0.24364649,0.3109166,"('untruthful', 'truthful')",0.0980479,0.14600337,0.1708472,0.22846,0.0576128
39,1.667581,1.6522712,"('exploitative', 'cooperative')",0.20462915,0.1870486,0.9361051,0.9196599,-0.0164452
40,0.31044504,0.29544768,"('stingy', 'generous')",-1.9041302,-1.8413305,-0.7968426,-0.7729414,0.0239012
41,0.61049455,0.48523483,"('unforgiving', 'forgiving')",-0.30228758,-0.34405574,0.1541035,0.0705895,-0.083514
42,0.22194937,0.26870683,"('unreliable', 'reliable')",-2.9305704,-2.8295584,-1.3543105,-1.2804258,0.0738847
43,1.2601913,1.3641849,"('irresponsible', 'responsible')",0.56501234,0.52515775,0.9126018,0.9446713,0.0320695
44,-1.319455,-1.2884502,"('prejudiced', 'unprejudiced')",-1.0860959,-1.0955756,-1.2027755,-1.1920129,0.0107626
45,-0.07326217,-0.06978324,"('incompetent', 'competent')",-0.5991845,-0.6354544,-0.3362233,-0.3526188,-0.0163955
