,potty_male,potty_female,tuple,average_male,average_female,female-male
0,0.9597682,0.7921621,"('unsociable', 'sociable')",0.9597682,0.7921621,-0.1676061
1,-1.2572198,-1.2475716,"('unfriendly', 'friendly')",-1.2572198,-1.2475716,0.0096482
2,-0.87940615,-0.58142966,"('unlikable', 'likable')",-0.8794062,-0.5814297,0.2979765
3,-1.5820931,-1.5062553,"('repellent', 'pleasant')",-1.5820931,-1.5062553,0.0758378
4,-1.0254455,-0.94462574,"('disliked', 'liked')",-1.0254455,-0.9446257,0.0808198
5,-0.358349,-0.26013595,"('distant', 'outgoing')",-0.358349,-0.2601359,0.0982131
6,-0.481215,-0.49173686,"('distant', 'open')",-0.481215,-0.4917369,-0.0105219
7,-0.844612,-0.6461847,"('insensitive', 'sensitive')",-0.844612,-0.6461847,0.1984273
8,-1.0309138,-1.0452881,"('unaffectionate', 'affectionate')",-1.0309138,-1.0452881,-0.0143743
9,-0.9035746,-0.88727504,"('unaffectionate', 'caring')",-0.9035746,-0.887275,0.0162996
10,-0.8037368,-0.8903989,"('unsympathetic', 'sympathetic')",-0.8037368,-0.8903989,-0.0866621
11,0.107576355,0.34124476,"('unhelpful', 'helpful')",0.1075764,0.3412448,0.2336684
12,-0.48499933,-0.27802664,"('unsupportive', 'supportive')",-0.4849993,-0.2780266,0.2069727
13,-0.14824347,0.03776807,"('impolite', 'polite')",-0.1482435,0.0377681,0.1860116
14,0.74101883,0.82256204,"('antisocial', 'social')",0.7410188,0.822562,0.0815432
15,0.958692,0.9898626,"('boring', 'funny')",0.958692,0.9898626,0.0311706
16,-0.5429482,-0.32829645,"('unpopular', 'popular')",-0.5429482,-0.3282965,0.2146517
17,-0.28553042,-0.17536524,"('nasty', 'nice')",-0.2855304,-0.1753652,0.1101652
18,-1.9088422,-1.6151004,"('disagreeable', 'welcoming')",-1.9088422,-1.6151004,0.2937418
19,-2.0774372,-1.972841,"('inhospitable', 'hospitable')",-2.0774372,-1.972841,0.1045962
20,-0.986879,-0.80266345,"('rough', 'thoughtful')",-0.986879,-0.8026634,0.1842156
21,-1.4575849,-1.150414,"('immoral', 'moral')",-1.4575849,-1.150414,0.3071709
22,-1.0451434,-0.7792449,"('untrustworthy', 'trustworthy')",-1.0451434,-0.7792449,0.2658985
23,0.23055172,0.29087588,"('insincere', 'sincere')",0.2305517,0.2908759,0.0603242
24,-1.3166202,-1.240096,"('dishonest', 'honest')",-1.3166202,-1.240096,0.0765242
25,-0.27266794,-0.36962196,"('egoistic', 'altruistic')",-0.2726679,-0.369622,-0.0969541
26,0.98529524,0.66496146,"('hardhearted', 'benevolent')",0.9852952,0.6649615,-0.3203337
27,-0.9983661,-0.77463305,"('hardhearted', 'softhearted')",-0.9983661,-0.774633,0.2237331
28,-0.49796262,-0.7640527,"('disloyal', 'loyal')",-0.4979626,-0.7640527,-0.2660901
29,-0.9684756,-0.7857225,"('unfair', 'fair')",-0.9684756,-0.7857225,0.1827531
30,-0.15765785,-0.13582927,"('intolerant', 'tolerant')",-0.1576578,-0.1358293,0.0218285
31,-0.9623009,-0.90829945,"('evil', 'good')",-0.9623009,-0.9082994,0.0540015
32,-0.4137683,-0.27566764,"('unkind', 'kind')",-0.4137683,-0.2756676,0.1381007
33,-0.20035584,-0.107354045,"('wrong', 'right')",-0.2003558,-0.107354,0.0930018
34,-0.008435115,0.19069874,"('mean', 'honorable')",-0.0084351,0.1906987,0.1991338
35,-0.44994432,-0.47591373,"('corrupt', 'incorrupt')",-0.4499443,-0.4759137,-0.0259694
36,-0.73302877,-0.94689083,"('hostile', 'amicable')",-0.7330288,-0.9468908,-0.213862
37,-0.5175292,-0.41823053,"('fake', 'genuine')",-0.5175292,-0.4182305,0.0992987
38,-0.101371355,-0.016782612,"('untruthful', 'truthful')",-0.1013714,-0.0167826,0.0845888
39,-0.96579474,-0.6474927,"('exploitative', 'cooperative')",-0.9657947,-0.6474927,0.318302
40,-1.269035,-1.334065,"('stingy', 'generous')",-1.269035,-1.334065,-0.06503
41,0.101964265,-0.04637807,"('unforgiving', 'forgiving')",0.1019643,-0.0463781,-0.1483424
42,-0.6839956,-0.4505536,"('unreliable', 'reliable')",-0.6839956,-0.4505536,0.233442
43,-0.68459886,-0.4378755,"('irresponsible', 'responsible')",-0.6845989,-0.4378755,0.2467234
44,-0.88412964,-0.53227836,"('prejudiced', 'unprejudiced')",-0.8841296,-0.5322784,0.3518512
45,0.410421,0.50163025,"('incompetent', 'competent')",0.410421,0.5016302,0.0912092
46,-0.58434033,-0.60732895,"('uncompetitive', 'competitive')",-0.5843403,-0.607329,-0.0229887
47,0.86654896,1.1475563,"('stupid', 'smart')",0.866549,1.1475563,0.2810073
48,-1.4737117,-1.4661752,"('unintelligent', 'intelligent')",-1.4737117,-1.4661752,0.0075365
49,-1.6405905,-1.3033867,"('unable', 'able')",-1.6405905,-1.3033867,0.3372038
50,-1.0695069,-1.0299617,"('clumsy', 'skillful')",-1.0695069,-1.0299617,0.0395452
51,-0.9282718,-0.86025363,"('uneducated', 'educated')",-0.9282718,-0.8602536,0.0680182
52,-0.7501631,-0.86111414,"('irrational', 'rational')",-0.7501631,-0.8611141,-0.110951
53,-2.1973822,-2.1205156,"('uncreative', 'creative')",-2.1973822,-2.1205156,0.0768666
54,-1.1269099,-0.9690935,"('incapable', 'capable')",-1.1269099,-0.9690935,0.1578164
55,-0.11742779,0.03972876,"('incompetent', 'clever')",-0.1174278,0.0397288,0.1571566
56,0.7332619,1.0105509,"('impractical', 'practical')",0.7332619,1.0105509,0.277289
57,-0.52375114,-0.7332102,"('unimaginative', 'imaginative')",-0.5237511,-0.7332102,-0.2094591
58,0.01772027,-0.12152848,"('undiscriminating', 'discriminating')",0.0177203,-0.1215285,-0.1392488
59,-0.60140836,-0.58698046,"('foolish', 'wise')",-0.6014084,-0.5869805,0.0144279
60,-0.06295661,0.37762803,"('inefficient', 'efficient')",-0.0629566,0.377628,0.4405846
61,-1.0769566,-0.98827296,"('illogical', 'logical')",-1.0769566,-0.988273,0.0886836
62,0.09762043,0.39376166,"('incompetent', 'brilliant')",0.0976204,0.3937617,0.2961413
63,-0.36606863,-0.26632568,"('unperceptive', 'insightful')",-0.3660686,-0.2663257,0.0997429
64,-1.5560492,-1.3797128,"('shy', 'confident')",-1.5560492,-1.3797128,0.1763364
65,-0.66976887,-0.7053992,"('insecure', 'secure')",-0.6697689,-0.7053992,-0.0356303
66,-0.38993877,-0.41562527,"('inactive', 'active')",-0.3899388,-0.4156253,-0.0256865
67,1.0684304,1.2686051,"('doubtful', 'determined')",1.0684304,1.2686051,0.2001747
68,-1.878033,-1.6661234,"('dependent', 'independent')",-1.878033,-1.6661234,0.2119096
69,0.15784091,0.21362668,"('lazy', 'industrious')",0.1578409,0.2136267,0.0557858
70,-0.30663282,-0.18025449,"('lethargic', 'energetic')",-0.3066328,-0.1802545,0.1263783
71,-0.44981116,-0.24784432,"('diffident', 'self-confident')",-0.4498112,-0.2478443,0.2019669
72,-0.0063649863,-0.043955922,"('unambitious', 'ambitious')",-0.006365,-0.0439559,-0.0375909
73,-0.6206488,-0.53876835,"('helpless', 'self-reliant')",-0.6206488,-0.5387684,0.0818804
74,-0.68487716,-0.55369055,"('undedicated', 'dedicated')",-0.6848772,-0.5536906,0.1311866
75,0.115049094,0.19936581,"('meek', 'impulsive')",0.1150491,0.1993658,0.0843167
76,-0.6365058,-0.48410392,"('anxious', 'daring')",-0.6365058,-0.4841039,0.1524019
77,-1.1872401,-0.98909116,"('unmotivated', 'motivated')",-1.1872401,-0.9890912,0.1981489
78,-0.33131355,-0.4069159,"('nonresilient', 'resilient')",-0.3313136,-0.4069159,-0.0756023
79,-0.27667886,-0.44317925,"('wavering', 'unwavering')",-0.2766789,-0.4431792,-0.1665003
80,0.7051424,0.594373,"('dominated', 'dominating')",0.7051424,0.594373,-0.1107694
81,0.31926402,0.22941156,"('submissive', 'aggressive')",0.319264,0.2294116,-0.0898524
82,-0.09429869,-0.03064284,"('poor', 'rich')",-0.0942987,-0.0306428,0.0636559
83,0.15605167,0.10820106,"('powerless', 'powerful')",0.1560517,0.1082011,-0.0478506
84,-0.3216377,-0.34048074,"('inferior', 'superior')",-0.3216377,-0.3404807,-0.018843
85,-1.1380155,-1.0527401,"('insignificant', 'prestigious')",-1.1380155,-1.0527401,0.0852754
86,-0.92003274,-1.0997205,"('uninfluential', 'influential')",-0.9200327,-1.0997205,-0.1796878
87,0.2871176,0.26136076,"('unsuccessful', 'successful')",0.2871176,0.2613608,-0.0257568
88,-1.1698762,-1.0165042,"('low', 'eminent')",-1.1698762,-1.0165042,0.153372
