,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
0,-0.09530669,-0.23386945,"('unsociable', 'sociable')",-0.0953067,-0.2338694,-0.1385627
1,-0.71525186,-0.84460247,"('unfriendly', 'friendly')",-0.7152519,-0.8446025,-0.1293506
2,0.7484179,0.5906359,"('unlikable', 'likable')",0.7484179,0.5906359,-0.157782
3,-0.59450805,-0.40537944,"('repellent', 'pleasant')",-0.5945081,-0.4053794,0.1891287
4,-1.9178873,-1.9697198,"('disliked', 'liked')",-1.9178873,-1.9697198,-0.0518325
5,-0.76496214,-0.6232479,"('distant', 'outgoing')",-0.7649621,-0.6232479,0.1417142
6,-1.0415951,-0.91901565,"('distant', 'open')",-1.0415951,-0.9190156,0.1225795
7,-0.40382373,-0.32637098,"('insensitive', 'sensitive')",-0.4038237,-0.326371,0.0774527
8,-0.37334052,-0.52435845,"('unaffectionate', 'affectionate')",-0.3733405,-0.5243585,-0.151018
9,-0.5078746,-0.5359041,"('unaffectionate', 'caring')",-0.5078746,-0.5359041,-0.0280295
10,-0.83886755,-0.9430795,"('unsympathetic', 'sympathetic')",-0.8388675,-0.9430795,-0.104212
11,0.11666922,0.08376669,"('unhelpful', 'helpful')",0.1166692,0.0837667,-0.0329025
12,-0.8469251,-0.7480396,"('unsupportive', 'supportive')",-0.8469251,-0.7480396,0.0988855
13,-0.33732104,-0.58291173,"('impolite', 'polite')",-0.337321,-0.5829117,-0.2455907
14,0.307632,0.20332539,"('antisocial', 'social')",0.307632,0.2033254,-0.1043066
15,0.10644077,-0.17332673,"('boring', 'funny')",0.1064408,-0.1733267,-0.2797675
16,-0.03931723,0.004249105,"('unpopular', 'popular')",-0.0393172,0.0042491,0.0435663
17,-0.56324303,-0.5027467,"('nasty', 'nice')",-0.563243,-0.5027467,0.0604963
18,-0.39965117,-0.44070074,"('disagreeable', 'welcoming')",-0.3996512,-0.4407007,-0.0410495
19,-1.1912452,-1.1587335,"('inhospitable', 'hospitable')",-1.1912452,-1.1587335,0.0325117
20,0.5924939,0.55962217,"('rough', 'thoughtful')",0.5924939,0.5596222,-0.0328717
21,0.038100634,-0.11730264,"('immoral', 'moral')",0.0381006,-0.1173026,-0.1554032
22,-0.11410216,-0.2121583,"('untrustworthy', 'trustworthy')",-0.1141022,-0.2121583,-0.0980561
23,1.0680345,1.0829494,"('insincere', 'sincere')",1.0680345,1.0829494,0.0149149
24,-0.24392848,-0.38114926,"('dishonest', 'honest')",-0.2439285,-0.3811493,-0.1372208
25,0.0017417148,0.008016735,"('egoistic', 'altruistic')",0.0017417,0.0080167,0.006275
26,1.0003561,0.62578756,"('hardhearted', 'benevolent')",1.0003561,0.6257876,-0.3745685
27,0.6669387,0.69358474,"('hardhearted', 'softhearted')",0.6669387,0.6935847,0.026646
28,-0.3902232,-0.6280917,"('disloyal', 'loyal')",-0.3902232,-0.6280917,-0.2378685
29,-0.115427494,-0.1436517,"('unfair', 'fair')",-0.1154275,-0.1436517,-0.0282242
