,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.23913209,-0.25294316,"('unsociable', 'sociable')",-0.25041175,-0.37591285,-0.32226384,-0.4425221,-0.2706026,-0.357126,-0.0865234
1,1.0437912,0.8643594,"('unfriendly', 'friendly')",1.2508637,1.0111158,1.5734143,1.4457254,1.2893564,1.1070669,-0.1822895
2,1.106756,1.2849638,"('unlikable', 'likable')",0.48506278,0.47717655,0.3957832,0.46092302,0.662534,0.7410212,0.0784872
3,-0.4895057,-0.41787866,"('repellent', 'pleasant')",-0.4375716,-0.43348804,0.27374053,0.29331082,-0.2177789,-0.1860186,0.0317603
4,0.07729846,-0.056109212,"('disliked', 'liked')",-0.022779975,-0.25550455,-5.960528,-6.1222177,-1.9686697,-2.1446104,-0.1759407
5,-0.26716813,-0.33858407,"('distant', 'outgoing')",-0.5877901,-0.67038447,-0.45119494,-0.50995564,-0.4353844,-0.5063081,-0.0709237
6,0.07226893,-0.027824143,"('distant', 'open')",-0.06061201,-0.19254725,0.30503625,0.22427519,0.1055644,0.0013013,-0.1042631
7,0.6387245,0.6404069,"('insensitive', 'sensitive')",-0.17239505,-0.20340738,0.61385393,0.62125486,0.3600611,0.3527515,-0.0073096
8,0.07406488,0.022090502,"('unaffectionate', 'affectionate')",0.24630725,0.10496466,0.46043086,0.34840888,0.2602677,0.158488,-0.1017797
9,0.84830284,0.7842565,"('unaffectionate', 'caring')",0.47689843,0.37007177,0.89024144,0.8297686,0.7384809,0.6613657,-0.0771152
10,-0.13082089,-0.09715191,"('unsympathetic', 'sympathetic')",-0.92233574,-1.1068007,-0.27459186,-0.34552246,-0.4425828,-0.5164917,-0.0739089
11,-0.61183625,-0.5748751,"('unhelpful', 'helpful')",-0.5593576,-0.5189008,1.4117235,1.4824795,0.0801766,0.1295678,0.0493912
12,0.44667596,0.44817582,"('unsupportive', 'supportive')",-0.33605504,-0.45971432,-1.7727238,-1.8618644,-0.5540343,-0.6244677,-0.0704334
13,-0.048507784,-0.019068453,"('impolite', 'polite')",-0.63393474,-0.6495073,-0.4713754,-0.48672342,-0.384606,-0.3850997,-0.0004937
14,0.40039295,0.37558988,"('antisocial', 'social')",-0.39797318,-0.49670538,-0.6113495,-0.6319209,-0.2029766,-0.2510121,-0.0480355
15,0.16398865,0.06472385,"('boring', 'funny')",0.04559899,0.041901,0.13246755,0.116325006,0.1140184,0.0743166,-0.0397018
16,-0.8509715,-0.93412715,"('unpopular', 'popular')",0.34531736,0.31266195,0.6804704,0.6297904,0.0582721,0.0027751,-0.055497
17,-0.4406253,-0.41500297,"('nasty', 'nice')",-0.54879296,-0.5264922,-0.3550014,-0.30481917,-0.4481399,-0.4154381,0.0327018
18,0.43357533,0.44345152,"('disagreeable', 'welcoming')",-0.46792936,-0.5856827,-0.59489304,-0.67715424,-0.209749,-0.2731285,-0.0633795
19,-0.15615223,-0.11635698,"('inhospitable', 'hospitable')",-0.6733704,-0.72380286,-0.32989305,-0.26169905,-0.3864719,-0.3672863,0.0191856
20,0.76372546,0.85842305,"('rough', 'thoughtful')",1.3524388,1.4053814,1.4466863,1.4235427,1.1876168,1.2291157,0.0414989
21,0.23160757,0.25684243,"('immoral', 'moral')",-0.6175569,-0.7699874,-0.95304185,-0.940058,-0.4463304,-0.484401,-0.0380706
22,0.111120135,0.08464716,"('untrustworthy', 'trustworthy')",-1.716732,-1.9342375,-1.1076179,-1.2245018,-0.9044099,-1.0246974,-0.1202875
23,-0.20618843,-0.22988743,"('insincere', 'sincere')",-0.084889494,-0.16092855,5.286775,5.280742,1.6652323,1.6299753,-0.035257
24,1.1881951,1.2261424,"('dishonest', 'honest')",-0.8650435,-0.9646415,0.56097203,0.4951331,0.2947079,0.2522113,-0.0424966
25,1.2400163,1.2363145,"('egoistic', 'altruistic')",1.4644437,1.5098081,1.3934278,1.3892274,1.3659627,1.3784501,0.0124874
26,1.0737438,0.9200931,"('hardhearted', 'benevolent')",1.773745,1.6619204,1.6593436,1.5888299,1.5022775,1.3902812,-0.1119963
27,0.059520066,0.1319642,"('hardhearted', 'softhearted')",0.29751042,0.3554658,1.6589472,1.5261555,0.6719925,0.6711952,-0.0007973
28,1.2244837,1.0656186,"('disloyal', 'loyal')",-0.052411664,-0.20595565,0.8097355,0.7528837,0.6606025,0.5375156,-0.1230869
29,0.13984595,0.06306139,"('unfair', 'fair')",-0.20505062,-0.265717,-0.23662321,-0.3579625,-0.1006093,-0.1868727,-0.0862634
30,0.004876584,0.011153638,"('intolerant', 'tolerant')",0.33623785,0.22166137,0.8113702,0.7273928,0.3841616,0.3200693,-0.0640923
31,-0.3620951,-0.3634218,"('evil', 'good')",0.37298942,0.29822135,-1.0083609,-1.0613909,-0.3324889,-0.3755304,-0.0430415
32,1.0914396,1.0716248,"('unkind', 'kind')",0.023445107,-0.065271735,0.7237813,0.5835923,0.6128887,0.5299818,-0.0829069
33,0.9666723,0.81807745,"('wrong', 'right')",0.9858776,0.8836499,-0.44166043,-0.5392428,0.5036298,0.3874949,-0.1161349
34,-0.34660837,-0.1744516,"('mean', 'honorable')",0.24757728,0.3610592,5.4444876,5.6243534,1.7818189,1.9369869,0.155168
35,-0.2948076,-0.38212425,"('corrupt', 'incorrupt')",0.7545168,0.7850827,-0.16739336,-0.2993015,0.0974386,0.0345523,-0.0628863
36,-0.036122277,-0.21418518,"('hostile', 'amicable')",1.0336719,0.8342885,0.09702202,-0.07190564,0.3648572,0.1827325,-0.1821247
37,0.22730964,0.34152478,"('fake', 'genuine')",-0.2220809,-0.27781206,0.17999724,0.17423934,0.061742,0.0793174,0.0175754
38,-0.23978068,-0.25118178,"('untruthful', 'truthful')",-0.056949995,-0.11255497,-0.22139403,-0.20170264,-0.1727082,-0.1884798,-0.0157716
39,1.4113423,1.5251532,"('exploitative', 'cooperative')",0.52307755,0.6882551,0.21661448,0.26112038,0.7170115,0.8248429,0.1078314
40,1.8967919,1.8070239,"('stingy', 'generous')",0.93455464,0.76036483,-1.1645774,-1.3628343,0.5555897,0.4015181,-0.1540716
41,0.28248695,0.24096261,"('unforgiving', 'forgiving')",0.0131870955,-0.218966,0.15157123,0.0024110954,0.1490817,0.0081359,-0.1409458
42,0.9934473,1.0940069,"('unreliable', 'reliable')",-1.6614631,-1.7624899,-2.7711022,-2.788285,-1.1463726,-1.152256,-0.0058834
43,-0.44021827,-0.27570835,"('irresponsible', 'responsible')",-0.95257396,-0.9142264,0.17983545,0.20734154,-0.4043189,-0.3275311,0.0767878
44,-0.68345696,-0.5350616,"('prejudiced', 'unprejudiced')",-1.3441497,-1.1757904,-1.3888057,-1.3173864,-1.1388041,-1.0094128,0.1293913
45,0.0017184503,-0.007605966,"('incompetent', 'competent')",-1.2987844,-1.595015,-0.14577362,-0.24439879,-0.4809465,-0.6156733,-0.1347268
46,0.028634574,0.106437564,"('uncompetitive', 'competitive')",-0.3009983,-0.34115878,-0.6602729,-0.7314368,-0.3108789,-0.3220527,-0.0111738
47,-0.5467699,-0.44999632,"('stupid', 'smart')",-0.403968,-0.37131706,5.156906,5.251105,1.4020561,1.4765972,0.0745411
48,0.49119362,0.48322237,"('unintelligent', 'intelligent')",0.87400967,0.80624974,0.6119863,0.63259506,0.6590632,0.6406891,-0.0183741
49,-0.86810875,-0.7492876,"('unable', 'able')",-0.113589615,-0.018004632,-0.31188548,-0.16730739,-0.4311946,-0.3115332,0.1196614
50,0.60652685,0.6433482,"('clumsy', 'skillful')",0.13646424,0.07051762,0.15759078,0.10538913,0.3001939,0.273085,-0.0271089
51,0.35069293,0.26090923,"('uneducated', 'educated')",-0.44633675,-0.58706194,0.38281107,0.34303877,0.0957224,0.0056287,-0.0900937
52,0.3931077,0.18602106,"('irrational', 'rational')",0.22294776,0.07460264,0.029929928,-0.14264807,0.2153285,0.0393252,-0.1760033
53,-0.061227918,-0.16164109,"('uncreative', 'creative')",0.48171604,0.33496732,0.5568491,0.4658647,0.3257791,0.2130636,-0.1127155
54,-0.17804253,-0.20076129,"('incapable', 'capable')",-0.30049208,-0.329113,0.9375664,1.0035962,0.1530106,0.1579073,0.0048967
55,0.5225253,0.59833443,"('incompetent', 'clever')",-0.50684905,-0.6090277,0.10959243,0.102193624,0.0417562,0.0305001,-0.0112561
56,-0.40282226,-0.3691992,"('impractical', 'practical')",0.1151108,0.002624195,-0.4297815,-0.3996885,-0.2391643,-0.2554212,-0.0162569
57,-0.117952526,-0.18444633,"('unimaginative', 'imaginative')",-0.5844094,-0.7681291,-2.3474774,-2.4681003,-1.0166132,-1.1402253,-0.1236121
58,0.5512443,0.51569015,"('undiscriminating', 'discriminating')",1.1263065,0.97643155,0.12541305,0.07479209,0.600988,0.5223046,-0.0786834
59,0.059443682,-0.051117454,"('foolish', 'wise')",-0.25327188,-0.2382835,0.29047963,0.25671214,0.0322171,-0.0108963,-0.0431134
60,0.2071927,0.36175784,"('inefficient', 'efficient')",-0.08837967,-0.05905278,-0.0944742,0.03545242,0.0081129,0.1127192,0.1046063
61,0.5444796,0.46120304,"('illogical', 'logical')",0.36395633,0.22752002,0.44844323,0.30005518,0.4522931,0.3295927,-0.1227004
62,-0.38225713,-0.2757475,"('incompetent', 'brilliant')",-0.75172085,-0.73692596,0.01801787,0.1429888,-0.3719867,-0.2898949,0.0820918
63,0.39835674,0.4063523,"('unperceptive', 'insightful')",-0.04593484,-0.14906074,0.7021637,0.7386538,0.3515285,0.3319818,-0.0195467
64,0.18488115,0.17115737,"('shy', 'confident')",-0.7476079,-0.8416767,-6.2645416,-6.339838,-2.2757562,-2.3367858,-0.0610296
65,0.21797442,0.29554212,"('insecure', 'secure')",-0.20712464,-0.18276218,-0.19275522,-0.15249574,-0.0606351,-0.0132386,0.0473965
66,0.40041026,0.41013727,"('inactive', 'active')",-0.09799972,-0.041037373,1.0732633,1.0601673,0.4585579,0.4764224,0.0178645
67,0.17124595,0.19468842,"('doubtful', 'determined')",-0.78925204,-0.73127085,-0.63591254,-0.576074,-0.4179729,-0.3708855,0.0470874
68,-0.14769003,-0.10273917,"('dependent', 'independent')",-0.87399435,-0.887725,-0.5833781,-0.5748645,-0.5350208,-0.5217762,0.0132446
69,0.43089473,0.4161341,"('lazy', 'industrious')",1.1530074,1.1782062,-0.48998937,-0.46097603,0.3646376,0.3777881,0.0131505
70,-0.15209752,-0.033480644,"('lethargic', 'energetic')",-1.7477145,-1.7817022,0.35733563,0.35701087,-0.5141588,-0.4860573,0.0281015
71,1.0597541,0.9902774,"('diffident', 'self-confident')",1.1212031,1.1260581,0.6981409,0.6939573,0.9596994,0.9367642,-0.0229352
72,0.5182024,0.55837244,"('unambitious', 'ambitious')",0.2674159,0.33660856,-0.8732389,-0.83797055,-0.0292069,0.0190035,0.0482104
73,0.7895813,0.8362649,"('helpless', 'self-reliant')",-0.12741871,-0.12680808,-3.188202,-3.2014139,-0.8420131,-0.8306524,0.0113607
74,1.4882475,1.5277305,"('undedicated', 'dedicated')",0.36931172,0.1711987,0.10430585,-0.0058656894,0.653955,0.5643545,-0.0896005
75,-0.4950744,-0.4457283,"('meek', 'impulsive')",-0.75083363,-0.71403533,-0.29738352,-0.23290129,-0.5144305,-0.4642216,0.0502089
76,0.184943,0.3380161,"('anxious', 'daring')",-0.5283175,-0.5008357,0.15612197,0.2590739,-0.0624175,0.0320848,0.0945023
77,-0.2809846,-0.3153557,"('unmotivated', 'motivated')",0.608533,0.5835568,-0.98416686,-0.86504054,-0.2188728,-0.1989465,0.0199263
78,0.22917531,0.23041521,"('nonresilient', 'resilient')",0.86071104,0.771401,0.3891594,0.46133152,0.4930152,0.4877159,-0.0052993
79,-0.042855468,-0.13152322,"('wavering', 'unwavering')",-0.5839801,-0.7431214,-0.2782835,-0.25083897,-0.3017064,-0.3751612,-0.0734548
80,0.3356103,0.4099579,"('dominated', 'dominating')",-0.86976504,-0.73225003,-0.9381058,-0.82907003,-0.4907535,-0.3837874,0.1069661
81,-0.53325117,-0.5684542,"('submissive', 'aggressive')",-1.0151,-1.0205526,-0.8701143,-0.7552041,-0.8061552,-0.7814037,0.0247515
82,-0.68387747,-0.6120455,"('poor', 'rich')",0.18234593,0.04930695,5.598259,5.671225,1.6989091,1.7028289,0.0039198
