,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7484549,-1.8332379,"('unsociable', 'sociable')",-0.3416764,-0.4358284,-1.0450656,-1.1345332,-0.0894676
1,-1.5189571,-1.5054128,"('unfriendly', 'friendly')",1.8775029,1.8117546,0.1792729,0.1531709,-0.026102
2,0.72867405,0.8058554,"('unlikable', 'likable')",0.8284191,0.9067375,0.7785466,0.8562964,0.0777498
3,-0.92153376,-0.8496965,"('repellent', 'pleasant')",-0.2519241,-0.23584989,-0.5867289,-0.5427732,0.0439557
4,0.814603,0.814811,"('disliked', 'liked')",-5.8204985,-5.887214,-2.5029478,-2.5362015,-0.0332537
5,-0.32367074,-0.21085154,"('distant', 'outgoing')",-0.06218826,-0.044766318,-0.1929295,-0.1278089,0.0651206
6,-0.5752255,-0.41771293,"('distant', 'open')",0.37924197,0.33965057,-0.0979917,-0.0390312,0.0589605
7,-1.0922343,-1.0507429,"('insensitive', 'sensitive')",0.28747362,0.31761009,-0.4023803,-0.3665664,0.0358139
8,-1.5732566,-1.5520287,"('unaffectionate', 'affectionate')",0.78299105,0.7152954,-0.3951328,-0.4183666,-0.0232338
9,-1.646566,-1.6109545,"('unaffectionate', 'caring')",0.9756068,0.96128273,-0.3354796,-0.3248359,0.0106437
10,-1.867125,-1.8465966,"('unsympathetic', 'sympathetic')",-0.7249525,-0.7454633,-1.2960387,-1.2960299,8.8e-06
11,-1.3236544,-1.3431345,"('unhelpful', 'helpful')",1.2019048,1.242971,-0.0608748,-0.0500818,0.010793
12,-0.75267977,-0.6092672,"('unsupportive', 'supportive')",-1.7483475,-1.6854101,-1.2505137,-1.1473386,0.1031751
13,-0.8003269,-0.8677464,"('impolite', 'polite')",-0.7665569,-0.76713514,-0.7834419,-0.8174407,-0.0339988
14,-0.063322425,-0.12325406,"('antisocial', 'social')",-0.54539263,-0.60139674,-0.3043575,-0.3623254,-0.0579679
15,0.009046374,-0.098040305,"('boring', 'funny')",0.65853727,0.63266623,0.3337918,0.267313,-0.0664788
16,0.16643545,0.21516487,"('unpopular', 'popular')",0.57266396,0.6065145,0.3695497,0.4108397,0.04129
17,0.31417558,0.37991017,"('nasty', 'nice')",-0.31916294,-0.27093595,-0.0024937,0.0544871,0.0569808
18,-0.45525122,-0.40112925,"('disagreeable', 'welcoming')",-0.3031997,-0.38553658,-0.3792255,-0.3933329,-0.0141074
19,-1.1173143,-0.99959135,"('inhospitable', 'hospitable')",0.05123558,0.12677293,-0.5330394,-0.4364092,0.0966302
20,0.5135539,0.50479233,"('rough', 'thoughtful')",1.2690128,1.1697367,0.8912834,0.8372645,-0.0540189
21,-0.68259376,-0.75714386,"('immoral', 'moral')",-0.49844214,-0.4671307,-0.5905179,-0.6121373,-0.0216194
22,-0.14349338,-0.16019021,"('untrustworthy', 'trustworthy')",-0.80930245,-0.95149744,-0.4763979,-0.5558438,-0.0794459
23,-1.6694325,-1.6848698,"('insincere', 'sincere')",5.0580754,4.9614925,1.6943214,1.6383114,-0.05601
24,-0.569723,-0.60300434,"('dishonest', 'honest')",0.6089715,0.5016084,0.0196242,-0.050698,-0.0703222
25,-0.15033786,-0.09937784,"('egoistic', 'altruistic')",1.6396042,1.65367,0.7446332,0.777146,0.0325128
