,conduent_male,conduent_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.4659107,-0.515771,"('unsociable', 'sociable')",-0.41189975,-0.4641101,-0.4389052,-0.4899405,-0.0510353
1,-1.813019,-1.7537346,"('unfriendly', 'friendly')",2.2777472,2.2012246,0.2323641,0.223745,-0.0086191
2,0.1875651,0.27992398,"('unlikable', 'likable')",0.5383092,0.60938245,0.3629372,0.4446532,0.081716
3,-0.8492361,-0.7553669,"('repellent', 'pleasant')",-0.15324688,-0.07825714,-0.5012414,-0.416812,0.0844294
4,-0.32305625,-0.30080533,"('disliked', 'liked')",-5.9772453,-6.035758,-3.1501508,-3.1682816,-0.0181308
5,-1.1946851,-1.1119093,"('distant', 'outgoing')",0.24829888,0.19346568,-0.4731931,-0.4592218,0.0139713
6,-1.5308156,-1.4399884,"('distant', 'open')",0.59573334,0.50218856,-0.4675411,-0.4688999,-0.0013588
7,-0.4344399,-0.37259242,"('insensitive', 'sensitive')",0.27080953,0.36715966,-0.0818152,-0.0027164,0.0790988
8,-1.3883026,-1.3632023,"('unaffectionate', 'affectionate')",1.0166438,0.94559795,-0.1858294,-0.2088022,-0.0229728
9,-1.6389699,-1.5867574,"('unaffectionate', 'caring')",1.0805581,1.0854689,-0.2792059,-0.2506443,0.0285616
10,-0.59137297,-0.51253074,"('unsympathetic', 'sympathetic')",-0.953015,-0.87661254,-0.772194,-0.6945716,0.0776224
11,-0.110200495,-0.057115622,"('unhelpful', 'helpful')",1.2862561,1.397675,0.5880278,0.6702797,0.0822519
12,-0.06504575,0.110800184,"('unsupportive', 'supportive')",-1.8833733,-1.8139666,-0.9742095,-0.8515832,0.1226263
13,-0.074621186,-0.10017728,"('impolite', 'polite')",-0.9354214,-0.8971277,-0.5050213,-0.4986525,0.0063688
14,0.26464432,0.25748393,"('antisocial', 'social')",-0.7173721,-0.6899953,-0.2263639,-0.2162557,0.0101082
15,-0.202955,-0.23499823,"('boring', 'funny')",0.65076894,0.6302061,0.223907,0.1976039,-0.0263031
16,-0.6829947,-0.6379811,"('unpopular', 'popular')",0.66600186,0.65465546,-0.0084964,0.0083372,0.0168336
17,-0.40345997,-0.3052482,"('nasty', 'nice')",-0.2755617,-0.22242683,-0.3395108,-0.2638375,0.0756733
18,-0.49391362,-0.48430616,"('disagreeable', 'welcoming')",-0.044432145,-0.13004942,-0.2691729,-0.3071778,-0.0380049
19,-1.2033063,-1.0963582,"('inhospitable', 'hospitable')",0.37114888,0.4097976,-0.4160787,-0.3432803,0.0727984
20,0.30211893,0.3298648,"('rough', 'thoughtful')",1.067671,1.0405927,0.6848949,0.6852287,0.0003338
21,0.12873855,0.09824676,"('immoral', 'moral')",-0.5590498,-0.4747973,-0.2151556,-0.1882753,0.0268803
22,0.09661719,0.10913017,"('untrustworthy', 'trustworthy')",-1.1018465,-1.1303707,-0.5026146,-0.5106203,-0.0080057
23,-0.59493065,-0.5659057,"('insincere', 'sincere')",5.180775,5.194244,2.2929223,2.3141692,0.0212469
24,-0.59759575,-0.5996599,"('dishonest', 'honest')",0.48759824,0.46163586,-0.0549988,-0.069012,-0.0140132
25,-0.5060533,-0.4954225,"('egoistic', 'altruistic')",2.0844834,2.0445461,0.789215,0.7745618,-0.0146532
26,-0.1910106,-0.18419227,"('hardhearted', 'benevolent')",2.1024733,2.0976977,0.9557313,0.9567527,0.0010214
27,-0.5341755,-0.50263,"('hardhearted', 'softhearted')",1.6738125,1.570227,0.5698185,0.5337985,-0.03602
28,-0.66870683,-0.7523274,"('disloyal', 'loyal')",0.9492982,0.8749381,0.1402957,0.0613053,-0.0789904
29,-0.2846974,-0.3411726,"('unfair', 'fair')",-0.28108147,-0.44525278,-0.2828894,-0.3932127,-0.1103233
30,0.2113769,0.19398081,"('intolerant', 'tolerant')",1.2935553,1.2603476,0.7524661,0.7271642,-0.0253019
31,-1.3619775,-1.2034701,"('evil', 'good')",-0.3588465,-0.44419208,-0.860412,-0.8238311,0.0365809
32,0.21361086,0.18097137,"('unkind', 'kind')",0.75828123,0.7074038,0.4859461,0.4441876,-0.0417585
33,0.098764434,0.055946164,"('wrong', 'right')",-0.34585646,-0.44575912,-0.123546,-0.1949065,-0.0713605
34,-0.23298118,-0.050263412,"('mean', 'honorable')",5.858453,5.944308,2.8127358,2.9470222,0.1342864
35,-0.33639175,-0.3904509,"('corrupt', 'incorrupt')",0.45598516,0.2678622,0.0597967,-0.0612943,-0.121091
36,-1.5428131,-1.5303079,"('hostile', 'amicable')",0.7939537,0.5620493,-0.3744297,-0.4841293,-0.1096996
37,0.17871435,0.24836355,"('fake', 'genuine')",0.06868844,0.10233007,0.1237014,0.1753468,0.0516454
38,-0.80998886,-0.72977936,"('untruthful', 'truthful')",-0.25444564,-0.22132646,-0.5322173,-0.4755529,0.0566644
39,0.9190522,0.8837455,"('exploitative', 'cooperative')",0.0690871,0.073961824,0.4940696,0.4788536,-0.015216
40,-0.009072293,0.012442483,"('stingy', 'generous')",-1.2940223,-1.4015737,-0.6515473,-0.6945656,-0.0430183
41,0.1622785,0.23093179,"('unforgiving', 'forgiving')",-0.0013902262,-0.059769165,0.0804441,0.0855813,0.0051372
42,0.7859973,0.86881137,"('unreliable', 'reliable')",-3.4242048,-3.359739,-1.3191037,-1.2454638,0.0736399
43,-0.030624121,0.05894282,"('irresponsible', 'responsible')",0.3098124,0.37164712,0.1395941,0.215295,0.0757009
44,0.856965,0.82275385,"('prejudiced', 'unprejudiced')",-1.4197735,-1.432199,-0.2814042,-0.3047226,-0.0233184
45,-0.33761987,-0.17943817,"('incompetent', 'competent')",-0.5381172,-0.47560695,-0.4378685,-0.3275226,0.1103459
46,-0.48713908,-0.44508827,"('uncompetitive', 'competitive')",-0.8893819,-0.85057926,-0.6882605,-0.6478338,0.0404267
47,0.12869589,0.26109576,"('stupid', 'smart')",5.2722497,5.3735843,2.7004728,2.8173399,0.1168671
48,-0.10090116,-0.12768905,"('unintelligent', 'intelligent')",0.83430696,0.87405044,0.3667029,0.3731807,0.0064778
49,0.17877637,0.25804698,"('unable', 'able')",0.015755594,0.09682599,0.097266,0.1774365,0.0801705
50,0.31259435,0.32968178,"('clumsy', 'skillful')",0.13598436,0.08759539,0.2242894,0.2086386,-0.0156508
51,-0.26881114,-0.3737188,"('uneducated', 'educated')",0.32056344,0.28950903,0.0258761,-0.0421049,-0.067981
52,-0.84475315,-0.9960776,"('irrational', 'rational')",0.7602013,0.58571494,-0.0422759,-0.2051813,-0.1629054
53,-1.6072646,-1.5501826,"('uncreative', 'creative')",0.8217005,0.79564583,-0.3927821,-0.3772684,0.0155137
54,-0.5438344,-0.5713828,"('incapable', 'capable')",1.1625177,1.20093,0.3093416,0.3147736,0.005432
55,0.35999483,0.37539786,"('incompetent', 'clever')",-0.20620674,-0.15595861,0.076894,0.1097196,0.0328256
56,0.63240755,0.6950639,"('impractical', 'practical')",-0.6274063,-0.53620386,0.0025006,0.07943,0.0769294
57,-0.4586681,-0.38979223,"('unimaginative', 'imaginative')",-2.6251264,-2.5730567,-1.5418973,-1.4814245,0.0604728
58,-0.74485844,-0.71634465,"('undiscriminating', 'discriminating')",0.18937087,0.1444194,-0.2777438,-0.2859626,-0.0082188
59,-0.018519416,-0.05547841,"('foolish', 'wise')",0.7982593,0.7283768,0.38987,0.3364492,-0.0534208
60,1.0531199,1.0779774,"('inefficient', 'efficient')",-0.5524295,-0.36738825,0.2503452,0.3552946,0.1049494
61,-0.45418924,-0.5477447,"('illogical', 'logical')",0.36389476,0.23330364,-0.0451472,-0.1572205,-0.1120733
62,0.07803804,0.18685284,"('incompetent', 'brilliant')",-0.38877487,-0.20081152,-0.1553684,-0.0069793,0.1483891
63,-0.46406156,-0.31824434,"('unperceptive', 'insightful')",0.63261443,0.7675242,0.0842764,0.2246399,0.1403635
64,0.67392,0.5953632,"('shy', 'confident')",-6.7986574,-6.7777333,-3.0623686,-3.0911851,-0.0288165
65,0.3484853,0.19379857,"('insecure', 'secure')",-0.7564941,-0.7556666,-0.2040044,-0.280934,-0.0769296
66,-1.231072,-1.115027,"('inactive', 'active')",0.75141656,0.7383181,-0.2398277,-0.1883544,0.0514733
67,1.0264938,1.02508,"('doubtful', 'determined')",-0.6918401,-0.65999556,0.1673268,0.1825422,0.0152154
68,-0.12822056,-0.19922028,"('dependent', 'independent')",-0.27380997,-0.34395263,-0.2010153,-0.2715864,-0.0705711
69,0.63369006,0.6939834,"('lazy', 'industrious')",-0.059722275,-0.09592947,0.2869839,0.299027,0.0120431
70,0.08571927,0.1691427,"('lethargic', 'energetic')",-0.00857868,0.09716595,0.0385703,0.1331543,0.094584
71,-0.04078368,0.069727406,"('diffident', 'self-confident')",0.76472116,0.8111382,0.3619687,0.4404328,0.0784641
72,-0.1731293,-0.21979547,"('unambitious', 'ambitious')",-1.1741836,-1.1629456,-0.6736565,-0.6913705,-0.017714
73,0.6487118,0.5930971,"('helpless', 'self-reliant')",-2.7340074,-2.7830439,-1.0426478,-1.0949733,-0.0523255
74,-0.032309316,0.06436684,"('undedicated', 'dedicated')",-0.07612273,-0.06933272,-0.054216,-0.0024829,0.0517331
75,-0.22581965,-0.16951647,"('meek', 'impulsive')",-0.49963364,-0.45808372,-0.3627266,-0.3138001,0.0489265
76,0.56237245,0.6176665,"('anxious', 'daring')",-0.27997822,-0.1839591,0.1411971,0.2168537,0.0756566
77,-0.08583812,-0.056608334,"('unmotivated', 'motivated')",-1.2933176,-1.124683,-0.6895778,-0.5906457,0.0989321
78,-0.15493,-0.018802285,"('nonresilient', 'resilient')",0.28823143,0.35782778,0.0666507,0.1695127,0.102862
79,-1.0848281,-0.9851013,"('wavering', 'unwavering')",0.2281591,0.23628883,-0.4283345,-0.3744062,0.0539283
80,0.24080472,0.21360224,"('dominated', 'dominating')",-1.7462001,-1.6383576,-0.7526977,-0.7123777,0.04032
81,0.7385835,0.6788638,"('submissive', 'aggressive')",-1.1413889,-1.0076804,-0.2014027,-0.1644083,0.0369944
82,-0.3379127,-0.2910362,"('poor', 'rich')",5.701894,5.7577357,2.6819906,2.7333498,0.0513592
83,-0.1525976,-0.16553564,"('powerless', 'powerful')",-1.0580579,-1.1010246,-0.6053277,-0.6332802,-0.0279525
84,0.77117735,0.6338211,"('inferior', 'superior')",1.1334214,1.0237058,0.9522994,0.8287635,-0.1235359
85,-0.57187545,-0.5735577,"('insignificant', 'prestigious')",1.4869168,1.3843573,0.4575207,0.4053998,-0.0521209
86,-1.3414958,-1.3890663,"('uninfluential', 'influential')",-0.09754697,-0.16971812,-0.7195213,-0.7793922,-0.0598709
87,0.10770832,0.116814695,"('unsuccessful', 'successful')",0.7783575,0.90091664,0.4430329,0.5088657,0.0658328
88,-0.20795023,-0.264906,"('low', 'eminent')",0.4144608,0.44284356,0.1032553,0.0889688,-0.0142865
