,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.3117828,-0.45109084,"('unsociable', 'sociable')",-0.11173865,-0.26810932,-0.2117607,-0.3596001,-0.1478394
1,-1.2299591,-1.4358006,"('unfriendly', 'friendly')",1.1268934,0.95509255,-0.0515329,-0.240354,-0.1888211
2,0.5052792,0.56468534,"('unlikable', 'likable')",0.5354917,0.59061456,0.5203854,0.57765,0.0572646
3,-0.4037197,-0.3016691,"('repellent', 'pleasant')",0.82495165,0.8412321,0.210616,0.2697815,0.0591655
4,0.11876283,-0.02731924,"('disliked', 'liked')",-6.8691826,-6.9592667,-3.3752098,-3.493293,-0.1180832
5,-0.49844036,-0.5961772,"('distant', 'outgoing')",-0.6386457,-0.65650535,-0.568543,-0.6263413,-0.0577983
6,-0.73884207,-0.77928066,"('distant', 'open')",-0.4619217,-0.5130361,-0.6003819,-0.6461583,-0.0457764
7,-0.40662527,-0.29687995,"('insensitive', 'sensitive')",0.15367723,0.21369074,-0.126474,-0.0415946,0.0848794
8,-0.23598385,-0.35132587,"('unaffectionate', 'affectionate')",0.80332786,0.74917126,0.283672,0.1989227,-0.0847493
9,-0.49368912,-0.6177644,"('unaffectionate', 'caring')",1.142368,1.0731688,0.3243394,0.2277022,-0.0966372
10,-0.79127455,-0.7863636,"('unsympathetic', 'sympathetic')",-0.5964061,-0.628463,-0.6938403,-0.7074133,-0.013573
11,-0.73269874,-0.74612767,"('unhelpful', 'helpful')",1.3077183,1.3989259,0.2875098,0.3263991,0.0388893
12,-0.33925033,-0.30696768,"('unsupportive', 'supportive')",-2.412142,-2.393583,-1.3756962,-1.3502754,0.0254208
13,-0.031510107,0.0069567114,"('impolite', 'polite')",-0.7677229,-0.75848764,-0.3996165,-0.3757655,0.023851
14,0.10567205,0.19616018,"('antisocial', 'social')",0.018930048,-0.04970005,0.062301,0.0732301,0.0109291
15,0.2961804,0.24574752,"('boring', 'funny')",0.14943625,0.109146364,0.2228083,0.1774469,-0.0453614
16,-0.3939879,-0.43252307,"('unpopular', 'popular')",0.4113354,0.33577996,0.0086738,-0.0483716,-0.0570454
17,-0.96817374,-0.8225887,"('nasty', 'nice')",-0.9693645,-0.91778535,-0.9687691,-0.870187,0.0985821
18,-0.28492668,-0.19480892,"('disagreeable', 'welcoming')",-0.83861256,-0.8846288,-0.5617696,-0.5397189,0.0220507
19,-0.24666251,-0.27260023,"('inhospitable', 'hospitable')",-0.65034884,-0.56855,-0.4485057,-0.4205751,0.0279306
20,-0.013352647,0.03300314,"('rough', 'thoughtful')",1.1176276,1.1094164,0.5521375,0.5712097,0.0190722
21,-0.19812103,-0.17199202,"('immoral', 'moral')",-0.6477083,-0.6403611,-0.4229147,-0.4061765,0.0167382
22,-0.103143305,-0.021382857,"('untrustworthy', 'trustworthy')",-1.0987035,-1.1403667,-0.6009234,-0.5808747,0.0200487
23,-0.13307297,-0.17132834,"('insincere', 'sincere')",5.4310374,5.37156,2.6489823,2.6001158,-0.0488665
24,-0.4401522,-0.41208148,"('dishonest', 'honest')",0.4908359,0.477207,0.0253419,0.0325628,0.0072209
25,-0.18454182,-0.2852034,"('egoistic', 'altruistic')",0.9544776,0.92631423,0.3849679,0.3205554,-0.0644125
26,-0.35385376,-0.409393,"('hardhearted', 'benevolent')",1.766784,1.6882837,0.7064651,0.6394453,-0.0670198
27,-0.5710355,-0.44281968,"('hardhearted', 'softhearted')",0.9580189,0.9135021,0.1934917,0.2353412,0.0418495
28,-1.1131521,-1.264487,"('disloyal', 'loyal')",1.2757179,1.1075903,0.0812829,-0.0784484,-0.1597313
29,-1.0559644,-1.0864927,"('unfair', 'fair')",-0.5218002,-0.5879597,-0.7888823,-0.8372262,-0.0483439
30,0.38076162,0.40700388,"('intolerant', 'tolerant')",0.880466,0.8640361,0.6306138,0.63552,0.0049062
31,-0.7958408,-0.79142237,"('evil', 'good')",-1.0005693,-1.0603067,-0.898205,-0.9258645,-0.0276595
32,-0.3699862,-0.4421983,"('unkind', 'kind')",0.46094137,0.2885551,0.0454776,-0.0768216,-0.1222992
33,0.10132881,-0.018572588,"('wrong', 'right')",-0.6281924,-0.665267,-0.2634318,-0.3419198,-0.078488
34,-0.27195674,-0.15246111,"('mean', 'honorable')",5.4569173,5.6355433,2.5924802,2.7415411,0.1490609
35,0.18397956,0.10843194,"('corrupt', 'incorrupt')",-0.2632818,-0.37774214,-0.0396511,-0.1346551,-0.095004
36,-0.7208432,-0.8698479,"('hostile', 'amicable')",0.076158404,-0.12202029,-0.3223424,-0.4959341,-0.1735917
37,-0.07190952,-0.019162633,"('fake', 'genuine')",0.19793904,0.25794026,0.0630148,0.1193888,0.056374
38,-0.43156874,-0.51811624,"('untruthful', 'truthful')",-0.42587945,-0.40658385,-0.4287241,-0.46235,-0.0336259
39,1.1966394,1.2890089,"('exploitative', 'cooperative')",0.44589445,0.4983512,0.8212669,0.89368,0.0724131
40,0.34250155,0.27922034,"('stingy', 'generous')",-1.8295034,-1.9044933,-0.7435009,-0.8126365,-0.0691356
41,0.12557364,0.15227112,"('unforgiving', 'forgiving')",-0.09150675,-0.22483501,0.0170334,-0.0362819,-0.0533153
42,0.844053,0.97881204,"('unreliable', 'reliable')",-3.3379586,-3.2367985,-1.2469528,-1.1289933,0.1179595
43,0.20974945,0.34501657,"('irresponsible', 'responsible')",0.40581724,0.46053034,0.3077833,0.4027734,0.0949901
44,-0.09524355,0.020421442,"('prejudiced', 'unprejudiced')",-1.3496381,-1.301059,-0.7224408,-0.6403188,0.082122
45,-0.0661401,-0.0870867,"('incompetent', 'competent')",0.28380203,0.2128259,0.108831,0.0628696,-0.0459614
46,0.04522757,0.05262823,"('uncompetitive', 'competitive')",-0.6907679,-0.7022808,-0.3227701,-0.3248263,-0.0020562
47,0.0037430655,0.15509433,"('stupid', 'smart')",5.015473,5.1384277,2.509608,2.6467609,0.1371529
48,-0.9238513,-0.88829535,"('unintelligent', 'intelligent')",0.46156597,0.5018367,-0.2311427,-0.1932293,0.0379134
49,-0.7740297,-0.5611607,"('unable', 'able')",-0.46583644,-0.38372523,-0.6199331,-0.472443,0.1474901
50,-0.097142994,-0.055055067,"('clumsy', 'skillful')",0.07239317,-0.013074923,-0.0123749,-0.034065,-0.0216901
51,0.19442908,0.04459262,"('uneducated', 'educated')",0.07650468,0.030620426,0.1354669,0.0376065,-0.0978604
52,-0.42672294,-0.5909411,"('irrational', 'rational')",0.25283954,0.10513638,-0.0869417,-0.2429023,-0.1559606
53,-0.62239844,-0.70893735,"('uncreative', 'creative')",0.122228615,0.07809905,-0.2500849,-0.3154191,-0.0653342
54,-0.6175684,-0.69370705,"('incapable', 'capable')",0.50976634,0.5550614,-0.053901,-0.0693228,-0.0154218
55,-0.010291256,0.08139068,"('incompetent', 'clever')",0.26218247,0.30280957,0.1259456,0.1921001,0.0661545
56,0.81901485,0.8506781,"('impractical', 'practical')",-0.45675805,-0.43177447,0.1811284,0.2094518,0.0283234
57,-0.81130254,-0.8914918,"('unimaginative', 'imaginative')",-3.2048218,-3.20762,-2.0080621,-2.0495558,-0.0414937
58,0.33288205,0.28450072,"('undiscriminating', 'discriminating')",0.23746414,0.20272182,0.2851731,0.2436113,-0.0415618
59,0.44154537,0.41306,"('foolish', 'wise')",0.16971341,0.1694212,0.3056294,0.2912406,-0.0143888
60,0.12815684,0.33680153,"('inefficient', 'efficient')",-0.28280443,-0.13092923,-0.0773238,0.1029361,0.1802599
61,-0.3271352,-0.44380814,"('illogical', 'logical')",0.5262328,0.38305217,0.0995488,-0.030378,-0.1299268
62,0.030536342,0.17502086,"('incompetent', 'brilliant')",0.25018263,0.36737156,0.1403595,0.2711962,0.1308367
63,0.26162487,0.26398048,"('unperceptive', 'insightful')",0.33852255,0.41401365,0.3000737,0.3389971,0.0389234
64,0.13418439,0.11054589,"('shy', 'confident')",-6.6974993,-6.7193317,-3.2816575,-3.3043928,-0.0227353
65,-0.24888527,-0.15473156,"('insecure', 'secure')",-0.52075845,-0.41356224,-0.3848219,-0.2841469,0.100675
66,-0.36184984,-0.4417839,"('inactive', 'active')",0.2852506,0.3047722,-0.0382996,-0.0685059,-0.0302063
67,0.5605006,0.57998216,"('doubtful', 'determined')",-0.19083034,-0.22010852,0.1848351,0.1799368,-0.0048983
68,-0.5229983,-0.50822294,"('dependent', 'independent')",-0.89818716,-0.8648531,-0.7105927,-0.686538,0.0240547
69,0.11868049,0.20158733,"('lazy', 'industrious')",-0.5570038,-0.55228436,-0.2191617,-0.1753485,0.0438132
70,0.27044532,0.39555097,"('lethargic', 'energetic')",0.1781511,0.2651618,0.2242982,0.3303564,0.1060582
