,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.4558428,-0.5721771,"('unsociable', 'sociable')",1.8848782,1.851402,0.66930914,0.50990534,0.30115172,0.12074786,0.5998741,0.4774695,-0.1224046
1,-1.1280987,-0.9859967,"('unfriendly', 'friendly')",-0.84328806,-0.85209024,1.2899803,1.201142,0.7261909,0.6234715,0.0111961,-0.0033684,-0.0145645
2,1.3071277,1.3926644,"('unlikable', 'likable')",0.8653672,0.9024942,2.3413544,2.491438,1.1308253,1.2509874,1.4111686,1.509396,0.0982274
3,-0.15159073,-0.08632324,"('repellent', 'pleasant')",0.3224111,0.44560662,-0.33135876,-0.2648559,1.3369217,1.3174295,0.2940958,0.3529643,0.0588685
4,-0.23732679,-0.13417304,"('disliked', 'liked')",-0.29489964,-0.3259943,0.24471317,0.24753673,-6.098814,-6.086663,-1.5965818,-1.5748234,0.0217584
5,-0.28875864,-0.113350496,"('distant', 'outgoing')",-1.0677044,-1.053542,0.64281094,0.7134157,-1.5470631,-1.4776487,-0.5651788,-0.4827814,0.0823974
6,-0.104503274,0.15413351,"('distant', 'open')",-1.4802145,-1.4009138,-0.30801457,-0.20068619,-1.8296404,-1.7568989,-0.9305932,-0.8010913,0.1295019
7,1.0415561,1.065276,"('insensitive', 'sensitive')",1.0721074,1.1278195,0.6522262,0.6084858,0.6071672,0.5925905,0.8432643,0.848543,0.0052787
8,-1.0278205,-0.9100894,"('unaffectionate', 'affectionate')",-1.1229529,-1.159125,0.19387072,0.16800098,-0.35508204,-0.33994317,-0.5779962,-0.5602891,0.0177071
9,-0.6990733,-0.565815,"('unaffectionate', 'caring')",0.13693565,0.14213264,1.4432639,1.370106,0.652437,0.6555011,0.3833908,0.4004812,0.0170904
10,0.21769905,0.24414212,"('unsympathetic', 'sympathetic')",0.95183265,1.0075858,-0.6956765,-0.7408969,0.09594551,0.104912356,0.1424502,0.1539358,0.0114856
11,1.1931703,1.1566427,"('unhelpful', 'helpful')",1.5040354,1.5173883,0.745052,0.71039295,2.7342012,2.810889,1.5441146,1.5488282,0.0047136
12,0.66366243,0.86479646,"('unsupportive', 'supportive')",1.0364522,1.1491997,1.0048132,1.0923542,-2.0614395,-1.9958607,0.1608721,0.2776224,0.1167503
