,agenda_male,agenda_female,tuple,average_male,average_female,female-male
0,0.22566393,0.24465209,"('unsociable', 'sociable')",0.2256639,0.2446521,0.0189882
1,0.54568565,0.4744886,"('unfriendly', 'friendly')",0.5456856,0.4744886,-0.071197
2,-0.25923336,-0.22319543,"('unlikable', 'likable')",-0.2592334,-0.2231954,0.036038
3,0.99745643,1.0398748,"('repellent', 'pleasant')",0.9974564,1.0398748,0.0424184
4,-7.7214274,-7.8537116,"('disliked', 'liked')",-7.7214274,-7.8537116,-0.1322842
5,-1.2148384,-1.2830565,"('distant', 'outgoing')",-1.2148384,-1.2830565,-0.0682181
6,-0.6920612,-0.7892054,"('distant', 'open')",-0.6920612,-0.7892054,-0.0971442
7,1.1720308,1.2634528,"('insensitive', 'sensitive')",1.1720308,1.2634528,0.091422
8,0.8668276,0.7533255,"('unaffectionate', 'affectionate')",0.8668276,0.7533255,-0.1135021
9,1.2826065,1.2875689,"('unaffectionate', 'caring')",1.2826065,1.2875689,0.0049624
10,1.3281071,1.4101001,"('unsympathetic', 'sympathetic')",1.3281071,1.4101001,0.081993
11,1.5659567,1.6877153,"('unhelpful', 'helpful')",1.5659567,1.6877153,0.1217586
12,-1.7937346,-1.7772553,"('unsupportive', 'supportive')",-1.7937346,-1.7772553,0.0164793
13,-0.087960064,-0.04959162,"('impolite', 'polite')",-0.0879601,-0.0495916,0.0383685
14,0.69976383,0.70836174,"('antisocial', 'social')",0.6997638,0.7083617,0.0085979
15,-0.44875234,-0.5476675,"('boring', 'funny')",-0.4487523,-0.5476675,-0.0989152
16,-0.941511,-0.94305336,"('unpopular', 'popular')",-0.941511,-0.9430534,-0.0015424
17,-0.81118536,-0.7983131,"('nasty', 'nice')",-0.8111854,-0.7983131,0.0128723
18,-0.50720817,-0.60037255,"('disagreeable', 'welcoming')",-0.5072082,-0.6003726,-0.0931644
19,-1.0888087,-1.0806868,"('inhospitable', 'hospitable')",-1.0888087,-1.0806868,0.0081219
20,0.94877756,0.89952487,"('rough', 'thoughtful')",0.9487776,0.8995249,-0.0492527
21,0.027933251,0.13390945,"('immoral', 'moral')",0.0279333,0.1339094,0.1059761
22,-0.22576499,-0.22904111,"('untrustworthy', 'trustworthy')",-0.225765,-0.2290411,-0.0032761
23,6.808889,6.891745,"('insincere', 'sincere')",6.8088889,6.8917451,0.0828562
24,1.5830265,1.4564766,"('dishonest', 'honest')",1.5830265,1.4564766,-0.1265499
25,0.39658123,0.2650766,"('egoistic', 'altruistic')",0.3965812,0.2650766,-0.1315046
26,0.5453344,0.49716505,"('hardhearted', 'benevolent')",0.5453344,0.4971651,-0.0481693
27,1.7094697,1.5377105,"('hardhearted', 'softhearted')",1.7094697,1.5377105,-0.1717592
28,1.115708,1.0966717,"('disloyal', 'loyal')",1.115708,1.0966717,-0.0190363
29,-0.75886405,-0.945963,"('unfair', 'fair')",-0.758864,-0.945963,-0.187099
30,1.3165457,1.399668,"('intolerant', 'tolerant')",1.3165457,1.399668,0.0831223
31,-1.9710805,-2.0752954,"('evil', 'good')",-1.9710805,-2.0752954,-0.1042149
32,0.8859407,0.8475501,"('unkind', 'kind')",0.8859407,0.8475501,-0.0383906
33,-0.809696,-0.8270508,"('wrong', 'right')",-0.809696,-0.8270508,-0.0173548
34,4.9401503,5.1039305,"('mean', 'honorable')",4.9401503,5.1039305,0.1637802
35,-0.8661957,-1.0819553,"('corrupt', 'incorrupt')",-0.8661957,-1.0819553,-0.2157596
36,-1.0945932,-1.1968601,"('hostile', 'amicable')",-1.0945932,-1.1968601,-0.1022669
37,0.91621184,0.85791546,"('fake', 'genuine')",0.9162118,0.8579155,-0.0582963
38,-0.41068834,-0.33749288,"('untruthful', 'truthful')",-0.4106883,-0.3374929,0.0731954
39,0.5662696,0.5374107,"('exploitative', 'cooperative')",0.5662696,0.5374107,-0.0288589
40,-1.8178965,-2.0217113,"('stingy', 'generous')",-1.8178965,-2.0217113,-0.2038148
41,-0.12438584,-0.13365006,"('unforgiving', 'forgiving')",-0.1243858,-0.1336501,-0.0092643
