,vontier_male,vontier_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.7781076,0.22579753,"('unsociable', 'sociable')",-0.15880609,-0.384716,0.3096507,-0.0794592,-0.3891099
1,-1.2709857,-1.4571456,"('unfriendly', 'friendly')",1.4592013,1.2494428,0.0941078,-0.1038514,-0.1979592
2,0.7397502,0.5455361,"('unlikable', 'likable')",0.4657559,0.36523604,0.602753,0.4553861,-0.1473669
3,-0.54812664,-0.4956165,"('repellent', 'pleasant')",0.6813912,0.6458755,0.0666323,0.0751295,0.0084972
4,-0.34702536,-0.24903235,"('disliked', 'liked')",-6.922447,-7.0326066,-3.6347363,-3.6408195,-0.0060832
5,-0.4767416,-0.50820464,"('distant', 'outgoing')",-0.38507915,-0.3307705,-0.4309104,-0.4194876,0.0114228
6,-0.7189932,-0.72393686,"('distant', 'open')",-0.29577866,-0.27763072,-0.5073859,-0.5007838,0.0066021
7,-0.0762811,-0.14587612,"('insensitive', 'sensitive')",0.08947156,0.068475015,0.0065952,-0.0387006,-0.0452958
8,-0.37832564,-0.5062994,"('unaffectionate', 'affectionate')",1.1909534,1.081463,0.4063139,0.2875818,-0.1187321
9,-0.4988437,-0.6618643,"('unaffectionate', 'caring')",1.363912,1.2850844,0.4325342,0.31161,-0.1209242
10,-0.074616835,-0.5674228,"('unsympathetic', 'sympathetic')",-0.6191552,-0.85062945,-0.346886,-0.7090261,-0.3621401
11,0.30216336,0.014253562,"('unhelpful', 'helpful')",1.1857276,1.3213786,0.7439455,0.6678161,-0.0761294
12,0.00025049038,-0.04452724,"('unsupportive', 'supportive')",-2.2017207,-2.3160305,-1.1007351,-1.1802789,-0.0795438
13,0.03103074,-0.33691365,"('impolite', 'polite')",-1.2119598,-1.1824967,-0.5904645,-0.7597052,-0.1692407
14,0.89006895,0.5635482,"('antisocial', 'social')",-0.043346502,-0.23665515,0.4233612,0.1634465,-0.2599147
15,-0.483293,-0.48724782,"('boring', 'funny')",0.11017574,0.15658535,-0.1865586,-0.1653312,0.0212274
16,-0.59592307,-0.66591805,"('unpopular', 'popular')",0.32805204,0.40543312,-0.1339355,-0.1302425,0.003693
17,-0.3897212,-0.42952195,"('nasty', 'nice')",-0.8173409,-0.7825142,-0.6035311,-0.6060181,-0.002487
18,0.26627454,0.26239565,"('disagreeable', 'welcoming')",-0.6108996,-0.6418433,-0.1723125,-0.1897238,-0.0174113
19,-0.96966016,-1.0857689,"('inhospitable', 'hospitable')",-0.5299536,-0.43880516,-0.7498069,-0.762287,-0.0124801
20,0.16758923,0.040558185,"('rough', 'thoughtful')",0.8969561,0.7583508,0.5322726,0.3994545,-0.1328181
21,0.1726765,-0.10912891,"('immoral', 'moral')",-0.46911985,-0.5499809,-0.1482217,-0.3295549,-0.1813332
22,0.14206398,-0.002979909,"('untrustworthy', 'trustworthy')",-1.0509824,-1.2070065,-0.4544592,-0.6049932,-0.150534
23,0.09699254,-0.23479961,"('insincere', 'sincere')",5.3961787,5.537999,2.7465856,2.6515999,-0.0949857
24,-0.48575795,-0.74840456,"('dishonest', 'honest')",0.14507726,0.09344308,-0.1703403,-0.3274807,-0.1571404
25,-0.46939975,-0.47389618,"('egoistic', 'altruistic')",1.5027063,1.4258157,0.5166533,0.4759598,-0.0406935
26,0.0051043797,-0.16952729,"('hardhearted', 'benevolent')",1.8312746,1.5665463,0.9181895,0.6985095,-0.21968
27,0.0653812,0.057431035,"('hardhearted', 'softhearted')",1.2176538,1.0699075,0.6415175,0.5636693,-0.0778482
28,0.09507695,-0.1031643,"('disloyal', 'loyal')",1.1180779,1.0444146,0.6065774,0.4706252,-0.1359522
29,-0.29999262,-0.22250296,"('unfair', 'fair')",-0.4934759,-0.6226995,-0.3967343,-0.4226012,-0.0258669
30,0.53558886,0.44495595,"('intolerant', 'tolerant')",0.6441314,0.52001613,0.5898601,0.482486,-0.1073741
31,-1.099508,-0.9321417,"('evil', 'good')",-0.70959085,-0.8263379,-0.9045495,-0.8792398,0.0253097
32,-0.19855082,-0.5798845,"('unkind', 'kind')",0.41711766,0.13117298,0.1092834,-0.2243558,-0.3336392
33,-0.09631817,-0.24510376,"('wrong', 'right')",-0.53888077,-0.6524184,-0.3175995,-0.4487611,-0.1311616
34,-0.5390401,-0.44631132,"('mean', 'honorable')",5.4329214,5.800072,2.4469407,2.6768804,0.2299397
35,-0.51834184,-0.3781864,"('corrupt', 'incorrupt')",-0.3851445,-0.4014153,-0.4517432,-0.3898008,0.0619424
36,-1.1601918,-1.0308764,"('hostile', 'amicable')",0.20624366,0.1050222,-0.4769741,-0.4629271,0.014047
37,0.50133204,0.39595568,"('fake', 'genuine')",0.21442421,0.19795787,0.3578781,0.2969568,-0.0609213
38,-0.43371597,-0.7129563,"('untruthful', 'truthful')",-0.4329551,-0.40242022,-0.4333355,-0.5576882,-0.1243527
39,0.5537652,0.45083216,"('exploitative', 'cooperative')",0.10462919,0.014012706,0.3291972,0.2324224,-0.0967748
40,0.20446117,0.26198795,"('stingy', 'generous')",-1.9803734,-2.121113,-0.8879561,-0.9295626,-0.0416065
41,0.74371123,0.66591656,"('unforgiving', 'forgiving')",-0.06101203,-0.21422172,0.3413496,0.2258474,-0.1155022
42,0.58038527,0.4419392,"('unreliable', 'reliable')",-3.7630284,-3.8379939,-1.5913216,-1.6980274,-0.1067058
43,0.33109286,-0.014744693,"('irresponsible', 'responsible')",0.15634249,0.086949,0.2437177,0.0361022,-0.2076155
44,0.3321398,0.23789932,"('prejudiced', 'unprejudiced')",-1.5125941,-1.5497631,-0.5902271,-0.6559319,-0.0657048
45,-0.11312335,-0.48138583,"('incompetent', 'competent')",-0.11221128,-0.25476506,-0.1126673,-0.3680754,-0.2554081
46,-0.0075117107,-0.31181276,"('uncompetitive', 'competitive')",-0.9962981,-1.0859718,-0.5019049,-0.6988923,-0.1969874
47,-0.2288197,-0.3217423,"('stupid', 'smart')",4.875611,5.075236,2.3233955,2.3767467,0.0533512
48,-0.48486286,-0.3981397,"('unintelligent', 'intelligent')",0.44791746,0.49954408,-0.0184727,0.0507022,0.0691749
49,-0.24155584,0.07698942,"('unable', 'able')",-0.28777626,-0.12789509,-0.2646661,-0.0254528,0.2392133
50,0.18823567,0.21238485,"('clumsy', 'skillful')",0.23110226,0.20960933,0.209669,0.2109971,0.0013281
51,-0.23396096,-0.52404183,"('uneducated', 'educated')",0.00036868453,-0.0918557,-0.1167961,-0.3079488,-0.1911527
52,-0.26091012,-0.32263926,"('irrational', 'rational')",0.66108716,0.5810844,0.2000885,0.1292226,-0.0708659
53,-1.1532338,-1.2664956,"('uncreative', 'creative')",0.119885266,0.067040294,-0.5166743,-0.5997276,-0.0830533
54,-0.49593213,-0.6529524,"('incapable', 'capable')",0.8485464,0.8961836,0.1763071,0.1216156,-0.0546915
55,0.6117815,0.3558888,"('incompetent', 'clever')",0.088999614,-0.032177083,0.3503906,0.1618559,-0.1885347
56,0.46370915,0.10956511,"('impractical', 'practical')",-0.951829,-0.99158704,-0.2440599,-0.441011,-0.1969511
57,-0.49501094,-0.869654,"('unimaginative', 'imaginative')",-3.1877677,-3.4461958,-1.8413893,-2.1579249,-0.3165356
58,-0.05895816,-0.12994428,"('undiscriminating', 'discriminating')",0.29560146,0.19643813,0.1183216,0.0332469,-0.0850747
59,0.18249948,0.4046688,"('foolish', 'wise')",0.20783108,0.3361075,0.1951653,0.3703882,0.1752229
60,0.7998188,0.64822674,"('inefficient', 'efficient')",-0.48757166,-0.38855475,0.1561236,0.129836,-0.0262876
61,-0.5596195,-0.7992435,"('illogical', 'logical')",0.39721367,0.11150499,-0.0812029,-0.3438693,-0.2626664
62,0.30214882,0.23588744,"('incompetent', 'brilliant')",-0.017560065,0.11121215,0.1422944,0.1735498,0.0312554
63,-0.36314717,-0.56569713,"('unperceptive', 'insightful')",0.26674256,0.3040554,-0.0482023,-0.1308209,-0.0826186
64,0.32093096,0.2766194,"('shy', 'confident')",-6.5616918,-6.714812,-3.1203804,-3.2190962,-0.0987158
