,height_male,height_female,tuple,average_male,average_female,female-male
0,0.6131339,0.4663712,"('unsociable', 'sociable')",0.6131339,0.4663712,-0.1467627
1,0.6227662,0.7894028,"('unfriendly', 'friendly')",0.6227662,0.7894028,0.1666366
2,0.25636098,0.44990382,"('unlikable', 'likable')",0.256361,0.4499038,0.1935428
3,1.1377513,1.4063851,"('repellent', 'pleasant')",1.1377513,1.4063851,0.2686338
4,-7.4706316,-7.3398633,"('disliked', 'liked')",-7.4706316,-7.3398633,0.1307683
5,-1.202284,-0.955841,"('distant', 'outgoing')",-1.202284,-0.955841,0.246443
6,-0.9340355,-0.6666365,"('distant', 'open')",-0.9340355,-0.6666365,0.267399
7,1.98289,1.93335,"('insensitive', 'sensitive')",1.98289,1.93335,-0.04954
8,0.4401625,0.47010043,"('unaffectionate', 'affectionate')",0.4401625,0.4701004,0.0299379
9,1.1312833,1.200106,"('unaffectionate', 'caring')",1.1312833,1.200106,0.0688227
10,2.1555796,2.1219409,"('unsympathetic', 'sympathetic')",2.1555796,2.1219409,-0.0336387
11,2.4731603,2.472151,"('unhelpful', 'helpful')",2.4731603,2.472151,-0.0010093
12,-0.80661184,-0.73373544,"('unsupportive', 'supportive')",-0.8066118,-0.7337354,0.0728764
13,0.6430928,0.5392252,"('impolite', 'polite')",0.6430928,0.5392252,-0.1038676
14,0.7565969,0.6148996,"('antisocial', 'social')",0.7565969,0.6148996,-0.1416973
15,0.31294495,0.34332877,"('boring', 'funny')",0.3129449,0.3433288,0.0303839
16,-0.9364401,-0.7559302,"('unpopular', 'popular')",-0.9364401,-0.7559302,0.1805099
17,-0.56721824,-0.48207217,"('nasty', 'nice')",-0.5672182,-0.4820722,0.085146
18,-0.9640017,-0.90238607,"('disagreeable', 'welcoming')",-0.9640017,-0.9023861,0.0616156
19,-0.96518564,-0.751774,"('inhospitable', 'hospitable')",-0.9651856,-0.751774,0.2134116
20,1.2653898,1.2035818,"('rough', 'thoughtful')",1.2653898,1.2035818,-0.061808
21,0.98095477,0.9893548,"('immoral', 'moral')",0.9809548,0.9893548,0.0084
22,0.12109464,0.108352914,"('untrustworthy', 'trustworthy')",0.1210946,0.1083529,-0.0127417
23,6.8613925,6.938435,"('insincere', 'sincere')",6.8613925,6.9384351,0.0770426
24,2.295212,2.3249986,"('dishonest', 'honest')",2.295212,2.3249986,0.0297866
25,-0.06300173,-0.06531373,"('egoistic', 'altruistic')",-0.0630017,-0.0653137,-0.002312
26,-0.05825901,-0.06071108,"('hardhearted', 'benevolent')",-0.058259,-0.0607111,-0.0024521
27,1.5561246,1.4900341,"('hardhearted', 'softhearted')",1.5561246,1.4900341,-0.0660905
28,0.9794173,1.0512123,"('disloyal', 'loyal')",0.9794173,1.0512123,0.071795
29,-0.5088601,-0.5432032,"('unfair', 'fair')",-0.5088601,-0.5432032,-0.0343431
30,1.6785604,1.5189312,"('intolerant', 'tolerant')",1.6785604,1.5189312,-0.1596292
31,-2.2379334,-2.037,"('evil', 'good')",-2.2379334,-2.0369999,0.2009335
32,1.5055286,1.4718498,"('unkind', 'kind')",1.5055286,1.4718498,-0.0336788
33,-0.7670712,-0.6722004,"('wrong', 'right')",-0.7670712,-0.6722004,0.0948708
34,4.6137314,4.832528,"('mean', 'honorable')",4.6137314,4.8325281,0.2187967
35,-1.3938918,-1.4038255,"('corrupt', 'incorrupt')",-1.3938918,-1.4038255,-0.0099337
36,-1.4999242,-1.4437115,"('hostile', 'amicable')",-1.4999242,-1.4437115,0.0562127
37,1.2063923,1.1957828,"('fake', 'genuine')",1.2063923,1.1957828,-0.0106095
38,-0.051272154,-0.13297719,"('untruthful', 'truthful')",-0.0512722,-0.1329772,-0.081705
39,0.07600227,0.0036444254,"('exploitative', 'cooperative')",0.0760023,0.0036444,-0.0723579
40,-1.4175763,-1.2930287,"('stingy', 'generous')",-1.4175763,-1.2930287,0.1245476
41,0.22102383,0.04998719,"('unforgiving', 'forgiving')",0.2210238,0.0499872,-0.1710366
42,-1.3046749,-1.176082,"('unreliable', 'reliable')",-1.3046749,-1.176082,0.1285929
43,1.8806372,1.715379,"('irresponsible', 'responsible')",1.8806372,1.715379,-0.1652582
