,plane_male,plane_female,tuple,average_male,average_female,female-male
0,0.29833785,0.2996803,"('unsociable', 'sociable')",0.2983378,0.2996803,0.0013425
1,1.8871846,1.8928804,"('unfriendly', 'friendly')",1.8871846,1.8928804,0.0056958
2,0.39608267,0.51869106,"('unlikable', 'likable')",0.3960827,0.5186911,0.1226084
3,0.95592666,1.1385661,"('repellent', 'pleasant')",0.9559267,1.1385661,0.1826394
4,-6.8682775,-6.8539577,"('disliked', 'liked')",-6.8682775,-6.8539577,0.0143198
5,-0.03724087,0.102380484,"('distant', 'outgoing')",-0.0372409,0.1023805,0.1396214
6,0.29038382,0.3917044,"('distant', 'open')",0.2903838,0.3917044,0.1013206
7,1.6102877,1.7542083,"('insensitive', 'sensitive')",1.6102877,1.7542083,0.1439206
8,1.2297357,1.1599284,"('unaffectionate', 'affectionate')",1.2297357,1.1599284,-0.0698073
9,1.7243665,1.8621271,"('unaffectionate', 'caring')",1.7243665,1.8621271,0.1377606
10,1.2159915,1.31007,"('unsympathetic', 'sympathetic')",1.2159915,1.31007,0.0940785
11,1.998782,2.1748505,"('unhelpful', 'helpful')",1.998782,2.1748505,0.1760685
12,-1.1128836,-0.91557133,"('unsupportive', 'supportive')",-1.1128836,-0.9155713,0.1973123
13,0.2996539,0.28946877,"('impolite', 'polite')",0.2996539,0.2894688,-0.0101851
14,0.016553352,-0.029485805,"('antisocial', 'social')",0.0165534,-0.0294858,-0.0460392
15,0.6256841,0.57993436,"('boring', 'funny')",0.6256841,0.5799344,-0.0457497
16,-0.24817976,-0.17458665,"('unpopular', 'popular')",-0.2481798,-0.1745867,0.0735931
17,-0.11589986,-0.094473906,"('nasty', 'nice')",-0.1158999,-0.0944739,0.021426
18,-0.13663878,-0.097074986,"('disagreeable', 'welcoming')",-0.1366388,-0.097075,0.0395638
19,-0.2175445,-0.04657149,"('inhospitable', 'hospitable')",-0.2175445,-0.0465715,0.170973
20,0.5917505,0.45395887,"('rough', 'thoughtful')",0.5917505,0.4539589,-0.1377916
21,0.14458004,0.35850853,"('immoral', 'moral')",0.14458,0.3585085,0.2139285
22,-0.28664845,-0.08098273,"('untrustworthy', 'trustworthy')",-0.2866485,-0.0809827,0.2056658
23,6.7038736,6.917128,"('insincere', 'sincere')",6.7038736,6.9171281,0.2132545
24,1.9241012,2.1149685,"('dishonest', 'honest')",1.9241012,2.1149685,0.1908673
25,1.1015643,0.95354784,"('egoistic', 'altruistic')",1.1015643,0.9535478,-0.1480165
26,0.9665224,0.61018354,"('hardhearted', 'benevolent')",0.9665224,0.6101835,-0.3563389
27,1.9771532,1.8144356,"('hardhearted', 'softhearted')",1.9771532,1.8144356,-0.1627176
28,1.4599841,1.3992063,"('disloyal', 'loyal')",1.4599841,1.3992063,-0.0607778
29,-0.4151134,-0.42868394,"('unfair', 'fair')",-0.4151134,-0.4286839,-0.0135705
30,0.94853467,0.98162353,"('intolerant', 'tolerant')",0.9485347,0.9816235,0.0330888
31,-1.1337028,-1.1567773,"('evil', 'good')",-1.1337028,-1.1567773,-0.0230745
32,1.4171033,1.3671526,"('unkind', 'kind')",1.4171033,1.3671526,-0.0499507
33,-0.05909098,0.05633621,"('wrong', 'right')",-0.059091,0.0563362,0.1154272
34,4.645908,4.9289103,"('mean', 'honorable')",4.6459079,4.9289103,0.2830024
35,-1.002334,-1.1014583,"('corrupt', 'incorrupt')",-1.002334,-1.1014583,-0.0991243
36,-0.9142105,-1.0310984,"('hostile', 'amicable')",-0.9142105,-1.0310984,-0.1168879
37,1.2118497,1.1818626,"('fake', 'genuine')",1.2118497,1.1818626,-0.0299871
38,0.059551917,0.18007338,"('untruthful', 'truthful')",0.0595519,0.1800734,0.1205215
39,0.24872857,0.197685,"('exploitative', 'cooperative')",0.2487286,0.197685,-0.0510436
