,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5506012,-0.6779995,"('unsociable', 'sociable')",0.14003477,0.0791522,-0.6193942,-0.7753257,-0.3433202,-0.4580576,-0.1147374
1,1.2415774,1.2459519,"('unfriendly', 'friendly')",0.15505445,0.16648734,1.9259012,1.8291618,1.107511,1.0805337,-0.0269773
2,0.28457448,0.34190312,"('unlikable', 'likable')",0.3684347,0.3548026,0.2701353,0.35578632,0.3077148,0.3508307,0.0431159
3,-2.108238,-1.9822693,"('repellent', 'pleasant')",-1.8498983,-1.7428514,-0.22068839,-0.1868991,-1.3929416,-1.3040066,0.088935
4,-0.26173005,-0.24115819,"('disliked', 'liked')",0.0024720812,0.009610437,-6.158942,-6.182989,-2.1394,-2.138179,0.001221
5,0.63156724,0.61812025,"('distant', 'outgoing')",-0.118371695,-0.11191812,-0.23085031,-0.20404065,0.0941151,0.1007205,0.0066054
6,0.5841473,0.62435627,"('distant', 'open')",0.04622238,0.07432018,0.5771314,0.5616714,0.4025004,0.4201159,0.0176155
7,-0.13401003,-0.11877459,"('insensitive', 'sensitive')",-0.5818125,-0.44981164,0.564261,0.55250514,-0.0505205,-0.0053604,0.0451601
8,1.3555688,1.3707653,"('unaffectionate', 'affectionate')",0.41938305,0.3798648,1.0938402,1.0175906,0.956264,0.9227403,-0.0335237
9,1.4545304,1.4546192,"('unaffectionate', 'caring')",0.4434568,0.4019229,1.1612388,1.1091781,1.019742,0.9885734,-0.0311686
10,-0.11457382,-0.116393924,"('unsympathetic', 'sympathetic')",-0.7573119,-0.6878318,-0.53309166,-0.6121058,-0.4683258,-0.4721105,-0.0037847
11,-1.5555886,-1.554327,"('unhelpful', 'helpful')",-0.66291803,-0.6372207,1.2119995,1.27846,-0.3355023,-0.3043625,0.0311398
12,0.9343424,0.99599344,"('unsupportive', 'supportive')",0.3713383,0.4647415,-1.7903535,-1.7964995,-0.1615576,-0.1119215,0.0496361
13,-0.61842453,-0.68210566,"('impolite', 'polite')",0.29477513,0.307548,-0.5878308,-0.6519691,-0.3038267,-0.3421756,-0.0383489
14,-0.8299236,-0.8731806,"('antisocial', 'social')",-0.40348002,-0.39904055,-1.0413778,-1.0809404,-0.7582605,-0.7843872,-0.0261267
15,0.55780035,0.49686462,"('boring', 'funny')",-0.025418518,-0.05449354,0.37406525,0.37091938,0.302149,0.2710968,-0.0310522
16,-1.0112638,-0.98538136,"('unpopular', 'popular')",-0.3267435,-0.26897442,0.5436172,0.53748953,-0.2647967,-0.2389554,0.0258413
17,-1.4244611,-1.3928834,"('nasty', 'nice')",-0.7261323,-0.64578795,-0.3286261,-0.20701079,-0.8264065,-0.7485607,0.0778458
18,0.113173395,0.14970164,"('disagreeable', 'welcoming')",-0.41769084,-0.35462627,-0.35181218,-0.40711513,-0.2187765,-0.2040132,0.0147633
19,0.89255846,0.9464249,"('inhospitable', 'hospitable')",-0.5244167,-0.46643886,0.25672087,0.3718327,0.2082876,0.2839396,0.075652
20,-0.8970668,-0.84043914,"('rough', 'thoughtful')",-0.38351396,-0.310922,1.109799,1.0971231,-0.0569272,-0.0180793,0.0388479
21,0.40851662,0.39735338,"('immoral', 'moral')",0.22734283,0.26099336,-1.1035644,-1.1146199,-0.1559017,-0.152091,0.0038107
22,-0.85351694,-0.84381574,"('untrustworthy', 'trustworthy')",-1.2192678,-1.2372249,-1.2513636,-1.308424,-1.1080496,-1.1298215,-0.0217719
23,-0.47489083,-0.45734274,"('insincere', 'sincere')",-0.74245965,-0.69904107,5.319461,5.237777,1.3673701,1.3604644,-0.0069057
24,1.0503483,1.0535797,"('dishonest', 'honest')",-0.11595472,-0.14677791,0.62815094,0.54492307,0.5208482,0.4839083,-0.0369399
25,0.5813853,0.60704696,"('egoistic', 'altruistic')",1.2906727,1.2558281,1.6517459,1.5998634,1.1746012,1.1542462,-0.020355
26,1.1892557,1.1719097,"('hardhearted', 'benevolent')",0.42705232,0.47419,1.5566397,1.5100126,1.0576492,1.0520374,-0.0056118
27,-0.22967513,-0.24762554,"('hardhearted', 'softhearted')",-0.04779376,-0.11351157,1.8493098,1.6982999,0.523947,0.4457209,-0.0782261
28,0.22515488,0.19649889,"('disloyal', 'loyal')",0.06273649,0.03651761,0.9795915,0.9012456,0.4224943,0.3780874,-0.0444069
29,-0.54031813,-0.5599103,"('unfair', 'fair')",-0.656237,-0.6555819,-0.42723063,-0.50030625,-0.5412619,-0.5719328,-0.0306709
30,0.5880502,0.5901878,"('intolerant', 'tolerant')",-0.21399778,-0.16632023,0.9273792,0.86191005,0.4338106,0.4285925,-0.0052181
31,-0.08711976,0.095861755,"('evil', 'good')",-0.58195436,-0.4245462,-0.38785332,-0.34608877,-0.3523091,-0.2249244,0.1273847
32,0.64154744,0.5961411,"('unkind', 'kind')",0.49007812,0.42141533,0.54529595,0.4179492,0.5589738,0.4785019,-0.0804719
33,1.0520796,0.99761474,"('wrong', 'right')",0.70295763,0.5919164,-0.2805158,-0.29096264,0.4915071,0.4328562,-0.0586509
34,-0.12027311,0.002459351,"('mean', 'honorable')",0.079115905,0.23913991,5.9657855,6.033966,1.9748761,2.091855,0.1169789
35,0.5057551,0.4436959,"('corrupt', 'incorrupt')",-0.6340915,-0.70652944,0.2798512,0.19739363,0.0505049,-0.0218133,-0.0723182
36,-0.3211255,-0.2312069,"('hostile', 'amicable')",-0.6493447,-0.60598755,0.38190028,0.2609817,-0.19619,-0.1920709,0.0041191
37,1.2652621,1.2686977,"('fake', 'genuine')",0.2165121,0.24583136,0.43374616,0.42299595,0.6385068,0.6458417,0.0073349
38,0.15806493,0.2065069,"('untruthful', 'truthful')",0.15653248,0.16129246,0.023807542,0.020326223,0.1128017,0.1293752,0.0165735
39,0.46255213,0.4630685,"('exploitative', 'cooperative')",0.2246447,0.21638384,-0.08070874,-0.0341577,0.2021627,0.2150982,0.0129355
40,-0.61683434,-0.6080512,"('stingy', 'generous')",0.1301996,0.2040403,-1.3405764,-1.4203115,-0.6090704,-0.6081074,0.000963
