,etsy_male,etsy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.1844547,-0.25801715,"('unsociable', 'sociable')",-0.46584412,-0.59097075,-0.3251494,-0.424494,-0.0993446
1,-1.1402434,-1.1733906,"('unfriendly', 'friendly')",1.7782836,1.6458279,0.3190201,0.2362186,-0.0828015
2,0.5656028,0.5879562,"('unlikable', 'likable')",0.57695794,0.65832293,0.5712804,0.6231396,0.0518592
3,-0.40042633,-0.33344218,"('repellent', 'pleasant')",0.25633693,0.29564962,-0.0720447,-0.0188963,0.0531484
4,-0.37491864,-0.3899312,"('disliked', 'liked')",-6.249471,-6.344911,-3.3121948,-3.3674212,-0.0552264
5,-0.7984111,-0.77650064,"('distant', 'outgoing')",-0.094793506,-0.083159596,-0.4466023,-0.4298301,0.0167722
6,-0.86976737,-0.85063016,"('distant', 'open')",0.35262653,0.3181857,-0.2585704,-0.2662222,-0.0076518
7,-0.38412747,-0.3265618,"('insensitive', 'sensitive')",0.22538948,0.26608366,-0.079369,-0.0302391,0.0491299
8,-0.957131,-1.0007646,"('unaffectionate', 'affectionate')",0.81289995,0.68863404,-0.0721155,-0.1560653,-0.0839498
9,-1.1047119,-1.0989419,"('unaffectionate', 'caring')",0.85495305,0.8016453,-0.1248794,-0.1486483,-0.0237689
10,-1.2406248,-1.1819038,"('unsympathetic', 'sympathetic')",-1.004116,-1.031347,-1.1223705,-1.1066254,0.0157451
11,0.13914333,0.2177772,"('unhelpful', 'helpful')",1.3586935,1.4401851,0.7489184,0.8289812,0.0800628
12,-0.21065666,-0.045424335,"('unsupportive', 'supportive')",-2.0037475,-1.9873593,-1.1072021,-1.0163918,0.0908103
13,-0.5919763,-0.64406556,"('impolite', 'polite')",-0.87828183,-0.8458863,-0.7351291,-0.7449759,-0.0098468
14,0.8427152,0.82407904,"('antisocial', 'social')",-0.47433248,-0.5436729,0.1841914,0.1402031,-0.0439883
15,0.21740894,0.037279457,"('boring', 'funny')",0.7578007,0.66454715,0.4876048,0.3509133,-0.1366915
16,-0.65971464,-0.64373577,"('unpopular', 'popular')",0.90745753,0.9081657,0.1238714,0.132215,0.0083436
