,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.08528269,-0.044662364,"('unsociable', 'sociable')",-1.0298542,-1.0855868,0.03812528,-0.042629555,0.018777285,-0.06453827,-0.2219172,-0.3093542,-0.087437
1,-0.53070754,-0.47548932,"('unfriendly', 'friendly')",-1.806372,-1.8403858,1.2127218,1.1431538,0.7600707,0.72252846,-0.0910718,-0.1125482,-0.0214764
2,2.1166968,2.210109,"('unlikable', 'likable')",1.1831305,1.1819575,2.4370644,2.5116034,0.95253456,1.0319521,1.6723566,1.7339056,0.061549
3,-0.035082206,0.059387814,"('repellent', 'pleasant')",-0.14301196,-0.0125786895,-0.45360473,-0.33462423,1.4342585,1.4413155,0.2006399,0.2883751,0.0877352
4,-0.7392672,-0.70576656,"('disliked', 'liked')",0.5469251,0.52807444,0.23699379,0.28078064,-6.5959516,-6.6057796,-1.637825,-1.6256728,0.0121522
5,0.2981985,0.4497692,"('distant', 'outgoing')",-0.3931687,-0.32541913,0.8689289,0.9315103,-1.3335961,-1.0934637,-0.1399094,-0.0094008,0.1305086
6,-0.3899331,-0.14726709,"('distant', 'open')",-1.0735197,-0.96455085,-0.15630193,-0.07745173,-1.4869417,-1.2722709,-0.7766742,-0.6153852,0.161289
7,0.96816397,0.9465453,"('insensitive', 'sensitive')",0.0386489,0.12530072,0.5355836,0.6262837,0.7729386,0.8256231,0.5788338,0.6309382,0.0521044
8,-0.19350342,-0.17409123,"('unaffectionate', 'affectionate')",-1.0390824,-1.0770204,0.25888917,0.22454903,0.018880386,0.064932816,-0.2387041,-0.2404074,-0.0017033
9,0.91069347,0.9302032,"('unaffectionate', 'caring')",-0.9170426,-0.8693592,1.2960237,1.2935083,0.8069935,0.92986345,0.524167,0.5710539,0.0468869
10,0.5282659,0.46083814,"('unsympathetic', 'sympathetic')",-0.58742154,-0.50264263,-0.9606084,-0.8536656,0.10168372,0.12280491,-0.2295201,-0.1931663,0.0363538
11,1.2331901,1.1935444,"('unhelpful', 'helpful')",0.36110872,0.4676845,0.2805223,0.3200166,2.4974031,2.6635792,1.0930561,1.1612062,0.0681501
12,2.0794616,2.1832113,"('unsupportive', 'supportive')",0.7446748,0.90059555,1.1318386,1.341021,-1.9598455,-1.7778797,0.4990323,0.6617371,0.1627048
13,0.30045876,0.14498058,"('impolite', 'polite')",0.70092887,0.66276425,0.040587664,0.13476895,-0.27884555,-0.23727,0.1907824,0.176311,-0.0144714
14,1.3989743,1.3951533,"('antisocial', 'social')",0.54044485,0.57414764,1.7946278,1.8873984,0.57698023,0.49448672,1.0777568,1.0877966,0.0100398
15,-0.3673932,-0.45435628,"('boring', 'funny')",0.16520661,-0.00042840093,0.27804643,0.2271204,-0.39398855,-0.35277647,-0.0795322,-0.1451102,-0.065578
16,-0.78017706,-0.67983556,"('unpopular', 'popular')",-0.8499423,-0.81766826,-0.2612397,-0.23284383,0.08604233,0.11815964,-0.4513292,-0.403047,0.0482822
17,-0.13236004,-0.01784866,"('nasty', 'nice')",-0.08334683,0.053262174,-0.49500743,-0.3559837,-0.8176353,-0.7426209,-0.3820874,-0.2657978,0.1162896
18,0.16716753,0.25405282,"('disagreeable', 'welcoming')",0.15967879,0.13831776,-0.1969698,-0.101209566,-0.65784454,-0.64933854,-0.131992,-0.0895444,0.0424476
19,-0.19669695,-0.22595178,"('inhospitable', 'hospitable')",-0.6000999,-0.6219412,-0.44652796,-0.4728961,-0.9211778,-0.78174853,-0.5411257,-0.5256344,0.0154913
20,0.168687,0.23558795,"('rough', 'thoughtful')",-1.079852,-1.0027541,-0.016816944,0.047579646,0.20722726,0.24258645,-0.1801887,-0.11925,0.0609387
21,0.7866051,0.7086074,"('immoral', 'moral')",0.67578083,0.71127164,0.7028325,0.7410413,0.10797534,0.18073283,0.5682984,0.5854132,0.0171148
22,0.8513883,0.8486002,"('untrustworthy', 'trustworthy')",0.3062313,0.29919675,-0.17921245,-0.1698452,-0.46296906,-0.36307135,0.1288595,0.1537201,0.0248606
23,1.0579993,0.99158204,"('insincere', 'sincere')",0.12739332,0.14458066,0.86752844,0.8765563,6.683859,6.627024,2.184195,2.159936,-0.024259
24,0.9438679,0.96593213,"('dishonest', 'honest')",0.21485518,0.25094837,0.32015607,0.40255982,0.8266021,0.9148618,0.5763704,0.6335756,0.0572052
25,-0.9799206,-1.0143979,"('egoistic', 'altruistic')",-0.896415,-0.963287,0.22887777,0.26180792,0.9152584,0.81633574,-0.1830499,-0.2248853,-0.0418354
26,0.03601595,-0.023751196,"('hardhearted', 'benevolent')",-0.25431833,-0.41112068,2.0654755,2.020908,1.3342994,1.1784018,0.7953681,0.6911095,-0.1042586
27,-0.0972731,0.019530945,"('hardhearted', 'softhearted')",-0.68887764,-0.5718332,-0.5774808,-0.48380396,0.4904715,0.46764925,-0.21829,-0.1421143,0.0761757
28,0.2780697,0.1451573,"('disloyal', 'loyal')",-0.21960798,-0.28599685,0.29995057,0.19028753,1.2161925,1.123165,0.3936512,0.2931533,-0.1004979
29,0.7002997,0.74210775,"('unfair', 'fair')",-0.24682039,-0.27781343,-0.35087472,-0.3581056,-0.44483614,-0.52627206,-0.0855579,-0.1050208,-0.0194629
30,0.9575298,0.847554,"('intolerant', 'tolerant')",0.32895312,0.25515568,0.54679155,0.5612518,0.9897606,0.9547692,0.7057588,0.6546827,-0.0510761
31,-1.2611358,-1.011164,"('evil', 'good')",-0.44476897,-0.4539268,-0.54308766,-0.5856332,-2.0526,-2.054249,-1.0753981,-1.0262432,0.0491549
32,1.1879337,1.0334028,"('unkind', 'kind')",0.8759335,0.75936884,0.4199159,0.36016285,1.3473989,1.2470236,0.9577955,0.8499895,-0.107806
33,0.6403914,0.6676256,"('wrong', 'right')",0.67961276,0.6318602,1.1735414,1.1427813,-1.1169206,-1.1751148,0.3441562,0.316788,-0.0273682
34,-0.086275004,0.11070879,"('mean', 'honorable')",-0.43902075,-0.14570662,0.4124664,0.52441496,5.527387,5.7712975,1.3536395,1.5651786,0.2115391
35,-0.9632148,-0.87487316,"('corrupt', 'incorrupt')",-0.021669768,-0.058778003,-0.8032799,-0.84973544,-1.4658881,-1.5621902,-0.8135132,-0.8363942,-0.022881
36,-1.5315465,-1.437696,"('hostile', 'amicable')",-0.7617014,-0.8776494,0.14822656,0.0029538348,-1.0263433,-1.1725086,-0.7928412,-0.871225,-0.0783838
37,-0.058536038,-0.04493513,"('fake', 'genuine')",-0.0895302,-0.03280323,-0.68463117,-0.67238855,0.37073588,0.40810537,-0.1154904,-0.0855054,0.029985
38,0.57622284,0.61533374,"('untruthful', 'truthful')",0.5809525,0.66028774,0.76473325,0.8139256,0.31419092,0.45896244,0.5590249,0.6371274,0.0781025
39,1.260656,1.27577,"('exploitative', 'cooperative')",1.2457119,1.2421029,0.8614595,0.9230099,0.29063576,0.33791474,0.9146158,0.9446993,0.0300835
40,0.7707733,0.85670215,"('stingy', 'generous')",-0.061249055,-0.024910018,1.1887003,1.343307,-2.1356945,-2.1510623,-0.0593675,0.0060092,0.0653767
41,0.52807915,0.62860465,"('unforgiving', 'forgiving')",0.258228,0.27204847,0.90796137,0.92733926,-0.020842955,-0.036827773,0.4183564,0.4477912,0.0294348
42,1.9226779,1.9135103,"('unreliable', 'reliable')",0.9432327,0.955459,0.7471506,0.87019515,-2.6638398,-2.510918,0.2373053,0.3070617,0.0697564
43,1.0005698,1.0445263,"('irresponsible', 'responsible')",0.20705336,0.33096492,0.49939188,0.65502626,0.766199,0.8882996,0.6183035,0.7297043,0.1114008
44,-0.60458755,-0.5210798,"('prejudiced', 'unprejudiced')",0.38214067,0.44868284,-0.27194682,-0.1984142,-1.404936,-1.4427961,-0.4748324,-0.4284018,0.0464306
45,-0.07244494,0.015940359,"('incompetent', 'competent')",-0.043678228,0.18543726,-0.615877,-0.49629772,0.2616288,0.30535465,-0.1175928,0.0026086,0.1202014
46,0.35880113,0.34270045,"('uncompetitive', 'competitive')",0.7423972,0.7994257,0.2629973,0.34737754,-0.18545303,-0.10989396,0.2946856,0.3449025,0.0502169
47,0.24546628,0.2639081,"('stupid', 'smart')",0.03059642,0.17106839,1.1364774,1.2004725,5.4058914,5.5567374,1.7046078,1.7980466,0.0934388
48,0.025786102,0.010602675,"('unintelligent', 'intelligent')",-1.2462397,-1.2166418,-0.9888532,-0.9346361,0.4686366,0.42272502,-0.4351675,-0.4294875,0.00568
49,-0.3414394,-0.321789,"('unable', 'able')",-0.6788815,-0.56206155,-0.9053594,-0.7730603,-0.30792236,-0.16951334,-0.5584006,-0.4566061,0.1017945
50,0.3928653,0.38639396,"('clumsy', 'skillful')",0.23162442,0.15837142,0.5221753,0.52759635,0.054613963,0.055555023,0.3003198,0.2819792,-0.0183406
51,1.3101126,1.0463492,"('uneducated', 'educated')",0.6846851,0.46765873,-0.20291135,-0.28262934,1.2320981,1.1050832,0.7559961,0.5841154,-0.1718807
52,-0.04516607,-0.14432356,"('irrational', 'rational')",-0.4889276,-0.7070589,0.49870893,0.27344579,-0.29554987,-0.41289404,-0.0827337,-0.2477077,-0.164974
53,0.042377446,-0.009294318,"('uncreative', 'creative')",-1.8015093,-1.8269163,1.0833392,1.1146103,0.20341918,0.22214542,-0.1180933,-0.1248637,-0.0067704
54,0.7724946,0.62294924,"('incapable', 'capable')",-0.17296019,-0.34861487,1.0259272,0.95787024,0.4714862,0.4311278,0.5242369,0.4158331,-0.1084038
55,0.66477084,0.6281213,"('incompetent', 'clever')",-0.4790348,-0.37271833,-0.8240258,-0.76007986,0.9170447,0.9503909,0.0696887,0.1114285,0.0417398
56,1.5117853,1.4365139,"('impractical', 'practical')",1.076278,1.1504036,0.5402478,0.62441087,-0.182796,-0.07625333,0.7363788,0.7837687,0.0473899
57,0.5514345,0.48802686,"('unimaginative', 'imaginative')",-1.2442683,-1.3086475,-0.5352809,-0.45432287,-2.8712184,-2.9052203,-1.0248332,-1.045041,-0.0202078
58,0.82503486,0.88195825,"('undiscriminating', 'discriminating')",-0.5512141,-0.48537344,1.196231,1.2115611,0.2542586,0.35171416,0.4310776,0.489965,0.0588874
59,0.6732792,0.5971049,"('foolish', 'wise')",0.60106677,0.4278092,1.0180389,0.91802394,-0.6254943,-0.59974533,0.4167227,0.3357982,-0.0809245
60,1.0170026,1.0484843,"('inefficient', 'efficient')",0.0075439895,0.1944797,-0.14278777,0.045380116,0.5802631,0.7886707,0.3655055,0.5192537,0.1537482
61,1.204283,1.1217111,"('illogical', 'logical')",-0.26009557,-0.3206748,1.1912739,1.1523575,0.6347032,0.52995855,0.6925411,0.6208381,-0.071703
62,1.5977432,1.6792874,"('incompetent', 'brilliant')",0.8102191,1.0851151,0.6099939,0.8651807,0.82915616,1.068207,0.9617781,1.1744475,0.2126694
63,1.6109744,1.594073,"('unperceptive', 'insightful')",0.5828728,0.63859016,1.0454619,1.1108987,0.9525778,1.1145087,1.0479717,1.1145177,0.066546
64,0.72675884,0.6660355,"('shy', 'confident')",1.2585115,1.104871,0.5312319,0.5647941,-5.655271,-5.6685615,-0.7846922,-0.8332152,-0.048523
65,0.41406885,0.27761003,"('insecure', 'secure')",0.102483824,-0.009226482,-0.44856665,-0.51698,0.49437928,0.49511576,0.1405913,0.0616298,-0.0789615
66,0.23979005,0.2531188,"('inactive', 'active')",-0.32981068,-0.43960685,0.89236826,0.90716076,0.32600486,0.25471213,0.2820881,0.2438462,-0.0382419
67,0.748423,0.5544921,"('doubtful', 'determined')",0.94070184,0.76396173,0.24170616,0.19638711,-0.41667762,-0.5244384,0.3785383,0.2476006,-0.1309377
68,-0.21082354,-0.3606947,"('dependent', 'independent')",0.17343923,0.18105024,-1.9739252,-1.9555206,-0.9858504,-0.9013429,-0.74929,-0.759127,-0.009837
69,-0.6888577,-0.45590222,"('lazy', 'industrious')",0.04492952,0.06978789,0.7719464,0.8332465,-1.859561,-1.7593932,-0.4328857,-0.3280652,0.1048205
70,1.352474,1.3910086,"('lethargic', 'energetic')",0.13356964,0.18487377,-0.029753378,0.12771887,0.7845904,0.90219074,0.5602202,0.651448,0.0912278
71,0.6494376,0.7045821,"('diffident', 'self-confident')",0.7642278,0.8593405,1.5141671,1.5892673,-0.039348807,0.020411108,0.7221209,0.7934002,0.0712793
72,1.1980816,1.1756324,"('unambitious', 'ambitious')",-0.23755378,-0.17802241,-0.2531538,-0.16949922,-0.4397795,-0.34311154,0.0668986,0.1212498,0.0543512
73,1.1313242,1.1572112,"('helpless', 'self-reliant')",1.1798604,1.10451,1.3059825,1.2506833,-3.5492969,-3.3877835,0.0169675,0.0311552,0.0141877
74,1.6339657,1.6336447,"('undedicated', 'dedicated')",0.43395853,0.41470474,0.66079223,0.70183283,-0.15040459,-0.0972835,0.6445779,0.6632246,0.0186467
75,-0.5287485,-0.42917874,"('meek', 'impulsive')",-0.24388176,-0.21922901,-0.48059875,-0.4204092,-0.94575703,-0.8558811,-0.5497465,-0.4811745,0.068572
76,1.5451968,1.5524026,"('anxious', 'daring')",0.17479996,0.22742975,-0.118482575,-0.021561913,0.2852023,0.24186583,0.4716791,0.5000341,0.028355
77,0.37981543,0.47506565,"('unmotivated', 'motivated')",-0.5682948,-0.519451,0.7103563,0.7733384,-1.153325,-1.0682964,-0.157862,-0.0848359,0.0730261
78,-0.6094876,-0.4647648,"('nonresilient', 'resilient')",-0.6988406,-0.5557678,0.76438963,0.88850766,-0.21160686,-0.052501366,-0.1888863,-0.0461316,0.1427547
79,-0.035438597,-0.015123844,"('wavering', 'unwavering')",0.04833996,-0.08940559,-0.33459523,-0.38075542,-0.89916104,-0.8630657,-0.3052137,-0.3370876,-0.0318739
80,1.0016612,0.8618103,"('dominated', 'dominating')",0.6034046,0.6469878,0.003485308,0.044631027,0.25329226,0.25885248,0.4654608,0.4530704,-0.0123904
81,1.104326,0.8469065,"('submissive', 'aggressive')",-0.020002171,-0.12057605,0.5533993,0.5696139,-0.0022940263,-0.018957935,0.4088573,0.3192466,-0.0896107
82,-0.3356868,-0.3101276,"('poor', 'rich')",-0.569345,-0.50990415,-0.14078346,-0.06272872,6.691586,6.7234097,1.4114428,1.4601623,0.0487195
83,1.7138108,1.5377915,"('powerless', 'powerful')",0.16403398,0.05957505,0.8677319,0.87165827,-0.670533,-0.68761283,0.518761,0.445353,-0.073408
84,0.16293773,0.075110115,"('inferior', 'superior')",0.2543032,0.11964955,0.20970675,0.23455127,0.20166959,0.1708475,0.2071543,0.1500396,-0.0571147
85,0.40682554,0.4992761,"('insignificant', 'prestigious')",-0.74297595,-0.8992034,1.6946839,1.6005018,-0.9072385,-0.976481,0.1128238,0.0560233,-0.0568005
86,0.45377812,0.28757516,"('uninfluential', 'influential')",-0.600243,-0.6992669,-0.23425098,-0.26430625,0.12519488,0.079280734,-0.0638802,-0.1491793,-0.0852991
87,0.92727417,0.8349436,"('unsuccessful', 'successful')",0.62013996,0.571741,1.3758583,1.320585,1.1608793,1.1962351,1.0210379,0.9808762,-0.0401617
88,0.14441113,-0.016830985,"('low', 'eminent')",-0.012586595,-0.26835898,-0.6191013,-0.7305379,-0.038142692,-0.12802912,-0.1313549,-0.2859392,-0.1545843
