,delta_male,delta_female,tuple,air_male,air_female,lines_male,lines_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.14793855,-0.2070142,"('unsociable', 'sociable')",-2.0940254,-2.2702746,-0.11265601,-0.20047408,-0.25337937,-0.37908193,-0.6519998,-0.7642112,-0.1122114
1,1.3385559,1.2632102,"('unfriendly', 'friendly')",0.672009,0.6722816,0.7620272,0.6680068,2.0167909,1.8785444,1.1973457,1.1205107,-0.076835
2,1.3260701,1.362988,"('unlikable', 'likable')",0.73055875,0.83780885,0.82400745,0.8039078,0.60627645,0.68187183,0.8717282,0.9216442,0.049916
3,-0.6199896,-0.58226633,"('repellent', 'pleasant')",-1.2692761,-1.2639036,-0.10106604,-0.13604861,0.25247103,0.27519572,-0.4344652,-0.4267557,0.0077095
4,0.010218602,0.029753823,"('disliked', 'liked')",1.0149567,1.001572,0.43318516,0.3748641,-6.2126274,-6.338543,-1.1885667,-1.2330883,-0.0445216
5,0.97300935,0.91051114,"('distant', 'outgoing')",1.3811737,1.5793145,-0.4492216,-0.4472832,-0.34929556,-0.3780135,0.3889165,0.4161322,0.0272157
6,0.9487452,0.92411417,"('distant', 'open')",1.604398,1.7758361,-0.80393803,-0.8464113,0.58175147,0.50010824,0.5827392,0.5884118,0.0056726
7,0.17672108,0.19062072,"('insensitive', 'sensitive')",-0.6864743,-0.71730596,-0.4000726,-0.42018726,0.8304036,0.8076567,-0.0198555,-0.0348039,-0.0149484
8,1.2157499,1.1553044,"('unaffectionate', 'affectionate')",0.7294308,0.70288306,-0.38892654,-0.42870635,0.7709076,0.6636652,0.5817904,0.5232866,-0.0585038
9,1.8205628,1.799384,"('unaffectionate', 'caring')",0.48208943,0.44755936,0.013500571,-0.010733098,1.0367969,0.9716971,0.8382375,0.8019769,-0.0362606
10,-0.7089354,-0.7168081,"('unsympathetic', 'sympathetic')",-2.7579443,-2.8634639,-1.2589544,-1.2451543,-0.28019866,-0.30779466,-1.2515082,-1.2833052,-0.031797
11,-0.76532996,-0.7755385,"('unhelpful', 'helpful')",-1.306367,-1.2560972,-0.8115904,-0.7783452,1.466908,1.5078629,-0.3540949,-0.3255295,0.0285654
12,1.4086441,1.4031818,"('unsupportive', 'supportive')",-0.7937441,-0.71913177,0.0064992085,0.043019332,-1.8933012,-1.931084,-0.3179755,-0.3010037,0.0169718
13,-1.3695824,-1.4621083,"('impolite', 'polite')",-1.3528385,-1.4211135,0.13871698,0.10487473,-0.24255255,-0.2488054,-0.7065641,-0.7567881,-0.050224
14,0.24024007,0.25586894,"('antisocial', 'social')",-1.6715276,-1.7516818,0.14862089,0.10959192,-0.4212736,-0.40337026,-0.4259851,-0.4473978,-0.0214127
15,0.32005408,0.21529393,"('boring', 'funny')",0.6213249,0.5863053,-0.3739215,-0.46735936,0.5251393,0.5308427,0.2731492,0.2162707,-0.0568785
16,-0.81389344,-0.83917266,"('unpopular', 'popular')",0.47353458,0.4421806,-0.31353706,-0.33883694,0.29347765,0.28409985,-0.0901046,-0.1129323,-0.0228277
17,0.28771314,0.32222673,"('nasty', 'nice')",1.009675,1.0864398,0.6974429,0.7152879,-0.3919542,-0.2910195,0.4007192,0.4582338,0.0575146
18,0.9263624,0.94344276,"('disagreeable', 'welcoming')",0.9708087,1.0601877,0.21523218,0.10538122,-0.2990503,-0.39233065,0.4533382,0.4291703,-0.0241679
19,-0.08907045,-0.11441457,"('inhospitable', 'hospitable')",0.80824584,0.86758107,-0.8853004,-0.90648896,-0.03273557,-0.030246068,-0.0497151,-0.0458921,0.003823
20,-0.115716994,-0.1559101,"('rough', 'thoughtful')",-0.78539073,-0.87046266,-0.45605725,-0.5180148,1.4732188,1.4421949,0.0290135,-0.0255482,-0.0545617
21,-0.451037,-0.51063156,"('immoral', 'moral')",-1.4385775,-1.6181769,-0.3139092,-0.33547172,-0.68445176,-0.67295337,-0.7219939,-0.7843084,-0.0623145
22,-0.84092534,-0.85400605,"('untrustworthy', 'trustworthy')",-1.4880785,-1.5881302,-0.19617538,-0.28474647,-0.779681,-0.8438737,-0.826215,-0.8926891,-0.0664741
23,0.21705,0.20025077,"('insincere', 'sincere')",-1.8039759,-1.8876796,-0.41307402,-0.5405772,5.6513467,5.5913577,0.9128367,0.840838,-0.0719987
24,0.5220116,0.48324758,"('dishonest', 'honest')",-0.47260785,-0.63923615,-0.7629006,-0.84205294,0.93547416,0.87841505,0.0554943,-0.0299066,-0.0854009
25,1.3972613,1.4313605,"('egoistic', 'altruistic')",1.6613468,1.7099884,2.013156,2.0334551,1.7696936,1.7350425,1.7103643,1.7274616,0.0170973
26,2.0819516,2.0135906,"('hardhearted', 'benevolent')",1.6346432,1.5195138,1.3133472,1.2030097,1.5738118,1.5007317,1.6509385,1.5592115,-0.091727
27,0.66419846,0.65317696,"('hardhearted', 'softhearted')",-0.6430016,-0.5473905,-0.404267,-0.39510933,1.6793157,1.5839014,0.3240614,0.3236446,-0.0004168
28,0.50726795,0.42593935,"('disloyal', 'loyal')",-0.557428,-0.73277766,-0.55598915,-0.5985702,0.7966688,0.6993086,0.0476299,-0.051525,-0.0991549
29,0.50686896,0.4594316,"('unfair', 'fair')",0.33457637,0.2343817,-0.24345747,-0.3367026,-0.22313024,-0.34712538,0.0937144,0.0024963,-0.0912181
30,-0.51915914,-0.56614405,"('intolerant', 'tolerant')",-1.3824339,-1.4771597,-0.65635675,-0.75093853,1.1068926,1.0439913,-0.3627643,-0.4375628,-0.0747985
31,0.70771027,0.75877947,"('evil', 'good')",1.5800183,1.651722,0.4802837,0.41821024,-0.6080058,-0.7102396,0.5400016,0.529618,-0.0103836
32,1.0696996,1.0434542,"('unkind', 'kind')",-0.6046723,-0.6830615,0.2556938,0.24435124,0.72642666,0.61138356,0.361787,0.3040319,-0.0577551
33,1.2201452,1.1079533,"('wrong', 'right')",1.785213,1.7525206,1.1259935,1.0319299,-0.32222807,-0.37991938,0.9522809,0.8781211,-0.0741598
34,-0.29016182,-0.24183139,"('mean', 'honorable')",0.08657322,0.20367822,0.23378752,0.24561645,5.9731216,6.0483165,1.5008302,1.5639449,0.0631147
35,0.899906,0.8546548,"('corrupt', 'incorrupt')",2.6421297,2.7024145,0.7179885,0.6825131,0.22045302,0.112412766,1.1201193,1.0879989,-0.0321204
36,0.9007756,0.85187167,"('hostile', 'amicable')",2.2084072,2.2434278,1.0145928,0.8517179,0.36073244,0.17864868,1.121127,1.0314165,-0.0897105
37,0.2012783,0.18510234,"('fake', 'genuine')",-0.15513128,-0.25175735,-0.668319,-0.794148,0.6159213,0.59790283,-0.0015627,-0.065725,-0.0641623
38,-0.1466366,-0.13959974,"('untruthful', 'truthful')",-0.62355256,-0.6020913,-0.35631818,-0.3487238,-0.034778483,-0.04507502,-0.2903214,-0.2838725,0.0064489
39,0.6488857,0.65317214,"('exploitative', 'cooperative')",0.5805729,0.49919063,0.7467996,0.7187546,0.3557811,0.34519786,0.5830098,0.5540788,-0.028931
40,1.3483187,1.3215292,"('stingy', 'generous')",0.13614103,0.18290588,0.65851915,0.58039904,-0.8541192,-0.9786424,0.3222149,0.2765479,-0.045667
41,0.70406425,0.71678215,"('unforgiving', 'forgiving')",-0.41579616,-0.465282,0.6353453,0.50367343,0.28932282,0.14290003,0.303234,0.2245184,-0.0787156
42,0.50002176,0.5309471,"('unreliable', 'reliable')",-1.0616328,-1.0222632,-0.4039896,-0.4677116,-2.9056218,-2.902394,-0.9678056,-0.9653554,0.0024502
43,-0.79189974,-0.8502255,"('irresponsible', 'responsible')",-2.444781,-2.4274447,-1.8297945,-1.8605589,0.19912702,0.21384539,-1.216837,-1.2310959,-0.0142589
44,-1.9957197,-1.9606478,"('prejudiced', 'unprejudiced')",-0.48511013,-0.3705064,-0.18484865,-0.14008875,-1.3229059,-1.2772465,-0.997146,-0.9371224,0.0600236
45,-1.1923301,-1.2341065,"('incompetent', 'competent')",-3.0115063,-3.0830925,-1.590904,-1.6824608,-0.18458688,-0.284504,-1.4948319,-1.5710409,-0.076209
46,-1.0232399,-1.0784259,"('uncompetitive', 'competitive')",-2.7228842,-2.8010023,-0.5973737,-0.5852162,-0.93274754,-0.985993,-1.3190613,-1.3626593,-0.043598
47,-0.59538424,-0.5740249,"('stupid', 'smart')",0.013962958,0.059434958,0.81332445,0.8038305,5.5407405,5.5956154,1.4431609,1.4712139,0.028053
48,0.05671098,-0.051224537,"('unintelligent', 'intelligent')",-1.1270925,-1.2845576,-0.63562703,-0.69876117,0.4415689,0.44289848,-0.3161099,-0.3979112,-0.0818013
49,-0.95273626,-0.9354673,"('unable', 'able')",-1.0777187,-0.98751426,-1.4041919,-1.3313425,-0.535085,-0.4344051,-0.992433,-0.9221823,0.0702507
50,-0.422066,-0.4121076,"('clumsy', 'skillful')",-0.047647476,-0.082420245,-0.9967148,-1.0633976,-0.10644464,-0.16082273,-0.3932182,-0.4296871,-0.0364689
51,-0.49990115,-0.53754133,"('uneducated', 'educated')",-0.61068916,-0.772742,-0.32817432,-0.37256482,0.44968402,0.38702625,-0.2472702,-0.3239555,-0.0766853
52,0.91520065,0.76662016,"('irrational', 'rational')",1.3203988,1.1334133,0.148767,-0.030186944,0.07377723,-0.064189345,0.6145359,0.4514143,-0.1631216
53,0.6956849,0.67944396,"('uncreative', 'creative')",-0.052218713,-0.039403882,-0.41949207,-0.46148753,0.89955807,0.82417554,0.280883,0.250682,-0.030201
54,-0.0684086,-0.101244174,"('incapable', 'capable')",-0.013180833,-0.00087517407,-1.044517,-1.0222511,0.87027293,0.928727,-0.0639584,-0.0489109,0.0150475
55,-0.69886374,-0.7214247,"('incompetent', 'clever')",-3.0416658,-3.1537428,-0.73465353,-0.70913154,0.13387084,0.11517918,-1.0853281,-1.11728,-0.0319519
56,0.37674925,0.34024715,"('impractical', 'practical')",-1.3741903,-1.3570714,-0.10971289,-0.113567755,-0.42308712,-0.4179152,-0.3825603,-0.3870768,-0.0045165
57,-0.70550585,-0.75354356,"('unimaginative', 'imaginative')",-1.4683739,-1.4689711,-1.342283,-1.3801904,-2.4362154,-2.520116,-1.4880946,-1.5307052,-0.0426106
