,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.99275744,-1.1077927,"('unsociable', 'sociable')",0.020917518,-0.12706839,-0.48592,-0.6174306,-0.1315106
1,-1.6719487,-1.8014671,"('unfriendly', 'friendly')",1.1672689,0.9633274,-0.2523399,-0.4190698,-0.1667299
2,1.0214131,0.97847855,"('unlikable', 'likable')",0.6665052,0.6229054,0.8439592,0.800692,-0.0432672
3,-0.624422,-0.5881422,"('repellent', 'pleasant')",0.46981454,0.5016846,-0.0773037,-0.0432288,0.0340749
4,-0.30837053,-0.32934648,"('disliked', 'liked')",-6.4732656,-6.6013293,-3.3908181,-3.465338,-0.0745199
5,-0.58455944,-0.5920578,"('distant', 'outgoing')",-0.718848,-0.8410101,-0.6517037,-0.716534,-0.0648303
6,-0.5808026,-0.6043898,"('distant', 'open')",-0.45587084,-0.6063281,-0.5183367,-0.605359,-0.0870223
7,-0.77295804,-0.79374933,"('insensitive', 'sensitive')",0.20808905,0.23967019,-0.2824345,-0.2770396,0.0053949
8,-0.83212775,-0.8838221,"('unaffectionate', 'affectionate')",0.47951585,0.36508638,-0.1763059,-0.2593679,-0.083062
9,-0.89886045,-0.96795607,"('unaffectionate', 'caring')",0.7361776,0.67390275,-0.0813414,-0.1470267,-0.0656853
10,-1.2729106,-1.3390142,"('unsympathetic', 'sympathetic')",-0.75933415,-0.7380216,-1.0161223,-1.038518,-0.0223957
11,-0.6607393,-0.69553095,"('unhelpful', 'helpful')",0.9347003,1.0528475,0.1369805,0.1786583,0.0416778
12,-0.7146089,-0.7117487,"('unsupportive', 'supportive')",-2.3297515,-2.3493512,-1.5221802,-1.53055,-0.0083698
13,-0.688443,-0.7274463,"('impolite', 'polite')",-1.2993497,-1.2294288,-0.9938964,-0.9784375,0.0154589
14,0.12467004,0.091807246,"('antisocial', 'social')",0.34766403,0.3195191,0.236167,0.2056632,-0.0305038
15,0.41806474,0.32327422,"('boring', 'funny')",0.23577465,0.22215778,0.3269197,0.272716,-0.0542037
16,-0.090424664,-0.12025452,"('unpopular', 'popular')",0.5291493,0.3987153,0.2193623,0.1392304,-0.0801319
17,-0.34284598,-0.30478486,"('nasty', 'nice')",-0.48802587,-0.42754757,-0.4154359,-0.3661662,0.0492697
18,-0.3818526,-0.41944402,"('disagreeable', 'welcoming')",-0.6838262,-0.8381918,-0.5328394,-0.6288179,-0.0959785
19,-1.7345389,-1.7215253,"('inhospitable', 'hospitable')",-0.81742233,-0.85962516,-1.2759806,-1.2905753,-0.0145947
20,0.22255896,0.18547717,"('rough', 'thoughtful')",0.9123859,0.89708626,0.5674724,0.5412817,-0.0261907
21,-0.3738168,-0.42639312,"('immoral', 'moral')",-0.6790969,-0.63035345,-0.5264568,-0.5283733,-0.0019165
22,-0.29788882,-0.312182,"('untrustworthy', 'trustworthy')",-0.8605779,-0.94274133,-0.5792333,-0.6274617,-0.0482284
23,-1.2427452,-1.3465111,"('insincere', 'sincere')",5.1609716,5.1250744,1.9591132,1.8892816,-0.0698316
24,-0.5786767,-0.6012292,"('dishonest', 'honest')",0.17433938,0.15376732,-0.2021687,-0.2237309,-0.0215622
25,0.19167809,0.17889097,"('egoistic', 'altruistic')",1.459593,1.3540151,0.8256356,0.766453,-0.0591826
26,0.06197789,-0.01681763,"('hardhearted', 'benevolent')",1.9440311,1.8778019,1.0030046,0.9304922,-0.0725124
27,-0.683861,-0.6841769,"('hardhearted', 'softhearted')",0.8836731,0.8075124,0.099906,0.0616677,-0.0382383
28,-0.8745441,-0.9618295,"('disloyal', 'loyal')",0.8934314,0.7899922,0.0094437,-0.0859186,-0.0953623
29,-0.2590017,-0.3138166,"('unfair', 'fair')",-0.473628,-0.6634903,-0.3663149,-0.4886535,-0.1223386
