,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.019876,-1.0102625,"('unsociable', 'sociable')",0.17830363,0.0576118,-0.6388416,-0.76404303,-0.4934713,-0.5722312,-0.0787599
1,0.4256161,0.48226273,"('unfriendly', 'friendly')",-0.3930831,-0.4757135,1.5724356,1.4008517,0.5349895,0.4691337,-0.0658558
2,0.24193315,0.3210312,"('unlikable', 'likable')",1.3819373,1.4862589,0.8305733,0.9948915,0.8181479,0.9340606,0.1159127
3,-1.7611876,-1.6191256,"('repellent', 'pleasant')",-0.15877463,-0.1370548,0.034567,0.09049848,-0.6284651,-0.5552273,0.0732378
4,0.8652409,0.9098061,"('disliked', 'liked')",0.20249993,0.2287035,-6.1692195,-6.1674137,-1.7004929,-1.6763013,0.0241916
5,1.589814,1.6143229,"('distant', 'outgoing')",-0.13741493,-0.043229647,0.109657034,0.13720924,0.5206854,0.5694342,0.0487488
6,1.3760251,1.4080209,"('distant', 'open')",-0.11496286,-0.0650951,0.5738508,0.56379825,0.6116377,0.6355747,0.023937
7,-1.2500724,-1.145423,"('insensitive', 'sensitive')",-1.061983,-1.0626547,-0.21332328,-0.20819162,-0.8417929,-0.8054232,0.0363697
8,0.35474586,0.3036189,"('unaffectionate', 'affectionate')",-0.3184113,-0.41559613,0.44118533,0.35862866,0.1591733,0.0822171,-0.0769562
9,0.03678007,0.030957188,"('unaffectionate', 'caring')",0.0100604445,-0.028482527,0.82203037,0.8039107,0.2896236,0.2687951,-0.0208285
10,-2.484624,-2.4361236,"('unsympathetic', 'sympathetic')",-1.1984625,-1.1832023,-1.1692327,-1.2123407,-1.6174397,-1.6105555,0.0068842
11,-1.7837768,-1.7329239,"('unhelpful', 'helpful')",0.021357,0.037260808,1.3336681,1.3714838,-0.1429172,-0.1080598,0.0348574
12,-0.60744566,-0.45688692,"('unsupportive', 'supportive')",-0.35418597,-0.16026726,-2.4743605,-2.3989303,-1.1453307,-1.0053615,0.1399692
13,-0.30963826,-0.34703347,"('impolite', 'polite')",0.808,0.73462635,-0.54044366,-0.5337819,-0.0140273,-0.0487297,-0.0347024
