,decision-making_male,decision-making_female,tuple,average_male,average_female,female-male
0,-0.3789662,-0.55423635,"('unsociable', 'sociable')",-0.3789662,-0.5542364,-0.1752702
1,0.29601976,0.13638492,"('unfriendly', 'friendly')",0.2960198,0.1363849,-0.1596349
2,1.5441148,1.5432279,"('unlikable', 'likable')",1.5441148,1.5432279,-0.0008869
3,-0.026240254,0.11095441,"('repellent', 'pleasant')",-0.0262403,0.1109544,0.1371947
4,0.20679297,0.1996415,"('disliked', 'liked')",0.206793,0.1996415,-0.0071515
5,1.2318076,1.1499237,"('distant', 'outgoing')",1.2318076,1.1499237,-0.0818839
6,0.82172847,0.7418424,"('distant', 'open')",0.8217285,0.7418424,-0.0798861
7,0.9044936,0.8821502,"('insensitive', 'sensitive')",0.9044936,0.8821502,-0.0223434
8,-0.94241273,-1.0430275,"('unaffectionate', 'affectionate')",-0.9424127,-1.0430275,-0.1006148
9,0.6044456,0.43838295,"('unaffectionate', 'caring')",0.6044456,0.438383,-0.1660626
10,-0.50226223,-0.57821506,"('unsympathetic', 'sympathetic')",-0.5022622,-0.5782151,-0.0759529
11,1.5756583,1.4747564,"('unhelpful', 'helpful')",1.5756583,1.4747564,-0.1009019
12,0.57849556,0.54994714,"('unsupportive', 'supportive')",0.5784956,0.5499471,-0.0285485
13,0.28688854,0.24172172,"('impolite', 'polite')",0.2868885,0.2417217,-0.0451668
14,0.8529574,0.7807604,"('antisocial', 'social')",0.8529574,0.7807604,-0.072197
15,1.6302769,1.5093426,"('boring', 'funny')",1.6302769,1.5093426,-0.1209343
16,-2.0345507,-2.0351212,"('unpopular', 'popular')",-2.0345507,-2.0351212,-0.0005705
17,-0.5546446,-0.51355255,"('nasty', 'nice')",-0.5546446,-0.5135525,0.0410921
18,-1.7492068,-1.7379,"('disagreeable', 'welcoming')",-1.7492068,-1.7379,0.0113068
19,0.33237118,0.25140384,"('inhospitable', 'hospitable')",0.3323712,0.2514038,-0.0809674
20,0.9537438,0.9203113,"('rough', 'thoughtful')",0.9537438,0.9203113,-0.0334325
21,2.2651746,2.2592635,"('immoral', 'moral')",2.2651746,2.2592635,-0.0059111
22,0.73890585,0.70935047,"('untrustworthy', 'trustworthy')",0.7389058,0.7093505,-0.0295553
23,1.3188752,1.2175977,"('insincere', 'sincere')",1.3188752,1.2175977,-0.1012775
24,0.4911771,0.45278957,"('dishonest', 'honest')",0.4911771,0.4527896,-0.0383875
25,0.23418447,0.16482872,"('egoistic', 'altruistic')",0.2341845,0.1648287,-0.0693558
26,0.22722416,0.10502118,"('hardhearted', 'benevolent')",0.2272242,0.1050212,-0.122203
27,-0.2507734,-0.26672232,"('hardhearted', 'softhearted')",-0.2507734,-0.2667223,-0.0159489
28,0.095992714,-0.07756044,"('disloyal', 'loyal')",0.0959927,-0.0775604,-0.1735531
29,1.0958782,1.0573367,"('unfair', 'fair')",1.0958782,1.0573367,-0.0385415
30,0.9256873,0.85610247,"('intolerant', 'tolerant')",0.9256873,0.8561025,-0.0695848
31,-1.1218703,-1.0632825,"('evil', 'good')",-1.1218703,-1.0632825,0.0585878
32,-0.29792464,-0.38126236,"('unkind', 'kind')",-0.2979246,-0.3812624,-0.0833378
33,2.594975,2.5308483,"('wrong', 'right')",2.594975,2.5308483,-0.0641267
34,0.28215706,0.31145775,"('mean', 'honorable')",0.2821571,0.3114578,0.0293007
35,-0.48424414,-0.5783987,"('corrupt', 'incorrupt')",-0.4842441,-0.5783987,-0.0941546
36,-0.10459985,-0.23777017,"('hostile', 'amicable')",-0.1045998,-0.2377702,-0.1331704
37,1.056014,1.0047829,"('fake', 'genuine')",1.0560139,1.0047829,-0.051231
38,1.9190441,1.802684,"('untruthful', 'truthful')",1.9190441,1.8026839,-0.1163602
39,0.17861198,0.07858361,"('exploitative', 'cooperative')",0.178612,0.0785836,-0.1000284
40,-0.9781373,-0.87949514,"('stingy', 'generous')",-0.9781373,-0.8794951,0.0986422
41,0.6544951,0.55155206,"('unforgiving', 'forgiving')",0.6544951,0.5515521,-0.102943
42,1.5293345,1.4823369,"('unreliable', 'reliable')",1.5293345,1.4823369,-0.0469976
43,1.2570952,1.1764612,"('irresponsible', 'responsible')",1.2570952,1.1764612,-0.080634
44,-0.9319802,-0.9436315,"('prejudiced', 'unprejudiced')",-0.9319802,-0.9436315,-0.0116513
45,0.09504315,0.07942374,"('incompetent', 'competent')",0.0950432,0.0794237,-0.0156195
46,0.15365717,0.13661748,"('uncompetitive', 'competitive')",0.1536572,0.1366175,-0.0170397
47,0.6383813,0.6402613,"('stupid', 'smart')",0.6383813,0.6402613,0.00188
48,-0.8635791,-0.9075474,"('unintelligent', 'intelligent')",-0.8635791,-0.9075474,-0.0439683
49,-0.26754394,-0.36672118,"('unable', 'able')",-0.2675439,-0.3667212,-0.0991773
50,-0.30527896,-0.3121033,"('clumsy', 'skillful')",-0.305279,-0.3121033,-0.0068243
51,0.2914784,0.28612462,"('uneducated', 'educated')",0.2914784,0.2861246,-0.0053538
52,0.43937537,0.30639604,"('irrational', 'rational')",0.4393754,0.306396,-0.1329794
53,0.26592404,0.13766316,"('uncreative', 'creative')",0.265924,0.1376632,-0.1282608
54,0.7799282,0.6293379,"('incapable', 'capable')",0.7799282,0.6293379,-0.1505903
55,-0.64189833,-0.67458284,"('incompetent', 'clever')",-0.6418983,-0.6745828,-0.0326845
56,3.032962,2.937367,"('impractical', 'practical')",3.0329621,2.937367,-0.0955951
57,0.44066265,0.32564783,"('unimaginative', 'imaginative')",0.4406627,0.3256478,-0.1150149
58,1.4493072,1.4028528,"('undiscriminating', 'discriminating')",1.4493072,1.4028528,-0.0464544
59,1.2659719,1.2281628,"('foolish', 'wise')",1.2659719,1.2281628,-0.0378091
60,0.7981656,0.7963642,"('inefficient', 'efficient')",0.7981656,0.7963642,-0.0018014
61,2.3234818,2.1021862,"('illogical', 'logical')",2.3234818,2.1021862,-0.2212956
62,1.4199802,1.4150219,"('incompetent', 'brilliant')",1.4199802,1.4150219,-0.0049583
63,2.0574467,1.9470943,"('unperceptive', 'insightful')",2.0574467,1.9470943,-0.1103524
64,1.5678737,1.5431119,"('shy', 'confident')",1.5678737,1.5431119,-0.0247618
65,-0.14838462,-0.26231694,"('insecure', 'secure')",-0.1483846,-0.2623169,-0.1139323
66,0.49601275,0.40881643,"('inactive', 'active')",0.4960127,0.4088164,-0.0871963
67,2.3298934,2.3056436,"('doubtful', 'determined')",2.3298934,2.3056436,-0.0242498
68,0.3958014,0.36675858,"('dependent', 'independent')",0.3958014,0.3667586,-0.0290428
69,1.3521304,1.2791327,"('lazy', 'industrious')",1.3521304,1.2791327,-0.0729977
70,1.2166038,1.1819892,"('lethargic', 'energetic')",1.2166038,1.1819892,-0.0346146
71,0.72344124,0.6234935,"('diffident', 'self-confident')",0.7234412,0.6234935,-0.0999477
72,0.5482359,0.59049106,"('unambitious', 'ambitious')",0.5482359,0.5904911,0.0422552
73,0.7425622,0.86610484,"('helpless', 'self-reliant')",0.7425622,0.8661048,0.1235426
74,0.7797663,0.7688887,"('undedicated', 'dedicated')",0.7797663,0.7688887,-0.0108776
75,0.079825684,0.1813155,"('meek', 'impulsive')",0.0798257,0.1813155,0.1014898
76,-1.057907,-1.0933622,"('anxious', 'daring')",-1.057907,-1.0933622,-0.0354552
77,1.3265522,1.3018966,"('unmotivated', 'motivated')",1.3265522,1.3018966,-0.0246556
78,0.15646309,0.0896037,"('nonresilient', 'resilient')",0.1564631,0.0896037,-0.0668594
79,0.009248557,-0.06307797,"('wavering', 'unwavering')",0.0092486,-0.063078,-0.0723266
80,0.7412558,0.75038177,"('dominated', 'dominating')",0.7412558,0.7503818,0.009126
81,2.2281172,2.189502,"('submissive', 'aggressive')",2.2281172,2.189502,-0.0386152
82,-1.381872,-1.364788,"('poor', 'rich')",-1.3818721,-1.3647881,0.017084
83,1.2116976,1.1586887,"('powerless', 'powerful')",1.2116976,1.1586887,-0.0530089
84,1.305079,1.288598,"('inferior', 'superior')",1.305079,1.2885979,-0.0164811
85,0.4900676,0.48732185,"('insignificant', 'prestigious')",0.4900676,0.4873219,-0.0027457
86,0.68363416,0.60069036,"('uninfluential', 'influential')",0.6836342,0.6006904,-0.0829438
87,0.25644213,0.24493207,"('unsuccessful', 'successful')",0.2564421,0.2449321,-0.01151
88,1.0563716,0.9528248,"('low', 'eminent')",1.0563716,0.9528248,-0.1035468
