,ford_male,ford_female,tuple,average_male,average_female,female-male
0,-0.31779748,-0.37527618,"('unsociable', 'sociable')",-0.3177975,-0.3752762,-0.0574787
1,2.3113167,2.1340344,"('unfriendly', 'friendly')",2.3113167,2.1340344,-0.1772823
2,0.34314504,0.33196124,"('unlikable', 'likable')",0.343145,0.3319612,-0.0111838
3,-0.063282564,0.2625187,"('repellent', 'pleasant')",-0.0632826,0.2625187,0.3258013
4,-6.3490496,-6.924555,"('disliked', 'liked')",-6.3490496,-6.9245548,-0.5755052
5,0.62813365,0.3947438,"('distant', 'outgoing')",0.6281337,0.3947438,-0.2333899
6,0.58870065,0.4305088,"('distant', 'open')",0.5887007,0.4305088,-0.1581919
7,0.2694085,0.5331918,"('insensitive', 'sensitive')",0.2694085,0.5331918,0.2637833
8,1.938218,1.8130584,"('unaffectionate', 'affectionate')",1.938218,1.8130584,-0.1251596
9,2.2282689,2.2969644,"('unaffectionate', 'caring')",2.2282689,2.2969644,0.0686955
10,0.21636887,0.47051507,"('unsympathetic', 'sympathetic')",0.2163689,0.4705151,0.2541462
11,1.481108,1.6563646,"('unhelpful', 'helpful')",1.481108,1.6563646,0.1752566
12,-0.8799187,-0.89927715,"('unsupportive', 'supportive')",-0.8799187,-0.8992772,-0.0193585
13,-0.3580504,-0.35553366,"('impolite', 'polite')",-0.3580504,-0.3555337,0.0025167
14,-0.37774086,-0.29598206,"('antisocial', 'social')",-0.3777409,-0.2959821,0.0817588
15,0.5144306,0.33153066,"('boring', 'funny')",0.5144306,0.3315307,-0.1828999
16,-0.44047606,-0.5096179,"('unpopular', 'popular')",-0.4404761,-0.5096179,-0.0691418
17,-0.32095596,-0.30333066,"('nasty', 'nice')",-0.320956,-0.3033307,0.0176253
18,-0.6344634,-0.66489077,"('disagreeable', 'welcoming')",-0.6344634,-0.6648908,-0.0304274
19,0.2330444,0.16455136,"('inhospitable', 'hospitable')",0.2330444,0.1645514,-0.068493
20,0.35409898,0.4445839,"('rough', 'thoughtful')",0.354099,0.4445839,0.0904849
21,-0.015280406,0.15650788,"('immoral', 'moral')",-0.0152804,0.1565079,0.1717883
22,-0.97929734,-0.9436949,"('untrustworthy', 'trustworthy')",-0.9792973,-0.9436949,0.0356024
23,5.722495,6.1826186,"('insincere', 'sincere')",5.7224951,6.1826186,0.4601235
24,1.3664328,1.4810154,"('dishonest', 'honest')",1.3664328,1.4810154,0.1145826
25,1.2660813,1.2206951,"('egoistic', 'altruistic')",1.2660813,1.2206951,-0.0453862
26,1.7990041,1.5943639,"('hardhearted', 'benevolent')",1.7990041,1.5943639,-0.2046402
27,1.2876679,1.3714664,"('hardhearted', 'softhearted')",1.2876679,1.3714664,0.0837985
28,1.1472971,1.1812441,"('disloyal', 'loyal')",1.1472971,1.1812441,0.033947
29,-0.5717045,-0.7128062,"('unfair', 'fair')",-0.5717045,-0.7128062,-0.1411017
30,0.353719,0.45666125,"('intolerant', 'tolerant')",0.353719,0.4566613,0.1029423
31,-0.9841741,-1.1176126,"('evil', 'good')",-0.9841741,-1.1176126,-0.1334385
32,1.308771,1.2236388,"('unkind', 'kind')",1.308771,1.2236388,-0.0851322
33,0.6855234,0.4098071,"('wrong', 'right')",0.6855234,0.4098071,-0.2757163
34,4.8879256,5.2802887,"('mean', 'honorable')",4.8879256,5.2802887,0.3923631
35,-0.21160467,-0.59171337,"('corrupt', 'incorrupt')",-0.2116047,-0.5917134,-0.3801087
36,-0.12090319,-0.4345461,"('hostile', 'amicable')",-0.1209032,-0.4345461,-0.3136429
37,0.35001165,0.5652329,"('fake', 'genuine')",0.3500116,0.5652329,0.2152213
38,0.68071985,0.5718909,"('untruthful', 'truthful')",0.6807199,0.5718909,-0.108829
39,0.68139255,0.72358286,"('exploitative', 'cooperative')",0.6813926,0.7235829,0.0421903
40,-1.3221135,-1.4078498,"('stingy', 'generous')",-1.3221135,-1.4078498,-0.0857363
41,1.3262458,1.1597229,"('unforgiving', 'forgiving')",1.3262458,1.1597229,-0.1665229
42,-3.836265,-3.6868038,"('unreliable', 'reliable')",-3.8362651,-3.6868038,0.1494613
43,0.7844311,0.8431018,"('irresponsible', 'responsible')",0.7844311,0.8431018,0.0586707
44,-2.2321818,-2.2736886,"('prejudiced', 'unprejudiced')",-2.2321818,-2.2736886,-0.0415068
45,-0.44119516,-0.30274686,"('incompetent', 'competent')",-0.4411952,-0.3027469,0.1384483
46,-0.60207087,-0.63407683,"('uncompetitive', 'competitive')",-0.6020709,-0.6340768,-0.0320059
47,5.0676527,5.392746,"('stupid', 'smart')",5.0676527,5.392746,0.3250933
48,0.9917234,1.0348755,"('unintelligent', 'intelligent')",0.9917234,1.0348755,0.0431521
49,0.0625681,0.2089529,"('unable', 'able')",0.0625681,0.2089529,0.1463848
50,-0.82836854,-0.7574646,"('clumsy', 'skillful')",-0.8283685,-0.7574646,0.0709039
51,-0.13864583,-0.09298596,"('uneducated', 'educated')",-0.1386458,-0.092986,0.0456598
52,0.44341564,0.16197269,"('irrational', 'rational')",0.4434156,0.1619727,-0.2814429
53,0.9375276,0.82155895,"('uncreative', 'creative')",0.9375276,0.821559,-0.1159686
54,1.0666152,1.1338624,"('incapable', 'capable')",1.0666152,1.1338624,0.0672472
55,-0.00072610565,0.2832291,"('incompetent', 'clever')",-0.0007261,0.2832291,0.2839552
