,tyler_male,tyler_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.7992114,0.5785378,"('unsociable', 'sociable')",-0.32347694,-0.45986494,-0.48695448,-0.68521863,-0.00374,-0.1888486,-0.1851086
1,0.7240317,0.61775386,"('unfriendly', 'friendly')",0.5774216,0.40613043,1.8085116,1.7505566,1.0366549,0.9248136,-0.1118413
2,1.242252,1.2419817,"('unlikable', 'likable')",0.32712138,0.38845247,0.5516245,0.6286139,0.7069993,0.7530161,0.0460168
3,-0.1335277,-0.10304153,"('repellent', 'pleasant')",0.3767239,0.5102014,0.03390803,0.07547763,0.0923681,0.1608792,0.0685111
4,-0.30850744,-0.3598714,"('disliked', 'liked')",-0.73335856,-0.75649387,-5.767705,-5.916314,-2.2698571,-2.3442265,-0.0743694
5,-0.6615565,-0.52369976,"('distant', 'outgoing')",-0.32996804,-0.2477647,-0.20359361,-0.052738354,-0.3983727,-0.2747343,0.1236384
6,-0.1630936,-0.02440339,"('distant', 'open')",-0.75802785,-0.69375217,0.31347734,0.44201162,-0.202548,-0.092048,0.1105
7,0.97293496,0.8259069,"('insensitive', 'sensitive')",0.39786354,0.51710284,0.66039383,0.7205303,0.6770641,0.6878467,0.0107826
8,0.15474743,0.21211034,"('unaffectionate', 'affectionate')",0.328336,0.3063086,0.8288237,0.86237323,0.4373024,0.460264,0.0229616
9,1.3674898,1.3521829,"('unaffectionate', 'caring')",0.40329844,0.41175282,1.1957254,1.2603583,0.9888379,1.008098,0.0192601
10,0.1673452,-0.071574494,"('unsympathetic', 'sympathetic')",-0.50887686,-0.4906131,-0.60865134,-0.67605996,-0.3167277,-0.4127492,-0.0960215
11,0.016695645,-0.004256971,"('unhelpful', 'helpful')",1.0613446,1.0799717,1.7696618,1.7977556,0.949234,0.9578234,0.0085894
12,1.1583087,1.1733674,"('unsupportive', 'supportive')",0.68519884,0.8295084,-1.4819391,-1.47419,0.1205228,0.1762286,0.0557058
13,0.52378917,0.403813,"('impolite', 'polite')",-0.5517143,-0.6050202,-0.5674868,-0.6852019,-0.1984707,-0.2954697,-0.096999
14,-0.33546126,-0.4592359,"('antisocial', 'social')",0.7157332,0.7568898,-0.82606226,-0.83377737,-0.1485968,-0.1787078,-0.030111
15,-0.59215564,-0.5961069,"('boring', 'funny')",-0.31853208,-0.38666162,0.43609184,0.42833868,-0.1581986,-0.18481,-0.0266114
16,-0.8556524,-0.7867521,"('unpopular', 'popular')",-0.29407966,-0.2709716,0.45014456,0.50880474,-0.2331959,-0.182973,0.0502229
17,-0.53829175,-0.47406298,"('nasty', 'nice')",-0.68083936,-0.6469384,-0.6027302,-0.4559619,-0.6072871,-0.5256544,0.0816327
18,-0.044751488,-0.117367655,"('disagreeable', 'welcoming')",0.17850411,0.235125,-0.33268932,-0.3066128,-0.0663122,-0.0629518,0.0033604
19,0.7098094,0.8280074,"('inhospitable', 'hospitable')",-0.63619894,-0.6609409,-0.07919933,0.030560255,-0.0018629,0.0658756,0.0677385
20,0.4251282,0.38630584,"('rough', 'thoughtful')",0.85170615,0.96508664,0.92467654,0.92997265,0.733837,0.7604551,0.0266181
21,0.092075065,-0.067572854,"('immoral', 'moral')",0.47812557,0.42971367,-0.86023545,-0.8576155,-0.0966783,-0.1651582,-0.0684799
22,0.41150236,0.29356572,"('untrustworthy', 'trustworthy')",0.067631505,0.035696186,-0.81421447,-0.85385746,-0.1116935,-0.1748652,-0.0631717
23,1.2793863,1.0823874,"('insincere', 'sincere')",0.019522127,-0.022097524,5.270747,5.31944,2.1898851,2.1265766,-0.0633085
24,1.2613565,1.1973014,"('dishonest', 'honest')",-1.3091552,-1.3170999,0.60471636,0.55459744,0.1856392,0.144933,-0.0407062
