,nougat_male,nougat_female,tuple,average_male,average_female,female-male
0,-0.64652616,-0.8815218,"('unsociable', 'sociable')",-0.6465262,-0.8815218,-0.2349956
1,-0.9463081,-1.1345124,"('unfriendly', 'friendly')",-0.9463081,-1.1345124,-0.1882043
2,-0.13071227,-0.14831555,"('unlikable', 'likable')",-0.1307123,-0.1483155,-0.0176032
3,-0.8117046,-0.6203969,"('repellent', 'pleasant')",-0.8117046,-0.6203969,0.1913077
4,-1.0588992,-0.9973101,"('disliked', 'liked')",-1.0588992,-0.9973101,0.0615891
5,-0.50179243,-0.46401,"('distant', 'outgoing')",-0.5017924,-0.46401,0.0377824
6,-0.913991,-0.8843188,"('distant', 'open')",-0.913991,-0.8843188,0.0296722
7,-0.843768,-0.8381663,"('insensitive', 'sensitive')",-0.843768,-0.8381663,0.0056017
8,-0.92653936,-1.0780319,"('unaffectionate', 'affectionate')",-0.9265394,-1.0780319,-0.1514925
9,-1.2129877,-1.295569,"('unaffectionate', 'caring')",-1.2129877,-1.2955689,-0.0825812
10,-1.0069463,-1.0749928,"('unsympathetic', 'sympathetic')",-1.0069463,-1.0749928,-0.0680465
11,0.27363026,0.16212744,"('unhelpful', 'helpful')",0.2736303,0.1621274,-0.1115029
12,-1.3134395,-1.3149741,"('unsupportive', 'supportive')",-1.3134395,-1.3149741,-0.0015346
13,0.08779968,-0.072952695,"('impolite', 'polite')",0.0877997,-0.0729527,-0.1607524
14,-0.34628156,-0.39115414,"('antisocial', 'social')",-0.3462816,-0.3911541,-0.0448725
15,0.8506455,0.5505166,"('boring', 'funny')",0.8506455,0.5505166,-0.3001289
16,-0.1822182,-0.23543385,"('unpopular', 'popular')",-0.1822182,-0.2354338,-0.0532156
17,0.17697412,0.1793958,"('nasty', 'nice')",0.1769741,0.1793958,0.0024217
18,-1.3679398,-1.4231617,"('disagreeable', 'welcoming')",-1.3679398,-1.4231617,-0.0552219
19,-0.9500459,-0.9868411,"('inhospitable', 'hospitable')",-0.9500459,-0.9868411,-0.0367952
20,0.06937762,0.10206911,"('rough', 'thoughtful')",0.0693776,0.1020691,0.0326915
21,0.23089236,0.14392026,"('immoral', 'moral')",0.2308924,0.1439203,-0.0869721
22,-0.5976584,-0.6370566,"('untrustworthy', 'trustworthy')",-0.5976584,-0.6370566,-0.0393982
23,0.46834525,0.3086316,"('insincere', 'sincere')",0.4683453,0.3086316,-0.1597137
24,-0.72591513,-0.8304656,"('dishonest', 'honest')",-0.7259151,-0.8304656,-0.1045505
25,0.0900501,-0.109405145,"('egoistic', 'altruistic')",0.0900501,-0.1094051,-0.1994552
26,0.05035611,-0.16715136,"('hardhearted', 'benevolent')",0.0503561,-0.1671514,-0.2175075
27,0.44121894,0.44304922,"('hardhearted', 'softhearted')",0.4412189,0.4430492,0.0018303
28,-0.53034735,-0.64960414,"('disloyal', 'loyal')",-0.5303473,-0.6496041,-0.1192568
29,-0.6875295,-0.65379584,"('unfair', 'fair')",-0.6875295,-0.6537958,0.0337337
30,0.55505794,0.4072288,"('intolerant', 'tolerant')",0.5550579,0.4072288,-0.1478291
31,-1.2400606,-1.0860127,"('evil', 'good')",-1.2400606,-1.0860127,0.1540479
32,0.0562251,-0.21229783,"('unkind', 'kind')",0.0562251,-0.2122978,-0.2685229
33,-0.04022777,-0.14386904,"('wrong', 'right')",-0.0402278,-0.143869,-0.1036412
34,0.9989303,1.061647,"('mean', 'honorable')",0.9989303,1.0616471,0.0627168
35,0.20828937,0.2037235,"('corrupt', 'incorrupt')",0.2082894,0.2037235,-0.0045659
36,-0.7405434,-0.720821,"('hostile', 'amicable')",-0.7405434,-0.720821,0.0197224
37,-0.4201441,-0.41193566,"('fake', 'genuine')",-0.4201441,-0.4119357,0.0082084
38,0.07621284,0.023208052,"('untruthful', 'truthful')",0.0762128,0.0232081,-0.0530047
39,0.6789576,0.60407174,"('exploitative', 'cooperative')",0.6789576,0.6040717,-0.0748859
40,-1.899199,-1.7503974,"('stingy', 'generous')",-1.899199,-1.7503974,0.1488016
41,0.20266944,0.17300576,"('unforgiving', 'forgiving')",0.2026694,0.1730058,-0.0296636
42,-0.4749351,-0.47587964,"('unreliable', 'reliable')",-0.4749351,-0.4758796,-0.0009445
43,-0.46246654,-0.5638908,"('irresponsible', 'responsible')",-0.4624665,-0.5638908,-0.1014243
44,0.4631399,0.45431685,"('prejudiced', 'unprejudiced')",0.4631399,0.4543169,-0.008823
45,-0.4501543,-0.42790267,"('incompetent', 'competent')",-0.4501543,-0.4279027,0.0222516
46,-0.7555324,-0.7634849,"('uncompetitive', 'competitive')",-0.7555324,-0.7634849,-0.0079525
47,1.0783153,1.1533499,"('stupid', 'smart')",1.0783153,1.1533499,0.0750346
48,-0.07410768,-0.120445825,"('unintelligent', 'intelligent')",-0.0741077,-0.1204458,-0.0463381
49,-0.08031399,0.02638796,"('unable', 'able')",-0.080314,0.026388,0.106702
50,-0.19509983,-0.21113296,"('clumsy', 'skillful')",-0.1950998,-0.211133,-0.0160332
51,-0.4614034,-0.5154475,"('uneducated', 'educated')",-0.4614034,-0.5154475,-0.0540441
52,-0.44439968,-0.55197465,"('irrational', 'rational')",-0.4443997,-0.5519747,-0.107575
53,-1.6759666,-1.7852476,"('uncreative', 'creative')",-1.6759666,-1.7852476,-0.109281
54,-0.26848358,-0.4770408,"('incapable', 'capable')",-0.2684836,-0.4770408,-0.2085572
55,-0.2002295,-0.25738087,"('incompetent', 'clever')",-0.2002295,-0.2573809,-0.0571514
56,1.071003,0.8674623,"('impractical', 'practical')",1.071003,0.8674623,-0.2035407
57,-1.6462098,-1.8203776,"('unimaginative', 'imaginative')",-1.6462098,-1.8203776,-0.1741678
58,-0.7931348,-0.83082974,"('undiscriminating', 'discriminating')",-0.7931348,-0.8308297,-0.0376949
59,-0.30514494,-0.2593512,"('foolish', 'wise')",-0.3051449,-0.2593512,0.0457937
60,0.23993133,0.17980537,"('inefficient', 'efficient')",0.2399313,0.1798054,-0.0601259
61,-0.22331364,-0.3511151,"('illogical', 'logical')",-0.2233136,-0.3511151,-0.1278015
62,0.23559989,0.32559356,"('incompetent', 'brilliant')",0.2355999,0.3255936,0.0899937
63,-0.14685255,-0.18492348,"('unperceptive', 'insightful')",-0.1468526,-0.1849235,-0.0380709
64,-2.1571867,-2.128506,"('shy', 'confident')",-2.1571867,-2.1285059,0.0286808
65,-0.78829247,-0.8623518,"('insecure', 'secure')",-0.7882925,-0.8623518,-0.0740593
66,-1.8373686,-1.8575269,"('inactive', 'active')",-1.8373686,-1.8575269,-0.0201583
67,0.3370851,0.2902738,"('doubtful', 'determined')",0.3370851,0.2902738,-0.0468113
68,-0.58590126,-0.586682,"('dependent', 'independent')",-0.5859013,-0.586682,-0.0007807
69,-0.0453029,0.029000502,"('lazy', 'industrious')",-0.0453029,0.0290005,0.0743034
70,-0.33345282,-0.33165893,"('lethargic', 'energetic')",-0.3334528,-0.3316589,0.0017939
71,0.16321649,0.16219373,"('diffident', 'self-confident')",0.1632165,0.1621937,-0.0010228
72,-1.1326178,-1.0455132,"('unambitious', 'ambitious')",-1.1326178,-1.0455132,0.0871046
73,-0.17763864,-0.14021268,"('helpless', 'self-reliant')",-0.1776386,-0.1402127,0.0374259
74,0.028878357,-0.06485775,"('undedicated', 'dedicated')",0.0288784,-0.0648578,-0.0937362
75,0.20166308,0.32638356,"('meek', 'impulsive')",0.2016631,0.3263836,0.1247205
76,-0.07590057,-0.07444939,"('anxious', 'daring')",-0.0759006,-0.0744494,0.0014512
77,-1.0402638,-1.0291762,"('unmotivated', 'motivated')",-1.0402638,-1.0291762,0.0110876
78,-0.23172009,-0.20512289,"('nonresilient', 'resilient')",-0.2317201,-0.2051229,0.0265972
79,-0.59026,-0.6338299,"('wavering', 'unwavering')",-0.59026,-0.6338299,-0.0435699
80,0.16277069,0.17169319,"('dominated', 'dominating')",0.1627707,0.1716932,0.0089225
81,-0.04149093,-0.16019577,"('submissive', 'aggressive')",-0.0414909,-0.1601958,-0.1187049
82,0.99074626,0.91627234,"('poor', 'rich')",0.9907463,0.9162723,-0.074474
83,-0.29491323,-0.3436672,"('powerless', 'powerful')",-0.2949132,-0.3436672,-0.048754
84,0.13013743,0.09330813,"('inferior', 'superior')",0.1301374,0.0933081,-0.0368293
85,-0.39631703,-0.5273341,"('insignificant', 'prestigious')",-0.396317,-0.5273341,-0.1310171
86,-1.7136773,-1.8915389,"('uninfluential', 'influential')",-1.7136773,-1.8915389,-0.1778616
87,-0.21507081,-0.28377035,"('unsuccessful', 'successful')",-0.2150708,-0.2837704,-0.0686996
88,-0.3513729,-0.60807335,"('low', 'eminent')",-0.3513729,-0.6080734,-0.2567005
