,genuine_male,genuine_female,tuple,parts_male,parts_female,co_male,co_female,average_male,average_female,female-male
0,1.6846375,1.7918808,"('unsociable', 'sociable')",0.861336,0.8291956,0.47785816,0.37325394,1.0079439,0.9981101,-0.0098338
1,0.02790106,-0.17248434,"('unfriendly', 'friendly')",0.49356592,0.46295822,1.9373635,1.7662563,0.8196101,0.6855768,-0.1340333
2,0.50443953,0.6271319,"('unlikable', 'likable')",0.17375185,0.24579898,0.6279053,0.7519573,0.4353656,0.5416294,0.1062638
3,0.14065428,0.22764735,"('repellent', 'pleasant')",-0.3723736,-0.33017582,0.32022643,0.43278393,0.0295024,0.1100851,0.0805827
4,-0.67447907,-0.8707197,"('disliked', 'liked')",-0.13674562,-0.19664559,-6.9971857,-7.0661106,-2.6028035,-2.7111588,-0.1083553
5,-1.910508,-2.1095905,"('distant', 'outgoing')",-0.20386866,-0.22451234,-0.22362989,-0.27929872,-0.7793356,-0.8711339,-0.0917983
6,-1.9948679,-2.2172897,"('distant', 'open')",-0.3489445,-0.38470054,-0.18578225,-0.25909236,-0.8431982,-0.9536942,-0.110496
7,1.5976892,1.7362098,"('insensitive', 'sensitive')",-0.12115301,-0.07970832,0.31140783,0.333439,0.5959813,0.6633135,0.0673322
8,-1.4287561,-1.543558,"('unaffectionate', 'affectionate')",-0.57767326,-0.59937966,0.79279596,0.6898531,-0.4045445,-0.4843615,-0.079817
9,0.62921035,0.5411596,"('unaffectionate', 'caring')",0.49303746,0.4465996,1.2690685,1.2180811,0.7971055,0.7352801,-0.0618254
10,2.0996265,2.3584545,"('unsympathetic', 'sympathetic')",0.35674945,0.27810168,-0.0871274,-0.042657036,0.7897495,0.864633,0.0748835
11,1.8096199,1.9843369,"('unhelpful', 'helpful')",1.0091835,0.9655795,2.1162357,2.1290522,1.645013,1.6929895,0.0479765
12,0.9072813,1.0756676,"('unsupportive', 'supportive')",0.48603418,0.48240834,-2.0458498,-2.0054114,-0.2175115,-0.1491118,0.0683997
13,2.8708208,2.9982584,"('impolite', 'polite')",1.6025292,1.6218964,0.21453771,0.16793916,1.5626292,1.5960313,0.0334021
14,1.985725,2.126484,"('antisocial', 'social')",0.8203063,0.8255076,0.20057607,0.13599154,1.0022024,1.0293277,0.0271253
15,1.5057856,1.3697505,"('boring', 'funny')",0.7550959,0.8006061,0.60284084,0.54748726,0.9545741,0.9059479,-0.0486262
16,-1.8478531,-1.8437053,"('unpopular', 'popular')",-1.0511404,-1.003528,0.06877176,0.03581559,-0.9434072,-0.9371393,0.0062679
17,0.8326563,0.7774481,"('nasty', 'nice')",0.2761947,0.31925926,-0.030235074,-0.007355514,0.3595386,0.3631173,0.0035787
18,-1.4618031,-1.3396186,"('disagreeable', 'welcoming')",-1.193693,-1.0514718,-1.0049558,-1.0766423,-1.2201506,-1.1559109,0.0642397
19,-0.84133816,-0.9113402,"('inhospitable', 'hospitable')",-0.37813297,-0.3471579,-0.29930854,-0.31275204,-0.5062599,-0.52375,-0.0174901
20,1.089239,1.1638914,"('rough', 'thoughtful')",-0.28705433,-0.3098675,0.4677646,0.42640853,0.4233164,0.4268108,0.0034944
21,1.3238564,1.5151516,"('immoral', 'moral')",0.734337,0.73449373,-0.7021543,-0.57386947,0.452013,0.5585919,0.1065789
22,1.9320449,1.9752924,"('untrustworthy', 'trustworthy')",-0.1484963,-0.15711166,-0.37325752,-0.37800354,0.470097,0.4800591,0.0099621
23,3.2907162,3.3782322,"('insincere', 'sincere')",0.7657025,0.6654975,6.390418,6.299842,3.4822788,3.4478572,-0.0344216
24,2.4111068,2.4593914,"('dishonest', 'honest')",1.011464,1.0053667,1.2420307,1.1597781,1.5548671,1.541512,-0.0133551
25,-1.0337658,-1.087269,"('egoistic', 'altruistic')",0.52484673,0.6228071,1.203167,1.1378741,0.231416,0.2244708,-0.0069452
26,0.063337214,-0.08700554,"('hardhearted', 'benevolent')",0.86298084,0.80272067,1.4384869,1.3505505,0.7882683,0.6887552,-0.0995131
27,-0.3633664,-0.31938347,"('hardhearted', 'softhearted')",-0.18512557,-0.12019797,0.91451335,0.7789332,0.1220071,0.1131173,-0.0088898
28,2.0357456,1.9274375,"('disloyal', 'loyal')",0.9624482,0.85676694,1.3813332,1.2096806,1.4598424,1.331295,-0.1285474
29,-0.039210126,-0.23057197,"('unfair', 'fair')",-0.32404956,-0.43479913,-0.54666907,-0.65823656,-0.3033096,-0.4412026,-0.137893
30,1.9158404,2.0589945,"('intolerant', 'tolerant')",0.62511516,0.672734,0.92438006,0.9403711,1.1551119,1.2240332,0.0689213
31,-3.124923,-3.3399534,"('evil', 'good')",-0.97164357,-0.8703119,-1.0263028,-1.0501113,-1.7076232,-1.7534588,-0.0458356
32,0.5908135,0.6769768,"('unkind', 'kind')",0.7016453,0.67314696,1.1013501,1.0220234,0.7979363,0.7907157,-0.0072206
33,0.6329701,0.4782405,"('wrong', 'right')",0.9408538,0.9207886,-0.557962,-0.6481571,0.3386207,0.2502906,-0.0883301
34,-0.004430336,0.064711384,"('mean', 'honorable')",0.2433291,0.35084093,5.547735,5.6023827,1.928878,2.0059783,0.0771003
35,-1.6974703,-2.0107813,"('corrupt', 'incorrupt')",-0.39797288,-0.44002333,-0.3745014,-0.52812386,-0.8233149,-0.9929762,-0.1696613
36,-2.0514219,-2.4368181,"('hostile', 'amicable')",-0.7776432,-0.75301915,-0.39139232,-0.60351723,-1.0734858,-1.2644515,-0.1909657
37,0.8504568,0.9831133,"('fake', 'genuine')",0.09264579,0.09537605,0.19091052,0.202172,0.3780044,0.4268871,0.0488827
38,1.3542461,1.2899125,"('untruthful', 'truthful')",0.98908174,0.93487614,0.33642665,0.35829508,0.8932516,0.8610279,-0.0322237
39,1.3710542,1.4583961,"('exploitative', 'cooperative')",0.36102894,0.40363586,0.3048938,0.35483652,0.6789923,0.7389561,0.0599638
40,0.25771368,0.22316882,"('stingy', 'generous')",0.6050478,0.584743,-2.457006,-2.5538888,-0.5314148,-0.5819923,-0.0505775
41,1.0840042,1.1243347,"('unforgiving', 'forgiving')",-0.112610474,-0.07588262,0.35879022,0.31026047,0.4433947,0.4529041,0.0095094
42,0.36365014,0.56764114,"('unreliable', 'reliable')",-0.5770258,-0.54070914,-3.5259159,-3.4439893,-1.2464305,-1.1390191,0.1074114
43,1.3496048,1.5678483,"('irresponsible', 'responsible')",0.57972354,0.51709235,0.6606905,0.7347691,0.8633397,0.9399033,0.0765636
44,-0.057626195,-0.032302685,"('prejudiced', 'unprejudiced')",-0.09084406,-0.024347823,-1.1563678,-1.1283519,-0.434946,-0.3950008,0.0399452
45,2.014597,2.1481636,"('incompetent', 'competent')",0.20721348,0.23199393,0.2320617,0.23197517,0.8179573,0.8707108,0.0527535
46,1.1863855,1.4927665,"('uncompetitive', 'competitive')",0.44746253,0.4228964,-0.66209304,-0.65628827,0.3239183,0.4197915,0.0958732
47,0.3250958,0.45818922,"('stupid', 'smart')",0.92882085,0.9562971,5.7963324,5.867565,2.350083,2.4273505,0.0772675
48,1.1627387,1.2422509,"('unintelligent', 'intelligent')",0.6949083,0.7061565,0.17666613,0.18647365,0.6781043,0.711627,0.0335227
49,-0.42650098,-0.35115764,"('unable', 'able')",-0.5320801,-0.427837,-0.20160398,-0.17882407,-0.3867284,-0.3192729,0.0674555
50,-0.29556507,-0.18515997,"('clumsy', 'skillful')",-0.6930481,-0.7333236,-0.427166,-0.45913392,-0.4719264,-0.4592058,0.0127206
51,0.08356077,0.1322164,"('uneducated', 'educated')",-0.8506142,-0.9633347,-0.018950127,-0.13523173,-0.2620012,-0.3221167,-0.0601155
52,-1.6786838,-2.0130177,"('irrational', 'rational')",-0.14773971,-0.2660727,-0.3775445,-0.50613725,-0.7346559,-0.9284093,-0.1937534
53,-0.79402083,-0.74177444,"('uncreative', 'creative')",-0.31124917,-0.3417552,0.3621968,0.27448398,-0.2476911,-0.2696819,-0.0219908
54,-0.5870923,-0.7080692,"('incapable', 'capable')",-0.37047264,-0.42049542,0.73945445,0.6763304,-0.0727035,-0.1507447,-0.0780412
55,2.376082,2.6574793,"('incompetent', 'clever')",0.039450694,0.12473411,0.5402145,0.6101496,0.985249,1.1307877,0.1455387
56,2.6618412,2.7567394,"('impractical', 'practical')",2.0052567,1.9547538,0.107500836,0.18292388,1.591533,1.6314723,0.0399393
57,1.1009464,1.1529976,"('unimaginative', 'imaginative')",0.18414116,0.12836511,-3.1926694,-3.1446762,-0.6358606,-0.6211045,0.0147561
58,0.33652934,0.2942674,"('undiscriminating', 'discriminating')",0.78152466,0.7080809,0.32051337,0.27923205,0.4795225,0.4271934,-0.0523291
59,-2.2323272,-2.4538558,"('foolish', 'wise')",-0.2853361,-0.36975592,-0.19015172,-0.1768783,-0.902605,-1.0001633,-0.0975583
60,2.8917935,3.2453935,"('inefficient', 'efficient')",1.623902,1.7115613,0.48390338,0.6756159,1.666533,1.8775236,0.2109906
61,1.273779,1.2169769,"('illogical', 'logical')",0.4897687,0.3548518,0.34547064,0.19179349,0.7030061,0.5878741,-0.115132
62,2.0222058,2.2851543,"('incompetent', 'brilliant')",0.47567773,0.52654153,0.16391492,0.31171873,0.8872662,1.0411382,0.153872
63,0.15847197,0.33367127,"('unperceptive', 'insightful')",-0.1691286,-0.2180974,0.22135729,0.29280502,0.0702336,0.1361263,0.0658927
64,-0.026172638,0.031415716,"('shy', 'confident')",-0.03456125,-0.07983137,-6.3314147,-6.167777,-2.1307162,-2.0720642,0.058652
65,1.6397051,1.7815794,"('insecure', 'secure')",0.41093385,0.36834627,0.26051977,0.30788025,0.7703862,0.8192686,0.0488824
66,-0.9782674,-0.97657955,"('inactive', 'active')",-1.158133,-1.1494793,0.14112902,0.014569148,-0.6650905,-0.7038299,-0.0387394
67,0.5735888,0.5965064,"('doubtful', 'determined')",0.81256664,0.7507296,-0.097580776,-0.07382788,0.4295249,0.4244694,-0.0050555
68,-1.2815084,-1.3080145,"('dependent', 'independent')",-1.3645118,-1.4381495,-1.2798694,-1.3156954,-1.30863,-1.353953,-0.045323
69,-1.2942977,-1.4583338,"('lazy', 'industrious')",0.04752112,0.13590747,-1.2893994,-1.281741,-0.845392,-0.8680558,-0.0226638
