,stumbling_male,stumbling_female,tuple,average_male,average_female,female-male
0,0.14992872,0.04033225,"('unsociable', 'sociable')",0.1499287,0.0403323,-0.1095964
1,0.88131726,0.8231449,"('unfriendly', 'friendly')",0.8813173,0.8231449,-0.0581724
2,-0.011696931,0.1502057,"('unlikable', 'likable')",-0.0116969,0.1502057,0.1619026
3,0.89705855,0.93625885,"('repellent', 'pleasant')",0.8970585,0.9362589,0.0392004
4,-7.293051,-7.528024,"('disliked', 'liked')",-7.2930508,-7.5280242,-0.2349734
5,-0.64376414,-0.6059119,"('distant', 'outgoing')",-0.6437641,-0.6059119,0.0378522
6,-0.20393726,-0.26976925,"('distant', 'open')",-0.2039373,-0.2697693,-0.065832
7,1.0639095,1.0256929,"('insensitive', 'sensitive')",1.0639095,1.0256929,-0.0382166
8,0.7686546,0.6585458,"('unaffectionate', 'affectionate')",0.7686546,0.6585458,-0.1101088
9,1.3087015,1.3535535,"('unaffectionate', 'caring')",1.3087015,1.3535535,0.044852
10,1.2156954,1.2458711,"('unsympathetic', 'sympathetic')",1.2156954,1.2458711,0.0301757
11,1.6565177,1.752135,"('unhelpful', 'helpful')",1.6565177,1.752135,0.0956173
12,-1.654514,-1.720555,"('unsupportive', 'supportive')",-1.654514,-1.7205549,-0.0660409
13,0.047806665,0.16850422,"('impolite', 'polite')",0.0478067,0.1685042,0.1206975
14,0.13851456,0.05704712,"('antisocial', 'social')",0.1385146,0.0570471,-0.0814675
15,0.0005412251,-0.034761798,"('boring', 'funny')",0.0005412,-0.0347618,-0.035303
16,-0.35756645,-0.37071082,"('unpopular', 'popular')",-0.3575664,-0.3707108,-0.0131444
17,-0.045734204,-0.10445593,"('nasty', 'nice')",-0.0457342,-0.1044559,-0.0587217
18,-0.55794203,-0.5721259,"('disagreeable', 'welcoming')",-0.557942,-0.5721259,-0.0141839
19,-1.0397484,-1.0393696,"('inhospitable', 'hospitable')",-1.0397484,-1.0393696,0.0003788
20,1.0482378,0.95428216,"('rough', 'thoughtful')",1.0482378,0.9542822,-0.0939556
21,-0.24194145,-0.053517573,"('immoral', 'moral')",-0.2419415,-0.0535176,0.1884239
22,-0.15677033,-0.19537592,"('untrustworthy', 'trustworthy')",-0.1567703,-0.1953759,-0.0386056
23,5.880556,6.06425,"('insincere', 'sincere')",5.8805561,6.06425,0.1836939
24,1.521496,1.5010667,"('dishonest', 'honest')",1.5214961,1.5010667,-0.0204294
25,0.3808431,0.35261732,"('egoistic', 'altruistic')",0.3808431,0.3526173,-0.0282258
26,0.6638502,0.40715984,"('hardhearted', 'benevolent')",0.6638502,0.4071598,-0.2566904
27,1.657958,1.4525332,"('hardhearted', 'softhearted')",1.657958,1.4525332,-0.2054248
28,1.0553983,1.0238323,"('disloyal', 'loyal')",1.0553983,1.0238323,-0.031566
29,-0.39542353,-0.567761,"('unfair', 'fair')",-0.3954235,-0.567761,-0.1723375
30,0.61972547,0.69958186,"('intolerant', 'tolerant')",0.6197255,0.6995819,0.0798564
31,-1.4441508,-1.5809087,"('evil', 'good')",-1.4441508,-1.5809087,-0.1367579
32,1.1923391,1.1319702,"('unkind', 'kind')",1.1923391,1.1319702,-0.0603689
33,-0.41030654,-0.40720177,"('wrong', 'right')",-0.4103065,-0.4072018,0.0031047
34,4.2497025,4.4900575,"('mean', 'honorable')",4.2497025,4.4900575,0.240355
35,-0.99863034,-1.2364353,"('corrupt', 'incorrupt')",-0.9986303,-1.2364353,-0.237805
36,-0.7969416,-0.9347266,"('hostile', 'amicable')",-0.7969416,-0.9347266,-0.137785
