,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7880063,-0.89523906,"('unsociable', 'sociable')",-0.26212034,-0.39796424,-0.45284817,-0.5942665,-0.5009916,-0.6291566,-0.128165
1,1.0152186,0.791559,"('unfriendly', 'friendly')",-0.9731371,-1.1398263,1.8119953,1.7273421,0.6180256,0.4596916,-0.158334
2,-0.09480653,-0.026852516,"('unlikable', 'likable')",0.22905067,0.24753578,0.32170194,0.4082083,0.151982,0.2096305,0.0576485
3,-1.1219844,-1.05904,"('repellent', 'pleasant')",0.40282777,0.5165501,0.54144996,0.59314483,-0.0592356,0.016885,0.0761206
4,-0.9393413,-1.1028488,"('disliked', 'liked')",-0.023346178,-0.09609689,-6.4720726,-6.610398,-2.4782534,-2.6031144,-0.124861
5,0.372438,0.32857624,"('distant', 'outgoing')",-1.2014439,-1.1791122,-0.22643736,-0.22928436,-0.3518144,-0.3599401,-0.0081257
6,0.28859246,0.22987697,"('distant', 'open')",-0.89078015,-0.8529963,0.5380826,0.5163464,-0.0213684,-0.035591,-0.0142226
7,0.31386265,0.37033507,"('insensitive', 'sensitive')",0.13101704,0.2800822,0.6073241,0.6555698,0.3507346,0.435329,0.0845944
8,0.5766224,0.54302156,"('unaffectionate', 'affectionate')",-1.01002,-0.9954106,0.83554256,0.7422412,0.1340483,0.0966174,-0.0374309
9,0.6354175,0.5831477,"('unaffectionate', 'caring')",-1.0716786,-1.0768795,1.0269217,1.0280246,0.1968869,0.1780976,-0.0187893
10,-1.6570865,-1.6612006,"('unsympathetic', 'sympathetic')",-0.7489032,-0.6674443,-0.66360766,-0.66326934,-1.0231991,-0.9973048,0.0258943
11,0.8126888,0.9265007,"('unhelpful', 'helpful')",-0.2153736,-0.100866124,1.3130993,1.4397954,0.6368048,0.7551433,0.1183385
12,0.08690602,0.17174284,"('unsupportive', 'supportive')",-0.64221495,-0.48586243,-2.0660489,-2.0653868,-0.873786,-0.7931688,0.0806172
13,-0.9696094,-0.9491216,"('impolite', 'polite')",-0.62579644,-0.6518919,-0.63640875,-0.70358664,-0.7439382,-0.7682,-0.0242618
14,-0.1843891,-0.19836831,"('antisocial', 'social')",1.3128161,1.2246763,-0.61858815,-0.66011125,0.1699463,0.1220656,-0.0478807
15,-0.02229911,-0.11846149,"('boring', 'funny')",0.4795732,0.40675414,0.34859204,0.281995,0.268622,0.1900959,-0.0785261
16,-1.1302141,-1.2589946,"('unpopular', 'popular')",-0.90855354,-0.9644328,0.68586296,0.6885359,-0.4509682,-0.5116305,-0.0606623
17,-0.8165339,-0.79199404,"('nasty', 'nice')",-0.66357976,-0.62777776,-0.5073855,-0.4578535,-0.6624997,-0.6258751,0.0366246
18,-0.33141676,-0.37500426,"('disagreeable', 'welcoming')",-0.7105069,-0.65377384,-0.26383206,-0.31809688,-0.4352519,-0.4489583,-0.0137064
19,-0.4453414,-0.46251738,"('inhospitable', 'hospitable')",-1.2525009,-1.200247,-0.21117786,-0.08332625,-0.6363401,-0.5820302,0.0543099
20,0.368601,0.3589145,"('rough', 'thoughtful')",0.8029098,0.8354127,1.3556398,1.300565,0.8423835,0.8316307,-0.0107528
21,-0.6610914,-0.72867525,"('immoral', 'moral')",1.1915659,1.1911683,-0.8305234,-0.7577676,-0.1000163,-0.0984249,0.0015914
22,-0.7028574,-0.7862856,"('untrustworthy', 'trustworthy')",-0.30867496,-0.3359685,-0.9034948,-0.9707051,-0.6383424,-0.6976531,-0.0593107
23,-0.23899573,-0.22543307,"('insincere', 'sincere')",-0.3152471,-0.2858331,5.3806033,5.3844047,1.6087869,1.6243795,0.0155926
24,-0.13039362,-0.109602466,"('dishonest', 'honest')",-0.093523175,-0.06281422,0.73877376,0.6601445,0.171619,0.1625759,-0.0090431
25,0.5795954,0.49310544,"('egoistic', 'altruistic')",0.18232836,0.15454328,1.6667202,1.6238276,0.809548,0.7571588,-0.0523892
26,1.0766839,0.9500028,"('hardhearted', 'benevolent')",0.923435,0.8137679,1.8285837,1.7602575,1.2762341,1.1746761,-0.101558
27,-0.29220834,-0.34326336,"('hardhearted', 'softhearted')",-0.32170713,-0.27853987,1.7189379,1.5941607,0.3683408,0.3241192,-0.0442216
