,kraft_male,kraft_female,tuple,foods_male,foods_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.48625848,-0.50430024,"('unsociable', 'sociable')",0.22456335,0.14171448,0.8304632,0.69026494,-0.72933453,-0.9082414,-0.0401416,-0.1451406,-0.104999
1,1.2462074,1.2157171,"('unfriendly', 'friendly')",0.5082211,0.5481024,-0.1118059,-0.21353415,1.924766,1.885817,0.8918471,0.8590256,-0.0328215
2,0.52115,0.5658278,"('unlikable', 'likable')",0.20835298,0.22443724,1.5713984,1.6062226,0.71280277,0.84535056,0.7534261,0.8104596,0.0570335
3,-1.4281064,-1.2206161,"('repellent', 'pleasant')",-1.9770302,-1.8672208,1.0309774,1.0393866,0.04027082,0.05556855,-0.5834721,-0.4982204,0.0852517
4,-0.28298965,-0.37019148,"('disliked', 'liked')",0.4339523,0.44987044,-0.59032494,-0.66223234,-6.4937253,-6.4606442,-1.7332718,-1.7607994,-0.0275276
5,0.66234386,0.6069705,"('distant', 'outgoing')",0.4896174,0.5398596,-1.5600438,-1.5419456,-0.12401633,-0.01699061,-0.1330247,-0.1030265,0.0299982
6,0.39832914,0.37404275,"('distant', 'open')",0.4932481,0.585603,-1.7637086,-1.7283026,0.41167364,0.5169772,-0.1151144,-0.0629199,0.0521945
7,0.08722508,0.2071231,"('insensitive', 'sensitive')",-0.78086925,-0.633288,0.033007577,-0.004065603,0.41273725,0.32791162,-0.0619748,-0.0255797,0.0363951
8,0.92743206,0.8890185,"('unaffectionate', 'affectionate')",0.83519727,0.8013355,-0.3032254,-0.34167987,0.6460641,0.6983535,0.526367,0.5117569,-0.0146101
9,1.2214524,1.208301,"('unaffectionate', 'caring')",0.6868042,0.64422125,0.05918528,0.015224951,1.1046569,1.161999,0.7680247,0.7574365,-0.0105882
10,-0.63599,-0.43837616,"('unsympathetic', 'sympathetic')",-0.82110816,-0.7607864,-0.07989409,-0.110816345,-0.6115882,-0.7345867,-0.5371451,-0.5111414,0.0260037
11,-1.0307521,-0.8994138,"('unhelpful', 'helpful')",-0.53837335,-0.5067016,-0.24636179,-0.22408716,1.811857,1.8176442,-0.0009075,0.0468604,0.0477679
12,0.12494785,0.27793637,"('unsupportive', 'supportive')",0.17358209,0.3239684,0.62632406,0.74691314,-1.9298108,-1.9014962,-0.2512392,-0.1381696,0.1130696
13,-0.09799192,-0.10385154,"('impolite', 'polite')",0.3542591,0.35505193,0.4279999,0.33561128,-0.3227867,-0.45594126,0.0903701,0.0327176,-0.0576525
14,-0.09123044,-0.03092773,"('antisocial', 'social')",-0.38008106,-0.41335943,1.5101438,1.4532864,-0.9905703,-1.0975021,0.0120655,-0.0221257,-0.0341912
15,0.5367342,0.36892226,"('boring', 'funny')",0.58610225,0.5900228,-1.2265656,-1.3066941,0.3820889,0.34893602,0.0695899,0.0002967,-0.0692932
16,-0.8028161,-0.86595726,"('unpopular', 'popular')",-0.4108546,-0.28214198,-0.5837829,-0.53574,0.6845927,0.6911347,-0.2782152,-0.2481761,0.0300391
17,-1.5104405,-1.492798,"('nasty', 'nice')",-0.40509278,-0.29305363,-1.163077,-1.088259,-0.44853806,-0.38794783,-0.8817871,-0.8155146,0.0662725
