,excitement_male,excitement_female,tuple,average_male,average_female,female-male
0,0.47451758,0.38495144,"('unsociable', 'sociable')",0.4745176,0.3849514,-0.0895662
1,1.4748895,1.407225,"('unfriendly', 'friendly')",1.4748895,1.407225,-0.0676645
2,0.4007756,0.5836366,"('unlikable', 'likable')",0.4007756,0.5836366,0.182861
3,1.4101863,1.3537154,"('repellent', 'pleasant')",1.4101863,1.3537154,-0.0564709
4,-7.277999,-7.389694,"('disliked', 'liked')",-7.2779989,-7.3896942,-0.1116953
5,0.0787743,0.23318383,"('distant', 'outgoing')",0.0787743,0.2331838,0.1544095
6,0.25541294,0.3357794,"('distant', 'open')",0.2554129,0.3357794,0.0803665
7,1.6798264,1.7586495,"('insensitive', 'sensitive')",1.6798264,1.7586495,0.0788231
8,0.9457915,0.97807527,"('unaffectionate', 'affectionate')",0.9457915,0.9780753,0.0322838
9,1.6430391,1.7518995,"('unaffectionate', 'caring')",1.6430391,1.7518995,0.1088604
10,1.3458111,1.4077029,"('unsympathetic', 'sympathetic')",1.3458111,1.4077029,0.0618918
11,2.369249,2.4154453,"('unhelpful', 'helpful')",2.3692491,2.4154453,0.0461962
12,-1.0097483,-0.77236176,"('unsupportive', 'supportive')",-1.0097483,-0.7723618,0.2373865
13,0.41236922,0.2882039,"('impolite', 'polite')",0.4123692,0.2882039,-0.1241653
14,0.12489436,0.053025067,"('antisocial', 'social')",0.1248944,0.0530251,-0.0718693
15,0.4965643,0.4988551,"('boring', 'funny')",0.4965643,0.4988551,0.0022908
16,-0.37111282,-0.23309147,"('unpopular', 'popular')",-0.3711128,-0.2330915,0.1380213
17,-0.24166833,-0.16637428,"('nasty', 'nice')",-0.2416683,-0.1663743,0.075294
18,-0.068194225,-0.00048638508,"('disagreeable', 'welcoming')",-0.0681942,-0.0004864,0.0677078
19,-0.23396106,-0.05630669,"('inhospitable', 'hospitable')",-0.2339611,-0.0563067,0.1776544
20,0.5714034,0.44172397,"('rough', 'thoughtful')",0.5714034,0.441724,-0.1296794
21,0.424672,0.5862551,"('immoral', 'moral')",0.424672,0.5862551,0.1615831
22,0.07016632,0.06772457,"('untrustworthy', 'trustworthy')",0.0701663,0.0677246,-0.0024417
23,7.297967,7.3841467,"('insincere', 'sincere')",7.297967,7.3841467,0.0861797
24,2.3540828,2.513787,"('dishonest', 'honest')",2.3540828,2.513787,0.1597042
25,0.4764178,0.25960785,"('egoistic', 'altruistic')",0.4764178,0.2596079,-0.2168099
26,0.19689292,0.12599814,"('hardhearted', 'benevolent')",0.1968929,0.1259981,-0.0708948
27,2.0016944,1.8997033,"('hardhearted', 'softhearted')",2.0016944,1.8997033,-0.1019911
28,1.1692303,1.1214979,"('disloyal', 'loyal')",1.1692303,1.1214979,-0.0477324
29,-0.7026128,-0.75424165,"('unfair', 'fair')",-0.7026128,-0.7542416,-0.0516288
30,0.99534667,1.0680178,"('intolerant', 'tolerant')",0.9953467,1.0680178,0.0726711
31,-1.6588582,-1.6115499,"('evil', 'good')",-1.6588582,-1.6115499,0.0473083
32,1.583868,1.5235466,"('unkind', 'kind')",1.583868,1.5235466,-0.0603214
33,-0.12811771,-0.097006164,"('wrong', 'right')",-0.1281177,-0.0970062,0.0311115
34,4.9850397,5.2366004,"('mean', 'honorable')",4.9850397,5.2366004,0.2515607
35,-1.2805411,-1.3361241,"('corrupt', 'incorrupt')",-1.2805411,-1.3361241,-0.055583
36,-1.6100304,-1.7353162,"('hostile', 'amicable')",-1.6100304,-1.7353162,-0.1252858
37,1.0653356,0.98697656,"('fake', 'genuine')",1.0653356,0.9869766,-0.078359
38,0.11242393,0.1805703,"('untruthful', 'truthful')",0.1124239,0.1805703,0.0681464
39,0.29704395,0.35235152,"('exploitative', 'cooperative')",0.2970439,0.3523515,0.0553076
40,-0.7262198,-0.9494842,"('stingy', 'generous')",-0.7262198,-0.9494842,-0.2232644
41,-0.08965668,-0.13926767,"('unforgiving', 'forgiving')",-0.0896567,-0.1392677,-0.049611
42,-1.9937118,-2.0185783,"('unreliable', 'reliable')",-1.9937118,-2.0185783,-0.0248665
