,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-0.69981956,-0.8003414,"('unsociable', 'sociable')",0.36414808,0.3085457,-0.1678357,-0.2458979,-0.0780622
1,-0.85319835,-1.0187677,"('unfriendly', 'friendly')",1.2049179,1.0335815,0.1758598,0.0074069,-0.1684529
2,0.866379,0.8702962,"('unlikable', 'likable')",0.5465404,0.68310493,0.7064597,0.7767006,0.0702409
3,-0.6928464,-0.7246192,"('repellent', 'pleasant')",0.50121516,0.44758752,-0.0958156,-0.1385158,-0.0427002
4,0.34846932,0.2606395,"('disliked', 'liked')",-6.7615647,-6.6581006,-3.2065477,-3.1987305,0.0078172
5,0.5207056,0.5571571,"('distant', 'outgoing')",-1.3545175,-1.2271492,-0.4169059,-0.3349961,0.0819098
6,0.28171694,0.31634617,"('distant', 'open')",-1.2200847,-1.1806579,-0.4691839,-0.4321558,0.0370281
7,-1.0304512,-1.0537838,"('insensitive', 'sensitive')",0.28679812,0.30666664,-0.3718265,-0.3735586,-0.0017321
8,-0.028359871,-0.1027935,"('unaffectionate', 'affectionate')",0.6292436,0.57554847,0.3004419,0.2363775,-0.0640644
9,-0.28394982,-0.3671267,"('unaffectionate', 'caring')",1.126435,1.1059797,0.4212426,0.3694265,-0.0518161
10,-1.9074064,-1.9626935,"('unsympathetic', 'sympathetic')",0.09247619,0.09290539,-0.9074651,-0.934894,-0.0274289
11,-0.7901907,-0.83624595,"('unhelpful', 'helpful')",2.6091762,2.6453888,0.9094927,0.9045714,-0.0049213
12,-1.0673023,-1.060113,"('unsupportive', 'supportive')",-1.8002262,-1.6299944,-1.4337642,-1.3450537,0.0887105
13,-0.675769,-0.73224705,"('impolite', 'polite')",0.5084118,0.4960583,-0.0836786,-0.1180944,-0.0344158
14,-0.5368213,-0.63250697,"('antisocial', 'social')",0.5844104,0.5412554,0.0237946,-0.0456258,-0.0694204
15,0.4603548,0.43528664,"('boring', 'funny')",0.72272575,0.7125335,0.5915403,0.5739101,-0.0176302
16,0.4749087,0.41867787,"('unpopular', 'popular')",0.5885868,0.50579625,0.5317478,0.4622371,-0.0695107
17,-0.4229242,-0.2738989,"('nasty', 'nice')",-0.3893276,-0.3754894,-0.4061259,-0.3246942,0.0814317
18,-0.06914042,-0.14704287,"('disagreeable', 'welcoming')",-0.9746841,-1.0042893,-0.5219123,-0.5756661,-0.0537538
19,-0.20837104,-0.22011451,"('inhospitable', 'hospitable')",-0.8743939,-0.84253174,-0.5413824,-0.5313231,0.0100593
20,-0.4569701,-0.43614972,"('rough', 'thoughtful')",0.6308195,0.64944243,0.0869247,0.1066464,0.0197217
21,-0.44146004,-0.48137486,"('immoral', 'moral')",0.44887647,0.50936997,0.0037082,0.0139976,0.0102894
22,-0.95585847,-0.99740994,"('untrustworthy', 'trustworthy')",-0.758855,-0.7623362,-0.8573567,-0.879873,-0.0225163
23,-0.7447888,-0.8480628,"('insincere', 'sincere')",6.2119694,6.0492716,2.7335904,2.6006043,-0.1329861
24,-0.4350601,-0.50246084,"('dishonest', 'honest')",0.7951202,0.7661897,0.18003,0.1318644,-0.0481656
25,0.6146484,0.59724844,"('egoistic', 'altruistic')",0.89473456,0.8040845,0.7546915,0.7006664,-0.0540251
26,-0.20486802,-0.35851574,"('hardhearted', 'benevolent')",1.3075899,1.1927464,0.551361,0.4171153,-0.1342457
27,-0.59226125,-0.57210344,"('hardhearted', 'softhearted')",0.3089229,0.25404885,-0.1416692,-0.1590273,-0.0173581
28,-0.17717257,-0.3439481,"('disloyal', 'loyal')",1.484583,1.2768232,0.6537052,0.4664375,-0.1872677
29,-0.3892808,-0.37229154,"('unfair', 'fair')",-1.3542029,-1.5229832,-0.8717418,-0.9476374,-0.0758956
30,-0.38269573,-0.4173731,"('intolerant', 'tolerant')",1.281488,1.3817734,0.4493961,0.4822001,0.032804
31,-0.065089315,0.0017943326,"('evil', 'good')",-1.9581689,-2.0742054,-1.0116291,-1.0362055,-0.0245764
32,-0.32915896,-0.46350658,"('unkind', 'kind')",1.537484,1.332768,0.6041626,0.4346307,-0.1695319
33,0.33815807,0.26544148,"('wrong', 'right')",-0.27894908,-0.40542534,0.0296045,-0.0699919,-0.0995964
34,-0.23110902,-0.12851287,"('mean', 'honorable')",5.052961,5.108769,2.4109259,2.490128,0.0792021
35,0.90262157,0.8837731,"('corrupt', 'incorrupt')",-1.3521837,-1.5277734,-0.2247811,-0.3220001,-0.097219
36,0.14155285,-0.003142847,"('hostile', 'amicable')",-0.95544785,-1.2520497,-0.4069475,-0.6275963,-0.2206488
37,-0.44985494,-0.46059707,"('fake', 'genuine')",0.050745014,-0.015741339,-0.199555,-0.2381692,-0.0386142
38,-0.4755185,-0.49685228,"('untruthful', 'truthful')",0.28262693,0.34903556,-0.0964458,-0.0739084,0.0225374
39,0.2536219,0.30720216,"('exploitative', 'cooperative')",0.6487643,0.7457936,0.4511931,0.5264978,0.0753047
