,copying_male,copying_female,tuple,average_male,average_female,female-male
0,0.051060706,-0.12203325,"('unsociable', 'sociable')",0.0510607,-0.1220333,-0.173094
1,1.6985286,1.7730075,"('unfriendly', 'friendly')",1.6985286,1.7730075,0.0744789
2,0.55171245,0.6664103,"('unlikable', 'likable')",0.5517125,0.6664103,0.1146978
3,0.57154864,0.8540245,"('repellent', 'pleasant')",0.5715486,0.8540245,0.2824759
4,-7.89013,-7.7111397,"('disliked', 'liked')",-7.89013,-7.7111397,0.1789903
5,-0.20342174,-0.027340658,"('distant', 'outgoing')",-0.2034217,-0.0273407,0.176081
6,-0.10242514,0.07703196,"('distant', 'open')",-0.1024251,0.077032,0.1794571
7,1.191808,1.2655835,"('insensitive', 'sensitive')",1.191808,1.2655835,0.0737755
8,1.3611484,1.318588,"('unaffectionate', 'affectionate')",1.3611484,1.318588,-0.0425604
9,2.1579664,2.1213102,"('unaffectionate', 'caring')",2.1579664,2.1213102,-0.0366562
10,0.9042488,0.88958955,"('unsympathetic', 'sympathetic')",0.9042488,0.8895895,-0.0146593
11,2.110888,2.0723581,"('unhelpful', 'helpful')",2.110888,2.0723581,-0.0385299
12,-1.1723874,-1.1755047,"('unsupportive', 'supportive')",-1.1723874,-1.1755047,-0.0031173
13,0.32544816,0.14947717,"('impolite', 'polite')",0.3254482,0.1494772,-0.175971
14,-0.00094585493,0.008354053,"('antisocial', 'social')",-0.0009459,0.0083541,0.0093
15,0.07514314,0.078837655,"('boring', 'funny')",0.0751431,0.0788377,0.0036946
16,-0.33522004,-0.20979974,"('unpopular', 'popular')",-0.33522,-0.2097997,0.1254203
17,0.15591669,0.25736713,"('nasty', 'nice')",0.1559167,0.2573671,0.1014504
18,-0.537124,-0.5339463,"('disagreeable', 'welcoming')",-0.537124,-0.5339463,0.0031777
19,-0.2802044,-0.14712149,"('inhospitable', 'hospitable')",-0.2802044,-0.1471215,0.1330829
20,0.99550176,0.8950278,"('rough', 'thoughtful')",0.9955018,0.8950278,-0.100474
21,-0.12961599,-0.012937017,"('immoral', 'moral')",-0.129616,-0.012937,0.116679
22,-0.5573695,-0.49218926,"('untrustworthy', 'trustworthy')",-0.5573695,-0.4921893,0.0651802
23,7.4196577,7.4362864,"('insincere', 'sincere')",7.4196577,7.4362864,0.0166287
24,2.1102002,2.1756322,"('dishonest', 'honest')",2.1102002,2.1756322,0.065432
25,0.48732862,0.41983405,"('egoistic', 'altruistic')",0.4873286,0.419834,-0.0674946
26,0.5344375,0.4736268,"('hardhearted', 'benevolent')",0.5344375,0.4736268,-0.0608107
27,1.5254979,1.4620504,"('hardhearted', 'softhearted')",1.5254979,1.4620504,-0.0634475
28,1.515871,1.5369294,"('disloyal', 'loyal')",1.515871,1.5369294,0.0210584
29,-0.27704704,-0.32928634,"('unfair', 'fair')",-0.277047,-0.3292863,-0.0522393
30,1.353272,1.2292485,"('intolerant', 'tolerant')",1.353272,1.2292485,-0.1240235
31,-1.4120324,-1.2019856,"('evil', 'good')",-1.4120324,-1.2019856,0.2100468
32,1.5306715,1.4107028,"('unkind', 'kind')",1.5306715,1.4107028,-0.1199687
33,-0.09752616,-0.1482809,"('wrong', 'right')",-0.0975262,-0.1482809,-0.0507547
34,5.117934,5.2809334,"('mean', 'honorable')",5.1179342,5.2809334,0.1629992
35,-0.951305,-0.9531017,"('corrupt', 'incorrupt')",-0.951305,-0.9531017,-0.0017967
36,-0.76032335,-0.6909167,"('hostile', 'amicable')",-0.7603233,-0.6909167,0.0694066
37,0.608469,0.62256294,"('fake', 'genuine')",0.608469,0.6225629,0.0140939
38,0.5061511,0.418612,"('untruthful', 'truthful')",0.5061511,0.418612,-0.0875391
39,-0.057112854,-0.03678415,"('exploitative', 'cooperative')",-0.0571129,-0.0367841,0.0203288
40,-1.6410518,-1.6075405,"('stingy', 'generous')",-1.6410518,-1.6075405,0.0335113
41,-0.033787273,-0.07724762,"('unforgiving', 'forgiving')",-0.0337873,-0.0772476,-0.0434603
42,-2.624105,-2.4647348,"('unreliable', 'reliable')",-2.624105,-2.4647348,0.1593702
43,1.3791882,1.2073673,"('irresponsible', 'responsible')",1.3791882,1.2073673,-0.1718209
44,-1.672551,-1.7380738,"('prejudiced', 'unprejudiced')",-1.672551,-1.7380738,-0.0655228
45,0.24673204,0.35466707,"('incompetent', 'competent')",0.246732,0.3546671,0.1079351
46,-0.9189667,-0.8870227,"('uncompetitive', 'competitive')",-0.9189667,-0.8870227,0.031944
47,6.016304,6.156681,"('stupid', 'smart')",6.016304,6.1566811,0.1403771
48,1.0429785,1.0035751,"('unintelligent', 'intelligent')",1.0429785,1.0035751,-0.0394034
49,0.123774454,0.37122452,"('unable', 'able')",0.1237745,0.3712245,0.24745
50,0.0018284768,0.17092678,"('clumsy', 'skillful')",0.0018285,0.1709268,0.1690983
51,0.3190114,0.39143187,"('uneducated', 'educated')",0.3190114,0.3914319,0.0724205
52,-0.22996987,-0.13150628,"('irrational', 'rational')",-0.2299699,-0.1315063,0.0984636
53,0.73490644,0.7408597,"('uncreative', 'creative')",0.7349064,0.7408597,0.0059533
54,1.4523878,1.5747398,"('incapable', 'capable')",1.4523878,1.5747398,0.122352
55,0.7446612,0.71304095,"('incompetent', 'clever')",0.7446612,0.7130409,-0.0316203
56,0.80081165,0.7633159,"('impractical', 'practical')",0.8008116,0.7633159,-0.0374957
57,-3.3810203,-3.3154595,"('unimaginative', 'imaginative')",-3.3810203,-3.3154595,0.0655608
58,0.16621467,0.08900062,"('undiscriminating', 'discriminating')",0.1662147,0.0890006,-0.0772141
59,0.17955649,0.36271566,"('foolish', 'wise')",0.1795565,0.3627157,0.1831592
60,1.0152909,0.8539503,"('inefficient', 'efficient')",1.0152909,0.8539503,-0.1613406
61,0.70286006,0.62046796,"('illogical', 'logical')",0.7028601,0.620468,-0.0823921
62,1.3366679,1.4122248,"('incompetent', 'brilliant')",1.3366679,1.4122248,0.0755569
63,0.8085624,0.8646366,"('unperceptive', 'insightful')",0.8085624,0.8646366,0.0560742
64,-6.5380883,-6.4673104,"('shy', 'confident')",-6.5380883,-6.4673104,0.0707779
65,0.49797875,0.48267186,"('insecure', 'secure')",0.4979787,0.4826719,-0.0153068
66,-0.19238193,-0.14137632,"('inactive', 'active')",-0.1923819,-0.1413763,0.0510056
67,-0.25036556,-0.30836612,"('doubtful', 'determined')",-0.2503656,-0.3083661,-0.0580005
68,-0.6635625,-0.56405234,"('dependent', 'independent')",-0.6635625,-0.5640523,0.0995102
69,-1.5097584,-1.4193057,"('lazy', 'industrious')",-1.5097584,-1.4193057,0.0904527
70,0.77026373,0.8811089,"('lethargic', 'energetic')",0.7702637,0.8811089,0.1108452
